"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.2858844419155,-9.58867681269609,0.828010693892561,-4.58948524040541,1.58565972771617,-0.32366025305301,3.49497970848535
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.68519269639758,-8.9877809912564,0.422019571710031,-4.44468736795912,1.87780270207602,-0.0305333617954751,3.78613876594752
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.29483346731764,-9.59747452339962,1.48137044625347,-3.05947578279728,1.58130742069995,-0.328041256970169,3.49065609837008
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.30794342952451,-8.61052632686135,2.94516564297707,-2.20940591853322,2.06127571252059,0.152607673333975,3.96994375170721
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.7095816987186,-9.01217007262789,3.76510499590153,-0.182959468216188,1.86594125111903,-0.042398575014388,3.77428107725245
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.88467633407157,-11.1908419658011,3.04841410108306,-2.36939349502983,0.808096489596131,-1.11285745950182,2.72905043869408
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.79239116656306,-9.09497804164199,4.9287008454864,0.726607563668417,1.82566734287616,-0.0827081178914266,3.73404280364375
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-7.26569244776301,-9.56844490872451,1.66473145136415,-2.91464979278575,1.59547998789784,-0.313776756078632,3.5047367318743
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.37874499425093,-9.68194528258889,4.06764638555692,0.502522350001301,1.54049753235992,-0.369140257102515,3.45013532182235
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.66550509091362,-7.96808960644027,1.2699297134193,-3.26069477451645,2.37372190224269,0.462803170075298,4.28464063441007
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.84208458649249,-9.14467436169345,3.41320377295125,-1.36122894388347,1.80149923400398,-0.106914566853961,3.70991303486193
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.0262888462169,-9.32912390796615,2.05354660680524,-2.15633379990156,1.71191255210403,-0.196754300941992,3.62057940515005
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.64976904566103,-8.95235491126124,3.91635642757712,-0.351256280022502,1.8950307908022,-0.0133052650255403,3.80336684662993
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.72248307961866,-9.02506484910587,2.58795630922308,-3.76440836763454,1.85966673874623,-0.0486763165100079,3.76800979400247
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.87738899791611,-8.17997480466285,2.33059914641457,-2.97942067398675,2.27067338314355,0.36073138709304,4.18061537919406
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.30895393480824,-7.61153882566364,2.2715446811789,-1.59104483691296,2.54712850560171,0.634046558760851,4.46021045244258
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.59214267094334,-8.89472703459571,1.83521807251857,-2.34470529440366,1.92305704659349,0.0147071949593867,3.83140689822759
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-7.1883743532336,-9.4913779017093,1.79803683709596,-3.16307498350179,1.63308319832348,-0.275950792081951,3.54211718872892
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-6.81716165922583,-9.11975040578182,0.952679147086453,-3.82463457453228,1.81362035628636,-0.0947726260161248,3.72201333858885
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-7.79819309606719,-10.10193849126,1.93944313233607,-2.36813189827928,1.33650136133122,-0.575123820400665,3.24812654306311
"Bird Island","BI10","BI10.4",145,141,142,141.5,-7.54605259724679,-9.84899936725206,2.28106041113065,-2.82004420309538,1.45912844224518,-0.451193795567115,3.36945068005747
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-7.48948452713269,-9.79194617780322,3.03557677576426,-1.29375957461351,1.48663999768145,-0.423434732423901,3.3967147277868
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-7.67269281176058,-9.97605824537096,1.44930277027984,-2.97026136878961,1.39753770253936,-0.513398189975751,3.30847359505446
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.77443840936603,-9.07702525273706,3.76505512558544,-0.596639561608486,1.83439856304796,-0.0739661738472814,3.74276329994321
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-7.21515310250395,-9.51822515174548,0.941773671293499,-3.11039776879336,1.62005950768706,-0.289048151378885,3.52916716675301
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-7.66238007004996,-9.96536295625422,3.17965932210606,-1.10384247226436,1.40255324513608,-0.508329597453315,3.31343608772548
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-7.92787436753604,-10.2292176926254,4.07595372115659,-0.187372360253989,1.27343162107199,-0.638990593539204,3.18585383568319
"Bird Island","BI10","BI10.5",197,194,195,194.5,-6.83878067432869,-9.14136483397279,2.53951583785195,-1.15848590899427,1.80310607267583,-0.105304784442406,3.71151692979406
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-6.32663243476228,-8.62922032411044,0.937504569219371,-2.71043260176633,2.05218642235017,0.143552082377833,3.9608207623225
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-6.46222622359894,-8.76480875465493,3.24673919028029,-0.825745927091217,1.9862411632867,0.077797466246611,3.89468486032679
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-6.8572161689201,-9.15979936048246,1.81634223887534,-2.24291002303579,1.79414007594969,-0.114287925237309,3.70256807713669
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-6.5992115813469,-8.90179740885707,1.51177886706363,-3.1409739533037,1.9196191226896,0.0112718837136438,3.82796636166556
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-6.78874188941053,-9.09132254343486,1.11103113030599,-3.12403889339184,1.82744214782322,-0.0809309986760154,3.73581529432246
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-6.99331534599539,-9.29589826033783,1.61479095490272,-1.96502917234197,1.72794902422412,-0.180659693679496,3.63655774212773
"Bird Island","BI10","BI10.7",271,265,266,265.5,-7.8079044890001,-10.1092824655157,0.993016131174853,-3.1320949619449,1.33177828125269,-0.579903603966541,3.24346016647191
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-7.15879303125567,-9.46136912677993,0.920959690503753,-2.94278241103341,1.64746990407167,-0.26148699656815,3.55642680471149
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-6.87578482400738,-9.17836701140006,1.2087273610862,-2.58526851951883,1.78510931738253,-0.123337720959794,3.69355635572485
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-6.94562123023987,-9.24804223916019,1.13803483017063,-2.78615211458577,1.75114478301429,-0.157389749900654,3.65967931592923
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-6.5513830808663,-8.85396747364863,2.20581945851924,-2.39768138867321,1.94288023871764,0.0345103021457733,3.85125017528951
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-7.53080379966453,-9.83396148988752,0.875521060151705,-2.92805870930357,1.46654460721553,-0.443709293258214,3.37679850768928
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-6.49032997995526,-8.79291375546877,2.58627667702711,-2.24097096560565,1.97257306307744,0.0641570347941312,3.88098909136074
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-6.82938504603816,-9.13197291290217,0.704587583871853,-4.28353562815777,1.80767558243729,-0.100727210553007,3.71607837542759
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-6.20938128205708,-8.51196687244466,1.10969261285147,-2.92306491859109,2.10921084586524,0.200335340492507,4.01808635123797
