"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-6.7542002050643,-9.05678701336687,2.50127386729276,-0.776966304760059,1.84424129726985,-0.0641133409448507,3.75259593548454
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-6.95104176620463,-9.25324787298746,1.60803160705006,-2.08269136865171,1.74850853653482,-0.160033837757101,3.65705091082674
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-7.17522827080337,-9.47821981713178,2.21654549625482,-4.68050005820388,1.63947671987759,-0.269522455631087,3.54847589538628
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-5.78291789404026,-8.08550168821409,2.01982429093537,-1.81245811582966,2.3166188609752,0.40626984802826,4.22696787392215
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.56109039454796,-7.86367600775474,1.9597717742796,-1.68968268010372,2.42450338907142,0.513018599544034,4.3359881785988
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-7.00440165109393,-9.30685127235703,2.66453622255324,-1.55277615357349,1.72255726352437,-0.186070375906201,3.63118490295494
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-6.59526547861479,-8.89785349810548,2.2244225848454,-1.57799587973036,1.92153828704951,0.0131896213343869,3.82988695276464
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-7.51417628988686,-9.81730985629508,2.99710652583661,-1.03141229021795,1.47463130092972,-0.435549444369496,3.38481204622894
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-6.62155505392408,-8.9241393958062,2.36309077597283,-1.38907777121425,1.9087525033546,0.000411830115925271,3.81709317659327
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-6.89058650940279,-9.19316865346786,1.58752330391482,-2.97462259885576,1.77791060285179,-0.130552882433701,3.68637408813729
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-6.1042516830793,-8.40683767158865,2.42052494302108,-2.74331566178941,2.16034002146619,0.25118812662512,4.06949191630725
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-6.50082790716951,-8.80341632863177,2.03089434043002,-1.98302528289737,1.96746745657649,0.0590607202751643,3.87587419287781
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-6.76197928341993,-9.06456178336343,2.65458404108435,-2.03674209403816,1.84045798726842,-0.0679002830487254,3.74881625758556
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-6.60598023066855,-8.90856310515186,2.73082479204988,-1.1520549586778,1.91632722903537,0.00798225054220136,3.82467220752853
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-6.25892943768033,-8.56151609865291,1.75847511135943,-1.719463007011,2.08511338545259,0.17634842530373,3.99387834560145
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-7.05694113729111,-9.36000114653059,1.4297268344136,-2.62534140445059,1.69700498669767,-0.211720928876287,3.60573090227163
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-6.40477273188978,-8.70735540598935,3.22089872941643,-0.632975175041168,2.01418333842148,0.105670420657826,3.92269625618513
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.71625304305629,-7.01883768905544,3.07907172698451,-1.12645850268638,2.83538517420777,0.917270622308682,4.75349972610686
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-6.00966802971787,-8.31225434475687,3.0468782629677,-0.793830690480164,2.2063402370926,0.296891094553879,4.11578937963132
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-6.43630582045148,-8.73889403393544,3.16710157189124,-0.0344804581752358,1.99884740222474,0.090374580375749,3.90732022407374
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.97908706516066,-8.28167057783787,3.41311957865995,-0.294971212469768,2.22121311325778,0.311658022960268,4.1307682035553
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-6.0606457220372,-8.36323252964127,3.35929624952674,0.0152087858633285,2.18154752973264,0.272264310647054,4.09083074881822
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.41626589089692,-7.71885075885375,2.37358497947831,-1.47790410239984,2.49493795317605,0.582575549016912,4.40730035733518
"Bird Island","BI10","BI10.13",519,491,492,491.5,-6.24938537826346,-8.55197098895218,1.24418021553255,-2.96935345414145,2.08975508383835,0.18096981277148,3.99854035490522
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-6.60267567504214,-8.90526297923273,2.66115348442915,-1.83604713099144,1.91793438065155,0.00958832803630605,3.82628043326679
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-5.85292561317242,-8.15550931316047,3.22804148041946,-0.00178012748719293,2.28257100956386,0.372528014293649,4.19261400483406
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-8.92671903315458,-11.2277465227366,1.48372581125676,-2.21562051376608,0.787649264789278,-1.13378611899334,2.70908464857189
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.68602782538909,-7.98861409726627,2.84100968171623,-0.500033777449337,2.36374078840785,0.452926740087112,4.27455483672858
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.12637397711624,-7.42895957532652,3.09878037554298,-1.07460739445304,2.63592521755361,0.721483791246002,4.55036664386123
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-5.40892540417556,-7.7115100503869,3.02828290357912,-0.883740101365042,2.49850795665958,0.586098210622397,4.41091770269675
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-5.53101314546903,-7.83359899566186,2.93510790876877,-1.40003513868827,2.43913128611186,0.527473072359109,4.35078949986461
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.63685240929162,-7.93943722170753,3.01825103528569,-1.68122982794957,2.38765696909668,0.476588469463892,4.29872546872947
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.42308408142337,-7.72567008072514,3.11505750563613,-0.554019320911886,2.49162196544188,0.579303287613558,4.40394064327021
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-5.21029165417053,-7.51287693031206,3.11948028906967,-0.990993655976694,2.59511233813761,0.681316898939984,4.50890777733524
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-4.77625665342622,-7.07884139044232,3.55103318664884,-0.80727692262726,2.80620276353441,0.888679018695635,4.72372650837319
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-4.74962028561923,-7.05220549415368,3.4014242215987,-0.727511785635203,2.81915720776532,0.901373451249786,4.73694096428085
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-5.18797868255743,-7.49056395465765,3.42162812374444,-0.205215939339544,2.60596412350423,0.692000430253723,4.51992781675474
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.46293331678708,-7.76551770241722,3.13048052313269,-1.84575334585478,2.47224151909484,0.56017364207852,4.38430939611116
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.5075400148276,-7.81012584745358,2.8457976519831,-2.04705460258424,2.45054730814694,0.538750528940111,4.36234408735377
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.53602394586438,-7.83860903885843,2.53947190280935,-4.10591908936825,2.43669431216916,0.525065312304769,4.34832331203355
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.7317459331356,-8.03433195165237,2.78604752856493,-0.986213535614105,2.34150604974392,0.430917434489943,4.2520946649979
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.22112727757129,-7.52371181513717,3.25539830953638,-0.302452881724603,2.58984249503928,0.676127846296594,4.50355714378197
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.58394767863375,-7.88653330386812,2.9979641515603,-0.566929322249075,2.4133868804654,0.502030784655175,4.32474297627563
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-4.69615267377498,-6.99873743819413,3.58499338148611,-0.683704568673251,2.84516087316051,0.926844324932594,4.76347742138842
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-4.90383703748346,-7.20642280450796,3.49436526110612,-0.468951039412834,2.74415477778039,0.827826443887187,4.66048311167359
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.61480997193135,-7.91739561384798,3.00996728924865,-0.314269050620134,2.39837718168595,0.487190600869468,4.30956376250243
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-6.19197907698683,-8.49456612523298,3.19199254314342,-0.72504300505189,2.11767430817777,0.208756979356334,4.02659163699921
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-6.02403608708974,-8.32662241981391,2.83774413919081,-1.25460242075082,2.19935241505624,0.289951390426124,4.10875343968635
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-5.11498931643846,-7.41757474243056,3.21191437007154,-0.816642452517716,2.64146208177274,0.726930249565807,4.55599391397968
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-6.20322265921594,-8.50580824654967,2.9908749026054,-1.35965306503248,2.11220605665046,0.203315928169296,4.02109618513163
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-6.84057244462449,-9.1431584726432,2.90520359483185,-0.552564138857384,1.8022346555014,-0.10617779108259,3.71064710208538
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-6.47360100231764,-8.77618415187666,2.38583874774731,-1.44000656186186,1.98070910510152,0.0722770967482615,3.88914111345477
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-6.86583820428111,-9.1684213793784,2.75389201299074,-1.05377097667716,1.78994679865864,-0.118489821283662,3.69838341860095
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-6.67023871605376,-8.97282065471747,2.21950602078614,-2.10048522292499,1.88507548437869,-0.0232597877993068,3.79341075655669
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-6.10531119053213,-8.40789493883077,3.05326636270802,-0.710336638399446,2.15982473611236,0.250675910390687,4.06897356183404
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.5070261029003,-7.80961070306004,2.74075648172597,-1.75108501711164,2.450797246256,0.538997401772971,4.36259709073902
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-6.52658013120631,-8.82916795643706,1.39210296173829,-2.81429110418734,1.9549430105813,0.0465566644106337,3.86332935675196
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-6.10535018748567,-8.40793528047972,2.50828962143308,-1.44977732435477,2.15980577016838,0.250657057300625,4.06895448303614
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-7.74268724648847,-10.0450511168579,1.98784097965242,-1.89462322438805,1.36349631192159,-0.547814054336589,3.27480667817977
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-6.20454935760401,-8.50713395560234,2.10821442582398,-1.95463147046008,2.11156082452257,0.20267386266462,4.02044778638051
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-6.54715016827646,-8.84973316950984,2.07512704536181,-2.47177423071632,1.9449388914017,0.0365663785578387,3.85331140424555
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.61180748679013,-7.91439203250754,2.9721356342779,-0.787166284960912,2.39983742305962,0.488634565153613,4.31104028096563
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-5.75405145173064,-8.05663717565722,2.02267285557734,-1.2448681418135,2.33065788910976,0.420175367521886,4.24114041069763
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-6.27403384542631,-8.57661946903398,2.00674272289529,-1.69016890150228,2.07776744364836,0.169033669381617,3.98650121791511
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-5.70032206877267,-8.00290656383955,1.98831795180249,-2.55858332173426,2.35678886538,0.446046453504841,4.26753127725516
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-6.44441505096622,-8.74700266067756,1.53945908319336,-2.78053215593889,1.99490352462026,0.0864401863902351,3.90336686285028
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-5.86651436800564,-8.16909946099968,1.56868691851824,-2.12019253872047,2.27596219683346,0.365975683490086,4.18594871017683
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-5.61337968003007,-7.91596395081763,2.94047607723293,-1.96579919842577,2.39907279592297,0.487878466964944,4.310267124881
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-6.25924987904531,-8.56183497203936,3.0824632038888,-1.81038905332851,2.08495754063839,0.176193254292852,3.99372182698392
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-6.0397535168963,-8.34233693073355,2.77810611775638,-2.7946480908622,2.19170833349986,0.282358730035762,4.10105793696395
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-6.78196703732539,-9.08455389392411,1.18339169828179,-2.12431534202336,1.8307370581558,-0.0776319737837785,3.73910609009538
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-7.11664712008919,-9.41982759684291,2.59355068055506,-1.23229462754159,1.66796732548149,-0.240887519301493,3.57682217026446
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-6.94790458314263,-9.25012124198803,1.48712803873978,-2.0127853169602,1.75003428746728,-0.158503530116928,3.65857210505148
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-6.89474922556862,-9.19733530564131,1.11628234823246,-2.84703394510228,1.77588608979468,-0.132582224167999,3.68435440375736
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-8.14946456514447,-10.4516689628459,1.99039033533399,-2.12619983789177,1.16566250338169,-0.748320730126577,3.07964573688996
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-7.66783317302487,-9.96962735504067,1.67386678462295,-2.38318199587205,1.39990115987859,-0.511009666128228,3.31081198588542
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-5.88927011821752,-8.19185412778736,2.2813428726108,-3.63316062486772,2.26489506864285,0.355001015632755,4.17478912165294
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-5.82619657967987,-8.12878268987426,2.38503741920362,-2.17134259915087,2.29557052121778,0.385413658458041,4.20572738397752
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-6.82918719649562,-9.13176951617616,1.51184647914858,-2.65506877541045,1.80777180542398,-0.100630822642491,3.71617443349045
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-6.47090003683588,-8.77348642196065,2.20435831285298,-3.09395905049574,1.9820227041236,0.073587980589662,3.89045742765754
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-6.14247722229255,-8.44506324569614,1.5530237322424,-3.13552806950218,2.14174925040001,0.232704430885383,4.05079406991463
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-6.94078376361593,-9.24286356368174,2.19868065074663,-3.18301833312438,1.75349745707454,-0.155030205686609,3.66202511983568
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-5.96512918700549,-8.26771544881029,2.71008981101639,-1.53740592972751,2.22800144699206,0.318396401677745,4.13760649230638
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-6.22429032021981,-8.52687490834935,2.14146266417043,-2.20906530589574,2.10195992093377,0.193119007550596,4.01080083431694
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-7.12110197656672,-9.42353359243722,2.21715434328196,-2.5158492194342,1.6658007316646,-0.24306446847289,3.57466593180209
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-6.31443119613916,-8.61701905157559,1.24609773739698,-2.81674816317711,2.05812042455484,0.149464287584839,3.96677656152485
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-7.57589184873801,-9.87781980578755,1.29569585744094,-3.32967703094353,1.4446162939622,-0.465843121997427,3.35507570992182
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-5.34041746916725,-7.64300235356154,2.96244211011484,-2.13702440134888,2.53182639669128,0.618961520713839,4.44469127266873
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-5.62105365473755,-7.92363985245312,2.59471934875286,-2.50474715332148,2.39534060247611,0.484187721940734,4.30649348301149
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-4.89689120401034,-7.19947616313144,3.11369627327983,-0.931858124899796,2.74753284392727,0.831141558086391,4.66392412976816
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-5.72054681422659,-8.02313129707743,3.26450659043743,-0.858237446051601,2.34695267679132,0.436309831289241,4.2575955222934
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-6.90771427982261,-9.21030037277616,3.172811727839,-1.30133019724175,1.76958061025253,-0.138903314692041,3.67806453519711
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-6.22176061680532,-8.52434369544508,3.26213186589235,-1.37349752698808,2.10319022763478,0.194343525408602,4.01203692986097
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-5.7522495560225,-8.05483433411835,1.84476379640543,-3.41433286563413,2.33153423072022,0.421043233438297,4.24202522800215
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-5.27935803590302,-7.58194332514094,2.6622631468807,-1.50465210939194,2.56152230075462,0.648231548834069,4.47481305267517
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-5.92100981133217,-8.22359490432621,2.4412707468132,-2.53496312619245,2.24945865151048,0.339689118514847,4.15922818450612
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-5.78016234870264,-8.08274873694455,2.98501596700132,-1.1501505888566,2.31795900459616,0.407597431814307,4.22832057737801
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-5.74676993711066,-8.04935440375001,1.52870055568108,-3.23597763066847,2.33419921185108,0.423682337324514,4.24471608637764
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-5.45382563414737,-7.75641072714141,1.93561231446686,-2.62658234482016,2.47667098814572,0.564546506429499,4.38879546986195
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-5.51757995853675,-7.82016604765785,2.13505191100026,-2.66906077911775,2.44566443928869,0.533927272869311,4.35740160570807
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-6.43312424769466,-8.73570996280346,0.954711850821791,-2.76133475040678,2.00039474182988,0.0919181066905781,3.90887137696918
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-6.06240946545645,-8.36499584667783,1.5164009436467,-4.03836731568568,2.18068974326836,0.27141202567707,4.08996746085965
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-6.33661077425133,-8.63919699700314,1.44136851105677,-2.47202799679688,2.04733351434993,0.138716430582091,3.95595059811776
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-6.11181282017425,-8.41439746201256,1.08346851977807,-3.59285927187555,2.15666270594297,0.247532587324009,4.06579282456193
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-6.93892195315725,-9.24183103906755,-0.209336947626239,-3.67517885737636,1.75440293787921,-0.154122112855999,3.66292798861442
