"depth","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
5.1,6.07,21028,48722,1.52,0.00368656365205114,0.00468010562919968,0.000104583366015635,0.00193479227128925,0.019792402018459,0.0029806259314456,0.00428791800664104,0.00183020890527362,4.65365195337041e-05,0.00400031375009805,0.00185635474677752,0.0221455277538108,1,0.140194002143959,0.140194002
5.2,6.09,20234,46486,1.3,0.00199590031287086,0.00275110583665983,0.000350631136044881,0.00164526917682598,0.0151310821016291,0.000809148775488186,0.00369511274139605,0.00415363038083936,4.65365195337041e-05,0.000701262272089762,0.00105189340813464,0.0228449670946165,1,0.143542992771604,0.143542993
5.3,6.11,20329,46710,1.21,0.00226213879837341,0.00317776640723884,0.000350092909272076,0.00137344141329814,0.0157003204696631,4.66624670446327e-05,0.00517060296771066,0.00457813804432715,4.65365195337041e-05,0.00290846416933725,6.00701619491566e-05,0.0223251555220424,1,0.143780464815663,0.143780465
5.4,6.11,20653,47454,1.36,0.00165051645192205,0.00263550207645618,5.22916830078176e-05,0.000825258225961027,0.0179427111063784,0.00146416782025343,0.00468533702481099,0.00189010754978171,4.65365195337041e-05,5.07678639421246e-05,0.00500479182195719,0.0231072303269087,1,0.145884357363433,0.145884357
5.5,6.08,21066,48811,1.37,0.00119639002314755,0.00345912767562225,0.00106634762932716,0.00132643241696793,0.0291034877370023,0.000442144138989311,0.00582589924315327,0.00221072069494655,4.65365195337041e-05,5.07678639421246e-05,6.00701619491566e-05,0.0245520039532888,1,0.145517438685011,0.145517439
5.6,6.1,21602,49890,1.35,0.00126749138105861,0.00286453052119246,0.000405597241938755,0.00190123707158791,0.0205080105455283,0.00230683431352667,0.00616000811194484,0.00111539241533158,4.65365195337041e-05,0.00172378827823971,0.00157168931251267,0.0197475157168931,1,0.146572703305618,0.146572703
5.7,6.1,21959,51151,1.46,0.00172512938470385,0.0011250843813286,0.000975073130484786,0.00167512563442258,0.0301522614196065,0.00365027377053279,0.00435032627447058,0.0030252268920169,4.65365195337041e-05,0.000850063754781609,0.00130009750731305,0.0213015976198215,1,0.146435982698702,0.146435983
5.8,6.1,22064,50855,1.51,0.00216806220095694,0.00331439393939394,0.00064792663476874,0.00119617224880383,0.022802033492823,0.0017194976076555,0.00408692185007974,0.00164473684210526,4.65365195337041e-05,5.07678639421246e-05,0.00291566985645933,0.023225677830941,1,0.138780901116427,0.138780901
5.9,6.11,22803,52843,1.49,0.000766283524904215,0.00308908045977011,0.00117337164750958,0.00174808429118774,0.0218869731800766,0.00189176245210728,0.00548371647509579,0.00313697318007663,4.65365195337041e-05,0.00126915708812261,0.001772030651341,0.0218869731800766,1,0.146288314176245,0.146288314
6,6.11,23091,54502,1.21,0.00155312389692905,0.00251794328744558,0.00103541593128603,0.000800094128721026,0.0329450523591011,0.00204729968231557,0.00508295093540416,0.0030356512530886,4.65365195337041e-05,5.07678639421246e-05,0.00115307683256854,0.0196023061536651,1,0.148346864336981,0.148346864
6.1,6.12,22926,54426,1.28,0.00139588804504696,0.00371448174698938,0.00158516100030757,0.00186907043319848,0.0362694300518135,0.000283909432890908,0.00470816476210755,0.00267348049305605,4.65365195337041e-05,5.07678639421246e-05,6.00701619491566e-05,0.0229256867059408,1,0.14531431140133,0.145314311
6.2,6.13,23348,56050,1.26,0.00121492756280946,0.00247570144874381,0.000779387493123051,0.00112323491655969,0.0303731890702366,0.00226939299468183,0.00641848523748395,0.00265908674124335,4.65365195337041e-05,5.07678639421246e-05,0.00169631395562076,0.0220750045846323,1,0.149527782871814,0.149527783
6.3,6.15,23418,56369,1.34,0.00041376456796083,0.00183895363538147,0.00124129370388249,0.000528699170172172,0.0391007516722985,0.000804542215479392,0.00590763855366297,0.00204583591936188,4.65365195337041e-05,0.000160908443095878,0.00193090131715054,0.0218375744201549,1,0.146380709376365,0.146380709
6.4,6.17,22941,53944,1.35,0.000664767331433998,0.00249287749287749,0.000664767331433998,0.00121082621082621,0.0324074074074074,0.00213675213675214,0.00614909781576448,0.00429724596391263,4.65365195337041e-05,5.07678639421246e-05,0.000783475783475783,0.0196581196581197,1,0.144373219373219,0.144373219
6.5,6.18,22790,53450,1.42,0.000741946292661912,0.0030874539275286,0.0010291513091762,0.00167536259633335,0.0475084964817385,4.66624670446327e-05,0.00394906897707147,0.0033507251926667,4.65365195337041e-05,0.00241730888899526,6.00701619491566e-05,0.0202240199128811,1,0.141975013163563,0.141975013
6.6,6.19,22853,53798,1.39,0.000985553231893464,0.00274031874233792,0.000913439580779308,0.000576909208913247,0.0460806230619456,0.00052883344150381,0.00449508425278239,0.00187495492896805,4.65365195337041e-05,0.00288454604456624,0.00382202350905026,0.0216100574505421,1,0.146126295040985,0.146126295
6.7,6.19,22900,53579,1.23,0.000876818806578511,0.00218019811365468,0.000616142945163278,0.00118489027916015,0.0356651974027205,0.00144556614057538,0.00464476989430779,0.00137447272382577,4.65365195337041e-05,0.000545049528413669,0.00113749466799374,0.0210436513578843,1,0.141049338831224,0.141049339
6.8,6.2,23162,54448,1.47,0.000609713200290786,0.00236850127805267,0.00131322843139554,0.000633163707994278,0.0317988884459349,0.00194639213938982,0.00511221067936121,0.0031423680322679,4.65365195337041e-05,5.07678639421246e-05,6.00701619491566e-05,0.0177754848392468,1,0.141594165513683,0.141594166
6.9,6.19,23228,55556,1.24,0.00140346033498988,0.00259985275170256,0.00082827167310878,0.000736241487207804,0.0375713233940733,0.000966316951960243,0.00547579606110804,0.00119639241671268,4.65365195337041e-05,5.07678639421246e-05,0.00271489048407878,0.0187051352843733,1,0.145499723909442,0.145499724
7,6.2,22963,54547,1.35,0.000849276935053905,0.00316119748047843,0.00115596027271226,0.000920050012975064,0.0467102314279648,0.00146264361037061,0.00309042440255727,0.00242987567529312,0.000117955129868598,0.000802094883106466,0.000212319233763476,0.0181650899997641,1,0.148953737998066,0.148953738
7.1,6.21,23245,54778,1.36,0.000866733819016609,0.00274075288716063,0.00175689287638502,0.000562205720443206,0.0441799995314952,0.00100728524912741,0.00468504767036005,0.00142893953945981,4.65365195337041e-05,0.000585630958795006,0.00149921525451521,0.0196772002155122,1,0.144603996345663,0.144603996
7.2,6.23,22473,53545,1.42,0.00138047953499637,0.00237345604262533,0.00179220150157423,0.000823443933155728,0.0457495761685638,0.00140469847420683,0.0063453620731412,0.00280939694841366,4.65365195337041e-05,5.07678639421246e-05,0.0023976749818358,0.0222087672559942,1,0.144562848147251,0.144562848
7.3,6.23,21869,52449,1.16,0.00182270499273381,0.00263553289489889,0.000369467228256854,0.000911352496366906,0.0356166408039607,0.000862090199265992,0.00677356585137565,0.00396561491662356,0.00140397546737604,5.07678639421246e-05,0.00310352471735757,0.0267247961772457,1,0.147047956846228,0.147047957
7.4,6.24,21482,51310,1.37,0.00095106995369791,0.00270304092103617,0.000850957326992867,0.00120135152046052,0.038293079714679,0.00112626705043174,0.00402953322487799,0.000901013640345389,4.65365195337041e-05,5.07678639421246e-05,0.000150168940057565,0.0210987360780878,1,0.144587661118759,0.144587661
7.5,6.24,22381,53811,1.39,0.000786332118092787,0.00254962232230086,0.000976958086115281,0.00126289703814902,0.0320489908737818,4.66624670446327e-05,0.00419377129649486,0.00126289703814902,4.65365195337041e-05,5.07678639421246e-05,0.00240665284628399,0.0231848833607358,1,0.152048037743942,0.152048038
7.6,6.25,23591,56039,1.32,0.00064483441573396,0.00234903965731657,0.00142784763483948,0.00154299663764912,0.0398415549721339,0.000921192022477085,0.00495140712081433,0.00370779789047027,4.65365195337041e-05,5.07678639421246e-05,0.00299387407305053,0.0236055455759753,1,0.148381005020497,0.148381005
7.7,6.25,24332,56873,1.32,0.000927559838921316,0.00248857517759377,0.000452468214107959,0.0011085471245645,0.0380978236278901,0.00242070494547758,0.00533912492647392,0.00366499253427447,4.65365195337041e-05,5.07678639421246e-05,0.00278267951676395,0.0232794896158545,1,0.143206189765169,0.14320619
7.8,6.25,24067,57134,1.38,0.000268300317488709,0.00254885301614274,0.00165451862451371,0.00105084291016411,0.0365782766176273,0.000290658677279435,0.00337611232839959,0.00223583597907258,4.65365195337041e-05,5.07678639421246e-05,0.0015650851853508,0.0194741313777221,1,0.152238071815052,0.152238072
7.9,6.26,23982,56793,1.28,0.000469861726406229,0.00161095449053564,0.000223743679241061,0.000671231037723184,0.0288629346220969,0.00116346713205352,0.00494473531122746,0.00306528840560254,4.65365195337041e-05,5.07678639421246e-05,0.00187944690562492,0.0216583881505347,1,0.142300979997315,0.14230098
8,6.26,24213,58289,1.82,0.000841154595360368,0.00307685496723924,0.00197007260492297,0.00197007260492297,0.0400876571630954,0.00154949530724278,0.004692757216221,0.00106251106782362,4.65365195337041e-05,0.000110678236231627,0.00283336284752966,0.0195679121657517,1,0.144169470515318,0.144169471
8.1,6.26,24364,57686,1.53,0.00110265988568342,0.00252036545299068,0.000675097889193933,0.00128268598946847,0.0446914802646384,0.00184526756379675,0.00497322111706197,0.00114766641162969,4.65365195337041e-05,0.000337548944596967,0.00371303839056663,0.0194428192087853,1,0.145911157117782,0.145911157
8.2,6.26,24008,58405,1.16,0.00095435024654048,0.00213592674225727,0.000568065622940762,0.00106796337112863,0.0548296939262424,0.00318116748846827,0.00533981685564316,0.00365834261173851,4.65365195337041e-05,0.000658956122611284,0.00277216023995092,0.0257447340316753,1,0.14844690858688,0.148446909
8.3,6.26,24049,58731,1.2,0.00101016903495185,0.0028958179001953,0.00103261723572856,0.00109996183805868,0.054840954497497,0.00020203380699037,0.00525287898174961,0.00518553437941949,4.65365195337041e-05,5.07678639421246e-05,0.00157137405436954,0.0229420611937953,1,0.150694771814039,0.150694772
8.4,6.27,24083,57535,1.18,0.000843247185377638,0.00423902639135786,0.00123068508136196,0.000364647431514654,0.0587766078672683,0.00145858972605862,0.00578877797529514,0.00271206527189024,4.65365195337041e-05,5.07678639421246e-05,0.00139021833264962,0.0214002461370163,1,0.145403163316468,0.145403163
8.5,6.26,22697,55355,1.35,0.000616405879563774,0.00331910858226648,0.00203888098624941,0.00087719298245614,0.0459222380275012,0.00291607396870555,0.00422000948316738,0.00362731152204836,4.65365195337041e-05,5.07678639421246e-05,6.00701619491566e-05,0.0264580369843528,1,0.155761024182077,0.155761024
8.6,6.25,20326,49517,1.3,0.000935915767580918,0.00163785259326661,0.000259976602105811,0.000285974262316392,0.032705056544911,0.0024697777200052,0.00418562329390355,0.00436760691537762,4.65365195337041e-05,0.00155985961263486,6.00701619491566e-05,0.0262056414922657,1,0.152398284154426,0.152398284
8.7,6.24,21525,53210,1.2,0.000933615055771215,0.00312023979165643,0.000909046238514078,0.000589651614171294,0.0456980000982753,0.00201464301508525,0.00488919463417031,0.00272713871554223,4.65365195337041e-05,0.000368532258857059,0.00213748710137094,0.0237089086531374,1,0.148862463760995,0.148862464
8.8,6.23,22234,53768,1.21,0.00116295973251926,0.00271357270921161,0.00109027474923681,0.000847991471628628,0.0465183893007705,0.0035131075253186,0.00506372050201095,0.00142947133788826,4.65365195337041e-05,5.07678639421246e-05,6.00701619491566e-05,0.0232107379948636,1,0.147065949508165,0.14706595
