"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","SH20_min_depth_min","SH20_min_depth_max","SH20_min_depth_median","SH20_min_depth_mean","SH20_max_depth_min","SH20_max_depth_max","SH20_max_depth_median","SH20_max_depth_mean","SH20_midpoint_depth_min","SH20_midpoint_depth_max","SH20_midpoint_depth_median","SH20_midpoint_depth_mean","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","water_content_pc","water_content_err","dry_mass_pc","dry_mass_err","density_gcm3","density_gcm3_err","P_ICP","P_ICP_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","As_ICP","As_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","Pb_ICP","Pb_ICP_sd","Th_ICP","Th_ICP_sd","SAR","SAR_err","SAR_pc_err","DMAR","DMAR_err","DMAR_pc_err"
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-57.85,-65.37,-47.44,-60.81,-59.69,-64.86,-36.47,-58.53,-56.54,-64.95,-42.56,-59.69,-57.99,19465.15385,53638,1.333846154,76.61538462,458.1538462,135.5384615,128.6153846,7915.153846,83.61538462,173.4615385,115.9230769,12.30769231,109.3076923,713.8461538,682.4615385,32215.23077,5434.153846,0.168708174,17.88639363,40.48630664,61.6557856,30.31099487,1284.980664,42.11203007,38.28754233,49.45277468,22.14491896,79.44535293,90.3418011,123.6666321,736.8298259,160.9409033,0.004419991,79.47800322,3.973900161,20.52199678,2.052199678,0.245198178,0.024519818,1827.041566,37.63705626,5443.67845,181.2744924,15948.18938,296.6363225,1607.114721,33.91012061,407.4375349,2.240906442,14682.28264,138.0134568,4.851245271,0.115944762,4.965819612,0.116696761,23.13004442,0.161910311,42.19689147,0.624513994,2.909070465,0.066908621,17.13305574,0.606510173,204.6688961,2.906298325,8.791484806,0.12132249,5.273214186,0.114428748,1.358963465,0.018889592,0.380952380952381,0.041522491349481,10.8996539792387,0.0934088297142858,0.0195221222725325,20.8996540608054
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-50.59,-64.55,-26.27,-55.32,-52.73,-64.11,-12.83,-53.03,-49.41,-64.19,-20.39,-54.35,-50.88,18793.53846,53598.84615,1.421538462,84.15384615,484.3076923,171.1538462,155.9230769,10825.15385,92.30769231,170.9230769,89.76923077,6.769230769,174.3846154,915.0769231,613.0769231,29367.30769,5307.461538,0.180820653,18.26584314,90.91056467,79.35662769,39.62419618,1410.878086,32.72202269,26.71286063,43.76671842,16.6490933,91.69109232,177.70409,81.35566108,830.9338506,147.8690949,0.005911097,71.58035749,3.579017875,28.41964251,2.841964251,0.360788755,0.036078875,2039.850817,36.30934454,5975.780316,106.9664677,16588.68048,111.1441592,1837.980819,28.85629885,366.7929674,4.804987873,16189.75967,153.8027168,5.402833637,0.043222669,5.507249153,0.124463831,28.86151963,0.069267647,35.42095591,0.354209559,3.290427423,0.090157711,22.17089462,0.341431777,214.4801797,2.487970085,9.110923126,0.162174432,5.90081533,0.105034513,2.374515933,0.022795353,0.36144578313253,0.0232018561484919,6.41918020108275,0.130405574096386,0.0214115260224191,16.4191800624975
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-43.33,-63.94,-5.25,-49.82,-45.77,-63.62,11.1,-47.52,-42.28,-63.46,1.52,-49,-43.76,19866.30769,66045.07692,1.385384615,118.6923077,558.6923077,201.3846154,146.4615385,24868.76923,158.1538462,186.4615385,103.8461538,9.538461538,125.3846154,943.6923077,598.7692308,28009.84615,5206.846154,0.186126875,43.01043404,81.92820497,34.89159035,31.97555156,2750.596788,49.54769782,34.98717714,44.61473253,15.30585609,39.40080046,112.6316893,102.7554977,1070.922721,145.1245707,0.008447015,29.61002281,1.480501141,70.38997719,7.038997719,1.012276019,0.101227602,1919.062535,23.98828169,5333.453521,102.4023076,15380.19155,46.14057465,1832.527324,6.413845634,315.5650704,3.09253769,16934.94085,255.7176068,4.923853521,0.059086242,4.900777465,0.204852498,28.38931831,0.300926774,31.93149296,0.194782107,3.519098592,0.078475899,20.66172394,0.413234479,191.8197183,0.230183662,8.621791549,0.062939078,5.546907042,0.017195412,2.135112113,0.015372807,0.343839541547278,0.0159914712153518,4.65085287846482,0.348060522292264,0.0509938350834398,14.6508528883436
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-22.31,-57.47,20.35,-34.18,-30.34,-55.11,43.3,-20.66,-16.45,-55,33.74,-25.73,-21.63,20964.61538,65795.53846,1.410769231,100.0769231,541,253.3846154,136.9230769,21869.07692,172.8461538,183.4615385,98.46153846,0,122.4615385,823.2307692,753.3846154,30909.23077,5459.615385,0.176783745,18.67467777,123.0033875,122.6815243,46.06057884,5261.359021,76.10064187,28.87794829,55.11142559,0,56.46771258,158.0375239,199.0517263,1069.420961,137.0179663,0.006256354,75.74731616,3.787365808,24.25268384,2.425268384,0.292144605,0.02921446,1818.155266,21.27241661,5207.184,104.6643984,15558.14641,281.60245,1580.648497,25.4484408,291.4015196,1.981530334,17138.00234,174.8076238,4.715790685,0.102332658,5.241528694,0.172446294,33.07658228,0.588763165,27.71352621,0.146881689,3.519010192,0.08621575,18.82353425,0.246588299,198.4859127,1.290158433,8.287638868,0.061328528,5.55327284,0.067749929,2.013655832,0.010672376,0.0863930885529157,0.0119083060434653,13.7838642453111,0.0252392747300216,0.0060028747950929,23.783864074163
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,41.21,-44.63,161.46,24.11,33.87,-45.27,187.84,35.23,45.38,-42.02,186.4,35.98,46.13,18354.53846,46608.69231,1.352307692,62.38461538,330,94.84615385,78,4048.307692,92.76923077,179.8461538,148.9230769,3.384615385,110.6923077,793.6923077,741.8461538,31057.84615,5487.538462,0.176709254,19.32415786,60.08743629,19.46726378,19.4422221,364.6572328,45.09278184,35.12559882,47.11946084,10.04604783,71.79065006,103.9273662,110.4059526,979.7075964,169.50104,0.002680377,71.91050025,3.595525013,28.08949975,2.808949975,0.345137645,0.034513765,1537.778135,13.37866977,5837.940234,81.73116327,17669.83951,81.28126176,1819.746676,23.83868146,318.8457154,3.985571442,13667.24784,118.9050562,5.347190156,0.056145497,6.351383957,0.153703492,33.89863255,0.559327437,28.93439766,0.506351959,3.526025127,0.07157831,20.45548446,0.186144909,217.6036906,2.023714323,10.6404829,0.029793352,6.561300175,0.142380214,1.938320973,0.021709195,0.104257167680278,0.00516195638146857,4.95117649589194,0.0359830733275412,0.00537989285397549,14.9511766407617
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,91.02,-30.5,285.82,66.82,83.68,-22.23,275.23,80.51,93.47,-21.58,292.85,84.9,97.83,17416.58333,46639,1.306666667,74.66666667,371.9166667,159.25,122.6666667,6877.166667,132.0833333,184.9166667,151.9166667,2,125.25,983.1666667,675.6666667,28378.75,5186.916667,0.183069921,25.42487448,58.15568187,46.17383163,30.24245461,1029.17927,48.23137103,27.62560845,57.72735027,6.92820323,45.61922442,160.137914,94.99792661,1887.105486,233.2542344,0.006360495,67.13543578,3.356771789,32.86456422,3.286456422,0.603070633,0.060307063,1081.37795,27.68327553,6956.874444,214.2717329,21182.64262,288.0839396,2092.551562,28.04019092,343.7990278,4.950706,11986.74089,38.35757086,4.922970952,0.064490919,6.39350629,0.235920382,28.97734663,0.156477672,27.00122448,0.615627918,2.560291583,0.019714245,22.53472619,0.574635518,287.7800097,3.53969412,20.13391113,0.39865144,7.959380853,0.217291097,8.55452875,0.111208874,0.112359550561798,0.00359794589997711,3.20217185097962,0.067760745280899,0.00894589000578098,13.2021718012342
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,158.96,8.85,334.28,142.27,148.82,7.71,344.53,156.55,162.79,14.15,339.73,157.58,162.97,16929.84615,45918,1.362307692,87.84615385,485,219.6923077,141.7692308,7685.230769,47.92307692,164.7692308,109.6153846,9.692307692,148.1538462,1018.307692,658.0769231,27134,5051.461538,0.186192238,18.34777986,121.1947469,89.12667447,35.34627243,782.0365671,34.62046971,25.34808949,46.59137699,17.8062939,49.77925631,125.694328,96.19638034,850.1492026,171.9862472,0.004069548,68.52043629,3.426021815,31.47956371,3.147956371,0.434378762,0.043437876,1396.766862,19.55473607,5864.826617,211.1337582,16828.03623,129.575879,2256.103454,45.34767943,382.915235,1.64653551,14179.20706,59.55266965,6.646599115,0.108339566,7.84225117,0.241541336,41.9704529,0.247625672,36.91192497,0.11811816,3.985506849,0.07572463,22.63461313,0.371207655,192.0094569,1.056052013,11.10116946,0.204261518,7.31800373,0.071716437,2.247212708,0.018651865,0.085898353614889,0.00357483317445186,4.16170162059104,0.0373124205010737,0.00528407364160263,14.1617015745483
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,242.43,66.1,412.15,228.39,231.77,73.46,426.9,240.89,244.87,79.25,417.7,241.39,244.01,15819.54545,50811.90909,1.303636364,133.8181818,474.8181818,242.9090909,164.5454545,17722.90909,175.4545455,142.3636364,123.8181818,9.454545455,190.2727273,950.2727273,572.9090909,22577.63636,4675,0.207411269,47.62314182,70.00545433,70.98091933,47.50444955,1508.712925,60.93991079,42.63630549,29.80878455,17.62591068,116.0940058,164.3916609,65.01454383,1408.544871,181.3146436,0.007302329,59.52633489,2.976316744,40.47366511,4.047366511,0.771593844,0.077159384,1620.284407,23.17006702,8871.994311,120.6591226,23025.53265,198.0195808,3140.602681,31.40602681,585.3572459,7.78525137,35487.97724,670.7227699,9.632847657,0.088622198,11.08791026,0.09757361,61.64578206,1.02948456,47.90043877,0.728086669,6.892109508,0.119922705,34.84930473,0.4460711,237.2807242,5.125263643,16.78597985,0.229967924,10.39092417,0.078971024,3.601557628,0.046460093,0.0763358778625954,0.00277161862527716,3.63082039911308,0.0589002934351145,0.0080285931821567,13.6308203472723
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,291.9,95.51,440.85,284.04,280.25,99.35,456.64,294.76,294.11,115.04,445.27,293.6,292.58,16145.25,49209.66667,1.344166667,174.75,778.6666667,370.4166667,190.25,14233.41667,98.91666667,146.75,130.5,15.33333333,204.1666667,1103,586.5833333,23589.5,4706.5,0.199898233,53.09532594,189.8618317,130.1023781,28.60109661,2137.657106,72.96631643,44.32344957,39.45883931,19.67616617,50.21740613,198.310592,158.3520005,1449.539018,195.3833063,0.009032944,63.18099355,3.159049677,36.81900645,3.681900645,0.587799686,0.058779969,1400.404816,30.80890594,7746.307975,230.8399776,19806.58483,186.1818974,2780.927179,39.76725866,509.8802514,3.977065961,25321.34917,194.9743886,8.041928644,0.101328301,8.769207812,0.211337908,43.74139458,0.209958694,42.59030524,0.234246679,4.682840687,0.048701543,30.00680597,0.483109576,201.9638553,2.746708433,18.09041528,0.063316453,8.055009204,0.107937123,2.572946266,0.042196319,0.0793650793650794,0.00304599451720987,3.83795309168444,0.0466507687301587,0.00645551152553559,13.8379531597348
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,339.5,146.69,481.5,331.56,329.92,174.3,488.44,343.34,343.92,172.29,482.37,339.73,339.62,18131,55430.91667,1.355833333,79.33333333,426.1666667,234,124.8333333,16475.16667,129.8333333,164.9166667,94.66666667,1.25,154.6666667,739.6666667,649.9166667,27701.75,4996.416667,0.180753975,17.78320624,69.22274105,115.5484943,31.07420249,4112.851208,68.11865761,33.92895876,48.71127055,4.330127019,82.77827266,155.8001828,97.21434456,1355.74442,130.526527,0.009983476,58.6261659,2.931308295,41.3738341,4.13738341,0.743284189,0.074328419,1323.400898,31.62928146,8706.157013,221.1363881,23961.57686,191.6926149,2482.596033,49.15540146,510.7720501,2.24739702,30348.25974,264.0298597,8.722415009,0.070651562,8.979833284,0.241557515,34.73791874,0.340431604,44.27594323,0.509173347,4.573916289,0.065864395,30.61922635,0.814471421,256.1176349,1.075694066,12.6893661,0.16115495,7.76861256,0.122744078,2.073978393,0.01825101,0.0785714285714282,0.003218727139722,4.09656181419166,0.0584009005642854,0.00823251905594624,14.0965618276455
