"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00450893053277884,0.00057683499573627,2.467420581,0.015066934,2.69655996129105,-9.09262815668243,14.4857480792645
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0052802979488925,0.00077036411883903,2.98969441,0.02200764,7.57010609935561,-4.17142165635479,19.311633855066
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00455771913945018,0.000553072701599,3.556521683,0.014282314,3.00480933851082,-8.77992880622823,14.7895474832499
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00498750715164763,0.00045375518489297,7.052448962,0.06465722,5.72023607715166,-6.03366276238681,17.4741349166901
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0055429821731947,0.00110850588104214,9.844407416,0.040880493,9.22976096697817,-2.5066482036932,20.9661701376495
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00560108761163499,0.00102107837763092,10.02079263,0.096502178,9.59687465261705,-2.13916722382865,21.3329165290628
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00513846187609305,0.00087782711037007,9.325702706,0.028353619,6.67397718544237,-5.07266695059144,18.4206213214762
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00520192819177737,0.00068536987485255,9.672030755,0.061309265,7.07496121878261,-4.66918975785305,18.8191121954183
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00535975865958691,0.00069913629304489,6.289145655,1.766837081,8.07214369083659,-3.66723844881834,19.8115258304915
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00495008360595763,0.00063291643461578,7.635178907,0.081872982,5.48379184479209,-6.27219375839477,17.2397774479789
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00514224228398752,0.00064210042543523,5.960197779,0.068926753,6.69786203189754,-5.04862435769615,18.4443484214912
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00537271189077345,0.00074831120051401,6.674238754,0.048794576,8.15398299141617,-3.5850984749046,19.8930644577369
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00517244208084879,0.00101851741467572,6.367819135,0.01977015,6.88866618085305,-4.8566020699807,18.6339344316868
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00536621615754094,0.00044972076339588,5.912256586,0.047824043,8.11294255472169,-3.62628797145459,19.852173080898
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00527295415699107,0.00079006335387098,7.120078834,0.066671523,7.52370757653456,-4.21804461546389,19.265459768533
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00579622029681869,0.00077378611717582,5.857915852,0.041156676,10.8297347973695,-0.907102188083728,22.5665717828227
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00497355186010778,0.00042887168419887,4.568507031,0.022190259,5.63206569845942,-6.12259791770278,17.3867293146216
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00531075167201174,0.00070796340589257,5.784125479,0.017909738,7.76251456981607,-3.97812966916536,19.5031588087975
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00519923439724554,0.00063326229930995,6.534750001,0.055133377,7.05794166148334,-4.68630843076478,18.8021917537315
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00509574144888844,0.00110019337400068,9.469595678,0.030083547,6.40406693428286,-5.34444113161633,18.1525750001821
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00532198891285663,0.0009492571310937,7.155451754,0.030710634,7.83351213929863,-3.90682529635115,19.5738495749484
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.0054406661617564,0.00106216622687001,6.317256008,0.021906999,8.58332219864184,-3.15440744957074,20.3210518468544
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00557189996482978,0.00085114946166919,16.20702482,0.031666011,9.41246532912838,-2.32372639902719,21.1486570572839
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00532364525859839,0.00083224937347195,12.29132094,0.371333453,7.84397703219458,-3.89631605702358,19.5842701214127
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00575002338863367,0.00063950843288051,8.534630865,0.135962996,10.5378599284387,-1.19850637609218,22.2742262329696
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00504301722202058,0.00111279664982981,5.623618255,0.058556283,6.07095206986599,-5.68006231883926,17.8219664585712
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.0050337783815529,0.00104030135725135,4.972003175,0.041494084,6.01258051522046,-5.73889647064235,17.7640575010833
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00561669454114672,0.00067292612038305,6.761396788,0.051811841,9.6954801802295,-2.04051026856508,21.4314706290241
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00596139019450635,0.000568357916617,10.88241106,0.042866217,11.8732882327166,0.133335735411693,23.6132407300214
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.005455814056137,0.00065827495259167,9.702568502,0.102763012,8.67902751444365,-3.05845244652427,20.4165074754116
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00520975801069045,0.00065270178177539,8.361148745,0.023794572,7.12443048975317,-4.61943577178792,18.8682967512943
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00579714546343985,0.00076946032799672,7.693387104,0.131022298,10.8355800562168,-0.901268144780467,22.5724282572142
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00497961741254519,0.00087294771452423,12.99158529,0.144606736,5.67038822678905,-6.0839410300841,17.4247174836622
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00485013907713322,0.00091624500554115,4.505779401,0.038483459,4.85233624750106,-6.9097829037008,16.6144553987029
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00595110532662729,0.00115641876533635,14.66999494,0.043454784,11.8083078134178,0.0686146652794513,23.5480009615561
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00579624666082259,0.00081850626852841,15.10269284,0.154591105,10.8299013667458,-0.906935937338536,22.5667386708301
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.00619445059728441,0.00103297488054484,14.43173082,0.092282265,13.3457779985111,1.59762395071722,25.0939320463051
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.00587238587013928,0.00067321688580399,12.65956686,0.112267444,11.3109535109887,-0.427041998397014,23.0489490203745
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.0060165092855121,0.0012592936113976,12.05911704,0.120104386,12.2215339940661,0.480043751959023,23.9630242361731
