"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ca","Ca_sd","Ca_ICP","Ca_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.3671191667293,-0.018355958336465,3.75055675790579,0.18752783789529,3.56776707622706,2.81662330202171,4.31891085043241
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,0.00462908896584448,0.000231454448292224,3.89124027202043,0.194562013601022,3.83166797246873,3.08528816742118,4.57804777751628
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,0.245594654726461,0.012279732736323,3.98304183159091,0.199152091579545,4.00272735954964,3.25840720249504,4.74704751660424
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,0.150036138247863,0.00750180691239316,3.96242484528941,0.19812124226447,3.9348911888188,3.18985170901068,4.67993066862693
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,0.242190121422224,0.0121095060711112,3.50943405318882,0.175471702659441,4.00031051057588,3.25596693198307,4.7446540891687
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,0.464916993142432,0.0232458496571216,3.7116610766011,0.185583053830055,4.15842240528849,3.41526662612242,4.90157818445457
"Bird Island","BI10","BI10.2",45,44,45,44.5,0.356480513895764,0.0178240256947882,3.48283613644894,0.174141806822447,4.08144427931188,3.3377976738578,4.82509088476596
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,0.94172357537894,0.047086178768947,3.98659343205281,0.19932967160264,4.4969033058938,3.75393037120855,5.23987624057905
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,0.919477845247497,0.0459738922623749,3.51773766033408,0.175886883016704,4.48111125299429,3.7382014162724,5.22402108971618
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,0.304132858652512,0.0152066429326256,4.42985645706653,0.221492822853327,4.04428312812097,3.30034014958372,4.78822610665822
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,0.929554967082043,0.0464777483541022,3.87476327326735,0.193738163663367,4.48826491529918,3.74532736371894,5.23120246687941
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,0.707439889663982,0.0353719944831991,4.16973952522908,0.208486976261454,4.33058732811102,3.58792707546395,5.07324758075809
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,0.526781732240242,0.0263390866120121,3.89971214127583,0.194985607063792,4.20233965262874,3.45938940934908,4.9452898959084
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,0.877684197895491,0.0438842098947745,4.20240885755624,0.210120442877812,4.45144230142711,3.70863206048934,5.19425254236488
