Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr,DMAR_err_pc
Isla Hermite,HER42PB,HER42PB1A,12,14.9,16.1,15.5,15.5,0.6,-48,149,14,23,99,0.0859,0.36456,18154.71429,49548.42857,1.335714286,77.71428571,433.2857143,172.1428571,144,7877.857143,6.714285714,125,919.4285714,712.5714286,29383.28571,5496.285714,5.34655409,1.676121208,0.187159945,-1.676121208,34879.57143,265.4378234,1162.901953,0.070676998,24.50655889,89.95501521,111.6847178,29.67041175,1803.8536,14.19758531,86.89649015,124.0481857,137.064288,881.510014,103.325883,0.148939131,0.027761392,0.005177191,0.027761392,929.1029468,71.17,28.83,1.44,28.92,1.45,16.77,1.45,2.819591576,0.243792951,4.9832,0.8272,0.9945,0.4028,0.087,0.0346,0.1543,446
Isla Hermite,HER42PB,HER42PB1A,13,16.3,17.5,16.9,16.9,0.6,-46,192,27,40,119,0.0853,0.25802,18108,46364,1.382857143,72.42857143,338.4285714,89.28571429,80.28571429,4260.571429,1.142857143,115.4285714,817.4285714,695.2857143,30612.28571,5399,5.671657619,1.735329644,0.17636868,-1.735329643,36011.28571,190.0771773,824.6558878,0.081998839,18.66241448,82.51233674,22.7648434,15.59609231,346.241658,3.023715784,92.28553,109.5853657,95.71609806,287.5515689,110.3298086,0.107027989,0.018793188,0.003300552,0.018793187,347.6280168,71.91,28.09,1.4,29.64,1.48,17.19,1.48,2.844327819,0.244886863,5.2022,0.9208,0.8836,0.3451,0.0783,0.0294,0.0957,325.2
Isla Hermite,HER42PB,HER42PB1A,14,17.8,19,18.4,18.4,0.6,-44,240,41,56,142,0.0856,0.21815,17583.57143,45945.14286,1.3,72,406.4285714,131.5714286,112.2857143,5417.142857,1.142857143,150.1428571,926.5714286,629.2857143,29009.57143,5300.571429,5.470398772,1.69897353,0.182940579,-1.698973529,34310.14286,430.9914373,1321.83489,0.115902258,18.04623691,107.1787559,79.98511766,59.26695056,1666.907159,3.023715784,69.6764632,123.3921353,89.08930779,1463.220518,130.056215,0.162082822,0.029732076,0.005456149,0.029732075,1583.714876,74.69,25.31,1.27,31.88,1.59,18.49,1.6,2.917230045,0.25243743,5.3135,0.9963,0.9622,0.3261,0.0774,0.0279,0.0778,278.6
Isla Hermite,HER42PB,HER42PB1A,15,19.2,20.3,19.8,19.8,0.6,-42,286,55,73,164,0.0869,0.19915,16949,44554.33333,1.29,91.83333333,373.6666667,136,118.8333333,5566.166667,7,125.3333333,859.1666667,643.6666667,28093.33333,5168.5,5.437377876,1.69298673,0.184027099,-1.69298673,33261.83333,197.700784,773.2046732,0.109726934,29.47145512,83.07747388,50.94310552,30.0893115,685.8289631,17.1464282,67.32211128,52.28925957,73.64147382,537.7879384,109.8612762,0.147344292,0.027379639,0.005090068,0.027379639,558.7587732,70.75,29.25,1.46,26.38,1.32,15.3,1.32,2.727852828,0.235344166,4.6723,0.9134,0.9897,0.4092,0.1005,0.0356,0.0902,253.7
Isla Hermite,HER42PB,HER42PB1A,16,20.5,21.6,21.1,21.1,0.6,-29,300,70,88,164,0.0885,0.16786,16870.42857,45596,1.318571429,71.85714286,379.4285714,181.1428571,136.2857143,7323.714286,3.428571429,133.7142857,1071.857143,672.7142857,26951.85714,5034.428571,5.356493873,1.678097688,0.18676837,-1.678097688,31986.28571,295.1541163,1376.180221,0.069624845,32.814776,50.64535893,42.50266098,30.69589704,920.73842,9.071147352,38.96457488,75.13416571,105.8217279,309.8738607,154.4742235,0.11921273,0.022229549,0.004146356,0.022229548,445.4296481,67.14,32.86,1.64,24.87,1.24,14.42,1.25,2.668616132,0.231329415,3.9701,0.804,1.2319,0.6031,0.1523,0.0534,0.1147,214.9
Isla Hermite,HER42PB,HER42PB1A,17,21.8,23,22.4,22.4,0.6,-18,311,87,103,165,0.0878,0.14204,17337.71429,46734.42857,1.287142857,75.14285714,433.2857143,165.5714286,111.4285714,6945.428571,7.428571429,149.4285714,936.8571429,628.5714286,28399.85714,5388.571429,5.272230277,1.662206189,0.189767011,-1.662206189,33788.42857,536.3806839,2045.625647,0.089015782,13.60672103,39.61360997,44.18467737,32.36179405,880.8525902,12.80438913,70.92920683,95.83219461,112.9245429,670.7166388,150.2085851,0.126473781,0.024037812,0.004571213,0.024037812,767.5063207,67.41,32.59,1.63,28.5,1.43,16.53,1.43,2.805176912,0.242674107,4.9832,1.0764,0.9877,0.4776,0.127,0.0419,0.079,188.4
Isla Hermite,HER42PB,HER42PB1A,18,23.3,24.5,23.9,23.9,0.6,-10,323,105,119,167,0.0878,0.12481,17959.57143,47977.42857,1.308571429,97.85714286,471.8571429,206.1428571,152.7142857,7136.571429,2,153,1090.428571,583,29284.42857,5419.142857,5.405698944,1.687308099,0.185043564,-1.6873081,34703.57143,406.3614389,1575.405541,0.073807988,22.28174568,95.69296138,81.99883855,24.65572473,797.3085679,5.291502622,56.08029957,152.0130007,54.98181518,777.7803583,183.0978141,0.100194548,0.018386171,0.003374834,0.018386172,937.8293834,67.01,32.99,1.65,27.69,1.38,16.06,1.39,2.776331709,0.240292719,4.8754,1.0994,0.9885,0.4866,0.1341,0.0427,0.0725,169.7
Isla Hermite,HER42PB,HER42PB1A,19,24.7,25.9,25.3,25.3,0.6,-3,339,125,136,171,0.0881,0.11307,17469.42857,46975.42857,1.285714286,78.71428571,482.1428571,221.7142857,139.2857143,7061.571429,2.714285714,135.8571429,982.5714286,678.5714286,28754.28571,5243,5.484966454,1.701782278,0.182399559,-1.70178228,33997.28571,377.6064341,1498.25508,0.056820519,26.973532,104.9578147,74.96157746,25.81158839,1231.961695,4.715728495,68.42131386,28.32464853,114.7371738,687.423381,93.16651759,0.127263294,0.023049548,0.004175633,0.023049548,731.1136971,69.77,30.23,1.51,27.72,1.39,16.08,1.39,2.777576264,0.240101431,4.7689,1.1207,1.0138,0.4392,0.1252,0.0387,0.0607,156.8
Isla Hermite,HER42PB,HER42PB1A,20,26.1,27.3,26.7,26.7,0.6,2,355,144,152,177,0.0875,0.10392,16640.85714,45076.85714,1.39,89.42857143,545.5714286,266.4285714,149,7554.142857,18,127.4285714,1007.714286,647.1428571,26567.42857,4950.285714,5.368974016,1.680432859,0.186331494,-1.680432859,31517.71429,490.2317236,1275.774331,0.059721576,20.1895777,122.7040574,100.7949356,39.5347948,613.4632368,21.43983831,39.22523483,126.3298781,76.95762594,670.4040715,163.3316812,0.116872774,0.021840688,0.004083534,0.021840689,799.7940806,68.52,31.48,1.57,27.72,1.39,16.08,1.39,2.777576264,0.240101431,4.7493,1.1588,0.9455,0.4344,0.1277,0.038,0.0563,148.2
Isla Hermite,HER42PB,HER42PB1A,21,27.5,28.7,28.1,28.1,0.6,7,372,161,168,182,0.0884,0.09774,16974.14286,47554.71429,1.405714286,102.8571429,544.4285714,264,177.4285714,9665.857143,0.357142857,137.8571429,1157.142857,597.4285714,26506.42857,5093.428571,5.209693077,1.649990526,0.192154139,-1.649990526,31599.85714,144.2167681,932.9645785,0.067788186,15.80536377,55.73406242,95.28728492,11.84422704,442.2821228,0.944911183,69.78163219,162.169077,143.2176166,329.2131311,196.3184973,0.182816326,0.035226069,0.006794242,0.035226068,442.7382329,67.41,32.59,1.63,26.06,1.3,15.12,1.31,2.716018371,0.235316406,4.4562,1.1297,0.9709,0.4693,0.1424,0.0415,0.0585,140.9
Isla Hermite,HER42PB,HER42PB1A,22,28.9,30,29.5,29.5,0.6,13,395,177,184,191,0.0865,0.09169,17353.57143,50022.57143,1.348571429,133.8571429,533.1428571,223.7142857,188.4285714,11993.28571,3.285714286,208.1428571,1128.285714,588.7142857,26531.57143,5129.142857,5.172679731,1.643170467,0.19340892,-1.643170467,31660.71429,458.1538523,2053.336379,0.102050408,45.81276595,138.8937586,58.24578464,57.71440358,2150.805873,8.693182879,79.24104276,142.2142917,76.07170803,958.4475046,144.4396397,0.116911059,0.022716508,0.004415585,0.022716508,1074.882585,63.74,36.26,1.81,22.44,1.12,13.02,1.13,2.566486637,0.222744232,4.2749,1.1307,0.9912,0.5639,0.1773,0.0488,0.067,137.4
Isla Hermite,HER42PB,HER42PB1A,23,30.2,31.4,30.8,30.8,0.6,26,409,193,199,191,0.0856,0.08396,16301,48799.14286,1.304285714,87.28571429,429.5714286,207.7142857,150.4285714,13603,9.285714286,155,1056.428571,615,24533,4902.285714,5.007167659,1.610661917,0.199796913,-1.610661916,29435.28571,275.8121341,2176.876005,0.082433234,17.14365078,53.78927137,37.73907915,34.0629669,2384.480377,17.93241279,97.09273917,121.8152387,89.84616482,433.3089737,163.3775936,0.110565425,0.022045173,0.004397585,0.022045172,572.3678055,62.75,37.25,1.86,22.29,1.11,12.93,1.12,2.559550193,0.221708911,4.6635,1.2801,0.9467,0.562,0.1824,0.0481,0.0628,130.5
Isla Hermite,HER42PB,HER42PB1A,24,31.6,32.8,32.2,32.2,0.6,45,414,210,216,185,0.086,0.07527,16208.71429,50635.71429,1.345714286,116,533.8571429,358.7142857,186.2857143,16027.57143,22.42857143,172,1043.857143,597.7142857,23593.14286,4828.857143,4.889885629,1.586916354,0.20460702,-1.586916354,28422,329.9730869,1559.218791,0.082230802,30.66485502,58.69533931,161.023512,19.98928284,1144.571369,44.29016875,73.07758434,193.9024055,95.13974684,485.9898588,202.2056944,0.118781649,0.024268418,0.004960721,0.024268418,676.9707035,60.01,39.99,2,19.62,0.98,11.38,0.98,2.431857429,0.209421817,4.7689,1.3591,0.8915,0.5941,0.199,0.0511,0.0618,121
Isla Hermite,HER42PB,HER42PB1A,25,33.1,34.1,33.6,33.6,0.5,56,419,226,231,182,0.0859,0.06884,15229.33333,49329.5,1.285,119.1666667,444.8333333,205.5,141.3333333,17545.5,13.33333333,214.3333333,1003.666667,559.6666667,21620,4560.166667,4.739217077,1.555540004,0.211144707,-1.555540003,26180.16667,1049.866785,3217.918007,0.11058933,50.45955476,47.02091733,55.20778931,22.33084563,1642.963633,22.12389357,155.5347764,199.6112889,55.38110388,1170.691932,155.0347273,0.134462067,0.028151698,0.005895928,0.028151698,1309.815929,59.53,40.47,2.02,19.47,0.97,11.29,0.98,2.423917378,0.21040204,3.9894,1.1729,1.1348,0.7716,0.2654,0.0663,0.0759,114.5
Isla Hermite,HER42PB,HER42PB1A,26,34.3,35.5,34.9,34.9,0.6,68,429,244,247,181,0.0857,0.06427,16371.28571,49362.85714,1.321428571,69.57142857,428.4285714,306.1428571,144,14495.28571,9.714285714,167.8571429,951.1428571,556.5714286,24136.71429,4830.571429,4.999664833,1.609230191,0.200069682,-1.609230192,28967.28571,266.6681548,1046.228374,0.106525204,10.48581809,52.70944616,230.0133536,33.2565783,1294.647019,23.98412173,65.7708866,122.6667961,39.45401181,795.2441374,223.5925291,0.090598347,0.018116615,0.003623214,0.018116614,1010.481356,58.97,41.03,2.05,48.43,2.42,28.09,2.42,3.335413641,0.287351407,4.5593,1.386,0.9826,0.6837,0.242,0.0586,0.0647,110.4
Isla Hermite,HER42PB,HER42PB1A,27,35.7,36.9,36.3,36.3,0.6,78,437,262,263,179,0.0857,0.05986,16412.71429,47770,1.331428571,67.28571429,404.2857143,158,155.4285714,11604.71429,0.357142857,133.1428571,938.8571429,601.5714286,25185.71429,5015.428571,5.02234226,1.61366866,0.199200756,-1.613668661,30201.14286,359.3687587,1523.794824,0.052098807,15.79782987,67.54680917,41.16632928,43.52339272,1325.315398,0.944911183,71.35224493,139.3095218,45.28744176,751.2200553,128.9791419,0.116086678,0.023021904,0.00456715,0.023021904,842.3198974,59.9,40.1,2.01,18.91,0.95,10.97,0.95,2.395164274,0.207420789,4.4562,1.397,0.9636,0.6452,0.2345,0.0553,0.0587,106.2
Isla Hermite,HER42PB,HER42PB1A,28,37.1,38.2,37.7,37.7,0.6,89,447,280,279,179,0.0859,0.05639,16567.14286,50035.57143,1.298571429,153.7142857,703.2857143,322,185.2857143,13981.42857,9.714285714,202.7142857,1057.714286,670.7142857,24532.28571,4836.857143,5.074891288,1.623528391,0.197354674,-1.62352839,29369.14286,390.439252,2153.883923,0.064142698,33.11955256,165.6056705,116.7747119,32.84668571,2050.216644,13.45008409,56.46448526,249.5507392,113.1219317,804.0710405,120.1227547,0.216178229,0.042559645,0.008388681,0.042559645,801.3882597,63.18,36.82,1.84,20.1,1.01,11.66,1.01,2.456164181,0.212755216,3.8992,1.2575,1.0087,0.5878,0.219,0.0505,0.052,102.9
Isla Hermite,HER42PB,HER42PB1A,29,38.4,39.6,39,39,0.6,97,463,296,294,183,0.0834,0.05314,15939.71429,49260,1.345714286,149.1428571,581.4285714,285.7142857,197.2857143,15052.71429,2.428571429,155.7142857,1168.714286,534.8571429,23059.28571,4677.714286,4.956078863,1.596520313,0.203404288,-1.596520315,27737,405.982641,3298.232658,0.102933173,43.02103583,130.3097043,60.0408591,53.63678553,3329.747774,6.425396041,46.38144128,295.8905847,81.7749525,875.8812161,308.1302291,0.492268238,0.09697374,0.019222216,0.09697374,684.6456504,57.29,42.71,2.14,13.93,0.7,8.08,0.7,2.089391873,0.181011672,4.2706,1.4242,0.8871,0.6614,0.2536,0.0552,0.0563,102.1
Isla Hermite,HER42PB,HER42PB1A,30,39.8,40.9,40.4,40.4,0.6,113,479,313,311,183,0.078,0.04705,16272,48636.71429,1.317142857,94.14285714,453.1428571,155.8571429,133.5714286,13710.85714,3.428571429,181.7142857,1038.714286,482.4285714,23987.42857,4853.285714,4.946647861,1.598150105,0.202384307,-1.598150106,28840.71429,510.1274351,2854.924267,0.067753053,20.7639798,115.6495116,48.73885709,32.27928718,1942.842628,9.071147352,81.51219599,97.26546884,78.98070892,857.0779539,210.8765154,0.178271056,0.036203492,0.007355941,0.036203492,997.5977336,60.72,39.28,1.96,15.87,0.79,9.21,0.8,2.22028985,0.192859053,3.8869,1.3274,0.9626,0.6227,0.2438,0.0486,0.0483,99.5
Isla Hermite,HER42PB,HER42PB1A,31,41.2,42.3,41.8,41.8,0.6,154,482,329,328,164,0.0777,0.0399,18103,57895.33333,1.36,88.5,441.1666667,292.6666667,140.1666667,20058.5,2.5,172.8333333,832,638.1666667,26534.33333,5003.833333,5.306826813,1.668267325,0.188708828,-1.668267325,31538.16667,370.9123886,1942.741637,0.037947332,20.54993917,44.54398575,131.6809275,26.98456349,1963.243108,6.123724357,102.2632225,92.19544457,99.04628548,629.6537673,124.8894178,0.22307512,0.041629611,0.007778059,0.041629611,586.3935254,58.63,41.37,2.07,18.16,0.91,10.53,0.91,2.354228326,0.203451831,3.6289,1.2737,1.0532,0.7433,0.2981,0.0578,0.0528,91.5
Isla Hermite,HER42PB,HER42PB1A,32,42.5,43.7,43.1,43.1,0.6,190,486,346,345,148,0.078,0.03455,19302,57366.85714,1.43,70.14285714,412.2857143,166.5714286,119,15442.28571,0.357142857,84.57142857,764.8571429,616.7142857,29930.57143,5326,5.629066214,1.727044158,0.177966546,-1.727044157,35256.57143,318.2153359,2236.237646,0.10198039,16.80702801,68.55098902,34.40860911,22.79619851,1957.958011,0.944911183,45.28008077,96.19499046,117.4133926,438.4069104,234.8481779,0.260073458,0.045621429,0.008018337,0.045621429,520.0717441,71.78,28.22,1.41,32.95,1.65,19.11,1.65,2.950211758,0.25472786,4.1542,1.5038,1.0704,0.4209,0.1734,0.0328,0.0281,85.5
Isla Hermite,HER42PB,HER42PB1A,33,43.9,45,44.5,44.5,0.6,226,491,366,363,132,0.0777,0.02934,19512,56151,1.256666667,68.33333333,421.1666667,130,106,12477,18.5,94.33333333,729.8333333,674.8333333,31409.33333,5584.833333,5.625461729,1.726915193,0.177902757,-1.726915193,36994.16667,760.6265838,2599.987538,0.096884811,23.88025684,50.94474131,24.19090738,17.0997076,1601.961672,26.30399209,63.66998246,74.40810888,98.68214969,973.34242,140.9559033,0.169633084,0.030688606,0.005555929,0.030688607,1043.182327,73.32,26.68,1.33,37.81,1.89,21.93,1.89,3.087855562,0.266121615,4.173,1.5565,1.0735,0.3907,0.1653,0.0304,0.0243,80.1
Isla Hermite,HER42PB,HER42PB1A,34,45.2,46.4,45.8,45.8,0.6,253,496,388,381,122,0.0772,0.02563,18388.42857,52994,1.318571429,94,523.7142857,204.4285714,144,12434.28571,0.357142857,128.5714286,873.5714286,617.2857143,28647.14286,5300,5.407837241,1.687517459,0.185040487,-1.687517459,33947.14286,231.2443564,588.9818899,0.0712808,23.76271589,72.2719731,85.40073603,38.57460304,1559.893235,0.944911183,74.63657982,141.4753891,99.10384164,790.6034464,181.7810038,0.149331503,0.027929676,0.005226652,0.027929676,912.5395751,75.75,24.25,1.21,40.77,2.04,23.65,2.04,3.163363115,0.272865148,3.7018,1.4085,1.1325,0.3626,0.1561,0.028,0.0213,76.3
Isla Hermite,HER42PB,HER42PB1B,42,45.7,46.9,46.3,46.3,0.6,262,499,397,387,118,0.0779,0.0248,19296,54703.28571,1.365714286,78,461,177.1428571,124.2857143,11693.71429,3.571428571,89.14285714,944.8571429,673,30474.57143,5569.428571,5.477071794,1.700101759,0.182751696,-1.700101759,36044,553.7463318,1604.226887,0.088101673,11.53256259,36.38223009,39.18940576,24.42481174,697.5097883,9.449111825,76.15648051,66.50921884,74.30343195,733.9461509,235.0594656,0.180005744,0.033182266,0.006121918,0.033182267,894.8014677,70.34,29.66,1.48,30.87,1.54,17.91,1.55,2.885359216,0.249710038,3.7018,1.7047,1.1349,0.4786,0.2443,0.0373,0.0309,82.9
Isla Hermite,HER42PB,HER42PB1B,43,47.1,48.2,47.7,47.7,0.6,284,508,420,404,112,0.0782,0.02252,18747.66667,49194.33333,1.345,60.33333333,353.3333333,111.3333333,97.66666667,6171.5,0.357142857,73.33333333,711.3333333,702.8333333,31774,5505.5,5.773079279,1.75307972,0.173261362,-1.75307972,37279.5,364.0437703,1123.157988,0.085264295,8.238122764,22.53589729,23.80476143,17.90716802,630.7439259,0.944911183,37.76064971,75.55836596,74.24666098,605.7042182,155.2401366,0.100446094,0.017373982,0.00300623,0.017373983,735.2672303,71.83,28.17,1.41,34.82,1.74,20.2,1.74,3.005682604,0.258905333,3.9915,1.888,1.0665,0.4183,0.2188,0.0327,0.0265,81.1
