"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Mg",1,18143,8.58204266108127,13.2704490947551,0,5.7470203238019,0,0,100,100,1.74922847705254,2.89068529042565,0.0985215124095068,0,14
"Al",2,18143,19.9327013173119,16.2301698043793,19,18.5217361350333,19.2738,0,104,104,0.570373418194863,-0.187325021916246,0.1204948577379,6,31
"Si",3,18143,12.2462657774354,15.5970114723077,8,9.48970031002259,11.8608,0,283,283,2.79054193228754,19.4011827028406,0.115794209250049,0,19
"P",4,18143,14.3296588215841,14.9865469208692,12,12.0151567344124,13.3434,0,128,128,2.09239641498972,7.08336121173802,0.111262042293929,0,21
"S",5,18143,51.3218872292379,63.1162596333614,34,37.2369273165703,22.239,0,514,514,3.1475303656664,10.4408107055249,0.468583189032206,21,53
"Cl",6,18143,45.8955520035298,51.6079563987569,22,37.8967275232552,23.7216,0,390,390,1.2260407713497,0.205706434557044,0.383144073004958,11,64
"K",7,18143,72.2634073747484,146.638054044873,30,40.8536686186778,32.6172,0,5170,5170,7.95356342009495,150.206187472644,1.08865967972387,12,68
"Ca",8,18143,336.506586562325,337.782520805388,248,269.23851188427,133.434,5,5527,5522,4.33748430680418,28.5128971150758,2.50774066330547,171,362
"Ti",9,18143,318.439839056367,694.909610033155,95,141.009645194623,88.956,0,6602,6602,4.17872349284059,19.8990473350676,5.15909787826444,48,213
"V",10,18143,14.8398280328506,22.3674189357162,7,9.83954529796768,10.3782,0,260,260,2.58521661574801,8.6564605988945,0.166058580723901,0,20
"Cr",11,18143,29.1076448216965,41.7912487955763,19,20.4651739579769,19.2738,0,1565,1565,6.84509375907429,156.674153960488,0.310263579433003,7,34
"Mn",12,18143,85.0228738356399,121.376560806188,52,62.0101274543592,35.5824,0,4373,4373,9.83012603443578,230.840277570563,0.901115120995896,32,89
"Fe",13,18143,12260.4115085706,14159.0387058725,6579,9448.44154323151,6741.3822,440,197794,197354,2.51185310515009,10.3227455814484,105.118515402666,2969,16551
"Co",14,18143,129.000165353026,100.534676601654,108,117.633482604197,85.9908,0,986,986,1.40254979228644,3.53055042401423,0.746382305351694,58,179
"Ni",15,18143,193.65138069779,55.3900989090597,200,198.534688253525,42.9954,0,585,585,-1.06549299339467,2.59110929135049,0.411223183033766,169,228
"Cu",16,18143,146.20437634349,103.62174429041,127,129.714226662077,56.3388,0,1408,1408,3.29402159537153,18.0231497994157,0.76930109095082,91,167
"Zn",17,18143,48.7450807473886,104.55295165636,0,23.5923527385469,0,0,1378,1378,3.90544775850524,22.2723840629458,0.776214493610001,0,55
"As",18,18143,3.26599790552833,14.7227160197979,0,0,0,0,190,190,5.84653909441935,39.5590210660006,0.109303327919735,0,0
"Se",19,18143,65.65606570027,57.4527753952356,59,59.7116775749189,69.6822,0,342,342,0.691661795716956,-0.0906191051722636,0.426536757245049,10,105
"Br",20,18143,1706.16226643886,895.312301553338,1457,1609.9564588356,747.2304,119,6224,6105,1.10561187171734,1.30545086924079,6.64691310731405,1065,2232
"Rb",21,18143,95.953260210552,125.496732872511,57,71.1549431622556,84.5082,0,1756,1756,2.48959713114866,10.6732537448828,0.931703805709064,0,138
"Sr",22,18143,486.838009149534,451.900058443865,368,417.602342404395,321.7242,0,3712,3712,1.9995042710052,5.56658926611327,3.35496386730655,187,661
"Y",23,18143,2.29901339359528,12.2924324040203,0,0,0,0,198,198,7.25166614841655,63.8228192586383,0.0912605913325394,0,0
"Zr",24,18143,985.591963842748,608.267897835143,848,854.53317258011,201.6336,60,3946,3886,3.20955645409937,9.77406272379844,4.5158587186439,716,987.5
"Sn",25,18143,1.13145565782942,3.45136036071961,0,0.158318980365189,0,0,53,53,4.23363344024672,26.4522584361674,0.0256233410173519,0,0
"I",26,18143,0.763434933583143,2.8089760249665,0,0,0,0,33,33,4.57487610837664,25.2673698424387,0.0208541974974399,0,0
"Cs",27,18143,0.186297745687041,1.24786917091958,0,0,0,0,21,21,7.93943131533619,73.1116891806447,0.00926434042513189,0,0
"Ba",28,18143,4.4942402028331,12.3224042439409,0,1.38188081295196,0,0,220,220,4.6493539846745,30.1852540153335,0.0914831061078561,0,0
"Pb",29,18143,181.262084550517,390.634619359488,89,91.9787116775796,78.5778,0,9644,9644,4.7801630541612,40.1056723434731,2.90012140689494,38,145
"Th",30,18143,66.8723474618311,64.0074444621289,55,58.7723734068177,75.6126,0,541,541,1.05303011285564,1.43920603601338,0.47519945925333,5,106
"U",31,18143,20.3686270186851,39.7527599248875,0,10.8930761281458,0,0,598,598,3.20813467482882,17.6653134863891,0.295129577174587,0,27
"Mo_inc",32,18143,46794.369729374,45949.6973015319,37921,37144.8558043411,6876.2988,6625,254262,247637,3.6321110616053,11.8185994000451,341.136433332554,32193,42057
"Mo_coh",33,18143,7697.5951606685,7784.31480497048,5956,5895.49962108165,613.7964,2650,42525,39875,3.71735669493897,12.0036134434626,57.791749335787,5461,6315
"Total_scatter",34,18143,54491.9648900449,53701.1635060156,43881,43041.661109197,7450.065,9275,296475,287200,3.64826438129632,11.8531733657036,398.684310454418,37692,48346
"inc_coh",35,18143,6.07253972180984,0.767869852101939,6.24532671629446,6.19474361408718,0.559193337262691,2.5,7.47300534365211,4.97300534365211,-1.67349860350441,3.17730048874193,0.00570076405271375,5.80863786636322,6.59589913125815
"coh_inc",36,18143,0.16831271793054,0.029684663168911,0.160119725584722,0.162143620383411,0.0140251603668173,0.133814971890719,0.4,0.266185028109281,2.97108495224316,10.5695762653205,0.000220382738359909,0.151609353040474,0.17215740127173
