"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00229252596836742,0.00117329511992161,4.369649931,0.022750235,13.5075777218615,-23.9294706994363,50.9446261431593
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00219736046546878,0.00107569167352401,3.255429522,0.010150183,12.4323522453831,-25.0100776461026,49.8747821368688
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00169041984828573,0.00126260876109787,5.828405269,0.020076539,6.70469411239924,-30.7727390583719,44.1821272831703
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0021387287078224,0.00113880418059022,18.80830619,0.176446353,11.7699025379588,-25.6760302345461,49.2158353104636
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0035626072518333,0.00131684425317882,25.3957986,0.092788179,27.8575649712895,-9.54374662921031,65.2588765717894
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00350416954692752,0.00121968241481239,25.1006547,0.200410389,27.1973077647622,-10.2041731086796,64.5987886382041
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00332763059532878,0.00068777027520653,12.41602198,0.076135345,25.2026860523973,-12.200170778599,62.6055428833937
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00276245389657951,0.00080323321523016,30.70187991,0.12301453,18.8170487500398,-18.5989477321947,56.2330452322743
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00286137141101953,0.00120958476195412,12.23274868,0.369735042,19.9346662517212,-17.4780698592819,57.3474023627243
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00330982116677418,0.00153719887543428,44.61646774,0.152122701,25.0014665903006,-12.4016011848758,62.4045343654771
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00361826462207131,0.00087080867188656,36.59073739,0.331067449,28.4864086237782,-8.91487411458677,65.8876913621431
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00462290006137328,0.00106223601548451,34.06414422,0.025144385,39.8372614644452,2.41430389132066,77.2602190375698
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0041720636022695,0.00120017612595614,39.61078518,0.154761353,34.7434950071819,-2.66453478052465,72.1515247948884
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00319729972129679,0.0008507082925721,37.01157435,0.426171368,23.7301453536932,-13.6745607925272,61.1348514999137
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00261921693777236,0.001821417687214,25.20300712,0.083140624,17.1986889180451,-20.2227507887971,54.6201286248873
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00260306692635995,0.00106999758300764,18.81424853,0.085012501,17.0162183463871,-20.4058886581336,54.4383253509077
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00237909519869844,0.00096886707988785,19.39416739,0.073912797,14.4856783896022,-22.9468016390843,51.9181584182887
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00317085585359552,0.00109291651599924,42.10225675,0.101834918,23.4313698585507,-13.9737978992285,60.8365376163299
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00383249785037655,0.00091903696540242,62.86286744,0.567434644,30.906918345955,-6.49545841237499,68.309295104285
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00413871356476942,0.00101138144269435,77.32937965,0.189230748,34.3666902946613,-3.04057150537038,71.773952094693
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00378923586579049,0.00090190794489909,40.6484082,0.139015902,30.4181237032209,-6.98387796983143,67.8201253762733
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00470300914192084,0.0011364081242878,67.58862806,0.371106986,40.7423722627745,3.31587685736077,78.1688676681883
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00388469698095773,0.00151333579050794,58.21751812,0.419583377,31.4966891488339,-5.90624403141057,68.8996223290784
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00304830035858284,0.00106367650851911,34.00992075,0.690963856,22.0466791197185,-15.3610084704229,59.4543667098599
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00381170859362263,0.00081859658350459,31.39605337,0.356175262,30.672031356258,-6.73015542040974,68.0742181329257
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00435467018653145,0.00158026444332481,28.97367916,0.196486418,36.806671742351,-0.606384541573256,74.2197280262753
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00400162109495243,0.00120763709417109,26.9304948,0.044764677,32.8177538450996,-4.58683779633463,70.2223454865339
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00410766751392628,0.00152640686050285,46.72905914,0.124522427,34.0159171279799,-3.39067139090861,71.4225056468684
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00434415112558777,0.00114899423855214,68.09335946,0.816242088,36.6878223487076,-0.724906683639418,74.1005513810547
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00365339013174178,0.0006098359064715,34.46389212,0.171217055,28.8832734720857,-8.51805751521402,66.2846044593854
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.0039273529962463,0.0009453450844828,60.20244341,0.548086843,31.978637259928,-5.42483493904745,69.3821094589035
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00430847352853941,0.0010056413256266,73.19734621,0.669512032,36.2847197525202,-1.12693365985309,73.6963731648934
