"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.31816191381295,-8.62074977957454,-0.302742141476696,-4.82395176455293,1.16583815435494,-0.592605047305012,2.92428135601489,1.11954408698615,-0.701626505702348,2.94071467967464
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.31780817173935,-8.6203949278046,-0.272851907643074,-5.80727972726725,1.16608664315491,-0.592355877848439,2.92452916415826,1.1198358535859,-0.701254332951621,2.94092604012342
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.14862628724867,-9.45113885852911,0.557321332541838,-5.39446489683244,0.582472162653594,-1.17963366025376,2.34457798556094,0.434576749102427,-1.57700716590424,2.44616066410909
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.70115176301007,-9.0037409227227,0.158035995347025,-4.40066167346688,0.896804032801835,-0.862815860073538,2.65642392567721,0.803653910559036,-1.10494025187509,2.71224807299317
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.58852823370767,-7.89111305935988,2.70737906727561,-2.98298557894521,1.67837486151359,-0.0802596352192606,3.43700935824645,1.72134622983352,0.0644799758677868,3.37821248379925
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.06024784383202,-7.36283246393744,1.56624775644835,-3.27735071370475,2.0494694242595,0.288705696075883,3.81023315244312,2.1570721006644,0.616888415811815,3.69725578551698
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.41500917281184,-7.71759359154229,1.85250594746283,-3.8282563326357,1.80026464062573,0.0411149563663229,3.55941432488514,1.8644648186806,0.24616154946701,3.48276808789419
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-6.60022425677767,-8.90281155555432,2.83582027716898,-2.6204314748365,0.967701324301083,-0.791523251486872,2.72692590008904,0.886898956914544,-0.998587714833054,2.77238562866214
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.16789611709499,-9.47040727739499,1.74078998486452,-1.48607349504094,0.568935924667001,-1.1933037784334,2.3311756277674,0.418682985957963,-1.59735453506142,2.43472050697735
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.29593204319622,-8.59851713619027,0.437681308376675,-4.53856386671942,1.18145369540948,-0.576948189849433,2.9398555806684,1.13787929290816,-0.678239699469718,2.95399828528604
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.49837916218201,-8.8009629270481,1.40336231461165,-3.71154846556688,1.03924318269883,-0.719644289452192,2.79813065484985,0.970900830508582,-0.891317336575688,2.83311899759285
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.07464009032351,-8.37722692209116,0.713556964185686,-4.42355963189666,1.33690190447478,-0.421250227633978,3.09505403658353,1.32040098161976,-0.445577698863174,3.0863796621027
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.3322464570448,-8.63483436213593,0.891821390097,-4.56248337132626,1.15594436024055,-0.602526551776349,2.91441527225745,1.10792715025602,-0.716445417265148,2.93229971777719
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.6074136775836,-8.90999877057765,0.956002135004032,-3.60303366615936,0.962651061180388,-0.796599657904608,2.72190178026538,0.880969119840385,-1.00616199951507,2.76810023919584
"Bird Island","BI10","BI10.3",95,93,94,93.5,-6.45605692362593,-8.75864074352848,1.74833298823245,-2.66680455393541,1.06897275985594,-0.689792896953183,2.82773841666506,1.00580822931379,-0.846755530144748,2.85837198877234
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.99552036081221,-8.29810585543196,1.29011948439792,-3.98188023250564,1.39248015797474,-0.365653940932984,3.15061425688247,1.38565896526237,-0.36246027985209,3.13377821037682
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.51433373768436,-8.81692085491322,0.32879124461259,-4.25515084149582,1.02803577024645,-0.730900408156542,2.78697194864944,0.957741490435154,-0.908118481039242,2.82360146190955
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.74816203983333,-8.05074587837328,0.434258578075462,-4.00588296231425,1.56623888482589,-0.192080974588925,3.32455874424071,1.58968020451594,-0.102849779231552,3.28221018826342
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-6.78457262531475,-9.08715860241135,-0.298646648317575,-4.41864207250603,0.838204415980685,-0.921788220384006,2.59819705234538,0.734848350917262,-1.19288043058458,2.66257713241911
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-5.37681656604344,-7.67940252436785,0.00191871708452492,-6.02394476453034,1.82709332664261,0.067806037188942,3.58638061609628,1.89596609558278,0.286120946857655,3.50581124430791
"Bird Island","BI10","BI10.4",145,141,142,141.5,-6.53338325619274,-8.8359669737457,1.32682116128767,-3.00379025203586,1.01465429162853,-0.744342037973577,2.77365062123064,0.942029440167823,-0.928180423790807,2.81223930412645
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-5.14241644785424,-7.44500188310593,0.223606918343125,-5.69990211300682,1.99174946575745,0.231426522293794,3.75207240922111,2.08929940414055,0.53111377126764,3.64748503701347
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.00367964861924,-8.30626393178161,2.81930261995901,-2.22946552272,1.38674860443027,-0.371385618090087,3.14488282695063,1.37892918150887,-0.371030126216103,3.12888848923384
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.1017442532795,-8.4043288996375,2.65068074028753,-1.98642059107142,1.31786237983311,-0.440304562735056,3.07602932240128,1.29804545748244,-0.474059736034444,3.07015065099933
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-5.70221270738579,-8.00479780037984,1.91271124755676,-2.79244864749746,1.59851634157021,-0.159878428588651,3.35691111172908,1.62757923177211,-0.0546675968614516,3.30982606040567
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-5.14358559844242,-7.44617137675264,1.71603345485232,-3.21040609451369,1.99092818706791,0.230611224390629,3.7512451497452,2.08833508828115,0.529892896678112,3.64677727988419
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-5.00685026635996,-7.30943506048741,1.3694606755862,-3.64571648341782,2.08697895715802,0.325907172792914,3.84805074152313,2.20111444331079,0.672597970041548,3.72963091658003
"Bird Island","BI10","BI10.5",197,194,195,194.5,-5.17213027741766,-7.47471572299173,1.74962178456699,-2.67144732977798,1.97087676103347,0.210703284592239,3.73105023747471,2.06479142597145,0.500081827739028,3.62950102420386
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-5.0685718164665,-7.3711567505134,1.9193495747245,-2.95743079045554,2.04362218661014,0.282904946876505,3.80433942634377,2.15020648480123,0.608201783219097,3.69221118638336
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-5.33490396802165,-7.63748968337436,2.47227836930971,-1.7005068246429,1.85653514870249,0.0970868038901513,3.61598349351482,1.93053562271615,0.329959601837939,3.53111164359435
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-5.68603313037415,-7.9886170444802,2.37066528344768,-2.32585086425682,1.60988180803767,-0.148542352412453,3.36830596848779,1.64092415317783,-0.0377051425677934,3.31955344892345
