"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Cu","Cu_sd","Cu_ICP","Cu_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00229252596836742,0.00117329511992161,4.369649931,0.022750235,9.4507263459358,-27.8194739569738,46.7209266488454
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00219736046546878,0.00107569167352401,3.255429522,0.010150183,8.04013416474983,-29.2383299574727,45.3185982869723
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00169041984828573,0.00126260876109787,5.828405269,0.020076539,0.525998799063437,-36.8065914838435,37.8585890819704
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0021387287078224,0.00113880418059022,18.80830619,0.176446353,7.17106400396622,-30.1127903728019,44.4549183807344
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0035626072518333,0.00131684425317882,25.3957986,0.092788179,28.2765263822767,-8.94100574869488,65.4940585132483
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00350416954692752,0.00121968241481239,25.1006547,0.200410389,27.4103325713288,-9.80726632431263,64.6279314669702
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00332763059532878,0.00068777027520653,12.41602198,0.076135345,24.7935811518025,-12.4256010259014,62.0127633295063
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00276245389657951,0.00080323321523016,30.70187991,0.12301453,16.4162405403275,-20.8219667670364,53.6544478476913
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00286137141101953,0.00120958476195412,12.23274868,0.369735042,17.8824469722953,-19.3508958128363,55.115789757427
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00330982116677418,0.00153719887543428,44.61646774,0.152122701,24.5296006136313,-12.6898565580502,61.7490577853129
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00361826462207131,0.00087080867188656,36.59073739,0.331067449,29.1015086383651,-8.11617140593809,66.3191886826683
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00462290006137328,0.00106223601548451,34.06414422,0.025144385,43.9927334252616,6.73692518973364,81.2485416607895
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0041720636022695,0.00120017612595614,39.61078518,0.154761353,37.3102028355509,0.0798118779555423,74.5405937931463
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00319729972129679,0.0008507082925721,37.01157435,0.426171368,22.8617496973681,-14.3599332462719,60.0834326410081
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00261921693777236,0.001821417687214,25.20300712,0.083140624,14.2931084389249,-22.9532961490094,51.5395130268591
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00260306692635995,0.00106999758300764,18.81424853,0.085012501,14.053724637752,-23.1936897476837,51.3011390231876
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00237909519869844,0.00096886707988785,19.39416739,0.073912797,10.7339001401865,-26.5293045751203,47.9971048554933
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00317085585359552,0.00109291651599924,42.10225675,0.101834918,22.4697850475363,-14.7525433367223,59.692113431795
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00383249785037655,0.00091903696540242,62.86286744,0.567434644,32.276984074243,-4.94319096402153,69.4971591125076
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00413871356476942,0.00101138144269435,77.32937965,0.189230748,36.815871373971,-0.41317633774392,74.0449190856859
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.00378923586579049,0.00090190794489909,40.6484082,0.139015902,31.6357326192417,-5.58369225909123,68.8551574975747
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00470300914192084,0.0011364081242878,67.58862806,0.371106986,45.1801515465396,7.91841375609158,82.4418893369877
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00388469698095773,0.00151333579050794,58.21751812,0.419583377,33.0507065179834,-4.17053957758359,70.2719526135504
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00304830035858284,0.00106367650851911,34.00992075,0.690963856,20.6532042723536,-16.5727233555534,57.8791319002607
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00381170859362263,0.00081859658350459,31.39605337,0.356175262,31.9688349851663,-5.25096401126007,69.1886339815926
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00435467018653145,0.00158026444332481,28.97367916,0.196486418,40.0168918367884,2.77783416191438,77.2559495116624
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00400162109495243,0.00120763709417109,26.9304948,0.044764677,34.7838160584089,-2.44048755544098,72.0081196722588
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00410766751392628,0.00152640686050285,46.72905914,0.124522427,36.3556907912794,-0.872172997838071,73.5835545803968
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00434415112558777,0.00114899423855214,68.09335946,0.816242088,39.8609728885496,2.62247466237492,77.0994711147243
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00365339013174178,0.0006098359064715,34.46389212,0.171217055,29.6221570644456,-7.59572253371442,66.8400366626057
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.0039273529962463,0.0009453450844828,60.20244341,0.548086843,33.6829759834293,-3.53928007903365,70.9052320458922
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00430847352853941,0.0010056413256266,73.19734621,0.669512032,39.3321411385243,2.09548559573035,76.5687966813183
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.003390230897538,0.00135173754271006,116.9107903,0.841170558,25.7214751275245,-11.4969080766197,62.9398583316686
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00237115205247255,0.00123922960754623,32.9760233,0.203795286,10.6161627288454,-26.6476631451013,47.8799886027922
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00447635359088303,0.00202002695119044,145.5334854,0.604259635,41.8205460342684,4.57448194131665,79.0666101272202
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00369590584670087,0.00143381642167663,49.70613596,0.602315252,30.252346926025,-6.96588415035085,67.4705780024008
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.00651403840104775,0.00188809222766944,80.36054861,0.943852418,72.0241615608024,34.5152692561111,109.533053865494
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.00622264068090211,0.00139832469334739,78.52750915,0.406648955,67.7049142166187,30.2503317737497,105.159496659488
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.00417893319910796,0.00129059427370343,51.06064778,0.387827921,37.4120275440122,0.181350705361808,74.6427043826627
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.00330658544840117,0.0013528547368021,50.54112884,0.613078987,24.4816391265539,-12.7378702752825,61.7011485283904
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.00377024882975564,0.00097223435671229,35.29243706,0.37314492,31.3542969754541,-5.86483802785342,68.5734319787615
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.00541326687792053,0.00165767828952554,54.25753022,0.451401204,55.7079581414894,18.3750455868928,93.040870696086
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.00617621901010761,0.0014989586666756,93.06939632,0.991321257,67.0168282625093,29.5703859071045,104.463270617914
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.00471638764975269,0.00122801768280244,61.1989585,0.484100081,45.3784546917838,8.11568512976374,82.6412242538038
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.00475073207107786,0.00139634472420308,84.15061701,1.054966543,45.8875254234358,8.62205277725214,83.1529980696195
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.00591417237922067,0.00133787114809919,69.48540749,0.847400448,63.1326379059581,25.7294999472153,100.535775864701
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.00402408611480323,0.00155288539017441,96.04739856,0.836309314,35.1168041726574,-2.10819113708229,72.3417994823971
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.00560413999976656,0.00166181021568792,74.97636554,0.220258,58.5371780276212,21.1794535898154,95.894902465427
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.00483840447899048,0.00131841938533159,55.15725169,0.118938531,47.1870510849458,9.91432328725217,84.4597788826395
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.00484695633575589,0.00104114794512255,94.26813549,0.602079612,47.313811117946,10.0403483379667,84.5872738979253
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.0029767126039971,0.00078203175712485,19.4548787,0.169805204,19.5920936407537,-17.6363990000296,56.820586281537
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.00459437948739056,0.00121742433229232,71.22393581,1.506837827,43.5699867635242,6.3161867180869,80.8237868089614
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.0063386308971088,0.00083166480207623,87.44578681,0.43151217,69.4241810422193,31.9486442112455,106.899717873193
