"Location","Site","label","ID","section_depth","field_depth","depth","SH20_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7558",1.1,1.1,1.1,-51.51,6.66,1,TRUE,16596,44628,1.45,-6.23785431770309,-4.43078061350199,-5.90935025073105,-5.54470713714314,-1.55247049847913,-6.29501273154304,-5.53549048203822,-4.117590781503,-3.88647906053961,-1.73291379979048,32520,5.65711361310133,0.176768590555455
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7559",1.2,1.2,1.2,-50.47,6.68,1,TRUE,16084,44476,1.35,-5.74300318780948,-4.15766282695445,-5.47333962086038,-5.51985963649527,-1.27422562672695,NA,-4.97532295538697,-3.65172718848265,-3.56581936135671,-1.72941256496221,30857,5.63734136373414,0.177388583638584
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7560",1.3,1.3,1.3,-49.42,6.7,1,TRUE,16223,44600,1.42,-6.14075380529031,-4.27300842908433,-5.3797840283916,-5.45641725441251,-1.33042540019722,-7.04831085719571,-5.41312044865919,-3.80029843824085,-3.93769830764329,-1.72170184802658,31203,5.59404057480981,0.178761663707453
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7561",1.4,1.4,1.4,-48.38,6.7,1,TRUE,16870,48427,1.4,-5.28142549887782,-4.14542567813809,-5.79225112264381,-5.21243262739087,-1.11111245143234,-5.59809510820285,-4.71367958485915,-3.71877974795048,-3.6410427825943,-1.73715902011065,32377,5.6811803549319,0.176019759543787
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7562",1.5,1.5,1.5,-47.34,6.71,1,TRUE,16085,44532,1.13,-5.62424078692658,-4.3410186109465,-5.57397895214569,-5.63460357396213,-1.44305668378366,NA,-5.17507124458369,-3.4478502964932,-3.66807413770408,-1.72947931022514,31642,5.63771764212293,0.177376744186047
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7563",1.6,1.6,1.6,-46.29,6.73,1,TRUE,16366,44776,1.31,-6.03908186258704,-4.30810728442811,-5.60829894649459,-5.68086963932942,-1.56244459343292,-7.07797491655353,NA,-3.35280546103439,-3.81487419794747,-1.75666309108153,31975,5.79307414489059,0.17261992078627
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7564",1.7,1.7,1.7,-45.25,6.76,1,TRUE,16696,47047,1.33,-6.10103049324832,-4.44507256517932,-5.67981702817202,-5.24695294587574,-1.46260976109345,NA,-5.24021891369439,-3.52636052461616,-3.84390777433103,-1.68104309633522,33353,5.37115568290353,0.186179671384878
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7565",1.8,1.8,1.8,-44.2,6.78,1,TRUE,16936,47641,1.27,-5.78432595137837,-4.20319181510712,-5.32601836189582,-5.28284619003062,-1.33907888770602,NA,-4.99164917547139,-3.43627848430757,-3.65112323280708,-1.73944038159263,32875,5.69415597637956,0.175618652553283
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7566",1.9,1.9,1.9,-43.16,6.81,1,TRUE,16562,46327,1.18,-6.29674815263732,-3.99220419515794,-5.89784044507531,-5.27274672776038,-1.41424336272287,-6.53969433124771,-5.35337646216049,-3.56034553694424,-4.09517574236499,-1.75366198620201,32476,5.775714583768,0.173138749412997
"Isla Hermite","HER42PB","HER42PB_1A","ACE_ITRAX_7567",2,2,2,-42.11,6.84,1,TRUE,15674,42856,1.25,-6.45614882107765,-4.64900443301011,-4.52025545026581,-5.18039633435758,-1.76139305482617,-6.47967931848784,-5.01334224969442,-4.08612244728807,-3.94070544742956,-1.7690771908214,32041,5.86543818298693,0.17049024621904
