"Site","Site_Section","Sample_ID","Core_section","Sample","Radius_1_cm","Radius_2_cm","Thickness_cm","Depth_T_field_cm","Depth_B_field_cm","Depth_field_cm","Depth_T_cm","Depth_B_cm","depth","SH20_min","SH20_max","SH20_median","SH20_age","accum_rate","Wet_bag_g","Dry_bag_g","Wet_mass_g","Dry_mass_g","Ash_Mass","Water_Content_pc","Dry_mass","LOI550","C_content","Volume_cm3","Wet_density_g_cm3","Dry_density_g_cm3","DMAR_g_cm2_yr"
"HER42PB","HER42PB1F","HER42PB1F_200","F",200,2.4,1.8,1.2,223.41,224.61,224.01,223.41,224.61,224.01,2190.3,2866.52,2565.32,2554.22,0.0545,6.1136,1.7257,4.3879,0.5781,NA,1.26452539210115,-1.26452539210116,NA,NA,4.1,-0.887393460507767,-1.18163216305475,-0.475537621701238
"HER42PB","HER42PB1F","HER42PB1F_201","F",201,2.3,2.1,1.1,224.79,225.89,225.34,224.79,225.89,225.34,2211.95,2879.06,2589.22,2578.64,0.0544,6.3178,1.7612,4.5566,0.6136,NA,1.22892742472052,-1.22892742472053,NA,NA,4.1,-0.60738621298566,-1.11360690640475,-0.46951777202193
"HER42PB","HER42PB1F","HER42PB1F_202","F",202,2.2,2.2,1.2,226.07,227.27,226.67,226.07,227.27,226.67,2229.09,2894.49,2616.2,2603.07,0.0543,7.5164,1.9553,5.5611,0.8077,NA,1.13399951170551,-1.13399951170552,NA,NA,4.5,0.288636979085083,-0.909531136454749,-0.451116186070409
"HER42PB","HER42PB1F","HER42PB1F_203","F",203,1.9,2.3,1.3,227.45,228.7,228.08,227.45,228.7,228.08,2251.19,2917.28,2642.81,2628.96,0.0546,6.631,1.7379,4.8931,0.5903,NA,1.35945330511616,-1.35945330511616,NA,NA,4.3,-0.60738621298566,-1.18163216305475,-0.479505249898964
"HER42PB","HER42PB1F","HER42PB1F_204","F",204,2.1,2.3,1.2,228.88,230.08,229.48,228.88,230.08,229.48,2263.89,2951.54,2668.69,2654.67,0.0561,6.8058,1.799,5.0068,0.6514,NA,1.27639138122802,-1.27639138122803,NA,NA,4.4,-0.439381864472395,-1.11360690640475,-0.469859808935527
"HER42PB","HER42PB1F","HER42PB1F_205","F",205,2.1,2.3,1.2,230.26,231.46,230.86,230.26,231.46,230.86,2304.19,2968.36,2693.93,2679.28,0.0571,7.0249,1.8274,5.1975,0.6798,NA,1.26452539210115,-1.26452539210116,NA,NA,4.6,-0.495383313976817,-1.11360690640475,-0.468081216984823
"HER42PB","HER42PB1F","HER42PB1F_206","F",206,2.3,2.2,1.3,231.64,232.94,232.29,231.64,232.94,232.29,2357.92,2975.75,2718.96,2704.33,0.0571,7.5972,2.0726,5.5246,0.925,NA,0.944143685675496,-0.944143685675503,NA,NA,5.1,-0.551384763481238,-0.909531136454749,-0.435450895427664
"HER42PB","HER42PB1F","HER42PB1F_207","F",207,2.3,2.3,1.2,233.12,234.32,233.72,233.12,234.32,233.72,2407.59,2983.99,2743.15,2729.37,0.0569,8.2547,2.8891,5.3656,1.7415,NA,-0.266187205265861,0.266187205265853,NA,NA,5,0.288636979085083,0.246898226595243,-0.202318535119916
"HER42PB","HER42PB1F","HER42PB1F_208","F",208,2.2,2.2,1.2,234.5,235.65,235.08,234.5,235.65,235.08,2438.62,2996.48,2766.56,2753.19,0.0573,7.8459,2.814,5.0319,1.6664,NA,-0.313651161773366,0.313651161773357,NA,NA,4.4,0.848651474129298,0.450973996545242,-0.165036511537838
"HER42PB","HER42PB1F","HER42PB1F_209","F",209,2.2,2.1,1.1,235.83,236.93,236.38,235.83,236.93,236.38,2464.67,3006,2789.36,2775.96,0.0569,7.0842,2.7402,4.344,1.5926,NA,-0.53910495518401,0.539104955184002,NA,NA,3.9,0.792650024624876,0.65504976649524,-0.108395198646167
"HER42PB","HER42PB1F","HER42PB1F_210","F",210,2.3,2.2,1.2,237.11,238.26,237.69,237.11,238.26,237.69,2483.41,3018.5,2814.41,2798.9,0.0573,7.4522,2.6081,4.8441,1.4605,NA,-0.111929346616473,0.111929346616465,NA,NA,4.5,0.17663408007624,0.110847713295244,-0.235838152652427
"HER42PB","HER42PB1F","HER42PB1F_211","F",211,2.2,2.2,1.1,238.44,239.54,238.99,238.44,239.54,238.99,2499.42,3038.91,2837.52,2821.67,0.0598,7.1152,2.4657,4.6495,1.3181,NA,0.0185965337791644,-0.0185965337791716,NA,NA,4.1,0.456641327598347,0.0428224566452449,-0.246578111739374
"HER42PB","HER42PB1F","HER42PB1F_212","F",212,2.2,2.2,1.2,239.72,240.92,240.32,239.72,240.92,240.32,2525.16,3058.6,2860.47,2843.9,0.0702,7.7151,2.7011,5.014,1.5535,NA,-0.171259292250853,0.171259292250845,NA,NA,4.5,0.512642777102769,0.246898226595243,-0.137810373215513
"HER42PB","HER42PB1F","HER42PB1F_213","F",213,2.2,2.1,1.2,241.1,242.25,241.68,241.1,242.25,241.68,2583.8,3065.99,2875.45,2863.21,0.0723,7.3614,2.6716,4.6898,1.524,NA,-0.266187205265861,0.266187205265853,NA,NA,4,1.01665582264256,0.450973996545242,-0.0755596549408501
"HER42PB","HER42PB1G","HER42PB1G_220","G",220,2.3,2.4,1.4,241.34,242.74,242.04,241.34,242.74,242.04,2599.02,3069.54,2879.23,2868.32,0.0702,7.4521,2.658,4.7941,1.5104,NA,-0.206857259631481,0.206857259631473,NA,NA,5.9,-1.78341665257851,-0.433354339904752,-0.247946259393762
"HER42PB","HER42PB1G","HER42PB1G_221","G",221,2.5,2.3,1.2,242.89,244.09,243.49,242.89,244.09,243.49,2656.24,3079.1,2896.83,2888.9,0.0707,7.1387,3.1078,4.0309,1.9602,NA,-1.2391983136697,1.23919831366969,NA,NA,5.3,-1.39140650604756,0.382948739895242,0.0490101889911948
"HER42PB","HER42PB1G","HER42PB1G_222","G",222,2.3,2.4,1.2,244.23,245.43,244.83,244.23,245.43,244.83,2706.68,3087.89,2912.95,2907.92,0.0702,7.8721,3.0635,4.8086,1.9159,NA,-0.740826770340903,0.740826770340895,NA,NA,5.2,-0.495383313976817,0.382948739895242,-0.0298635232842844
"HER42PB","HER42PB1G","HER42PB1G_223","G",223,2.3,2.4,1.2,245.58,246.78,246.18,245.58,246.78,246.18,2746.16,3100.32,2930.75,2927.08,0.0707,7.6375,2.3839,5.2536,1.2363,NA,0.386442196712321,-0.386442196712329,NA,NA,5.1,-0.60738621298566,-0.501379596554751,-0.315532753520539
"HER42PB","HER42PB1G","HER42PB1G_224","G",224,2.4,2.3,1.2,246.92,248.12,247.52,246.92,248.12,247.52,2776.63,3111.44,2949.03,2946.1,0.0704,7.0199,1.9342,5.0857,0.7866,NA,1.05093758781738,-1.05093758781739,NA,NA,5.1,-1.27940360703872,-1.11360690640475,-0.439213301477232
"HER42PB","HER42PB1G","HER42PB1G_225","G",225,2.3,2.4,1.3,248.27,249.52,248.89,248.27,249.52,248.89,2801.19,3123.97,2966.56,2965.55,0.075,7.473,1.989,5.484,0.8414,NA,1.06280357694426,-1.06280357694426,NA,NA,5.3,-1.05539780902103,-1.04558164975475,-0.426763157822299
"HER42PB","HER42PB1G","HER42PB1G_226","G",226,2.3,2.3,1.2,249.66,250.86,250.26,249.66,250.86,250.26,2820.18,3138.21,2984.61,2983.8,0.104,7.2475,1.9531,5.2944,0.8055,NA,1.07466956607113,-1.07466956607114,NA,NA,5,-0.887393460507767,-1.04558164975475,-0.385787135573373
"HER42PB","HER42PB1G","HER42PB1G_227","G",227,2.3,2.3,1.3,251.01,252.26,251.63,251.01,252.26,251.63,2841.22,3151.76,2998.38,2996.97,0.1036,7.2398,1.9296,5.3102,0.782,NA,1.12213352257864,-1.12213352257864,NA,NA,5.1,-0.99939635951661,-1.11360690640475,-0.399947463796291
"HER42PB","HER42PB1G","HER42PB1G_228","G",228,2.1,2.4,1.2,252.4,253.55,252.98,252.4,253.55,252.98,2857.68,3164.54,3010.8,3009.95,0.1048,6.6675,1.9663,4.7012,0.8187,NA,0.884813740041115,-0.884813740041122,NA,NA,4.6,-0.943394910012189,-0.909531136454749,-0.345016335472605
"HER42PB","HER42PB1G","HER42PB1G_229","G",229,2.3,2.2,1.2,253.69,254.89,254.29,253.69,254.89,254.29,2870.43,3183.18,3022.81,3022.54,0.1037,7.7371,2.1064,5.6307,0.9588,NA,0.908545718294868,-0.908545718294875,NA,NA,4.8,0.00862973156297537,-0.773480623154749,-0.328940600533543
"HER42PB","HER42PB1G","HER42PB1G_230","G",230,2.3,2.6,1.2,255.04,256.24,255.64,255.04,256.24,255.64,2877.36,3205.85,3034.96,3035.51,0.1044,7.9905,2.3963,5.5942,1.2487,NA,0.481370109727329,-0.481370109727337,NA,NA,5.7,-0.943394910012189,-0.63743010985475,-0.250135295640783
"HER42PB","HER42PB1G","HER42PB1G_231","G",231,2.3,2.3,1.2,256.38,257.58,256.98,256.38,257.58,256.98,2886.34,3229.23,3045.6,3048.39,0.104,7.1738,2.3202,4.8536,1.1726,NA,0.327112251077941,-0.327112251077949,NA,NA,5,-0.943394910012189,-0.501379596554751,-0.203139423712549
"HER42PB","HER42PB1G","HER42PB1G_232","G",232,2.3,2.4,1.2,257.73,258.88,258.3,257.73,258.88,258.3,2891.04,3260.09,3057.1,3061.08,0.1041,7.4357,1.9037,5.532,0.7561,NA,1.21706143559364,-1.21706143559365,NA,NA,4.9,-0.495383313976817,-1.11360690640475,-0.407882720191742
"HER42PB","HER42PB1G","HER42PB1G_233","G",233,2.3,2.1,1.3,259.02,260.32,259.67,259.02,260.32,259.67,2895.62,3291.05,3067.57,3074.24,0.0978,6.6713,1.9521,4.7192,0.8045,NA,0.908545718294868,-0.908545718294875,NA,NA,4.9,-1.44740795555198,-1.04558164975475,-0.379767285894065
"HER42PB","HER42PB1G","HER42PB1G_234","G",234,2.3,2.4,1.2,260.47,261.67,261.07,260.47,261.67,261.07,2908.47,3308.48,3081.71,3088.5,0.0968,7.5198,2.0266,5.4932,0.879,NA,1.00347363130988,-1.00347363130988,NA,NA,5.2,-0.887393460507767,-0.977556393104748,-0.380656581869417
"HER42PB","HER42PB1G","HER42PB1G_235","G",235,2.3,2.2,1.2,261.81,263.01,262.41,261.81,263.01,262.41,2923.11,3317.57,3095.88,3102.39,0.0962,6.4742,2.0329,4.4413,0.8853,NA,0.671225935757347,-0.671225935757354,NA,NA,4.7,-1.33540505654314,-0.841505879804749,-0.328530156237227
"HER42PB","HER42PB1G","HER42PB1G_236","G",236,2.3,2.3,1.2,263.16,264.36,263.76,263.16,264.36,263.76,2932.88,3333.97,3110.12,3116.37,0.0968,6.9721,2.0804,4.8917,0.9328,NA,0.742421870518602,-0.74242187051861,NA,NA,4.9,-1.05539780902103,-0.841505879804749,-0.334755228064693
"HER42PB","HER42PB1G","HER42PB1G_237","G",237,2.2,2.1,1.2,264.5,265.7,265.1,264.5,265.7,265.1,2941.26,3349.09,3125.18,3130.26,0.0965,6.3171,1.8522,4.4649,0.7046,NA,1.02720560956363,-1.02720560956363,NA,NA,4.4,-1.05539780902103,-1.04558164975475,-0.392354244314436
"HER42PB","HER42PB1G","HER42PB1G_238","G",238,2.2,2.1,1.3,265.84,267.09,266.47,265.84,267.09,266.47,2950.83,3368.95,3139.96,3144.45,0.0964,6.7474,2.0305,4.7169,0.8829,NA,0.766153848772355,-0.766153848772362,NA,NA,4.4,-0.663387662490081,-0.773480623154749,-0.327572452879155
"HER42PB","HER42PB1G","HER42PB1G_239","G",239,2.3,2.4,1.2,267.24,268.44,267.84,267.24,268.44,267.84,2956.57,3395.06,3154.06,3158.65,0.0969,6.8189,2.0789,4.74,0.9313,NA,0.694957914011098,-0.694957914011106,NA,NA,5.1,-1.5034094050564,-0.909531136454749,-0.340433040830404
"HER42PB","HER42PB1G","HER42PB1G_240","G",240,2.4,2.3,1.2,268.58,269.78,269.18,268.58,269.78,269.18,2963.75,3418.54,3168.23,3172.53,0.1002,7.4065,2.3534,5.0531,1.2058,NA,0.350844229331693,-0.350844229331701,NA,NA,5.1,-0.831392011003346,-0.501379596554751,-0.218531084824416
"HER42PB","HER42PB1G","HER42PB1G_241","G",241,2.3,2.3,1.2,269.93,271.08,270.5,269.93,271.08,270.5,2971.96,3438.36,3181.11,3185.7,0.1069,7.1631,2.1248,5.0383,0.9772,NA,0.71868989226485,-0.718689892264858,NA,NA,4.8,-0.663387662490081,-0.773480623154749,-0.299046574285161
"HER42PB","HER42PB1G","HER42PB1G_242","G",242,2.3,2.3,1.2,271.22,272.42,271.82,271.22,272.42,271.82,2983,3448.26,3193.1,3198.04,0.1069,7.9919,2.0886,5.9033,0.941,NA,1.01533962043675,-1.01533962043676,NA,NA,4.8,0.344638428589504,-0.773480623154749,-0.335576116657326
"HER42PB","HER42PB1G","HER42PB1G_243","G",243,2.3,2.3,1.2,272.57,273.72,273.14,272.57,273.72,273.14,2991.03,3458.58,3204.16,3210.38,0.1069,7.4747,2.2268,5.2479,1.0792,NA,0.611895990122967,-0.611895990122973,NA,NA,4.6,0.00862973156297537,-0.501379596554751,-0.235838152652427
"HER42PB","HER42PB1G","HER42PB1G_244","G",244,2.3,2.3,1.2,273.86,275.06,274.46,273.86,275.06,274.46,3001.14,3468.05,3216.28,3222.72,0.1069,7.2359,2.0665,5.1694,0.9189,NA,0.849215772660488,-0.849215772660494,NA,NA,5,-0.887393460507767,-0.909531136454749,-0.337217893842592
"HER42PB","HER42PB1G","HER42PB1G_245","G",245,2.2,2.3,1.2,275.21,276.36,275.78,275.21,276.36,275.78,3006.89,3485.05,3228.66,3235.06,0.1069,7.0544,2.0921,4.9623,0.9445,NA,0.742421870518602,-0.74242187051861,NA,NA,4.5,-0.327378965463552,-0.70545536650475,-0.290290429297077
"HER42PB","HER42PB1G","HER42PB1G_246","G",246,2.3,2.4,1.3,276.5,277.8,277.15,276.5,277.8,277.15,3017.69,3501.57,3242.96,3247.87,0.1073,7.4464,2.1794,5.267,1.0318,NA,0.694957914011098,-0.694957914011106,NA,NA,5.5,-1.33540505654314,-0.841505879804749,-0.307187052828771
"HER42PB","HER42PB1G","HER42PB1G_247","G",247,2.2,2.3,1.2,277.94,279.14,278.54,277.94,279.14,278.54,3024.05,3521.38,3255.98,3260.86,0.1069,7.1866,2.0145,5.1721,0.8669,NA,0.932277696548618,-0.932277696548627,NA,NA,4.7,-0.495383313976817,-0.841505879804749,-0.335918153570923
"HER42PB","HER42PB1G","HER42PB1G_248","G",248,2.3,2.3,1.3,279.29,280.54,279.91,279.29,280.54,279.91,3030.71,3542.79,3268.94,3273.67,0.0986,7.3082,2.1296,5.1786,0.982,NA,0.754287859645478,-0.754287859645486,NA,NA,5.1,-0.943394910012189,-0.841505879804749,-0.332292562286794
"HER42PB","HER42PB1G","HER42PB1G_249","G",249,2.2,2.2,1.2,280.68,281.88,281.28,280.68,281.88,281.28,3049.34,3552.53,3283.41,3287.56,0.098,7.1507,2.0364,5.1143,0.8888,NA,0.884813740041115,-0.884813740041122,NA,NA,4.5,-0.159374616950288,-0.773480623154749,-0.33749152337347
"HER42PB","HER42PB1G","HER42PB1G_250","G",250,2.2,2.2,1.2,282.03,283.18,282.6,282.03,283.18,282.6,3064.43,3563.17,3294.8,3301.02,0.0976,6.6505,2.0668,4.5837,0.9192,NA,0.65935994663047,-0.659359946630478,NA,NA,4.4,-0.663387662490081,-0.70545536650475,-0.301782869593938
"HER42PB","HER42PB1G","HER42PB1G_251","G",251,2.2,2.1,1.2,283.32,284.47,283.9,283.32,284.47,283.9,3076.61,3575.69,3309.17,3314.28,0.0998,6.173,1.8922,4.2808,0.7446,NA,0.884813740041115,-0.884813740041122,NA,NA,4,-0.663387662490081,-0.841505879804749,-0.344127039497252
"HER42PB","HER42PB1H","HER42PB1H_259","H",259,2.3,2.2,1.1,283.73,284.83,284.28,283.73,284.83,284.28,3080.46,3581.01,3314.12,3318.16,0.0974,6.6552,2.0289,4.6263,0.8813,NA,0.742421870518602,-0.74242187051861,NA,NA,4.2,-0.327378965463552,-0.70545536650475,-0.312043977001849
"HER42PB","HER42PB1H","HER42PB1H_260","H",260,2.3,2.2,1.2,285,286.2,285.6,285,286.2,285.6,3088.39,3596.79,3327.21,3331.62,0.0982,7.4638,2.5451,4.9187,1.3975,NA,0.0185965337791644,-0.0185965337791716,NA,NA,4.8,-0.327378965463552,-0.161253313304754,-0.10565890333739
"HER42PB","HER42PB1H","HER42PB1H_261","H",261,2.3,2.3,1.1,286.36,287.46,286.91,286.36,287.46,286.91,3094.35,3616.6,3342.49,3344.98,0.0982,7.3549,2.3903,4.9646,1.2427,NA,0.267782305443561,-0.267782305443569,NA,NA,4.5,0.0646311810673969,-0.229278569954753,-0.159974365216602
"HER42PB","HER42PB1H","HER42PB1H_262","H",262,2.3,2.4,1.2,287.62,288.82,288.22,287.62,288.82,288.22,3102.67,3637.64,3356.2,3358.34,0.0982,7.454,2.1663,5.2877,1.0187,NA,0.71868989226485,-0.718689892264858,NA,NA,5.1,-0.775390561498924,-0.773480623154749,-0.318474270977474
"HER42PB","HER42PB1H","HER42PB1H_263","H",263,2.3,2.2,1.2,288.98,290.18,289.58,288.98,290.18,289.58,3110.85,3654.42,3369.49,3372.21,0.1006,6.8972,1.9827,4.9145,0.8351,NA,0.920411707421743,-0.920411707421751,NA,NA,4.7,-0.831392011003346,-0.909531136454749,-0.356371961004027
"HER42PB","HER42PB1H","HER42PB1H_264","H",264,2.1,2.3,1.2,290.34,291.54,290.94,290.34,291.54,290.94,3129.21,3668.72,3382.43,3385.74,0.1015,6.4792,1.9004,4.5788,0.7528,NA,0.967875663929248,-0.967875663929255,NA,NA,4.5,-0.99939635951661,-0.977556393104748,-0.369642993251592
"HER42PB","HER42PB1H","HER42PB1H_265","H",265,2.2,2.1,1.2,291.7,292.85,292.28,291.7,292.85,292.28,3146.42,3681.54,3395.81,3398.91,0.1022,6.4645,1.8559,4.6086,0.7083,NA,1.06280357694426,-1.06280357694426,NA,NA,4.1,-0.439381864472395,-0.977556393104748,-0.37798869394336
"HER42PB","HER42PB1H","HER42PB1H_266","H",266,2.2,2.2,1.2,293.01,294.21,293.61,293.01,294.21,293.61,3161.5,3690.15,3408.24,3411.99,0.1015,7.3161,2.0042,5.3119,0.8566,NA,0.991607642182999,-0.991607642183007,NA,NA,4.6,-0.159374616950288,-0.841505879804749,-0.352677962337179
"HER42PB","HER42PB1H","HER42PB1H_267","H",267,2.2,2.1,1.2,294.38,295.53,294.95,294.38,295.53,294.95,3175.33,3698.16,3422.31,3425.16,0.1015,7.1895,1.9798,5.2097,0.8322,NA,1.00347363130988,-1.00347363130988,NA,NA,4.2,0.400639878093926,-0.773480623154749,-0.34440066902813
"HER42PB","HER42PB1H","HER42PB1H_268","H",268,2.3,2.2,1.2,295.69,296.89,296.29,295.69,296.89,296.29,3189.05,3716.49,3434.88,3438.33,0.1022,7.3493,2.0033,5.346,0.8557,NA,1.00347363130988,-1.00347363130988,NA,NA,4.8,-0.439381864472395,-0.909531136454749,-0.362391810683335
"HER42PB","HER42PB1H","HER42PB1H_269","H",269,2.3,1.9,1.2,297.05,298.2,297.62,297.05,298.2,297.62,3202.34,3734.75,3448.25,3451.41,0.101,6.8072,2.133,4.6742,0.9854,NA,0.576298022742337,-0.576298022742346,NA,NA,3.9,0.456641327598347,-0.433354339904752,-0.235359300973391
"HER42PB","HER42PB1H","HER42PB1H_270","H",270,2.2,2.1,1.2,298.36,299.51,298.94,298.36,299.51,298.94,3210.05,3746.62,3461.88,3464.39,0.1011,6.8114,2.0175,4.7939,0.8699,NA,0.813617805279858,-0.813617805279866,NA,NA,4.2,-0.103373167445866,-0.70545536650475,-0.312317606532727
"HER42PB","HER42PB1H","HER42PB1H_271","H",271,2.4,2.1,1.2,299.67,300.82,300.25,299.67,300.82,300.25,3220.1,3758.9,3475.36,3477.36,0.0984,7.0617,2.3071,4.7546,1.1595,NA,0.315246261951066,-0.315246261951072,NA,NA,4.4,-0.159374616950288,-0.297303826604753,-0.179744098822511
"HER42PB","HER42PB1H","HER42PB1H_272","H",272,2.3,2,1.2,300.98,302.18,301.58,300.98,302.18,301.58,3243.03,3764.66,3488.4,3490.94,0.0981,6.7889,2.1487,4.6402,1.0011,NA,0.540700055361709,-0.540700055361718,NA,NA,4.3,-0.271377515959131,-0.501379596554751,-0.250956184233416
"HER42PB","HER42PB1H","HER42PB1H_273","H",273,2.4,2.2,1.2,302.34,303.54,302.94,302.34,303.54,302.94,3266.98,3772.84,3502.2,3504.82,0.0974,7.171,2.0281,5.1429,0.8805,NA,0.908545718294868,-0.908545718294875,NA,NA,5,-0.943394910012189,-0.909531136454749,-0.360955255646227
"HER42PB","HER42PB1H","HER42PB1H_274","H",274,2.2,2,1.2,303.71,304.91,304.31,303.71,304.91,304.31,3284.01,3780.35,3515.4,3518.8,0.0985,6.6676,2.0251,4.6425,0.8775,NA,0.754287859645478,-0.754287859645486,NA,NA,4.2,-0.271377515959131,-0.70545536650475,-0.311086273643778
"HER42PB","HER42PB1H","HER42PB1H_275","H",275,2.3,2.1,1.3,305.07,306.32,305.69,305.07,306.32,305.69,3298.85,3788.6,3529.06,3532.88,0.0977,7.1095,2.0164,5.0931,0.8688,NA,0.908545718294868,-0.908545718294875,NA,NA,4.6,-0.551384763481238,-0.841505879804749,-0.350625740855596
"HER42PB","HER42PB1H","HER42PB1H_276","H",276,2.3,2.3,1.2,306.48,307.68,307.08,306.48,307.68,307.08,3314.03,3802.18,3544.13,3547.07,0.0981,7.6332,2.1217,5.5115,0.9741,NA,0.861081761787363,-0.86108176178737,NA,NA,4.9,-0.271377515959131,-0.773480623154749,-0.334686820681974
"HER42PB","HER42PB1H","HER42PB1H_277","H",277,2.3,2.1,1.3,307.84,309.14,308.49,307.84,309.14,308.49,3326.2,3818.07,3558.98,3561.46,0.0978,7.1971,2.1437,5.0534,0.9961,NA,0.683091924884222,-0.68309192488423,NA,NA,4.7,-0.551384763481238,-0.70545536650475,-0.304245535371837
"HER42PB","HER42PB1H","HER42PB1H_278","H",278,2.3,2.3,1.3,309.3,310.55,309.93,309.3,310.55,309.93,3339.3,3837.17,3572.92,3576.15,0.1135,8.5077,2.5821,5.9256,1.4345,NA,0.327112251077941,-0.327112251077949,NA,NA,5.1,0.400639878093926,-0.229278569954753,-0.112226012078454
"HER42PB","HER42PB1H","HER42PB1H_279","H",279,2.3,2.3,1.3,310.71,311.96,311.34,310.71,311.96,311.34,3354.75,3847.52,3586.46,3588.59,0.1145,7.7498,2.4023,5.3475,1.2547,NA,0.386442196712321,-0.386442196712329,NA,NA,5,-0.271377515959131,-0.433354339904752,-0.164078808179766
"HER42PB","HER42PB1H","HER42PB1H_280","H",280,2,2,1.3,312.12,313.37,312.75,312.12,313.37,312.75,3371.41,3856.34,3598.46,3600.92,0.1145,6.3615,2.0819,4.2796,0.9343,NA,0.516968077107957,-0.516968077107965,NA,NA,3.9,-0.271377515959131,-0.501379596554751,-0.19958223981114
"HER42PB","HER42PB1H","HER42PB1H_281","H",281,1.9,2.2,1.3,313.54,314.79,314.16,313.54,314.79,314.16,3386.53,3863.51,3611.51,3613.25,0.1145,7.1141,2.4127,4.7014,1.2651,NA,0.125390435921048,-0.125390435921056,NA,NA,4,0.56864422660719,-0.0252028000047547,-0.0213810078270777
"HER42PB","HER42PB1H","HER42PB1H_282","H",282,2.2,2.1,1.3,314.95,316.2,315.57,314.95,316.2,315.57,3394.14,3877.81,3623.4,3625.58,0.1145,7.1713,2.4471,4.7242,1.2995,NA,0.0779264794135446,-0.0779264794135518,NA,NA,4.5,-0.271377515959131,-0.161253313304754,-0.0455288139270293
"HER42PB","HER42PB1H","HER42PB1H_283","H",283,2,2,1.3,316.36,317.61,316.98,316.36,317.61,316.98,3404.07,3891.93,3636.89,3637.91,0.114,6.5778,2.1614,4.4164,1.0138,NA,0.422040164092949,-0.422040164092957,NA,NA,3.7,0.456641327598347,-0.297303826604753,-0.142188445709555
"HER42PB","HER42PB1H","HER42PB1H_284","H",284,2.2,2,1.2,317.77,318.97,318.37,317.77,318.97,318.37,3412.31,3907.83,3648.67,3650.07,0.1145,6.9031,2.1589,4.7442,1.0113,NA,0.552566044488586,-0.552566044488593,NA,NA,4.2,0.0646311810673969,-0.501379596554751,-0.205123237811412
"HER42PB","HER42PB1H","HER42PB1H_285","H",285,2.2,2.3,1.2,319.13,320.33,319.73,319.13,320.33,319.73,3419.59,3922.19,3660.53,3661.96,0.1069,9.8211,2.1814,7.6397,1.0338,NA,1.22892742472052,-1.22892742472053,NA,NA,4.7,2.69669930777521,-0.63743010985475,-0.344537483793569
"HER42PB","HER42PB1I","HER42PB1I_292","I",292,1.9,2.2,0.9,320,320.9,320.45,320,320.9,320.45,3429.29,3926.21,3666.62,3668.68,0.1028,4.6144,1.6849,2.9295,0.5373,NA,0.801751816152983,-0.80175181615299,NA,NA,2.8,-0.831392011003346,-0.841505879804749,-0.328803785768105
"HER42PB","HER42PB1I","HER42PB1I_293","I",293,2.3,2.5,1.2,321.04,322.24,321.64,321.04,322.24,321.64,3450.69,3936.06,3677.61,3680.21,0.1032,7.2262,2.2948,4.9314,1.1472,NA,0.398308185839196,-0.398308185839205,NA,NA,5.4,-1.44740795555198,-0.70545536650475,-0.255676293641056
"HER42PB","HER42PB1I","HER42PB1I_294","I",294,2.3,2.7,1.3,322.37,323.62,323,322.37,323.62,323,3474.82,3944.4,3690.32,3693.39,0.1033,7.9724,2.374,5.5984,1.2264,NA,0.505102087981082,-0.505102087981089,NA,NA,6.1,-1.5034094050564,-0.773480623154749,-0.281602691691712
"HER42PB","HER42PB1I","HER42PB1I_295","I",295,2.4,2.3,1.2,323.76,324.96,324.36,323.76,324.96,324.36,3492.69,3955.58,3701.97,3706.56,0.1032,7.6715,2.3613,5.3102,1.2137,NA,0.433906153219826,-0.433906153219833,NA,NA,5.1,-0.551384763481238,-0.501379596554751,-0.220720121071437
"HER42PB","HER42PB1I","HER42PB1I_296","I",296,2.3,2.5,1.3,325.09,326.34,325.72,325.09,326.34,325.72,3508.29,3968.6,3714.58,3719.74,0.1037,7.4128,2.224,5.1888,1.0764,NA,0.60003000099609,-0.600030000996098,NA,NA,5.5,-1.39140650604756,-0.841505879804749,-0.304108720606398
"HER42PB","HER42PB1I","HER42PB1I_297","I",297,2.3,2.7,1.3,326.48,327.73,327.1,326.48,327.73,327.1,3520.21,3980.53,3727.78,3733.1,0.1029,7.9502,2.2629,5.6873,1.1153,NA,0.694957914011098,-0.694957914011106,NA,NA,6.1,-1.5034094050564,-0.909531136454749,-0.328256526706349
"HER42PB","HER42PB1I","HER42PB1I_298","I",298,2.4,2.3,1.3,327.86,329.11,328.49,327.86,329.11,328.49,3528.97,3996.95,3741.66,3746.57,0.1033,7.2517,2.0624,5.1893,0.9148,NA,0.861081761787363,-0.86108176178737,NA,NA,5.3,-1.27940360703872,-0.977556393104748,-0.355893109324991
"HER42PB","HER42PB1I","HER42PB1I_299","I",299,2.4,2.6,1.3,329.25,330.55,329.9,329.25,330.55,329.9,3538.05,4017.81,3756.12,3760.23,0.0975,8.0896,2.2104,5.8792,1.0628,NA,0.825483794406735,-0.825483794406742,NA,NA,6.1,-1.39140650604756,-0.977556393104748,-0.362597032831493
"HER42PB","HER42PB1I","HER42PB1I_300","I",300,2.4,2.4,1.3,330.69,331.99,331.34,330.69,331.99,331.34,3572.57,4023.99,3769.12,3774.96,0.0978,8.0576,2.2105,5.8471,1.0629,NA,0.813617805279858,-0.813617805279866,NA,NA,5.9,-1.11139925852545,-0.909531136454749,-0.350557333472877
