"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ti","Ti_sd","Ti_ICP","Ti_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00041653041441507,0.00045840985313136,134.9563972,2.246361623,1577.70021989983,-3013.3615810607,6168.76202086036
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00030033138284418,0.00027470288969218,79.78694045,0.954822132,1566.29994822845,-3024.77523230515,6157.37512876206
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00030030613478015,0.00017708828837934,340.544392,4.893302391,1566.29747114422,-3024.77771230574,6157.37265459418
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00077995570707258,0.00032750172106656,1070.668936,10.73236296,1613.35582745984,-2977.66467392373,6204.37632884342
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00195539237477893,0.0007082663310902,1962.99309,30.40726253,1728.67776399573,-2862.21483254829,6319.57036053975
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00081673095153514,0.00032789001516759,1538.231355,7.943023099,1616.96384184677,-2974.05252655036,6207.98021024389
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00091998934506041,0.00033533871981271,3006.601666,14.09773486,1627.09450922518,-2963.9102998128,6218.09931826316
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00031948411466599,0.00029810848917945,301.0170716,3.519876752,1568.17902022299,-3022.8939491688,6159.25198961479
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00020734774597755,0.00018731283635767,1904.013462,92.77560752,1557.17733587152,-3033.90861211471,6148.26328385775
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00167222491946768,0.00121836830504181,225.6496719,2.024591047,1700.89624227908,-2890.02637482242,6291.81885938058
