Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,cps_acf_sum,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Marion Island,PB1,PB1_1A,4,5,6.3,5.7,154.78,21886.23077,51097.61538,50008.84615,1.358461538,0.131826307,0.232700239,0.05973282,0.110942612,2.043326217,0.127566665,0.406520489,0.210113501,0,0.072156157,0.125256531,1.776293567,80.28964093,11.65050957,0.145120525,0.065609886,0.070577126,0.038162349,0.037443368,0.616401258,0.087333714,0.066976707,0.080241466,0,0.104152672,0.108889601,0.11333882,0.760237972,0.199870491,0.002974175,71.58035749,3.579017875,28.41964251,2.841964251,0.360788755,0.036078875,1771.848926,14.3519763,2134.314662,35.21619192,3780.755735,6.049209176,483.9049853,9.53292821,90.58997647,1.648737572,3050.532794,34.77607385,1.690889426,0.04802126,3.447393088,0.054468811,9.794512059,0.108719084,32.22505588,0.447928277,0.439985779,0.031282989,0.868594897,0.021367434,81.06532941,0.899825156,6.897431912,0.080699953,0.673868779,0.02762862,0.096780997,0.006223018
Marion Island,PB1,PB1_1A,7,9.8,11.1,10.4,333.91,23303.71429,57021.57143,55962.57143,1.264285714,0.061539405,0.247910127,0.130116062,0.046074719,5.811346476,0.155864409,0.418148328,0.252058027,0.004127627,0.039853821,0.334329131,1.729692984,76.17048161,11.26221407,0.147880167,0.019170726,0.05127519,0.035220461,0.02791847,0.77562582,0.095353637,0.043899944,0.111695774,0.011927075,0.086834366,0.195566552,0.230133383,0.911072026,0.193784118,0.003362614,29.61002281,1.480501141,70.38997719,7.038997719,1.012276019,0.101227602,2015.155225,11.48638479,2089.942677,39.91790514,6525.57179,142.9100222,1408.35037,17.18187451,86.46016016,2.023167748,7851.216036,252.0240348,2.851308267,0.08953108,5.334838241,0.196855531,13.40015169,0.246562791,31.8213276,0.801897456,0.827647802,0.02805726,1.338842032,0.034006588,104.8784032,2.087080224,17.18644975,0.371227315,1.466127343,0.066708794,0.209170238,0.002593711
Marion Island,PB1,PB1_1A,9,12.6,13.8,13.2,440.63,22344.46154,54220.76923,53193.15385,1.322307692,0.036949604,0.217820643,0.105751397,0.04760771,5.222531669,0.120529522,0.399041756,0.189948309,0.002119802,0.010369083,0.247210219,1.662131326,77.21850504,11.40036438,0.147634556,0.021572694,0.039282243,0.043986537,0.029375612,0.744777549,0.081396727,0.065475504,0.086622568,0.007643055,0.02659682,0.14219945,0.194879133,0.730530785,0.226964673,0.002370346,75.74731616,3.787365808,24.25268384,2.425268384,0.292144605,0.02921446,2317.433526,9.73322081,1779.04261,18.67994741,4940.432966,75.09458109,1241.462931,20.11169948,55.81310149,0.647431977,8344.923993,165.2294951,2.134905215,0.048462348,5.589422519,0.189481423,11.97926549,0.028750237,24.29654636,0.218668917,0.948065571,0.028821193,1.014046175,0.012776982,94.53614478,0.642845784,15.76503787,0.039412595,1.791481576,0.048370003,0.201727586,0.005971137
Marion Island,PB1,PB1_1A,14,19.4,20.7,20.1,704.72,21344,55060.5,54199.21429,1.252142857,0.029427555,0.233592804,0.265164554,0.033142218,10.98859486,0.114180412,0.359249817,0.199618481,0.013916299,0.057570421,0.214154129,1.653627757,72.22125435,10.75231009,0.148946779,0.020027811,0.060961833,0.055200283,0.025706025,3.973718401,0.095891534,0.053446613,0.083359875,0.022916598,0.092639205,0.161961288,0.219474005,3.349754087,0.431567982,0.002973005,71.91050025,3.595525013,28.08949975,2.808949975,0.345137645,0.034513765,2802.907849,40.92245459,1462.794157,26.03773599,6131.18343,113.4268935,2277.256134,12.06945751,62.90213663,0.484346452,10691.94331,204.2161173,2.998855814,0.060277002,8.261052616,0.195786947,11.24002965,0.187708495,21.32425029,0.138607627,1.08566532,0.017044946,1.446039186,0.048731521,92.32272965,0.858601386,27.06353779,0.424897543,1.296380378,0.039021049,0.380536628,0.006811606
Marion Island,PB1,PB1_1A,16,22.3,23.5,22.9,810.69,20499.53846,50354,49372.92308,1.313076923,0.029002821,0.209896831,0.282310006,0.04360898,3.853132404,0.13422647,0.38369071,0.179797196,0.010585289,0.030454699,0.324698688,1.644296094,78.53628388,11.58968549,0.147600634,0.015657702,0.046273843,0.051423377,0.027505954,2.760608512,0.09327726,0.050392215,0.094465042,0.023535329,0.067497793,0.202039152,0.154503617,2.352346497,0.406983111,0.003996293,67.13543578,3.356771789,32.86456422,3.286456422,0.603070633,0.060307063,2178.116521,16.33587391,1354.604703,15.44249361,6943.504909,49.29888485,2862.642661,63.2644028,71.5155,0.75091275,7986.619879,149.3497917,3.571440727,0.072500247,7.700557879,0.206374951,11.60429285,0.204235554,22.50065448,0.389261323,0.920888479,0.033336163,1.729952721,0.020759433,111.3330188,1.213529905,33.63395636,0.605411215,1.292769079,0.059984485,0.46145557,0.006183505
Marion Island,PB1,PB1_1A,17,23.7,24.9,24.3,862.94,21543,53523.92308,52628.38462,1.347692308,0.013479826,0.191419121,0.197891506,0.035604275,7.385320917,0.09611695,0.382028667,0.199571816,0.010749849,0.068040915,0.286270903,1.822869436,75.61290289,11.12816189,0.147154705,0.012807821,0.024079206,0.037709155,0.029094183,6.25187333,0.077780595,0.057843905,0.079613139,0.03026367,0.088714218,0.161146566,0.229542439,5.109654687,0.836271999,0.004268201,68.52043629,3.426021815,31.47956371,3.147956371,0.434378762,0.043437876,1821.540325,33.33418795,1102.266789,25.35213614,6534.507184,106.5124671,2202.675675,10.57284324,65.84935956,0.388511221,8570.237082,29.99582979,3.434464783,0.054951437,8.044716196,0.135151232,11.43140635,0.166898533,21.58351439,0.250368767,0.926562331,0.042529211,1.406166493,0.015186598,101.3618316,1.267022895,27.17845392,0.10599597,1.162250486,0.027661562,0.366802962,0.020394245
Marion Island,PB1,PB1_1A,22,30.4,31.6,31,1116.79,22876.84615,54689.61538,53611.30769,1.250769231,0.019387345,0.286424177,0.253005147,0.062944046,2.615390847,0.095891238,0.438389731,0.231672398,0,0.079806854,0.386642417,1.771649091,79.61412204,11.87240298,0.149119361,0.017495778,0.047376409,0.054898617,0.033257724,0.502108247,0.074383289,0.09216403,0.092635203,0,0.112784581,0.133127983,0.200766717,0.721937474,0.305639225,0.003357047,59.52633489,2.976316744,40.47366511,4.047366511,0.771593844,0.077159384,2089.857912,48.06673198,1144.77978,10.76092993,8345.148352,186.9313231,2912.205495,30.57815769,83.23987912,1.589881691,8371.598901,15.90603791,4.068094505,0.146451402,8.92706044,0.099983077,13.55326154,0.265643926,18.08953077,0.327420507,1.093994725,0.050651956,1.945437912,0.058363137,129.978,1.6117272,34.46506593,0.716873371,1.114361648,0.037331115,0.51366967,0.021368658
Marion Island,PB1,PB1_1A,28,38.5,39.8,39.2,1426.52,21749.42857,56612.21429,55602,1.285,0.032865921,0.664731244,1.360759996,0.145179108,12.92282803,0.173455245,0.375886391,0.215584669,0.013571811,0.024485473,1.219481536,1.635433426,68.28876809,10.80519152,0.158260431,0.021662198,0.078472024,0.137404181,0.036230973,1.858292452,0.067714184,0.060852717,0.097243554,0.024380431,0.035352622,0.21834668,0.129827653,1.72780371,0.299675482,0.003722228,63.18099355,3.159049677,36.81900645,3.681900645,0.587799686,0.058779969,2797.116997,28.81030507,3227.770248,84.89035753,23434.69076,243.720784,10129.00989,111.4191088,323.9125641,1.911084128,26108.88564,754.546795,12.9706968,0.398200392,23.03441319,0.515970855,33.18613386,0.19579819,52.60385462,0.678589725,1.368892536,0.05311303,6.18584993,0.060621329,270.9112707,2.248563547,116.7050439,0.980322369,1.629214904,0.079179844,1.383938431,0.01979032
Marion Island,PB1,PB1_1A,32,44,45.3,44.7,1634.77,17843.81818,53673.90909,52738.54545,1.360909091,0.033751268,1.13300652,2.770274701,0.248035903,29.38074674,0.374779293,0.354846782,0.259065025,0.066695418,0.126517671,2.731199305,1.63564297,49.7518101,9.361023243,0.188784788,0.016960125,0.138386863,0.399274578,0.047608594,4.450706286,0.124157183,0.074068414,0.05719055,0.077920083,0.078400509,0.627869699,0.150393217,4.934710075,0.647981489,0.008324653,58.6261659,2.931308295,41.3738341,4.13738341,0.743284189,0.074328419,3466.27432,21.49090078,4573.268115,49.39129564,37810.7568,552.0370493,15989.14162,182.2762145,523.7464391,2.67110684,41892.79642,20.94639821,18.97802487,0.02277363,31.2414405,0.149958914,45.7672747,0.32494765,87.38332267,1.389394831,1.831382859,0.049081061,8.593039332,0.140925845,385.7181504,2.892886128,197.5983924,1.244869872,2.513567785,0.084455878,2.310849547,0.021721986
Marion Island,PB1,PB1_1B,39,46.4,47.6,47,1723.12,18223.53846,54931,54043.30769,1.334615385,0.036272138,0.935423603,1.908013202,0.22440032,30.84380689,0.325824368,0.343666685,0.222054694,0.075013376,0.071131017,2.220307549,1.51585524,50.25610464,9.214717918,0.183735067,0.020959174,0.197290985,0.389732124,0.058823477,3.703877158,0.089145294,0.056254374,0.056425551,0.080357468,0.081555306,0.166894179,0.135645244,3.717319854,0.528947149,0.008714645,72.32539759,3.61626988,27.67460241,2.767460241,0.506365094,0.050636509,3335.001167,42.35451482,4438.860201,27.52093325,35780.25835,347.068506,14153.99091,191.0788772,517.3790221,8.485015963,41782.67485,71.03054724,22.23236511,0.333485477,41.34347364,0.636689494,44.24220161,0.508785319,77.76789376,0.24885726,1.848744282,0.079680879,8.614199678,0.074082117,341.4057384,3.789603697,176.5003252,0.582451073,2.112265006,0.046047377,2.09557536,0.047779118
