"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","Zn_fit_OLS","Zn_lwr_OLS","Zn_upr_OLS","Zn_fit_WLS","Zn_lwr_WLS","Zn_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-2.0253472433689,-0.101267362168445,-0.468515677217699,-0.0234257838608849,-1.12351556582642,-2.11484230552777,-0.132188826125067,-1.17978275647589,-2.37067074167075,0.0111052287189672
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-5.46325522784534,-0.273162761392267,-0.824728511639977,-0.0412364255819989,-1.68835965224656,-2.68098681355607,-0.695732490937042,-1.62440116672567,-2.31238675553115,-0.936415577920196
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-2.32230891462388,-0.116115445731194,-1.22441044399362,-0.0612205221996812,-1.17230600601831,-2.16323534281051,-0.181376669226105,-1.21818827133397,-2.36530921817751,-0.0710673244904243
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.169000707340877,-0.00845003536704383,-0.375443324260563,-0.0187721662130282,-0.81852009533781,-1.81450405830797,0.177463867632348,-0.939704822613687,-2.4048427780647,0.525433132837329
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-0.835512314516237,-0.0417756157258118,-1.03108390301738,-0.0515541951508691,-0.928027139023482,-1.92190928733648,0.0658550092895206,-1.02590356107133,-2.39246417246645,0.340657050323782
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.8213905021736,-0.09106952510868,-0.909626728365094,-0.0454813364182547,-1.09000572214535,-2.08166112527016,-0.0983503190205449,-1.15340540070039,-2.37437322745966,0.0675624260588934
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.17821653417188,-0.158910826708594,0.175033506879896,0.00875167534399479,-1.31293058340857,-2.30325356073551,-0.322607606081635,-1.32888125289207,-2.35008861560782,-0.307673890176317
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-1.680358771198,-0.0840179385598998,-1.34328981062406,-0.0671644905312028,-1.06683438085325,-2.05874355745893,-0.0749252042475639,-1.13516602247843,-2.37694227250729,0.106610227550425
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-0.234541713135998,-0.0117270856567999,0.327338358359992,0.0163669179179996,-0.829288402607395,-1.82504445265514,0.166467647440348,-0.948181122134902,-2.4036210937045,0.507258849434696
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-2.46434432773946,-0.123217216386973,0.315867057635071,0.0157933528817535,-1.19564225106118,-2.18641554995385,-0.204868952168507,-1.23655745394844,-2.36275814459735,-0.110356763299538
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.5593615671636,-0.02796807835818,-1.08875874826682,-0.0544379374133409,-0.882655908232268,-1.87735071578683,0.11203889932229,-0.990189485292799,-2.39758033559725,0.417201365011652
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.935864416896952,-0.0467932208448476,-0.501829499903645,-0.0250914749951823,-0.944514866980578,-1.93812213389617,0.049092399935013,-1.03888191663734,-2.39060975468972,0.312845921415049
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.28180980875907,-0.164090490437954,-0.530321057526555,-0.0265160528763277,-1.32995083200385,-2.32025477116525,-0.339646892842451,-1.34227878338663,-2.3482741367744,-0.336283429998867
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-2.62907499707807,-0.131453749853903,-0.874900624940047,-0.0437450312470024,-1.22270729900548,-2.21332723242531,-0.232087365585645,-1.25786177292715,-2.35981111058411,-0.155912435270183
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.67215352178579,-0.0836076760892897,-0.462279231238962,-0.0231139615619481,-1.06548626838805,-2.05741087635627,-0.0735616604198254,-1.13410485243961,-2.37709195349672,0.108882248617509
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-4.10800715272108,-0.205400357636054,-0.857796409816268,-0.0428898204908134,-1.46569404737209,-2.45626634731281,-0.475121747431368,-1.4491293888373,-2.33408066616256,-0.564178111512035
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.823584702431988,-0.0411792351215994,0.333205891113354,0.0166602945556677,-0.926067446913826,-1.91998299187852,0.0678480980508694,-1.02436098461294,-2.39268475826707,0.343962789041189
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-0.470683163868639,-0.0235341581934319,0.334532170981399,0.0167266085490699,-0.868086154789036,-1.86305940064114,0.126887091063064,-0.978720868077176,-2.39922714559825,0.441785409443899
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.884796990036864,0.0442398495018432,-0.0828511002206056,-0.00414255501103028,-0.645382419654025,-1.64566277452702,0.354897935218973,-0.803419075860541,-2.42459769745732,0.817759545736238
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-0.388260048178224,-0.0194130024089112,0.093235247557558,0.0046617623778779,-0.854544137465631,-1.84978378760501,0.140695512673748,-0.968061235873061,-2.40075940925271,0.464636937506587
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-0.764827665636003,-0.0382413832818002,-0.619586956009441,-0.0309793478004721,-0.916413737472025,-1.91049604587037,0.0776685709263173,-1.01676204351004,-2.39377192393135,0.360247836911271
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-0.43293025548521,-0.0216465127742605,-0.251623598370358,-0.0125811799185179,-0.861883398013163,-1.85697775785687,0.13321096183054,-0.973838352843045,-2.39992878943121,0.452252083745122
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-1.85829911176481,-0.0929149555882405,-0.629099535708045,-0.0314549767854023,-1.09606976166,-2.08766232853091,-0.104477194789087,-1.15817872430156,-2.37370206841267,0.057344619809548
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.57527227097417,-0.128763613548708,-1.13501573372021,-0.0567507866860107,-1.21386757676442,-2.2045343398391,-0.223200813689749,-1.250903563849,-2.36077221818572,-0.141034909512276
"Bird Island","BI10","BI10.5",197,194,195,194.5,-1.31526305722448,-0.0657631528612239,-0.164578660590369,-0.00822893302951846,-1.00684960058965,-1.99951628195367,-0.0141829192256356,-1.08794885533234,-2.3836237961614,0.207726085496726
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-1.92374960473642,-0.0961874802368212,-0.238185594128208,-0.0119092797064104,-1.10682319778314,-2.09830798710769,-0.11533840845859,-1.16664331796332,-2.37251312395644,0.0392264880298039
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,1.0091054048281,0.0504552702414052,-0.0578833912614944,-0.00289416956307472,-0.624958698802815,-1.6258239216211,0.375906524015464,-0.78734249381858,-2.42694039139767,0.852255403760507
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-1.14576744704681,-0.0572883723523405,-0.892467951631096,-0.0446233975815548,-0.97900167868036,-1.97206926666707,0.0140659093063549,-1.06602829518884,-2.38673970514429,0.254683114766603
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-0.694710932457912,-0.0347355466228956,0.407013315612795,0.0203506657806398,-0.904893643777378,-1.8991798433777,0.0893925558229399,-1.00769397345746,-2.3950704109532,0.379682464038271
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-5.93120122735671,-0.296560061367836,-0.995585725289888,-0.0497792862644944,-1.76524260891132,-2.75904347684518,-0.771441740977469,-1.68491977493885,-2.30563910471863,-1.06420044515908
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.452519977774285,0.0226259988887143,-0.213731243816044,-0.0106865621908022,-0.716405005242239,-1.71477940331933,0.281969392834855,-0.859324678583932,-2.4164701854912,0.697820828323333
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-1.30166422401306,-0.065083211200653,-0.315528491906316,-0.0157764245953158,-1.00461532888827,-1.99731302449067,-0.0119176332858656,-1.08619014287377,-2.38387347549125,0.21149318974372
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-2.97499862363904,-0.148749931181952,-0.257649018564532,-0.0128824509282266,-1.27954212870373,-2.26993655747593,-0.289147699931518,-1.3025994487474,-2.35366703626719,-0.251531861227615
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-1.78987427152408,-0.0894937135762038,-0.187466382293693,-0.00937331911468467,-1.08482764391027,-2.07653787773655,-0.0931174100839904,-1.14932946369691,-2.37494671920377,0.0762877918099405
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-0.646357684318585,-0.0323178842159292,-0.00826935348290858,-0.00041346767414542,-0.896949264115669,-1.89137916561727,0.0974806373859373,-1.00144053549019,-2.39596656806434,0.393085497083958
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-2.76868450391983,-0.138434225195992,-1.07566209825523,-0.0537831049127616,-1.245644970608,-2.23615814662988,-0.255131794586113,-1.2759172174789,-2.35732389859474,-0.194510536363053
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-0.368461797485145,-0.0184230898742573,-0.0354590544710291,-0.00177295272355146,-0.851291309037429,-1.84659604112306,0.1440134230482,-0.965500763984741,-2.40112769066654,0.470126162697057
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-0.978841834283746,-0.0489420917141873,-0.364480064642598,-0.0182240032321299,-0.951576004210008,-1.9450688843983,0.0419168759782871,-1.04444010815422,-2.38981638469323,0.300936168384782
