Location,Site,Section,Sample_ID,field_min_depth,field_max_depth,field_depth_mid,strat_min_depth,strat_max_depth,strat_depth_mid,depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate_cmyr-1,kcps,cps,MSE,K,K_sd,Ca,Ca_sd,Ti,Ti_sd,Mn,Mn_sd,Fe,Fe_sd,Co,Co_sd,Ni,Ni_sd,Cu,Cu_sd,Zn,Zn_sd,Rb,Rb_sd,Sr,Sr_sd,Zr,Zr_sd,Mo_inc,Mo_coh,coh_inc,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,dry_mass_pc,dry_mass_err
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,67.6,68.9,68.3,68.3,1759.05,2949.92,2547.08,2491.91,0.01419,23322.57143,61836.21429,1.356428571,105.5,10.55,181,18.1,199.2857143,19.92857143,110.7142857,11.07142857,9963,996.3,148.3571429,14.83571429,241,24.1,122.1428571,12.21428571,9.928571429,0.992857143,29.42857143,2.942857143,138.4285714,13.84285714,1065.071429,106.5071429,40818.78571,6144.214286,0.150520749,454.0540765,133.0275729,0.002587245,1332.507255,239.8513059,3370.327372,438.1425584,1321.532644,185.0145702,59.66146775,7.15937613,4883.677754,879.0619957,1.332416753,0.093269173,11.80880582,6.376755143,2.938278701,0.411359018,10.51247544,0.94612279,2.802966071,0.448474571,47.97809994,0.959561999,48.56850259,2.42842513,17.98223463,1.798223463
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,76.5,77.9,77.2,77.2,2980.54,3266.76,3124.26,3118.97,0.02737,23107.93333,57691.73333,1.326666667,14.06666667,1.406666667,157.6666667,15.76666667,87.2,8.72,46.73333333,4.673333333,5039.933333,503.9933333,94.93333333,9.493333333,232.8666667,23.28666667,114.8,11.48,0.181818182,0.018181818,26.6,2.66,63.06666667,6.306666667,906.7333333,90.67333333,42678,6341.6,0.148592771,515.9241362,166.7310923,0.003488414,442.9078563,79.72341413,5249.86072,682.4818936,498.7916112,69.83082557,76.30468085,9.156561702,8920.913751,1605.764475,3.179077437,0.222535421,9.288903341,5.016007804,5.504167322,0.770583425,11.403039,1.02627351,1.221309035,0.195409446,70.88337203,1.417667441,20.51940777,1.025970389,13.12565828,1.312565828
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,86.1,87.5,86.8,86.8,3237.95,3738.89,3462.56,3469.7,0.03463,23417.13333,58329,1.412,15.33333333,1.533333333,162.4666667,16.24666667,75.8,7.58,44.66666667,4.466666667,5143.2,514.32,40.4,4.04,237.2666667,23.72666667,101.6,10.16,0.181818182,0.018181818,44.73333333,4.473333333,125.4,12.54,917.6666667,91.76666667,43233.86667,6307.533333,0.145892131,483.1422249,133.5439289,0.00256107,323.9790116,58.31622209,3883.986282,504.9182167,291.56336,40.8188704,55.46225053,6.655470064,6816.274673,1226.929441,2.133265234,0.149328566,4.959823644,2.678304768,4.052348853,0.567328839,8.987606637,0.808884597,0.934094849,0.149455176,56.90823166,1.138164633,13.72149586,0.686074793,12.56793451,1.256793451
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,92.4,93.7,93.1,93.1,3366.57,3960.6,3651.53,3651.63,0.03686,21919.64286,55028.5,1.295714286,16.21428571,1.621428571,142.8571429,14.28571429,70.07142857,7.007142857,42.07142857,4.207142857,4582.571429,458.2571429,56.5,5.65,207.4285714,20.74285714,95.35714286,9.535714286,1.214285714,0.121428571,28.78571429,2.878571429,88.64285714,8.864285714,881.2857143,88.12857143,40754.64286,6081.428571,0.149229965,598.7366966,145.133209,0.003312639,487.3846201,87.72923162,3407.375544,442.9588207,755.0023464,105.7003285,56.20523213,6.744627856,5710.94941,1027.970894,1.579837083,0.110588596,3.437486028,1.856242455,4.450254187,0.623035586,9.510397791,0.855935801,1.203244441,0.192519111,52.38105472,1.047621094,16.75001654,0.837500827,13.46785804,1.346785804
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,103.1,104.5,103.8,103.8,3620.06,4191.84,3952.29,3941.89,0.03517,22842.73333,56752.8,1.344666667,18,1.8,156.6,15.66,90.26666667,9.026666667,36.26666667,3.626666667,4491.666667,449.1666667,88.86666667,8.886666667,231.7333333,23.17333333,118,11.8,13.13333333,1.313333333,27.4,2.74,68.26666667,6.826666667,957.0666667,95.70666667,42424.2,6334.133333,0.149304916,564.2894647,143.6343904,0.002732735,196.5150343,35.37270617,2189.505993,284.6357791,223.979161,31.35708254,29.73641755,3.568370106,3225.774563,580.6394213,0.923007687,0.064610538,2.13136205,1.150935507,2.622442469,0.367141946,5.963937738,0.536754396,0.700899472,0.112143916,36.49555291,0.729911058,8.929101824,0.446455091,12.25687847,1.225687847
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,112.2,113.6,112.9,112.9,3999.72,4342.29,4210.59,4200.61,0.03924,23327.13333,56259.46667,1.338,6.8,0.68,130.8,13.08,37.13333333,3.713333333,25.26666667,2.526666667,3302.533333,330.2533333,102.6,10.26,217.7333333,21.77333333,117.3333333,11.73333333,0.181818182,0.018181818,38.93333333,3.893333333,54.86666667,5.486666667,993.4666667,99.34666667,43221.4,6328.066667,0.146391761,818.434551,201.1241502,0.002854314,299.9494325,53.99089785,3711.15207,482.4497691,334.2205693,46.7908797,46.8799998,5.625599976,4542.425909,817.6366636,1.049747683,0.073482338,2.791826174,1.507586134,5.41452311,0.758033235,10.45252365,0.940727129,1.072921849,0.171667496,65.73504848,1.31470097,14.23345251,0.711672626,13.92959389,1.392959389
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,122.9,124.1,123.5,123.5,4331.5,4640.78,4465.25,4470.77,0.04480,23905.46154,57464.46154,1.32,6.846153846,0.684615385,167,16.7,33.84615385,3.384615385,28.30769231,2.830769231,3430.076923,343.0076923,98,9.8,228.3846154,22.83846154,120.5384615,12.05384615,0.181818182,0.018181818,19.38461538,1.938461538,43.30769231,4.330769231,967.2307692,96.72307692,44027.92308,6353.230769,0.14429771,474.9455164,135.3570303,0.002510634,167.7999201,30.20398562,4217.700826,548.3011074,237.3718165,33.23205431,46.78120576,5.613744691,4414.084703,794.5352465,1.050225297,0.073515771,2.843511196,1.535496046,4.038560617,0.565398486,9.118797628,0.820691787,0.714706415,0.114353026,78.06690295,1.561338059,10.592352,0.5296176,12.11978687,1.211978687
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,130.3,131.4,130.8,130.8,4446.19,4857.87,4627.23,4633.7,0.04685,22628.83333,55695.08333,1.306666667,12,1.2,128.75,12.875,38.75,3.875,30.08333333,3.008333333,3587.416667,358.7416667,70.91666667,7.091666667,215.4166667,21.54166667,122.5833333,12.25833333,0.181818182,0.018181818,13.25,1.325,161.9166667,16.19166667,988.9166667,98.89166667,41852.16667,6051.583333,0.144591799,374.7321063,175.8291828,0.00390588,335.8691783,60.45645209,4013.123051,521.7059966,393.3367813,55.06714938,45.78783303,5.494539964,3780.979575,680.5763235,0.930570105,0.065139907,3.315937291,1.790606137,3.510172288,0.49142412,11.7594545,1.058350905,1.060803729,0.169728597,78.12846424,1.562569285,16.12570153,0.806285077,13.01429456,1.301429456
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,134.6,135.8,135.2,135.2,4529.06,4926.8,4728.73,4727.62,0.04388,22323.46154,54924.61538,1.440769231,13.15384615,1.315384615,162.4615385,16.24615385,56.07692308,5.607692308,22.23076923,2.223076923,3247.538462,324.7538462,85.92307692,8.592307692,208.3076923,20.83076923,120.0769231,12.00769231,0.384615385,0.038461539,3,0.3,74.30769231,7.430769231,928.6153846,92.86153846,41812.07692,6176.846154,0.147728606,1023.087685,197.2582259,0.003058425,238.5346084,42.93622951,3486.528107,453.2486539,386.7326744,54.14257442,38.5256522,4.623078264,3167.607313,570.1693163,0.814471895,0.057013033,3.032224277,1.63740111,3.038249121,0.425354877,5.798802064,0.521892186,0.994535425,0.159125668,70.05573441,1.401114688,13.26053158,0.663026579,11.60860149,1.160860149
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,137.6,138.8,138.2,138.2,4625.34,4969.54,4797.52,4795.99,0.04209,22217.84615,54839.15385,1.287692308,10.92307692,1.092307692,140.4615385,14.04615385,52.53846154,5.253846154,31.30769231,3.130769231,3051,305.1,85.84615385,8.584615385,227.8461538,22.78461538,97.46153846,9.746153846,5.538461538,0.553846154,30.23076923,3.023076923,81.69230769,8.169230769,936.4615385,93.64615385,42000.53846,6175.846154,0.147029775,323.2851206,176.9900403,0.003540928,35.89186233,6.460535219,2595.371312,337.3982706,218.0937453,30.53312434,28.24261491,3.389113789,2284.889729,411.2801512,0.611487721,0.04280414,2.520712809,1.361184917,2.972262265,0.416116717,4.641441298,0.417729717,0.562762357,0.090041977,53.9478412,1.078956824,10.56346884,0.528173442,12.0714856,1.20714856
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,143.4,144.6,144,144.0,4853.29,5047.72,4931,4933.78,0.02793,22964,55507.53846,1.303076923,6.153846154,0.615384615,146.6153846,14.66153846,55.92307692,5.592307692,25.15384615,2.515384615,2559.615385,255.9615385,73.53846154,7.353846154,219.1538462,21.91538462,106.6153846,10.66153846,2.230769231,0.223076923,20.23076923,2.023076923,113.3846154,11.33846154,955.7692308,95.57692308,43080.07692,6317,0.146626676,599.1299889,193.8620644,0.003704556,157.0594404,28.27069927,3949.674648,513.4577042,441.6354183,61.82895856,41.11180496,4.933416595,3412.493629,614.2488532,0.910381859,0.06372673,5.705617692,3.081033554,5.962629521,0.834768133,6.264222559,0.56378003,0.765652204,0.122504353,79.92720242,1.598544048,23.41796688,1.170898344,10.34845519,1.034845519
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,147.8,148.9,148.4,148.4,4915.11,5414.5,5062.99,5091.34,0.02503,22267.91667,55087.5,1.346666667,22.58333333,2.258333333,199.5,19.95,205.75,20.575,63.08333333,6.308333333,3836.666667,383.6666667,47.16666667,4.716666667,228.4166667,22.84166667,85.16666667,8.516666667,5,0.5,80.5,8.05,345.6666667,34.56666667,954.75,95.475,40863.08333,6265,0.153631201,2470.866151,212.3089516,0.006694886,7255.583194,1306.004975,5683.67778,738.8781114,2787.737038,390.2831853,103.2608758,12.3913051,4977.113764,895.8804775,1.191415297,0.083399071,6.225778674,3.361920484,7.391036368,1.034745092,28.72260097,2.585034087,10.74847022,1.719755235,109.6646554,2.193293108,97.07584026,4.853792013,15.67137024,1.567137024
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,150.7,151.8,151.3,151.3,4969.51,5635.24,5168.96,5207.22,0.02442,23072.16667,55131.5,1.3725,13.33333333,1.333333333,161.8333333,16.18333333,86.5,8.65,29.58333333,2.958333333,2368.333333,236.8333333,52.41666667,5.241666667,209.5833333,20.95833333,93,9.3,3.333333333,0.333333333,24.33333333,2.433333333,92.91666667,9.291666667,906.5833333,90.65833333,43054.33333,6227.083333,0.144629065,589.7309607,134.6068068,0.002135395,293.8266765,52.88880177,3599.827864,467.9776223,435.4794317,60.96712044,33.50696137,4.020835364,2637.046993,474.6684587,0.767742407,0.053741968,6.625024494,3.577513227,5.924549608,0.829436945,21.92880594,1.973592535,0.706861739,0.113097878,74.39152898,1.48783058,23.61796449,1.180898225,10.15673365,1.015673365
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,156.5,157.7,157.1,157.1,5086.03,5903.97,5424.02,5444.72,0.02432,23160.69231,55187.46154,1.347692308,4.384615385,0.438461539,140.8461538,14.08461538,43.69230769,4.369230769,38.15384615,3.815384615,2061.846154,206.1846154,31.61538462,3.161538462,241.4615385,24.14615385,87.15384615,8.715384615,6.615384615,0.661538462,9.538461538,0.953846154,152.2307692,15.22307692,894.6923077,89.46923077,43283.84615,6268.076923,0.144808217,772.2085045,182.3039868,0.003093697,199.7601332,35.95682398,4640.523522,603.2680579,337.7373781,47.28323293,41.49307617,4.97916914,3560.842802,640.9517044,1.008260928,0.070578265,7.365820821,3.977543243,6.211413657,0.869597912,9.708856297,0.873797067,0.749489114,0.119918258,89.12411225,1.782482245,16.00076454,0.800038227,11.97580925,1.197580925
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,158,159.2,158.6,158.6,5113.87,5978.53,5492.05,5506.39,0.02580,23511.76923,56021.46154,1.395384615,6,0.6,131.6153846,13.16153846,37.07692308,3.707692308,34.84615385,3.484615385,1867.307692,186.7307692,33.23076923,3.323076923,229.5384615,22.95384615,79,7.9,0.181818182,0.018181818,44.07692308,4.407692308,113,11.3,940.5384615,94.05384615,44059,6357.769231,0.144329003,822.2367867,155.3620255,0.003683225,973.6824666,175.262844,3761.690452,489.0197588,439.2617094,61.49663932,42.17796203,5.061355444,2748.553456,494.7396221,0.858721787,0.060110525,5.849088818,3.158507962,4.744298227,0.664201752,10.21776865,0.919599179,1.919467031,0.307114725,71.42068742,1.428413748,20.00078753,1.000039377,13.98620881,1.398620881
Kerguelen,KER1,CAT1-S1-1E,132,161.5,162.7,162.1,161.5,162.7,162.1,162.1,5207.15,6130.83,5630.67,5642.05,0.02578,23811.38462,56569.61538,1.366923077,13.07692308,1.307692308,141.0769231,14.10769231,35.15384615,3.515384615,25.46153846,2.546153846,1542.461538,154.2461538,43.15384615,4.315384615,228.2307692,22.82307692,87.30769231,8.730769231,0.181818182,0.018181818,39.07692308,3.907692308,101.4615385,10.14615385,953.2307692,95.32307692,45075.92308,6574.307692,0.145862529,524.9314974,124.4450244,0.002957996,4674.018055,841.3232499,15500.47502,2015.061753,4823.395579,675.2753811,275.8213156,33.09855787,24110.30848,4339.855526,9.64091711,0.674864198,25.33147037,13.678994,19.09702535,2.673583549,53.70010907,4.833009816,6.739390951,1.078302552,139.1876948,2.783753896,82.65655708,4.132827854,19.24399494,1.924399494
Kerguelen,KER1,CAT1-S1-1E,137,168.8,170,169.4,168.8,170,169.4,169.4,5402.51,6389.4,5929.22,5925.2,0.02304,23243.15385,57024.69231,1.373846154,35.30769231,3.530769231,158.2307692,15.82307692,109.6923077,10.96923077,56.76923077,5.676923077,4515.153846,451.5153846,46.07692308,4.607692308,210.0769231,21.00769231,89.92307692,8.992307692,0.181818182,0.018181818,42.53846154,4.253846154,129.9230769,12.99230769,1001.153846,100.1153846,42551.15385,6192.692308,0.14554695,1092.790758,214.155078,0.003903024,214.2359607,38.56247293,3865.367321,502.4977517,314.2119789,43.98967705,40.30371929,4.836446315,2886.473191,519.5651744,0.797101318,0.055797092,3.074840014,1.660413608,4.308979567,0.603257139,10.03284659,0.902956193,0.841708562,0.13467337,71.47093889,1.429418778,15.55587576,0.777793788,11.79816971,1.179816971
Kerguelen,KER1,CAT1-S1-1E,144,179,180.2,179.6,179,180.2,179.6,179.6,5814.64,6715.04,6398.19,6367.96,0.02378,22715.76923,55020.92308,1.346923077,14,1.4,177.3846154,17.73846154,89.15384615,8.915384615,52.84615385,5.284615385,2592.230769,259.2230769,54.46153846,5.446153846,221.4615385,22.14615385,97.53846154,9.753846154,0.181818182,0.018181818,34.15384615,3.415384615,150,15,977.9230769,97.79230769,42318.38462,6246.384615,0.147650223,976.5482185,143.4750492,0.003789667,4531.40776,815.6533968,3481.392137,452.5809778,904.1879244,126.5863094,84.65981172,10.15917741,3168.819664,570.3875395,0.546046302,0.038223241,3.299582559,1.781774582,5.064349607,0.709008945,18.29158675,1.646242808,7.805442382,1.248870781,46.22785062,0.924557012,83.4623728,4.17311864,14.89672027,1.489672027
Kerguelen,KER1,CAT1-S1-1E,145,180.4,181.6,181,180.4,181.6,181,181.0,5914.84,6749.96,6455.37,6426.84,0.02432,18555.69231,44574.53846,1.393846154,60.53846154,6.053846154,203.3076923,20.33076923,196,19.6,79.07692308,7.907692308,3589.307692,358.9307692,59.30769231,5.930769231,189.6923077,18.96923077,104.0769231,10.40769231,9.076923077,0.907692308,169.5384615,16.95384615,352.4615385,35.24615385,866,86.6,31582.76923,5394.230769,0.174344314,6265.93824,572.7287249,0.02120744,23278.04767,4190.048581,3903.380519,507.4394675,2923.188804,409.2464326,121.9300211,14.63160253,4456.928381,802.2471086,0.855150174,0.059860512,2.425675008,1.309864504,3.767313027,0.527423824,30.48216342,2.743394708,16.42557783,2.628092453,35.5730101,0.711460202,90.16911624,4.508455812,41.8734204,4.18734204
Kerguelen,KER1,CAT1-S1-1E,146,181.9,183,182.4,181.9,183,182.4,182.4,6032.23,6765.71,6513.87,6484.41,0.02432,13949,38376,1.411666667,464.1666667,46.41666667,364.3333333,36.43333333,523.5833333,52.35833333,172.6666667,17.26666667,8320,832,109.9166667,10.99166667,155.6666667,15.56666667,66.66666667,6.666666667,36.83333333,3.683333333,391.5,39.15,449.5,44.95,827,82.7,20285.25,4924.75,0.244724512,2857.980537,337.4018713,0.015893984,34328.60153,6179.148275,4312.186563,560.5842532,3433.05248,480.6273472,397.1365916,47.65639099,13289.58227,2392.124809,0.757047602,0.052993332,2.230484241,1.20446149,6.015402464,0.842156345,87.59499317,7.883549385,53.67294845,8.587671752,37.52281834,0.750456367,334.5208848,16.72604424,35.95890476,3.595890476
Kerguelen,KER1,CAT1-S1-1E,147,183.3,184.4,183.8,183.3,184.4,183.8,183.8,6123.16,6793.52,6576.86,6541.98,0.02262,22427.08333,57499.5,1.2675,143.1666667,14.31666667,195.25,19.525,247.8333333,24.78333333,121,12.1,5463.166667,546.3166667,80.75,8.075,224.4166667,22.44166667,92,9.2,34.75,3.475,84.25,8.425,126,12.6,1174.166667,117.4166667,41365.91667,6449.583333,0.156258563,2243.380058,218.7806948,0.008311197,1154.260764,207.7669375,4541.333436,590.3733467,1119.777227,156.7688118,77.89836317,9.34780358,3562.901422,641.322256,0.996950957,0.069786567,7.771363798,4.196536451,8.155143454,1.141720084,34.97989363,3.148190427,2.833581675,0.453373068,86.72448526,1.734489705,123.6786369,6.183931845,11.78728762,1.178728762
Kerguelen,KER1,CAT1-S1-1E,151,189,190.3,189.7,189,190.3,189.7,189.7,6705.67,6905.71,6801,6802.76,0.05422,23247.14286,55625.64286,1.319285714,7.857142857,0.785714286,143.7857143,14.37857143,69.28571429,6.928571429,31.21428571,3.121428571,1883.642857,188.3642857,61.42857143,6.142857143,220.6428571,22.06428571,113.7142857,11.37142857,0.181818182,0.018181818,19.35714286,1.935714286,100.2857143,10.02857143,947.2142857,94.72142857,43516.42857,6467.142857,0.148631763,1047.994401,171.9565496,0.002911789,519.0692231,93.43246016,4164.183528,541.3438586,617.9743965,86.51641551,48.62589017,5.83510682,2793.818462,502.8873232,0.972163333,0.068051433,5.453440209,2.944857713,7.040465601,0.985665184,8.670290595,0.780326154,1.131785621,0.181085699,76.44263413,1.528852683,32.53643781,1.626821891,11.99071198,1.199071198
Kerguelen,KER1,CAT1-S1-1E,157,198.4,199.7,199,198.4,199.7,199,199.0,6814.65,7183.34,6966.82,6974.27,0.05635,23330.92857,56708.85714,1.285,10.78571429,1.078571429,226.2142857,22.62142857,72.35714286,7.235714286,42.64285714,4.264285714,2470.357143,247.0357143,54.85714286,5.485714286,222.0714286,22.20714286,124.5,12.45,1.785714286,0.178571429,33.42857143,3.342857143,159.0714286,15.90714286,1007.285714,100.7285714,43491.42857,6470.5,0.148796515,1218.101594,210.0398314,0.003487248,510.1301471,91.82342648,4449.195182,578.3953737,449.3132406,62.90385368,54.95773967,6.59492876,3045.373357,548.1672043,0.973653446,0.068155741,4.062914553,2.193973859,4.561717881,0.638640503,8.265161932,0.743864574,1.396313321,0.223410131,83.80568894,1.676113779,18.45759727,0.922879864,12.08109258,1.208109258
Kerguelen,KER1,CAT1-S1-1E,161,204.5,205.8,205.2,204.5,205.8,205.2,205.2,6891.15,7322.22,7076.61,7084.3,0.05650,22635.42857,56487.28571,1.304285714,14.85714286,1.485714286,169.2857143,16.92857143,94.28571429,9.428571429,40.07142857,4.007142857,3453.785714,345.3785714,101.5714286,10.15714286,214.5714286,21.45714286,95.5,9.55,1.785714286,0.178571429,31.14285714,3.114285714,219.8571429,21.98571429,968.8571429,96.88571429,41935.85714,6235.214286,0.148729542,1396.69356,214.3326597,0.004024367,714.0118801,128.5221384,4530.875865,589.0138625,602.974911,84.41648754,66.72545229,8.007054275,3136.839356,564.6310841,0.850620155,0.059543411,2.965078694,1.601142495,4.921011171,0.688941564,6.808603707,0.612774334,2.016254156,0.322600665,85.69090324,1.713818065,24.14841652,1.207420826,17.63820882,1.763820882
Kerguelen,KER1,CAT1-S1-1F,170,210.3,211.7,211,210.3,211.7,211,211.0,6967.88,7440.4,7178.62,7186.96,0.05641,21787.13333,53540,1.36,7.133333333,0.713333333,225.6,22.56,57.86666667,5.786666667,37.4,3.74,2783.466667,278.3466667,84.2,8.42,220.2666667,22.02666667,116.3333333,11.63333333,0.181818182,0.018181818,38.13333333,3.813333333,119.9333333,11.99333333,930.0666667,93.00666667,40604.4,5896.533333,0.145198941,1305.120783,295.9181515,0.004970267,104.6756783,18.84162209,3609.129673,469.1868575,168.1798853,23.54518394,45.5523502,5.466282024,2342.824007,421.7083213,0.669698406,0.046878888,2.182200699,1.178388377,4.093699078,0.573117871,3.679275906,0.331134832,0.501927094,0.080308335,65.96855978,1.319371196,7.956881626,0.397844081,14.89020858,1.489020858
Kerguelen,KER1,CAT1-S1-1F,177,220.9,222.2,221.6,220.9,222.2,221.6,221.6,7125.64,7638.49,7369.7,7374.86,0.05216,23521.64286,57297.14286,1.331428571,10.42857143,1.042857143,163.6428571,16.36428571,38.35714286,3.835714286,41.92857143,4.192857143,2087.928571,208.7928571,60.5,6.05,232,23.2,119.4285714,11.94285714,0.181818182,0.018181818,51.28571429,5.128571429,164.1428571,16.41428571,1015.285714,101.5285714,44417.57143,6560.142857,0.147714316,535.7876609,105.7303225,0.003066652,265.0120521,47.70216938,4843.721178,629.6837531,347.1872575,48.60621605,63.73055929,7.647667115,3080.073609,554.4132496,1.071221581,0.074985511,3.17180271,1.712773463,6.998565891,0.979799225,6.792163379,0.611294704,0.931349705,0.149015953,88.8200419,1.776400838,16.13112281,0.806556141,6.903208584,0.690320858
Kerguelen,KER1,CAT1-S1-1F,179,224,225.4,224.7,224,225.4,224.7,224.7,7178.51,7691.44,7433.32,7434.29,0.05663,23158.46667,56412.73333,1.297333333,7.933333333,0.793333333,192.7333333,19.27333333,54.8,5.48,52.46666667,5.246666667,2727,272.7,73.66666667,7.366666667,221.6,22.16,106.6666667,10.66666667,0.181818182,0.018181818,25.26666667,2.526666667,219.2,21.92,987.8666667,98.78666667,42823.13333,6404.266667,0.149477817,2390.572402,436.6781205,0.003226288,407.8905822,73.4203048,4217.330448,548.2529582,426.0420821,59.64589149,57.48518576,6.898222291,2688.500619,483.9301114,0.845840342,0.059208824,5.35028394,2.889153328,5.640790304,0.789710643,6.692282931,0.602305464,1.320375223,0.211260036,81.43967116,1.628793423,30.53520566,1.526760283,15.13364658,1.513364658
Kerguelen,KER1,CAT1-S1-1F,180,225.6,226.8,226.2,225.6,226.8,226.2,226.2,7206.03,7714.94,7460.83,7460.78,0.05483,21060.38462,54913.46154,1.322307692,102.5384615,10.25384615,204.8461538,20.48461538,115.4615385,11.54615385,155.6153846,15.56153846,6905.615385,690.5615385,159,15.9,200,20,98.69230769,9.869230769,11.38461538,1.138461538,155.0769231,15.50769231,170.9230769,17.09230769,1171.692308,117.1692308,37253.15385,6019.692308,0.162081097,3092.930914,310.4739347,0.008090586,11517.71875,2073.189375,5766.308811,749.6201454,1197.40653,167.6369142,302.9854865,36.35825838,9844.625786,1772.032641,0.946267633,0.066238734,3.627263811,1.958722458,6.197858783,0.86770023,34.35259618,3.091733656,27.76757005,4.442811208,77.12979485,1.542595897,206.5821768,10.32910884,19.85120557,1.985120557
Kerguelen,KER1,CAT1-S1-1F,185,233.2,234.5,233.8,233.2,234.5,233.8,233.8,7340.42,7829.3,7606.11,7599.39,0.05319,16788.14286,47972.78571,1.372857143,314.0714286,31.40714286,197.7857143,19.77857143,336.8571429,33.68571429,253.7142857,25.37142857,11141.78571,1114.178571,200.6428571,20.06428571,152.2142857,15.22142857,72.71428571,7.271428571,51.71428571,5.171428571,413.6428571,41.36428571,200.2857143,20.02857143,1391.214286,139.1214286,25927.57143,5199.071429,0.20376471,4249.713107,369.4268876,0.023188333,14262.12932,2567.183278,4269.933331,555.091333,1951.217642,273.1704699,266.7521665,32.01025998,8604.12931,1548.743276,0.775500382,0.054285027,4.268992381,2.305255886,3.773884291,0.528343801,38.16917132,3.435225419,28.3155083,4.530481328,50.91367477,1.018273495,239.7215992,11.98607996,30.50661116,3.050661116
Kerguelen,KER1,CAT1-S1-1F,186,234.7,235.9,235.3,234.7,235.9,235.3,235.3,7365.5,7859.48,7634.4,7627.59,0.05813,21977.53846,58320.84615,1.346923077,182.0769231,18.20769231,198.2307692,19.82307692,255.1538462,25.51538462,146.0769231,14.60769231,6947.923077,694.7923077,106.9230769,10.69230769,197.5384615,19.75384615,88.15384615,8.815384615,6.692307692,0.669230769,123.1538462,12.31538462,315.3076923,31.53076923,1237.307692,123.7307692,39065.92308,6056.923077,0.155197158,1082.891304,160.7422686,0.007201084,12958.49641,2332.529354,4367.99759,567.8396867,2239.96755,313.595457,230.5568311,27.66681973,7609.566894,1369.722041,0.799271713,0.05594902,4.531502978,2.447011608,3.210467452,0.449465443,34.52282262,3.107054036,27.8515667,4.456250672,78.81628528,1.576325706,218.7388146,10.93694073,32.25214894,3.225214894
Kerguelen,KER1,CAT1-S1-1F,188,237.8,239.1,238.4,237.8,239.1,238.4,238.4,7430.41,7889.69,7688.48,7680.92,0.05716,22949.07143,56888.21429,1.282857143,68.35714286,6.835714286,194.6428571,19.46428571,139.8571429,13.98571429,76.64285714,7.664285714,3832.785714,383.2785714,97.92857143,9.792857143,223.7857143,22.37857143,109.8571429,10.98571429,1.714285714,0.171428571,25,2.5,198,19.8,1049.357143,104.9357143,42459.35714,6253.642857,0.147301621,687.6167993,150.2892632,0.003474289,88.32467556,15.8984416,3298.121333,428.7557733,436.639577,61.12954078,45.81121632,5.497345958,2064.749015,371.6548227,0.598889202,0.041922244,8.680238524,4.687328803,4.370193647,0.611827111,3.835435411,0.345189187,0.79837406,0.12773985,59.19980605,1.183996121,27.53210666,1.376605333,17.3303958,1.73303958
Kerguelen,KER1,CAT1-S1-1F,191,242.3,243.6,242.9,242.3,243.6,242.9,242.9,7534.34,7940.51,7767.55,7759.64,#REF!,23330.15385,56634.07692,1.31,18.92307692,1.892307692,222.3076923,22.23076923,91.84615385,9.184615385,55.61538462,5.561538462,3369.692308,336.9692308,110.8461538,11.08461538,226.0769231,22.60769231,103.5384615,10.35384615,1.538461538,0.153846154,7.461538462,0.746153846,192,19.2,1034.615385,103.4615385,42746.84615,6283.384615,0.146971235,1564.197177,277.6729306,0.00256725,17.94593117,3.230267611,3835.783216,498.6518181,238.2842793,33.3597991,55.07802735,6.609363282,2497.527268,449.5549082,0.803358665,0.056235107,14.23964041,7.689405821,3.643171487,0.510044008,5.547621978,0.499285978,0.651451824,0.104232292,67.02513333,1.340502667,17.73546585,0.886773293,16.59501019,1.659501019
