Location,Site,Section,Sample_ID,field_min_depth,field_max_depth,field_depth_mid,strat_min_depth,strat_max_depth,strat_depth_mid,depth,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate_cmyr-1,kcps,cps,MSE,K,K_sd,Ca,Ca_sd,Ti,Ti_sd,Mn,Mn_sd,Fe,Fe_sd,Co,Co_sd,Ni,Ni_sd,Cu,Cu_sd,Zn,Zn_sd,Rb,Rb_sd,Sr,Sr_sd,Zr,Zr_sd,Mo_inc,Mo_coh,coh_inc,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,dry_mass_pc,dry_mass_err
Bird Island,BI10,BI10.12,484,478.2,479.2,478.7,483.2,484.2,483.7,483.7,6744.18,7855.71,7247.45,7266.46,0.02354,21790,55455.72727,1.312727273,36.90909091,3.690909091,289.8181818,28.98181818,108.2727273,10.82727273,46.54545455,4.654545455,4996.545455,499.6545455,68.90909091,6.890909091,208.1818182,20.81818182,213.6363636,21.36363636,13.72727273,1.372727273,89.36363636,8.936363636,916.1818182,91.61818182,870.2727273,87.02727273,38305.90909,5961.090909,0.15564358,876.0102116,155.3296202,0.00353544,5968.444872,1074.320077,10048.24434,1306.271764,3248.960975,454.8545365,105.7636335,12.69163602,10103.92743,1818.706937,5.409379617,0.378656573,13.45589808,7.266184963,97.79698974,13.69157856,54.064265,4.86578385,28.7689376,4.603030016,254.6825264,5.093650528,50.67135824,2.533567912,26.05373802,2.605373802
Bird Island,BI10,BI10.13,519,491,492,491.5,491,492,491.5,491.5,6875.77,8107.06,7618.13,7597.75,0.02109,21587.27273,62373.45455,1.338181818,17.27272727,1.727272727,305.9090909,30.59090909,72.45454545,7.245454545,40.09090909,4.009090909,14940.09091,1494.009091,196,19.6,190.1818182,19.01818182,224.5454545,22.45454545,56.36363636,5.636363636,68.72727273,6.872727273,813.3636364,81.33636364,709.8181818,70.98181818,35579.72727,5895.090909,0.165775222,2148.93495,322.5106059,0.003774207,790.4601626,142.2828293,7012.381581,911.6096055,307.9839209,43.11774893,64.82600414,7.779120497,19102.04921,3438.368858,14.81752131,1.037226492,14.68864067,7.931865962,78.63602567,11.00904359,94.75874646,8.528287181,3.470088908,0.555214225,131.8281488,2.636562976,7.181000574,0.359050029,38.12452987,3.812452987
Bird Island,BI10,BI10.13,522,494.8,495.8,495.3,494.8,495.8,495.3,495.3,6956.87,8150.98,7813.49,7777.90,0.02109,21632,65648.63636,1.413636364,26.72727273,2.672727273,346.7272727,34.67272727,109.0909091,10.90909091,51,5.1,20218.45455,2021.845455,143.3636364,14.33636364,174.5454545,17.45454545,193.9090909,19.39090909,34.27272727,3.427272727,46.36363636,4.636363636,826.3636364,82.63636364,670.5454545,67.05454545,34173,5605.909091,0.164327659,1998.699527,169.8466688,0.00605834,3163.380594,569.4085069,9040.006112,1175.200795,1347.461524,188.6446134,87.95481953,10.55457834,17067.4608,3072.142944,4.1377886,0.289645202,13.66412704,7.378628602,99.33071721,13.90630041,57.03901807,5.133511626,14.31278916,2.290046266,224.4453244,4.488906488,28.83560184,1.441780092,23.11355335,2.311355335
Bird Island,BI10,BI10.13,525,498.7,499.7,499.2,498.7,499.7,499.2,499.2,7013.52,8236.21,8029.02,7962.80,0.03913,21969.2,75244.2,1.42,54.8,5.48,495.9,49.59,167.4,16.74,120.7,12.07,32461.8,3246.18,273.2,27.32,210.2,21.02,375.8,37.58,169.1,16.91,88.2,8.82,1238.5,123.85,658.3,65.83,30715.8,5547,0.181211009,2061.698965,178.1566103,0.011687875,6266.517708,1127.973187,11396.20863,1481.507122,2883.518514,403.692592,169.8695081,20.38434097,32079.57549,5774.323588,10.38268079,0.726787655,13.11407391,7.081599911,78.85879013,11.04023062,47.08824283,4.237941855,25.23019472,4.036831155,262.4737246,5.249474492,49.62591564,2.481295782,27.05462698,2.705462698
Bird Island,BI10,BI10.13,529,503.9,505.1,504.5,503.9,505.1,504.5,504.5,7106.70,8316.81,8173.33,8098.26,0.04613,22666.2,76962.9,1.376,37.9,3.79,555.3,55.53,91.7,9.17,67.6,6.76,31490.9,3149.09,288.9,28.89,236,23.6,549.8,54.98,296.1,29.61,4.4,0.44,1130.4,113.04,631.5,63.15,33134.3,5557.3,0.167993663,1853.806957,198.2243678,0.007156707,1326.826528,238.828775,7680.69076,998.4897988,440.1427786,61.619989,77.40139067,9.28816688,40180.34818,7232.462672,32.08267707,2.245787395,54.67369247,29.52379393,273.7512725,38.32517815,160.9095737,14.48186163,4.409343496,0.705494959,198.8915063,3.977830126,8.837063052,0.441853153,18.2523685,1.82523685
Isla Hermite,HER42PB,HER42PB_1A,3,2.5,3.7,3.1,2.5,3.7,3.1,3.1,-65.11,-42.44,-59.92,-58.34,0.40936,19465.15385,53638,1.333846154,76.61538462,7.661538462,458.1538462,45.81538462,135.5384615,13.55384615,128.6153846,12.86153846,7915.153846,791.5153846,83.61538462,8.361538462,173.4615385,17.34615385,115.9230769,11.59230769,12.30769231,1.230769231,109.3076923,10.93076923,713.8461538,71.38461538,682.4615385,68.24615385,32215.23077,5434.153846,0.168708174,736.8298259,160.9409033,0.004419991,5443.67845,979.862121,15948.18938,2073.264619,1607.114721,224.9960609,407.4375349,48.89250419,14682.28264,2642.810875,4.851245271,0.339587169,4.965819612,2.68154259,23.13004442,3.238206219,42.19689147,3.797720232,17.13305574,2.741288918,204.6688961,4.093377922,8.791484806,0.43957424,20.52199678,2.052199678
Isla Hermite,HER42PB,HER42PB_1A,5,5.3,6.5,5.9,5.3,6.5,5.9,5.9,-64.32,-19.82,-54.75,-51.5,0.40996,18793.53846,53598.84615,1.421538462,84.15384615,8.415384615,484.3076923,48.43076923,171.1538462,17.11538462,155.9230769,15.59230769,10825.15385,1082.515385,92.30769231,9.230769231,170.9230769,17.09230769,89.76923077,8.976923077,6.769230769,0.676923077,174.3846154,17.43846154,915.0769231,91.50769231,613.0769231,61.30769231,29367.30769,5307.461538,0.180820653,830.9338506,147.8690949,0.005911097,5975.780316,1075.640457,16588.68048,2156.528462,1837.980819,257.3173147,366.7929674,44.01515609,16189.75967,2914.156741,5.402833637,0.378198355,5.507249153,2.973914543,28.86151963,4.040612748,35.42095591,3.187886032,22.17089462,3.547343139,214.4801797,4.289603594,9.110923126,0.455546156,28.41964251,2.841964251
Isla Hermite,HER42PB,HER42PB_1A,7,8.1,9.3,8.7,8.1,9.3,8.7,8.7,-63.64,3.17,-49.53,-44.67,0.13346,19866.30769,66045.07692,1.385384615,118.6923077,11.86923077,558.6923077,55.86923077,201.3846154,20.13846154,146.4615385,14.64615385,24868.76923,2486.876923,158.1538462,15.81538462,186.4615385,18.64615385,103.8461538,10.38461538,9.538461538,0.953846154,125.3846154,12.53846154,943.6923077,94.36923077,598.7692308,59.87692308,28009.84615,5206.846154,0.186126875,1070.922721,145.1245707,0.008447015,5333.453521,960.0216338,15380.19155,1999.424902,1832.527324,256.5538254,315.5650704,37.86780845,16934.94085,3048.289353,4.923853521,0.344669746,4.900777465,2.646419831,28.38931831,3.974504563,31.93149296,2.873834366,20.66172394,3.30587583,191.8197183,3.836394366,8.621791549,0.431089577,70.38997719,7.038997719
Isla Hermite,HER42PB,HER42PB_1A,9,10.9,12.1,11.5,10.9,12.1,11.5,11.5,-56.04,34,-27.49,-23.69,0.08426,20964.61538,65795.53846,1.410769231,100.0769231,10.00769231,541,54.1,253.3846154,25.33846154,136.9230769,13.69230769,21869.07692,2186.907692,172.8461538,17.28461538,183.4615385,18.34615385,98.46153846,9.846153846,0.181818182,0.018181818,122.4615385,12.24615385,823.2307692,82.32307692,753.3846154,75.33846154,30909.23077,5459.615385,0.176783745,1069.420961,137.0179663,0.006256354,5207.184,937.29312,15558.14641,2022.559033,1580.648497,221.2907896,291.4015196,34.96818235,17138.00234,3084.840421,4.715790685,0.330105348,5.241528694,2.830425495,33.07658228,4.630721519,27.71352621,2.494217359,18.82353425,3.01176548,198.4859127,3.969718254,8.287638868,0.414381943,24.25268384,2.425268384
Isla Hermite,HER42PB,HER42PB_1A,13,16.3,17.5,16.9,16.3,17.5,16.9,16.9,-45.47,181.17,30.36,40.4,0.08521,18354.53846,46608.69231,1.352307692,62.38461538,6.238461538,330,33,94.84615385,9.484615385,78,7.8,4048.307692,404.8307692,92.76923077,9.276923077,179.8461538,17.98461538,148.9230769,14.89230769,3.384615385,0.338461539,110.6923077,11.06923077,793.6923077,79.36923077,741.8461538,74.18461538,31057.84615,5487.538462,0.176709254,979.7075964,169.50104,0.002680377,5837.940234,1050.829242,17669.83951,2297.079136,1819.746676,254.7645346,318.8457154,38.26148585,13667.24784,2460.104611,5.347190156,0.374303311,6.351383957,3.429747337,33.89863255,4.745808557,28.93439766,2.604095789,20.45548446,3.272877514,217.6036906,4.352073812,10.6404829,0.532024145,28.08949975,2.808949975
Isla Hermite,HER42PB,HER42PB_1A,16,20.5,21.6,21.1,20.5,21.6,21.1,21.1,-28.71,291.01,74.62,89.69,0.08808,17416.58333,46639,1.306666667,74.66666667,7.466666667,371.9166667,37.19166667,159.25,15.925,122.6666667,12.26666667,6877.166667,687.7166667,132.0833333,13.20833333,184.9166667,18.49166667,151.9166667,15.19166667,2,0.2,125.25,12.525,983.1666667,98.31666667,675.6666667,67.56666667,28378.75,5186.916667,0.183069921,1887.105486,233.2542344,0.006360495,6956.874444,1252.2374,21182.64262,2753.743541,2092.551562,292.9572187,343.7990278,41.25588334,11986.74089,2157.61336,4.922970952,0.344607967,6.39350629,3.452493397,28.97734663,4.056828528,27.00122448,2.430110203,22.53472619,3.60555619,287.7800097,5.755600194,20.13391113,1.006695557,32.86456422,3.286456422
Isla Hermite,HER42PB,HER42PB_1A,20,26.1,27.3,26.7,26.1,27.3,26.7,26.7,0.75,342.03,146.11,153.27,0.08343,16929.84615,45918,1.362307692,87.84615385,8.784615385,485,48.5,219.6923077,21.96923077,141.7692308,14.17692308,7685.230769,768.5230769,47.92307692,4.792307692,164.7692308,16.47692308,109.6153846,10.96153846,9.692307692,0.969230769,148.1538462,14.81538462,1018.307692,101.8307692,658.0769231,65.80769231,27134,5051.461538,0.186192238,850.1492026,171.9862472,0.004069548,5864.826617,1055.668791,16828.03623,2187.64471,2256.103454,315.8544836,382.915235,45.9498282,14179.20706,2552.257271,6.646599115,0.465261938,7.84225117,4.234815632,41.9704529,5.875863406,36.91192497,3.322073247,22.63461313,3.621538101,192.0094569,3.840189138,11.10116946,0.555058473,31.47956371,3.147956371
Isla Hermite,HER42PB,HER42PB_1A,25,33.1,34.1,33.6,33.1,34.1,33.6,33.6,61.86,417.67,233.59,235.97,0.07957,15819.54545,50811.90909,1.303636364,133.8181818,13.38181818,474.8181818,47.48181818,242.9090909,24.29090909,164.5454545,16.45454545,17722.90909,1772.290909,175.4545455,17.54545455,142.3636364,14.23636364,123.8181818,12.38181818,9.454545455,0.945454546,190.2727273,19.02727273,950.2727273,95.02727273,572.9090909,57.29090909,22577.63636,4675,0.207411269,1408.544871,181.3146436,0.007302329,8871.994311,1596.958976,23025.53265,2993.319245,3140.602681,439.6843753,585.3572459,70.24286951,35487.97724,6387.835903,9.632847657,0.674299336,11.08791026,5.98747154,61.64578206,8.630409488,47.90043877,4.311039489,34.84930473,5.575888757,237.2807242,4.745614484,16.78597985,0.839298993,40.47366511,4.047366511
Isla Hermite,HER42PB,HER42PB_1A,28,37.1,38.2,37.7,37.1,38.2,37.7,37.7,98.1,448.51,289.53,287.5,0.08066,16145.25,49209.66667,1.344166667,174.75,17.475,778.6666667,77.86666667,370.4166667,37.04166667,190.25,19.025,14233.41667,1423.341667,98.91666667,9.891666667,146.75,14.675,130.5,13.05,15.33333333,1.533333333,204.1666667,20.41666667,1103,110.3,586.5833333,58.65833333,23589.5,4706.5,0.199898233,1449.539018,195.3833063,0.009032944,7746.307975,1394.335436,19806.58483,2574.856028,2780.927179,389.3298051,509.8802514,61.18563017,25321.34917,4557.842851,8.041928644,0.562935005,8.769207812,4.735372218,43.74139458,6.123795241,42.59030524,3.833127472,30.00680597,4.801088955,201.9638553,4.039277106,18.09041528,0.904520764,36.81900645,3.681900645
Isla Hermite,HER42PB,HER42PB_1A,31,41.2,42.3,41.7,41.2,42.3,41.7,41.7,157.3,484.91,338.92,337.09,0.08220,18131,55430.91667,1.355833333,79.33333333,7.933333333,426.1666667,42.61666667,234,23.4,124.8333333,12.48333333,16475.16667,1647.516667,129.8333333,12.98333333,164.9166667,16.49166667,94.66666667,9.466666667,1.25,0.125,154.6666667,15.46666667,739.6666667,73.96666667,649.9166667,64.99166667,27701.75,4996.416667,0.180753975,1355.74442,130.526527,0.009983476,8706.157013,1567.108262,23961.57686,3115.004992,2482.596033,347.5634446,510.7720501,61.29264601,30348.25974,5462.686753,8.722415009,0.610569051,8.979833284,4.849109973,34.73791874,4.863308624,44.27594323,3.984834891,30.61922635,4.899076216,256.1176349,5.122352698,12.6893661,0.634468305,41.3738341,4.13738341
Isla Hermite,HER42PB,HER42PB_1B,40,43.1,44.2,43.7,43.1,44.2,43.7,43.7,207.9,491.28,365.54,361.42,0.08779,20091.08333,59727.91667,1.35,83,8.3,452.8333333,45.28333333,183.25,18.325,125.9166667,12.59166667,15627.83333,1562.783333,142.8333333,14.28333333,196,19.6,156.6666667,15.66666667,4.583333333,0.458333333,133.6666667,13.36666667,686.9166667,68.69166667,687.1666667,68.71666667,31517,5606.5,0.177930938,736.7245692,144.7314127,0.004515915,6598.380417,1187.708475,19881.77207,2584.630369,2488.325779,348.3656091,425.6460716,51.07752859,27170.31131,4890.656036,6.251857157,0.437630001,8.651530736,4.671826597,40.88974473,5.724564262,38.26194334,3.443574901,22.88497366,3.661595786,217.7898692,4.355797384,15.7899099,0.789495495,26.73751232,2.673751232
Isla Hermite,HER42PB,HER42PB_1B,48,54,55.1,54.5,54,55.1,54.5,54.5,345.76,607.66,499.37,484.44,0.09705,17799.33333,47476.58333,1.316666667,68.33333333,6.833333333,402.1666667,40.21666667,162.6666667,16.26666667,112.1666667,11.21666667,6561.833333,656.1833333,70.16666667,7.016666667,162.5,16.25,103.6666667,10.36666667,5.833333333,0.583333333,119.6666667,11.96666667,825.25,82.525,662.25,66.225,29503.08333,5274.583333,0.178880947,699.7771669,109.0474945,0.005906962,4618.995032,831.4191058,16479.65741,2142.355463,1575.735639,220.6029895,285.4554922,34.25465906,13872.977,2497.13586,5.871694204,0.411018594,11.09571628,5.991686791,27.8525667,3.899359338,30.62449678,2.75620471,17.215285,2.7544456,199.578966,3.99157932,9.92564195,0.496282098,24.29736534,2.429736534
Isla Hermite,HER42PB,HER42PB_1B,50,56.7,57.8,57.2,56.7,57.8,57.2,57.2,353.63,672.14,519.24,512.26,0.09695,17684.75,46879.25,1.333333333,59,5.9,349.1666667,34.91666667,136.0833333,13.60833333,100.8333333,10.08333333,5776.833333,577.6833333,162.5833333,16.25833333,180.5,18.05,144.5,14.45,14.33333333,1.433333333,115.75,11.575,935,93.5,712.6666667,71.26666667,29362,5376.916667,0.183302172,1156.512783,182.1819562,0.007672618,3415.579205,614.8042569,10723.74092,1394.08632,1161.29693,162.5815702,213.0614752,25.56737702,10017.06936,1803.072485,4.139917554,0.289794229,5.323592416,2.874739905,16.00316636,2.24044329,21.4504263,1.930538367,12.67297664,2.027676262,119.2508257,2.385016514,6.298210275,0.314910514,31.01118031,3.101118031
Isla Hermite,HER42PB,HER42PB_1B,56,64.7,65.8,65.2,64.7,65.8,65.2,65.2,405.7,804.87,592.87,594.78,0.09712,17870.5,47524.66667,1.284166667,64.16666667,6.416666667,377.0833333,37.70833333,170.9166667,17.09166667,104.75,10.475,7074.75,707.475,132.6666667,13.26666667,184.0833333,18.40833333,117.5833333,11.75833333,8.5,0.85,94.91666667,9.491666667,804.0833333,80.40833333,607.5833333,60.75833333,29282.5,5274.5,0.180336404,1036.499397,149.7831766,0.008272381,4921.529077,885.8752339,16718.31854,2173.38141,1911.570392,267.6198549,318.8247,38.258964,18126.438,3262.75884,5.075843538,0.355309048,8.253068077,4.456656762,36.18123,5.0653722,34.30741154,3.087667039,16.21679654,2.594687446,197.3571738,3.947143476,10.43275985,0.521637993,19.89352741,1.989352741
Isla Hermite,HER42PB,HER42PB_1B,60,69.9,70.9,70.4,69.9,70.9,70.4,70.4,433.75,901.32,641.38,648.32,0.10049,17555.45455,46970.45455,1.427272727,47.72727273,4.772727273,317.3636364,31.73636364,128.1818182,12.81818182,111.8181818,11.18181818,7567.636364,756.7636364,73.63636364,7.363636364,178,17.8,113.0909091,11.30909091,2.363636364,0.236363636,154.0909091,15.40909091,889,88.9,629.5454545,62.95454545,28528.81818,5086.181818,0.17828778,708.9077258,177.8633285,0.004582705,7273.786524,1309.281574,20223.29166,2629.027916,2382.409952,333.5373933,443.5927218,53.23112662,18736.05749,3372.490348,6.595896427,0.46171275,10.60653138,5.727526945,35.46679751,4.965351651,37.68347236,3.391512512,25.92994062,4.148790499,220.559147,4.41118294,10.79469099,0.53973455,30.85010838,3.085010838
Isla Hermite,HER42PB,HER42PB_1B,63,73.7,74.8,74.3,73.7,74.8,74.3,74.3,468.7,931.05,681.5,687.13,0.09970,17671.83333,46547.66667,1.275833333,44.41666667,4.441666667,320.5833333,32.05833333,121.25,12.125,86.58333333,8.658333333,5734.916667,573.4916667,99.83333333,9.983333333,182,18.2,149.1666667,14.91666667,5.5,0.55,111,11.1,921.5,92.15,683.9166667,68.39166667,29539.33333,5376.25,0.182009144,453.5238459,126.498383,0.003582856,5415.67046,974.8206828,17750.4328,2307.556264,1894.366875,265.2113625,330.5850441,39.67020529,13972.31801,2515.017242,6.245626149,0.43719383,8.570619866,4.628134728,35.40585383,4.956819536,37.52964617,3.377668155,20.04468741,3.207149986,211.7085625,4.23417125,11.40700042,0.570350021,27.0545809,2.70545809
Isla Hermite,HER42PB,HER42PB_1B,69,81.5,82.5,82,81.5,82.5,82,82.0,523.7,1022.97,757.75,764.36,0.09749,15943.90909,51358.63636,1.349090909,157.7272727,15.77272727,760.2727273,76.02727273,408.4545455,40.84545455,258.4545455,25.84545455,17990.45455,1799.045455,129.8181818,12.98181818,138.7272727,13.87272727,113,11.3,8.909090909,0.890909091,200.1818182,20.01818182,1276,127.6,527.0909091,52.70909091,21924.90909,4696.545455,0.21437147,585.7828018,135.2030796,0.009046891,8945.422022,1610.175964,26370.11281,3428.114665,3316.178876,464.2650426,654.0897303,78.49076764,29131.62831,5243.693096,11.02836,0.7719852,12.14358742,6.557537207,49.15261573,6.881366202,53.75514157,4.837962741,36.0531191,5.768499056,255.3811775,5.10762355,18.6667827,0.933339135,43.90873382,4.390873382
Isla Hermite,HER42PB,HER42PB_1C,80,86.5,87.8,87.2,86.5,87.8,87.2,87.2,569.61,1075.65,815.17,817.7,0.09697,17513.23077,53067,1.379230769,121.3846154,12.13846154,644.8461538,64.48461538,287.2307692,28.72307692,181.3846154,18.13846154,15298,1529.8,105.2307692,10.52307692,166.8461538,16.68461538,137.7692308,13.77692308,12.38461538,1.238461538,190.7692308,19.07692308,1180.692308,118.0692308,634.6923077,63.46923077,25716.84615,5142.230769,0.200281993,1563.675683,199.1687533,0.007399419,8976.759109,1615.81664,26667.54291,3466.780578,2867.600154,401.4640216,567.7982591,68.13579109,22528.01628,4055.04293,9.134399757,0.639407983,7.820727692,4.223192954,39.76047449,5.566466429,44.16857409,3.975171668,32.92937976,5.268700762,253.6262866,5.072525732,14.95542664,0.747771332,51.53906898,5.153906898
Isla Hermite,HER42PB,HER42PB_1C,86,94.8,96,95.4,94.8,96,95.4,95.4,645.32,1158.23,901.7,902.26,0.09667,19630.15385,52476.30769,1.318461538,79.61538462,7.961538462,440.8461538,44.08461538,176.7692308,17.67692308,140.5384615,14.05384615,8067.230769,806.7230769,130.6153846,13.06153846,189.8461538,18.98461538,117.6153846,11.76153846,0.181818182,0.018181818,117.0769231,11.70769231,849.2307692,84.92307692,730.8461538,73.08461538,32133.07692,5718.538462,0.178004606,486.4710443,113.6108969,0.004549712,5721.295663,1029.833219,19173.11646,2492.50514,1937.934236,271.310793,360.8953237,43.30743884,16524.5867,2974.425606,5.668266146,0.39677863,7.733471223,4.17607446,34.52810771,4.833935079,29.23988643,2.631589779,20.28673632,3.245877811,218.7762183,4.375524366,9.993117862,0.499655893,22.75250175,2.275250175
Isla Hermite,HER42PB,HER42PB_1C,90,100.2,101.4,100.8,100.2,101.4,100.8,100.8,686.44,1218.51,958.26,958.12,0.09646,18939.23077,47732.76923,1.345384615,43.84615385,4.384615385,283.8461538,28.38461538,152.6923077,15.26923077,82.84615385,8.284615385,4260.076923,426.0076923,58.76923077,5.876923077,181.7692308,18.17692308,127.4615385,12.74615385,0.181818182,0.018181818,65.69230769,6.569230769,703.0769231,70.30769231,721.5384615,72.15384615,32111.23077,5470.769231,0.17067339,1930.646487,184.1657559,0.006509994,6594.697268,1187.045508,20274.4736,2635.681568,2422.968415,339.2155781,431.4287933,51.7714552,17616.22911,3170.92124,7.144032067,0.500082245,7.374484715,3.982221746,40.65077512,5.691108517,32.82610384,2.954349346,24.33687143,3.893899429,219.7339196,4.394678392,20.92027695,1.046013848,29.03795177,2.903795177
Isla Hermite,HER42PB,HER42PB_1C,91,101.6,103.1,102.3,101.6,103.1,102.3,102.3,707.62,1228.02,972.83,973.67,0.09673,19813.25,51338.0625,1.355625,48.25,4.825,326.75,32.675,105.125,10.5125,89.875,8.9875,5844.6875,584.46875,103.0625,10.30625,195.5,19.55,141,14.1,4.6875,0.46875,81,8.1,737.875,73.7875,723.75,72.375,33472.6875,5638.625,0.16844744,1265.466118,263.6467017,0.004281336,5009.073815,901.6332867,15679.13954,2038.28814,1886.233337,264.0726672,299.9841868,35.99810242,15409.2047,2773.656846,5.39869674,0.377908772,7.652397974,4.132294906,44.99762802,6.299667923,66.23589727,5.961230754,17.07719827,2.732351723,188.3177471,3.766354942,7.331532035,0.366576602,23.17770367,2.317770367
Isla Hermite,HER42PB,HER42PB_1C,97,109.8,111,110.4,109.8,111,110.4,110.4,777.74,1305.49,1062.62,1057.41,0.10130,16921.61538,49881.46154,1.324615385,141.3076923,14.13076923,678.9230769,67.89230769,282.6153846,28.26153846,185.2307692,18.52307692,12232.53846,1223.253846,75.53846154,7.553846154,155,15.5,121.3846154,12.13846154,18.84615385,1.884615385,154.9230769,15.49230769,1114.538462,111.4538462,623.3846154,62.33846154,25794.53846,4972.769231,0.195670324,4043.609333,333.2474441,0.021617578,7175.3422,1291.561596,23770.8588,3090.211644,2339.38198,327.5134772,436.78518,52.4142216,17175.5766,3091.603788,7.2536503,0.507755521,6.6532882,3.592775628,28.9478943,4.052705202,36.659792,3.29938128,24.826568,3.97225088,254.965373,5.09930746,15.9139461,0.795697305,36.17742954,3.617742954
Isla Hermite,HER42PB,HER42PB_1C,104,119.2,120.3,119.8,119.2,120.3,119.8,119.8,884.85,1374.38,1158.82,1150.2,0.09457,19878.16667,52794.58333,1.33,39.33333333,3.933333333,303.5,30.35,110,11,79.33333333,7.933333333,7711.666667,771.1666667,129.0833333,12.90833333,199.0833333,19.90833333,91.33333333,9.133333333,0.181818182,0.018181818,66.75,6.675,578.9166667,57.89166667,707.1666667,70.71666667,32997.16667,5546.833333,0.168132583,295.6363963,148.9745758,0.005472609,6260.84885,1126.952793,19931.45628,2591.089316,1783.788743,249.730424,323.6804956,38.84165947,29105.71327,5239.028389,7.23671292,0.506569904,8.016836814,4.32909188,31.06311504,4.348836106,39.88560708,3.589704637,19.90308814,3.184494102,231.5407717,4.630815434,9.931686372,0.496584319,23.1665181,2.31665181
Isla Hermite,HER42PB,HER42PB_1D,118,127.3,128.4,127.8,127.3,128.4,127.8,127.8,986.48,1419.58,1243.32,1234.79,0.09647,21778.75,54049.75,1.334166667,33.83333333,3.383333333,259.0833333,25.90833333,59.16666667,5.916666667,43.5,4.35,4211.75,421.175,87.58333333,8.758333333,204.5,20.45,130.4166667,13.04166667,0.181818182,0.018181818,40.66666667,4.066666667,350.6666667,35.06666667,860.75,86.075,38024.33333,5991.5,0.157741404,1456.261798,163.1917444,0.006384214,5656.960644,1018.252916,21097.44306,2742.667598,2617.070294,366.3898412,421.6584628,50.59901554,12943.05626,2329.750127,5.413025996,0.37891182,7.99757167,4.318688702,27.88986141,3.904580597,25.82803284,2.324522956,18.26896274,2.923034038,237.9234012,4.758468024,19.67739493,0.983869747,24.02293655,2.402293655
Isla Hermite,HER42PB,HER42PB_1D,121,130.9,132.2,131.6,130.9,132.2,131.6,131.6,1035.95,1450.98,1282.77,1274.18,0.09915,20312.92857,50184.42857,1.258571429,34.42857143,3.442857143,317.7857143,31.77857143,62.14285714,6.214285714,49.14285714,4.914285714,2503.428571,250.3428571,60.57142857,6.057142857,189.3571429,18.93571429,91.35714286,9.135714286,2.142857143,0.214285714,55.5,5.55,591.2142857,59.12142857,780.5714286,78.05714286,35953.57143,5881.5,0.163619124,1366.805862,268.7328528,0.005467138,3648.143898,656.6659016,15108.07419,1964.049645,1282.645911,179.5704275,195.5844371,23.47013245,7988.703067,1437.966552,3.181449904,0.222701493,6.481861022,3.500204952,25.96709783,3.635393696,17.02060447,1.531854402,10.8681745,1.73890792,200.4648971,4.009297942,7.802635527,0.390131776,15.44962422,1.544962422
Isla Hermite,HER42PB,HER42PB_1D,131,143.2,144.4,143.8,143.2,144.4,143.8,143.8,1248.34,1516.66,1401.4,1397.22,0.08995,21612.38462,53592,1.345384615,23.69230769,2.369230769,233.7692308,23.37692308,29.23076923,2.923076923,20.69230769,2.069230769,2313.538462,231.3538462,119.0769231,11.90769231,192.1538462,19.21538462,142,14.2,2.153846154,0.215384615,40.69230769,4.069230769,351,35.1,935.1538462,93.51538462,39021.84615,6083.461538,0.155899836,1242.545026,270.6306263,0.004803623,5049.87496,908.9774928,16222.83208,2108.96817,1694.217096,237.1903934,259.3390696,31.12068835,12805.9724,2305.075032,4.0172756,0.281209292,6.76410592,3.652617197,22.2037868,3.108530152,20.90723648,1.881651283,15.70363184,2.512581094,201.5309088,4.030618176,6.75540424,0.337770212,19.87159939,1.987159939
Isla Hermite,HER42PB,HER42PB_1D,137,150.7,151.9,151.3,150.7,151.9,151.3,151.3,1377.96,1586.34,1482.38,1480.6,0.06368,20654.53846,50993.53846,1.311538462,23.69230769,2.369230769,243.1538462,24.31538462,45.38461538,4.538461538,43,4.3,1943.153846,194.3153846,94.61538462,9.461538462,213.4615385,21.34615385,97.30769231,9.730769231,0.692307692,0.069230769,47.15384615,4.715384615,505.3846154,50.53846154,792.9230769,79.29230769,37184.76923,5991.692308,0.161160914,837.2833206,161.1972832,0.00389021,3309.7982,595.763676,14715.29986,1912.988982,1150.276453,161.0387034,172.5557713,20.70669256,6997.205183,1259.496933,2.856953727,0.199986761,5.489630722,2.96440059,20.00182283,2.800255196,15.64215778,1.4077942,9.202783759,1.472445401,193.3528611,3.867057222,5.180678081,0.259033904,15.94569099,1.594569099
