"depth","SH20_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","coh_inc"
31,-21.04,5.95,43071,280450,2.24,0.000308246787120027,0.00178783136529615,0.00122824489021672,3.31958078436952e-05,0.0537203016076256,8.06183904775454e-05,0.000488452601128657,0.00212927396025988,1.13500163440235e-05,0.00199174847062171,0.000806183904775454,0.0149807938540333,1,0.170469957793901,0.170469957793901
31.5,-19.36,5.96,47068,294347,2.21,0.000281063042886651,0.00191836680065492,0.00120901721622671,0.000182914043783376,0.047111519569572,8.21297897066735e-06,0.000401518632695216,0.00190052152809069,1.13500163440235e-05,1.03420316714378e-05,8.38054372967718e-06,0.0139550031452293,1,0.16686222111185,0.16686222111185
32,-17.69,5.98,41690,279516,2.03,0.000942709630780202,0.00314073726731435,0.00377572302897977,0.000376106951140288,0.0826018785809534,0.000244225292948239,0.000293070351537887,0.00233479380058516,4.3960552730683e-05,1.03420316714378e-05,0.00179749815609904,0.0145411739421381,1,0.168188190241734,0.168188190241734
32.5,-16.02,6.01,44043,282722,2.08,0.000438357186493003,0.00200525095948927,0.00196328059056972,0.000303119331085587,0.0456124642668942,0.000839407378390856,0.000172544850002565,0.00173477524867444,1.13500163440235e-05,0.000853397501364037,0.00111454646353008,0.0125911106758628,1,0.167648306961952,0.167648306961952
33,-14.34,6.14,44632,283525,2.47,0.000383277867105411,0.00153311146842164,0.00157985267172718,0.000546872078674793,0.0483491006992484,0.000733836891896945,8.14401882897153e-06,0.00215944359271585,1.13500163440235e-05,0.00140691021949669,0.00100960999139962,0.015116105149011,1,0.166978274688704,0.166978274688704
33.5,-12.67,6.27,45881,289835,2.25,0.000144196106705119,0.00133962834616369,0.0017350047677745,0.000200013954461939,0.0597157941251715,0.000972160848431286,0.00011163569551364,0.00187454938716655,1.13500163440235e-05,0.00108379654394493,0.00126055306184152,0.0149545317115148,1,0.17203060678652,0.17203060678652
34,-10.99,6.35,43823,279867,2.3,0.000214075716202202,0.00192192420768199,0.00140338525065888,0.000185532287375241,0.0586567462394032,0.000352035622199176,8.14401882897153e-06,0.00171260572961761,1.13500163440235e-05,0.000913389722462727,0.000856302864808807,0.0134915273588765,1,0.165842078722777,0.165842078722777
34.5,-9.32,6.38,43981,278052,2.49,0.000266452213006744,0.00244167118827998,0.00195721261917681,0.000692775753817534,0.061884737617239,8.21297897066735e-06,0.000557127354468646,0.00167138206340594,1.13500163440235e-05,0.000106580885202697,0.000111425470893729,0.0127461049531044,1,0.168872568017983,0.168872568017983
35,-7.65,6.42,46022,287275,2.56,0.000669264048569448,0.00286827449386906,0.00250017926715587,0.000951311040466573,0.081994406864737,0.000114730979754763,0.000239022874489089,0.00200779214570834,1.13500163440235e-05,0.000176876927121926,0.00229461959509525,0.0150345388053637,1,0.169930922389273,0.169930922389273
35.5,-5.97,6.44,48935,296443,2.12,0.000305939729873215,0.00195711444845365,0.00193461888008062,8.9982273492122e-05,0.0539263765038287,8.21297897066735e-06,0.000121476069214365,0.00145771283057238,1.13500163440235e-05,0.00144871460322317,0.000445412253786004,0.0131149163614768,1,0.169670574896745,0.169670574896745
