"Rank","Model","R2","RMSE","RMSEP","AIC","BIC","Rank_explanation","R2_explanation","RMSE_explanation","RMSEP_explanation","AIC_BIC_explanation"
1,"PLS_LOO",0.605349695781694,0.447032844459699,0.450923989941031,NA,NA,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
2,"PLS_kfold",0.605349695781694,0.447032844459699,0.450923989941031,NA,NA,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
3,"WLS_weighted",0.604732452698864,0.447382293228408,0.447382293228408,321.186258039926,331.959218981458,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
4,"OLS_weighted",0.60078407376705,0.449611220751241,0.449611220751241,359.871349044666,370.644309986199,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
5,"OLS",0.605349695781694,0.447032844459699,0.450923989941031,335.005013489929,345.777974431461,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
6,"Bayes",0.605349681478079,0.447032852560778,0.450923723015753,335.005023203259,345.777984144792,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
7,"RF",0.486300919128016,0.510020468929024,0.502998069768999,NA,NA,"Ranking logic: (1) All PLS models are ranked above non-PLS models; (2) among non-PLS models, if R2, RMSE and RMSEP are equal, WLS models are preferred over OLS_weighted, which are preferred over OLS; (3) otherwise, within each group, models are ordered by higher R2, lower RMSE, lower RMSEP, then lower AIC/BIC where available.","R2 is the fraction of variance in the ICP data explained by the model (1 − SS_res / SS_tot); higher is better.","RMSE is the root mean squared error of calibration; lower values indicate better fit on the observed data.","RMSEP is RMSE estimated by cross-validation (10-fold here when available); lower values indicate better predictive performance.","AIC and BIC penalise model complexity; lower values indicate a better balance between fit and complexity. NA means these criteria are not available for that model type."
