"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,8,18.1548891486563,22.90793616,0.057813095,41.5909379113206,-45.4733722007372,128.655248023378
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.181818181818182,0.603022689155525,12.50967591,0.167196198,38.0426210033747,-49.0332296632348,125.118471669984
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,4.33333333333333,12.7017059221718,13.94648753,0.043639925,39.9268047878266,-47.1425188703783,126.996128446031
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,90.9166666666667,60.6247149321633,83.1136075,1.204215632,79.2230392266959,-7.91608650289245,166.362164956284
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,74.1,26.9132350753718,90.06087679,0.829001857,71.5907195830348,-15.5041091241465,158.685548290216
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,17.4545454545455,19.2216733733754,83.32372544,0.676115824,45.8819257999993,-41.1727084091369,132.936560009135
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,265.8,53.0509189364331,63.36397587,0.318454995,158.594624975888,70.1268695079633,247.062380443813
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,3.27272727272727,10.8544084047995,154.2471074,0.912951267,39.4454439669812,-47.6254612788282,126.516349212791
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,13,22.2126090318089,56.72463202,1.511547748,43.8602103524487,-43.1983988430675,130.918819547965
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,495.454545454545,70.3311646944136,109.0593506,0.741410788,262.824371171851,170.319940748992,355.32880159471
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,121.083333333333,57.9018893290952,261.6355831,2.462160119,92.9143162881689,5.65869826231722,180.169934314021
