"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","Zr_fit_OLS","Zr_lwr_OLS","Zr_upr_OLS","Zr_fit_WLS","Zr_lwr_WLS","Zr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,2.5702316382174,0.12851158191087,-2.53655606047204,-0.126827803023602,-1.27367413116305,-3.50834272448901,0.960994462162913,-1.19631878982712,-3.1642843370874,0.771646757433159
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,3.0422195706167,0.152110978530835,-2.60300239378037,-0.130150119689019,-1.06090549916778,-3.30497076655933,1.18315976822377,-0.933875884683868,-2.748185653735,0.880433884367258
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,3.03735679369257,0.151867839684629,-1.99850429196811,-0.0999252145984056,-1.06309760265777,-3.30704374975097,1.18084854443543,-0.936579770133958,-2.75243518213818,0.879275641870262
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,2.05475542321927,0.102737771160963,-1.22212235350002,-0.0611061176750009,-1.50604695589549,-3.73549034307792,0.723396431286934,-1.48294280309089,-3.62584204969509,0.659956443513303
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,1.53514754982736,0.0767573774913682,-1.82009667345778,-0.091004833672889,-1.74028230134928,-3.96981672839929,0.48925212570074,-1.77186417261632,-4.09696679596125,0.553238450728606
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,2.04218603001661,0.102109301500831,-2.00936004344459,-0.100468002172229,-1.51171314439982,-3.74109516819795,0.717668879398317,-1.48993185480504,-3.63717500084407,0.657311291233985
"Bird Island","BI10","BI10.2",45,44,45,44.5,1.60786003739299,0.0803930018696493,-1.70262676036083,-0.0851313380180417,-1.70750405545289,-3.93670163243233,0.521693521526556,-1.73143331587829,-4.03073595376118,0.567869322004601
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,2.46830948262253,0.123415474131127,-3.01416138859216,-0.150708069429608,-1.31961987707586,-3.55283663962576,0.913596885474044,-1.25299131210286,-3.25501219438572,0.749029570179994
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,2.5814342752191,0.129071713760955,-1.93440279436773,-0.0967201397183863,-1.26862406613814,-3.50346478726545,0.96621665498918,-1.19008970556845,-3.15432958816716,0.774150177030258
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1.45981034278845,0.0729905171394225,-2.40519514667373,-0.120259757333686,-1.77424375116544,-4.00423835381939,0.455750851488513,-1.8137544713368,-4.16568308578141,0.538174143107803
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1.7758086334739,0.0887904316736949,-1.82438996985932,-0.091219498492966,-1.63179408369151,-3.86061670007227,0.597028532689246,-1.63804762856602,-3.87811874436814,0.602023487236097
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1.99791730381151,0.0998958651905756,-1.53930605365897,-0.0769653026829483,-1.53166915528118,-3.76086014573024,0.697521835167879,-1.51454691869704,-3.67711603811956,0.64802220072549
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1.91818639263227,0.0959093196316134,-1.63119509332246,-0.0815597546661232,-1.56761125408253,-3.79655677098481,0.661334262819743,-1.55888028089388,-3.74915626672482,0.631395704937055
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,2.27911354685703,0.113955677342852,-2.08620169698765,-0.104310084849382,-1.40490799075126,-3.63597625491535,0.82616027341283,-1.35819131323676,-3.4241508883041,0.707768261830569
"Bird Island","BI10","BI10.3",95,93,94,93.5,1.81762098412032,0.0908810492060158,-2.17037390076363,-0.108518695038182,-1.61294538855153,-3.84176214796629,0.615871370863231,-1.61479840115732,-3.84020497313988,0.610608170825249
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1.69500467764096,0.084750233882048,-2.03657707680575,-0.101828853840288,-1.66821990300216,-3.89715268248134,0.560712876477024,-1.68297764363667,-3.95148207760578,0.585526790332443
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1.93816802865012,0.096908401432506,-1.85175219215958,-0.0925876096079788,-1.55860368192082,-3.78759881032828,0.670391446486637,-1.54776974554739,-3.73108969487027,0.635550203775489
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,2.22118934144133,0.111059467072067,-2.33916200513029,-0.116958100256514,-1.43101978959125,-3.66157255721796,0.799532978035468,-1.39039933319637,-3.4761115292898,0.695312862897053
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,2.30684353960204,0.115342176980102,-2.38965829631518,-0.119482914815759,-1.39240751729296,-3.62374619214738,0.838931157561459,-1.34277240237901,-3.39930443948537,0.713759634727354
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1.72157582375883,0.0860787911879414,-2.13141320226489,-0.106570660113244,-1.65624182894143,-3.8851240074349,0.572640349552026,-1.6682030947521,-3.92734426657029,0.590938077066094
"Bird Island","BI10","BI10.4",145,141,142,141.5,2.04551695494445,0.102275847747222,-2.53058073781212,-0.126529036890606,-1.51021158833974,-3.73960956684638,0.719186390166896,-1.48807973623406,-3.63417140391172,0.658011931443592
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,1.85868706501652,0.0929343532508261,-0.997695272118208,-0.0498847636059104,-1.59443310623686,-3.82327806842183,0.634411855948099,-1.59196412758074,-3.80300085308272,0.619072597921227
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,1.67129842266511,0.0835649211332557,-3.28381052656104,-0.164190526328052,-1.67890650555003,-3.90789631940962,0.550083308309563,-1.69615920612769,-3.97302826283343,0.580709850578059
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,1.69667894601794,0.0848339473008969,-2.79044588301262,-0.139522294150631,-1.66746515533233,-3.89639433059294,0.561464019928272,-1.68204668793487,-3.94996075269286,0.585867376823111
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,1.68009905486103,0.0840049527430513,-2.88952645913735,-0.144476322956868,-1.67493924633749,-3.90390657847675,0.554028085801775,-1.69126572618456,-3.9650283354576,0.582496883088487
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,1.74221670010948,0.0871108350054741,-2.40318398504885,-0.120159199252443,-1.64693707616526,-3.87578966830613,0.581915515975605,-1.65672599717753,-3.9086026566367,0.595150662281643
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,1.93144161488848,0.0965720807444241,-1.90581804757175,-0.0952909023785877,-1.56163589896718,-3.79061343733465,0.667341639400283,-1.55150988263061,-3.73717053036883,0.6341507651076
"Bird Island","BI10","BI10.5",197,194,195,194.5,1.57752124707707,0.0788760623538536,-2.53082096802294,-0.126541048401147,-1.72118055535638,-3.95050586426019,0.508144753547421,-1.74830281554657,-4.0583592092722,0.561753578179068
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,1.40521923840583,0.0702609619202915,-3.0780598948426,-0.15390299474213,-1.79885301297338,-4.02925172479267,0.431545698845921,-1.8441091627297,-4.21553490749145,0.527316582032041
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,1.21268764618596,0.0606343823092978,-2.790776767058,-0.1395388383529,-1.88564481564565,-4.11794214084096,0.346652509549669,-1.95116391333992,-4.39172518739031,0.489397360710469
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,1.44559295039432,0.0722796475197158,-3.04596092589338,-0.152298046294669,-1.78065284538711,-4.01074697556627,0.449441284792045,-1.82165987210523,-4.17866154552354,0.535341801313076
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,1.45452325167522,0.0727261625837608,-2.53762529816972,-0.126881264908486,-1.77662713232029,-4.00665827648646,0.453404011845888,-1.81669429131156,-4.17050906268511,0.537120480061984
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,1.94230024434615,0.0971150122173074,-3.4332944283463,-0.171664721417315,-1.55674090997179,-3.78574729195734,0.672265472013758,-1.54547207940489,-3.72735453519285,0.636410376383074
