"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","Mn_fit_OLS","Mn_lwr_OLS","Mn_upr_OLS","Mn_fit_WLS","Mn_lwr_WLS","Mn_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.3097272069569,-0.13097272069569,-0.063535641526546,-0.00762427698318552,-0.437937360970618,-1.25895379839377,0.383079076452533,-0.438432365718116,-1.2579678558374,0.381103124401167
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-0.184290589813116,-0.0184290589813116,-0.0165474503882121,-0.00198569404658546,0.480710358538885,-0.342574095380134,1.3039948124579,0.481433962983005,-0.343937156808787,1.3068050827748
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.23012751628606,-0.123012751628606,-0.243600908865024,-0.0292321090638029,-0.37296340046984,-1.19334223398957,0.447415433049886,-0.373372215632581,-1.19252118320467,0.445776751939512
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-1.32903995611134,-0.132903995611134,-0.708827591890482,-0.0850593110268578,-0.453701565456179,-1.27489093344492,0.36748780253256,-0.454217481815469,-1.27386509364708,0.365430130016145
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.35446806436548,-0.135446806436548,-0.533324400672106,-0.0639989280806527,-0.474457486583382,-1.29588538784991,0.346970414683144,-0.475000936191521,-1.29480708763412,0.344805215251076
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-1.08492444689481,-0.108492444689481,-0.327669504447658,-0.039320340533719,-0.254440094465659,-1.07396807800424,0.565087889072927,-0.254691685496613,-1.07344939566964,0.564066024676415
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.69121232946949,-0.169121232946949,0.405863119226714,0.0487035743072057,-0.749328009261769,-1.57507148626437,0.0764154677408305,-0.750236081497632,-1.573307626318,0.0728354633227312
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.813700483447342,-0.0813700483447342,-0.843460913829237,-0.101215309659508,-0.033051104893162,-0.852073428219381,0.785971218433057,-0.0330090178885794,-0.852122931373857,0.786104895596698
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.748800567193053,-0.0748800567193053,0.0812867235545767,0.0097544068265492,0.0199240330712207,-0.799186865671788,0.839034931814229,0.0200363929221617,-0.799372591675378,0.839445377519701
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-1.32735853450448,-0.132735853450448,-0.63999270052538,-0.0767991240630456,-0.45232909000874,-1.27350311951025,0.368844939492765,-0.452843185745,-1.27248075147575,0.366794379985749
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.30935144998135,-0.130935144998135,-0.757053092837118,-0.0908463711404541,-0.437630645973599,-1.25864378934154,0.383382497394338,-0.438125243855977,-1.25765862348741,0.381408135775462
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.10123330207523,-0.110123330207523,-0.789639840041126,-0.0947567808049351,-0.26775234358842,-1.08735575188837,0.551851064711526,-0.268021593651012,-1.08680302269615,0.550759835394126
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-1.09570624984799,-0.109570624984799,-0.468778542581217,-0.056253425109746,-0.263240837701004,-1.08281811318632,0.556336437784314,-0.263504103138123,-1.08227692030474,0.555268714028495
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-1.46599403917791,-0.146599403917791,-0.629762595837151,-0.0755715115004581,-0.565491562484988,-1.38811097603588,0.2571278510659,-0.56615577107319,-1.38680361621588,0.254492074069503
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.951053838798329,-0.0951053838798329,-0.707282012930892,-0.084873841551707,-0.145167011500493,-0.96426880049657,0.673934777495583,-0.145273649052035,-0.964030201225978,0.673482903121909
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-1.05879379984517,-0.105879379984517,-0.618439670611773,-0.0742127604734127,-0.233110719753836,-1.05252849152742,0.586307052019747,-0.233334016835408,-1.05206439844453,0.585396364773708
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.957187293831209,-0.0957187293831209,-0.426211194364729,-0.0511453433237675,-0.150173499109693,-0.969287292120163,0.668940293900777,-0.150286777892349,-0.9690358408779,0.668462285093202
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.04406662914056,-0.104406662914056,-0.777042561775839,-0.0932451074131007,-0.22108953475192,-1.04045096445815,0.598271894954306,-0.221296885430725,-1.04001765715927,0.597423886297816
