"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd","dry_mass_err"
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,20284.84615,53917.76923,1.326923077,-7.17757313,-4.764783726,-6.39021877,-6.723400441,-1.619400157,-5.575072422,-5.177684044,-5.739312742,-9.245556668,-6.890446289,-4.526567313,-3.894751541,-1.826123925,0.161036549,-7.859792672,-6.737073219,-7.486826536,-7.467089427,-3.996516067,-6.715921077,-7.099085461,-6.704247512,-8.710467545,-6.894458916,-6.112674729,-6.061162276,-5.85418285,0.002867878,8.844812952,1.59206633136,9.916840407,1.28918925291,7.731509948,1.08241139272,6.022229637,0.72266755644,10.06747575,1.812145635,1.919151395,0.13434059765,2.664710647,1.43894374938,3.564086862,0.49897216068,3.645586488,0.32810278392,3.172811728,0.50764987648,5.436879974,0.10873759948,2.384578583,26.51036789,4.405157205,5.406980401,1.922366958,0.723912271,5.287952173,-1.806392045,-1.733445368,-0.289667236,-0.514897876,-1.301330197,1.320289803,-2.975614186,2.651036789
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.574286,19990.78571,51979.64286,1.347142857,-7.137647877,-4.727930878,-6.238394275,-6.61164666,-1.954616488,-6.071664856,-5.256392255,-5.8273885,-8.799110055,-6.194239612,-4.344628954,-3.88778697,-1.843133988,0.158320473,-8.183568954,-6.296610957,-7.526274785,-7.296675902,-3.429175976,-6.47751025,-6.824481087,-6.73623346,-8.475166854,-6.270803914,-5.419229425,-5.953180253,-5.221528552,0.00539907,9.099471175,1.6379048115,10.11894731,1.3154631503,7.816897518,1.09436565252,6.148719646,0.73784635752,9.871358757,1.77684457626,1.927212212,0.13490485484,2.114291703,1.14171751962,3.673752088,0.51432529232,3.638757094,0.32748813846,3.262131866,0.52194109856,5.556439358,0.11112878716,2.780458537,38.83837476,4.410919381,5.776141386,2.57684906,1.112766544,6.003352637,-2.246175554,-1.482920563,-0.982711391,-0.93685429,-1.373497527,1.00953808,-1.517226948,3.883837476
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.017692,19331.53846,49434.84615,1.31,-6.991547866,-4.7348698,-6.013022639,-6.216360575,-2.137259397,-6.101737987,-5.266008462,-5.845499978,-9.649839396,-5.750187684,-3.997883169,-3.788294428,-1.816693105,0.16256244,-7.379980841,-6.282882941,-7.139228653,-6.883218284,-3.429486679,-6.468975815,-7.270214136,-6.6770611,-9.921662357,-6.332472418,-5.686698552,-5.71598781,-5.28593992,0.005062272,7.756541119,1.39617740142,9.266590138,1.20465671794,6.837220499,0.95721086986,4.884612105,0.5861534526,10.25619005,1.846114209,1.494626903,0.10462388321,1.822577184,0.98419167936,3.512984159,0.49181778226,3.355635523,0.30200719707,1.844763796,0.29516220736,5.011854322,0.10023708644,1.289911129,15.22168904,3.48784317,4.332915885,2.785935427,-0.021663174,6.434921409,-2.256127953,-1.749408518,-1.197546544,-0.804848841,-3.414332866,0.528901769,-3.17549711,1.522168904
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.704286,16727.71429,44950.35714,1.342142857,-5.878925806,-4.103000013,-5.260019332,-5.614408722,-1.592590978,-6.224654333,-5.364975319,-5.748419593,-7.834093053,-5.274475165,-3.46965175,-3.742445765,-1.728524453,0.177546195,-7.303594734,-5.617320526,-6.39147899,-7.209864854,-2.85044791,-6.326443516,-6.759154784,-6.96145809,-7.460940357,-6.237988318,-4.935134104,-6.212994358,-4.931905654,0.007212745,8.450029498,1.52100530964,9.636045936,1.25268597168,7.139407673,0.99951707422,5.534548423,0.66414581076,10.03089575,1.805561235,1.592830648,0.11149814536,1.883030556,1.01683650024,3.399418933,0.47591865062,3.167149229,0.28504343061,2.662263147,0.42596210352,5.142158221,0.10284316442,2.007034307,22.64753764,3.682340382,5.261987471,3.280925434,0.498595321,4.880998384,-3.074214945,-2.106953994,-0.9826077,-2.072899229,-1.504652109,0.409154664,-1.94581069,2.264753764
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.709231,18842.07692,51003,1.31,-6.559880697,-4.364733905,-5.403960554,-5.889811759,-1.438742563,-6.0164478,-5.231086421,-5.648224271,-9.887256539,-5.91521986,-3.771762555,-3.796203094,-1.782605912,0.168199263,-7.626112793,-6.037223385,-6.651614708,-7.116053838,-2.818119067,-6.17210951,-6.678202142,-7.035685452,-11.88715831,-6.412856624,-5.302132889,-5.792641349,-4.732043817,0.00880845,8.14640663,1.4663531934,9.580766343,1.24549962459,7.030571647,0.98428003058,5.214842987,0.62578115844,9.297171241,1.67349082338,1.049067648,0.07343473536,1.951468553,1.05379301862,3.081626625,0.4314277275,2.811063941,0.25299575469,2.441270747,0.39060331952,5.217376638,0.10434753276,1.729153502,18.64517078,3.898910889,5.563382822,2.274578571,0.80852366,5.323272832,-3.124320111,-1.749483482,-1.004749766,-1.168167816,-2.534963126,-0.003979687,-2.644904966,1.864517078
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.730769,18627,49940.46154,1.296923077,-6.261671991,-4.187459972,-5.228417119,-5.732380158,-1.481199427,-5.722027233,-5.121225116,-5.828723504,-9.887256539,-5.775311826,-3.723122352,-3.806388493,-1.773830875,0.169681713,-7.270878755,-6.438695154,-5.853578921,-7.011048636,-3.763376736,-6.889053982,-6.714522925,-7.161516952,-11.88715831,-6.28474626,-5.360009393,-5.966290247,-5.229283305,0.005357364,8.831683512,1.58970303216,9.924958608,1.29024461904,7.620346586,1.06684852204,5.833790944,0.70005491328,9.5302111,1.715437998,1.594680592,0.11162764144,2.057459626,1.11102819804,3.084459084,0.43182427176,3.309143031,0.29782287279,2.985015967,0.47760255472,5.454873424,0.10909746848,2.211826079,32.61245875,5.050688769,6.071204511,2.86435351,2.128782108,5.369726735,-2.039710674,-1.46930098,-1.425400924,-0.507569795,-1.150150589,0.371667437,-3.127313272,3.261245875
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,21128.75,48795.75,1.3875,-6.775958413,-5.45187575,-7.160595561,-3.879546837,-2.847714227,-6.14957091,-5.271114006,-6.343585423,-6.681269789,-5.702430721,-4.324752602,-4.070375936,-1.875360099,0.153299754,-8.028455296,-6.505858478,-7.724188028,-4.326942634,-3.828945044,-6.46862089,-7.318787438,-6.398996655,-7.132319267,-5.912969853,-5.473515414,-5.274545986,-6.102166379,0.002238014,8.81720484,1.5870968712,9.94099948,1.2923299324,8.991510349,1.25881144886,6.420079317,0.77040951804,10.39447538,1.8710055684,2.79312986,0.1955190902,3.268508349,1.76499450846,3.206547596,0.44891666344,4.310217196,0.38791954764,1.528700556,0.24459208896,4.927520918,0.09855041836,4.541288346,25.94707768,7.56262314,5.255133649,4.457557095,1.467196492,4.236395538,-2.75144154,-1.746584667,-2.452674147,-0.0014592,-3.235977631,1.856726152,2.1884307,2.594707768
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.970588235,14967.41176,49334,1.342352941,-6.00407986,-3.950555156,-4.025899485,-4.795648441,0.038486339,-4.314646919,-4.911904911,-5.410838197,-7.049440419,-5.475187505,-3.30551273,-3.568515316,-1.590244286,0.203875802,-6.209698758,-4.557053918,-4.638268099,-5.353292547,-1.146454631,-5.737319995,-6.375125401,-6.43181909,-6.805678468,-6.178355539,-4.687554562,-5.198461087,-4.398939589,0.012290366,9.044340075,1.6279812135,10.10026443,1.3130343759,9.230708803,1.29229923242,6.316406698,0.75796880376,10.79423,1.9429614,2.927914566,0.20495401962,3.687225385,1.9911017079,3.286284429,0.46007982006,4.405429719,0.39648867471,1.935612314,0.30969797024,5.147687574,0.10295375148,4.869709723,32.36277494,7.791976625,6.567588433,5.532149688,2.712140886,6.915011514,-2.527625868,-1.951989061,-1.160897086,0.319387241,-2.626582345,2.156015903,2.063683142,3.236277494
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,17856.53333,63331.26667,1.379333333,-5.268273782,-3.636968012,-3.661769727,-4.884117449,0.354983015,-4.505876893,-4.781774863,-5.51301246,-6.82472594,-5.458076488,-3.302058595,-3.608493271,-1.601536672,0.201586507,-5.967298779,-4.062543946,-4.127847677,-5.507003052,-0.761663633,-5.617093451,-6.331953861,-6.204339014,-6.789338602,-5.724553658,-4.013900947,-5.087851299,-3.81256831,0.022091369,8.891591598,1.60048648764,9.83731019,1.2788503247,9.379061273,1.31306857822,6.072127521,0.72865530252,10.61855659,1.9113401862,2.757465086,0.19302255602,3.361895978,1.81542382812,3.27699586,0.4587794204,4.311450961,0.38803058649,2.135051911,0.34160830576,5.042660294,0.10085320588,4.889582341,58.59664427,7.641942389,5.654107241,4.870458487,1.981224492,6.530832152,-1.785207707,-1.270631385,-1.196181188,-0.434594953,-2.669060779,1.508945495,2.059935154,5.859664427
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.4857143,21546.35714,63213.71429,1.381428571,-6.489433201,-4.940243966,-5.182476139,-6.132765918,-0.571405694,-5.128138799,-5.022201917,-5.81860806,-8.834486861,-6.418058087,-4.695074593,-3.807304558,-1.834799391,0.159645525,-6.632922119,-5.82311565,-6.053944401,-7.080723498,-1.498002819,-5.835357816,-7.428015022,-6.495950929,-8.485256416,-6.489109522,-6.087972345,-5.842813701,-5.064183789,0.006319067,7.877949957,1.41803099226,8.973711651,1.16658251463,8.060247452,1.12843464328,4.981235764,0.59774829168,9.836686765,1.7706036177,1.790147026,0.12531029182,2.701628699,1.45887949746,2.544262666,0.35619677324,3.306006571,0.29754059139,0.954711851,0.15275389616,4.179697222,0.08359394444,3.771061802,17.48773645,6.76101186,5.095806814,3.800728887,0.538454557,4.515462719,-3.099841972,-2.918752529,-2.501868085,-0.779850524,-2.76133475,0.793631399,0.600801576,1.748773645
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.2071429,18073.14286,50747.71429,1.393571429,-5.430291085,-3.952057459,-4.064000833,-5.501512561,-0.719999172,-5.223776981,-4.919211024,-5.424481337,-7.982688075,-5.988608418,-3.672850707,-3.704724029,-1.68387629,0.185652935,-5.315681183,-4.333256706,-4.404334148,-6.107801331,-1.606980493,-5.77664338,-6.912548255,-6.344827653,-7.629201181,-5.940718883,-4.278145063,-5.361604508,-3.904032097,0.020160458,8.857805039,1.59440490702,10.04573357,1.3059453641,9.153028425,1.2814239795,5.921198652,0.71054383824,10.4809454,1.886570172,2.678456645,0.18749196515,3.438664975,1.8568790865,3.251209804,0.45516937256,4.17992757,0.3761934813,1.516400944,0.24262415104,4.965988544,0.09931977088,4.740794676,28.19880436,7.553803471,6.073531714,5.534285036,2.1039921,5.99133445,-2.507569205,-2.41497734,-1.690858077,-0.441431381,-4.038367316,1.655648549,1.938736822,2.819880436
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,20860.6875,54932.3125,1.32875,-6.428925055,-4.570843544,-4.627886501,-6.098690251,-1.286157889,-6.079250164,-5.045623638,-5.657109098,-7.646401538,-6.264911149,-4.439288231,-3.729180762,-1.832318161,0.160042134,-6.053290331,-4.274043273,-4.481879865,-6.45624667,-1.518318654,-6.218624881,-6.903658938,-6.746659967,-6.69108072,-6.187725235,-4.557576242,-5.728724701,-4.315370559,0.013361597,8.022446905,1.4440404429,8.995765837,1.16944955881,8.04302736,1.1260238304,4.924715992,0.59096591904,9.473344596,1.70520202728,1.652847805,0.11569934635,2.610427075,1.4096306205,2.954128274,0.41357795836,3.358582732,0.30227244588,1.441368511,0.23061896176,4.293791401,0.08587582802,3.721406838,19.1429554,6.937081515,5.313478371,4.253993518,1.326495591,5.703450311,-3.371464633,-3.270219726,-1.957181949,-0.777802492,-2.472027997,0.914953789,0.55032828,1.91429554
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,212.5266667,21094.13333,53044.6,1.298,-7.529653923,-5.511168192,-5.577224789,-6.728217674,-2.038105976,-6.080557661,-5.180751854,-5.899218653,-8.178822823,-6.106890515,-4.827493889,-3.759274008,-1.846408402,0.157802914,-8.373736911,-6.908916205,-6.441043517,-7.597760059,-3.76091267,-6.653322033,-7.254280465,-6.617419864,-7.616431018,-6.275874428,-5.764285,-5.854792942,-5.446916753,0.004309572,7.891713438,1.42050841884,8.857064488,1.15141838344,8.088748916,1.13242484824,4.760428551,0.57125142612,9.203237425,1.6565827365,1.438707339,0.10070951373,2.38539232,1.2881118528,2.380662407,0.33329273698,3.366895681,0.30302061129,1.08346852,0.1733549632,4.19960516,0.0839921032,3.831519488,19.77031081,6.878920362,5.272638003,4.5780999,1.050272768,5.6055767,-2.60813095,-2.484934254,-2.679410457,-1.760600936,-3.592859272,0.19491353,0.614220888,1.977031081
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,308.48,23650.53333,61225.33333,1.335333333,-8.241826602,-5.551388063,-6.198895638,-6.806844853,-1.606579268,-6.118718877,-5.157510165,-5.886646673,-8.892674284,-6.906264546,-5.808532112,-3.808095226,-1.89594993,0.150175611,-8.553118114,-6.214991801,-6.905250108,-7.721733566,-2.326794263,-6.530152995,-7.021365693,-6.856732463,-8.336781362,-6.685426728,-6.153213272,-5.932038371,-5.450074639,0.004295984,6.127238716,1.10290296888,7.518769206,0.97743999678,5.825658711,0.81559221954,3.115993137,0.37391917644,8.299133524,1.49384403432,0.452901808,0.03170312656,2.013225771,1.08714191634,1.19338357,0.1670736998,2.457366922,0.22116302298,-0.209336948,-0.03349391168,3.343231675,0.0668646335,2.451358359,15.96344101,5.609936104,3.419848865,1.94055527,-0.40566474,4.215715445,-4.029462625,-3.376944641,-4.109753289,-2.25475682,-3.675178857,-1.659038214,-2.5263092,1.596344101
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,466.2125,21313.25,55199.625,1.315625,-7.415631732,-5.105739823,-4.840635099,-6.26392767,-1.421380135,-5.298755131,-5.113754738,-5.816016998,-9.652523725,-6.43717325,-4.290816578,-3.696135427,-1.826973203,0.160899843,-7.712642924,-6.24289664,-5.801459707,-7.60004812,-3.632558425,-6.288077059,-7.158383992,-6.664683391,-9.871518918,-6.520852421,-5.400566842,-6.182227727,-5.270793666,0.00513953,8.531416464,1.53565496352,9.635341119,1.25259434547,8.835962638,1.23703476932,5.362788272,0.64353459264,9.809582084,1.76572477512,1.943992486,0.13607947402,2.802747479,1.51348363866,3.094370389,0.43321185446,3.791551357,0.34123962213,1.380406626,0.22086506016,4.739619553,0.09479239106,4.583713618,31.65256708,7.363228054,5.466327216,4.699036325,1.093204783,5.163337702,-3.166503631,-2.813880827,-2.287749674,-1.048475714,-2.294739322,1.333197596,1.504608835,3.165256708
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,587.28,22599.8,56713.06667,1.3,-8.482091214,-5.822413194,-5.967314904,-6.883191244,-1.792247204,-6.024959149,-5.131412832,-5.759123412,-9.123754591,-7.22703203,-5.306589139,-3.781097387,-1.869064143,0.154267967,-8.562707377,-7.245701562,-7.104416399,-8.028650402,-3.624683025,-6.452907558,-7.075696591,-6.820954761,-8.307911532,-6.68594403,-5.85255645,-5.859263926,-5.454714824,0.004276096,7.695137739,1.38512479302,8.64956598,1.1244435774,7.65879161,1.0722308254,4.248615908,0.50983390896,9.337834997,1.68081029946,1.735069451,0.12145486157,2.73086669,1.4746680126,2.938598252,0.41140375528,3.37991501,0.3041923509,1.302647951,0.20842367216,4.173409649,0.08346819298,3.93401689,18.16693615,6.493691794,4.945159703,3.749406279,0.265954548,4.712998049,-3.435333278,-2.346599731,-2.942606664,-2.041859062,-3.069004115,0.744986298,0.794982669,1.816693615
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,665.7466667,16717.46667,50758.26667,1.342,-5.429526396,-3.510912,-3.369387847,-5.062620592,-0.224557148,-4.872446471,-4.783685976,-5.258199718,-6.326178886,-5.282200548,-2.983655162,-3.468088672,-1.586117083,0.204718977,-5.36244068,-4.038601676,-3.822037874,-5.666834381,-1.109821537,-6.149704951,-6.545597924,-5.94869154,-6.088218453,-5.579864307,-3.753007776,-5.306649808,-3.810066157,0.022146714,9.435724354,1.69843038372,10.20842337,1.3270950381,9.464223941,1.32499135174,6.034450493,0.72413405916,10.42973421,1.8773521578,2.938371665,0.20568601655,3.673230413,1.98354442302,3.636101809,0.50905425326,4.538486286,0.40846376574,1.974855812,0.31597692992,5.143562534,0.10287125068,5.077631807,42.20795768,8.144448935,5.945908176,4.108421757,1.237058589,5.896247918,-3.060000218,-1.212919187,-1.458602847,-1.536546363,-2.433903929,1.502409277,1.933850815,4.220795768
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,716.1928571,16771.35714,52420.35714,1.327142857,-5.50775047,-3.592142493,-3.355219352,-5.177176496,-0.244883264,-4.990371435,-4.86504963,-5.475462626,-6.627610961,-5.461824364,-3.151843657,-3.510051238,-1.633226674,0.195298392,-5.889280521,-4.605133575,-4.313770743,-6.191513629,-1.549060712,-5.804224183,-6.390271015,-6.591459918,-6.186495475,-5.798902202,-4.540124571,-5.452219858,-4.534354997,0.010733828,8.155925053,1.46806650954,9.221894196,1.19884624548,8.487772632,1.18828816848,4.953697444,0.59444369328,9.587223632,1.72570025376,1.952189289,0.13665325023,2.890850484,1.56105926136,2.930127292,0.41021782088,3.692533639,0.33232802751,0.746351508,0.11941624128,4.242122828,0.08484245656,4.151325919,30.87167578,6.997606846,5.059672706,4.057578735,0.777972727,4.743415265,-2.725823693,-2.120727177,-2.464361851,-0.99341878,-4.095035261,0.652387381,1.050306548,3.087167578
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,744.4133333,17734.86667,51774.86667,1.346,-6.291546519,-4.015198784,-3.822239289,-5.417928138,-0.401280153,-4.895617136,-4.853329483,-5.339993895,-6.969848502,-5.85395469,-3.323972682,-3.560404811,-1.657852603,0.190547723,-7.018589339,-5.261081838,-5.005023505,-6.409670723,-1.753000722,-5.951563007,-6.564937211,-5.956030475,-6.779972536,-5.757003105,-4.711256455,-5.749078314,-4.214893385,0.014773897,9.363914692,1.68550464456,9.985728016,1.29814464208,9.249908898,1.29498724572,5.917225152,0.71006701824,10.29745501,1.8535419018,2.702956012,0.18920692084,3.470143166,1.87387730964,3.529001416,0.49406019824,4.401796275,0.39616166475,1.377161079,0.22034577264,4.869483884,0.09738967768,4.797227744,45.92488524,8.091720187,5.272342139,5.046153558,0.480812292,4.694016235,-1.917030939,-1.402250189,-1.166542202,-1.466009638,-2.579425852,1.492490972,1.749339944,4.592488524
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,772.55,15955.78571,48824.78571,1.318571429,-5.717852931,-3.862469189,-3.617791419,-5.285197994,-0.225598642,-4.725655299,-4.83923575,-5.171247118,-7.318898102,-5.325601419,-3.060912127,-3.414581698,-1.593605753,0.203191631,-6.440581991,-4.949071754,-4.614265655,-6.482596535,-1.448482552,-5.54268103,-6.621158438,-6.165091564,-6.769773536,-5.809568484,-4.49689489,-5.694096879,-4.414883085,0.012095968,8.942092764,1.60957669752,9.920404113,1.28965253469,9.177373228,1.28483225192,5.833385868,0.70000630416,10.22252481,1.8400544658,2.812249185,0.19685744295,3.647047244,1.96940551176,3.373403926,0.47227654964,4.381242691,0.39431184219,1.436702523,0.22987240368,4.881952977,0.09763905954,4.757885058,37.28461474,7.726623573,6.006044332,3.706022454,1.189600479,5.260750428,-1.913705616,-1.736275013,-3.365097659,-0.569737273,-3.835119466,1.346664713,1.612299144,3.728461474
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,799.7333333,16688.2,50340.73333,1.355333333,-6.169085593,-3.998083495,-3.857357615,-5.31726105,-0.328561139,-4.609338514,-4.83490532,-5.127445302,-6.799185546,-5.287397691,-3.192798379,-3.503456141,-1.614416603,0.199006737,-6.172938474,-4.708334895,-4.687281853,-5.905481114,-1.471897941,-5.756452342,-6.248033564,-6.431566787,-6.408295529,-5.658560362,-4.204815703,-5.227820935,-3.951905409,0.019218049,8.517737102,1.53319267836,9.43467774,1.2265081062,9.015789558,1.26221053812,5.485955434,0.65831465208,9.816596049,1.76698728882,2.320673348,0.16244713436,3.097298736,1.67254131744,3.006850549,0.42095907686,3.976829917,0.35791469253,0.665651232,0.10650419712,4.477211763,0.08954423526,4.512399004,54.6526961,7.266059412,5.853215178,5.169260086,1.63031465,5.691345564,-2.228919634,-1.342647244,-1.525487718,-0.783977692,-2.952425305,1.073784545,1.281055003,5.46526961
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,888.225,15616.08333,49393.83333,1.421666667,-5.564846049,-3.639915648,-3.485096061,-4.936991967,-0.057635314,-4.161821283,-4.697741779,-5.110524599,-6.990318035,-4.999872774,-2.923280472,-3.387508957,-1.52278147,0.218104392,-5.894465626,-4.392891664,-4.242593393,-6.187014214,-1.478593001,-5.298807465,-6.338841113,-6.455700319,-6.642967135,-6.085129234,-4.79415064,-5.092906899,-4.678832046,0.009289858,9.11719152,1.6410944736,10.17858462,1.3232160006,9.495091674,1.32931283436,6.16951745,0.740342094,10.54149945,1.897469901,2.994435049,0.20961045343,3.770902679,2.03628744666,3.635568711,0.50897961954,4.658663046,0.41927967414,1.751882215,0.2803011544,5.212316223,0.10424632446,5.0329935,54.98885363,7.924317513,5.407835655,4.930693914,1.108012127,5.462884114,-2.873895138,-0.755136806,-0.844535011,-0.039693229,-2.546691053,1.988767477,2.052781934,5.498885363
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,1.407333333,-6.12343429,-4.070137446,-3.830540474,-5.252370461,-0.341117735,-4.649433646,-4.891070709,-5.113858796,-6.356361696,-5.693694499,-3.26950258,-3.478373936,-1.634962416,0.194959698,-6.771820004,-5.126444192,-4.918778422,-6.349412864,-1.741707787,-5.997628652,-6.323409457,-5.866341956,-6.374406297,-5.885519708,-4.447061411,-5.343058836,-4.462812255,0.011529893,9.122954379,1.64213178822,9.937600629,1.29188808177,9.291105273,1.30075473822,5.928063767,0.71136765204,10.34724102,1.8625033836,2.965343021,0.20757401147,3.629941657,1.96016849478,3.452492068,0.48334888952,4.481573305,0.40334159745,0.859707192,0.13755315072,4.847407275,0.0969481455,4.911857603,40.20040958,7.884266978,3.667360639,4.872484914,1.840052223,6.240921685,-1.162762261,-0.083060327,-1.526956797,0.7484718,-2.980788746,1.007939852,1.652104047,4.020040958
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,1213.321429,15258.5,51210.85714,1.39,-5.40549375,-3.460910999,-3.18838471,-4.736287528,0.177882704,-4.214288626,-4.617308514,-4.955386557,-6.524580117,-4.960256638,-2.701272476,-3.318917071,-1.463022652,0.231535365,-5.938707622,-4.759338815,-4.141351655,-6.319831182,-1.314037996,-5.308617509,-6.41156737,-5.932798052,-6.488312735,-5.368376555,-4.169645857,-5.267637993,-3.926371822,0.019715073,9.44517553,1.7001315954,10.23486875,1.3305329375,9.330619539,1.30628673546,6.125372668,0.73504472016,10.43028235,1.877450823,2.814927955,0.19704495685,3.523013247,1.90242715338,3.498973195,0.4898562473,4.403005632,0.39627050688,2.676828838,0.42829261408,5.143535746,0.10287071492,5.011307175,52.07309242,8.14274897,6.48314978,5.169725728,1.906530061,6.335665551,-1.907184873,-1.103152189,-1.501204647,-0.400533086,-1.330480105,1.834289938,1.894424733,5.207309242
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,1.327142857,-7.149407753,-5.022340178,-4.685980407,-6.079695452,-1.016808689,-5.336825579,-5.108241918,-5.472565739,-7.960133062,-6.743625988,-4.784717086,-3.605506969,-1.813255232,0.163122271,-7.823046246,-6.931701182,-6.594399064,-7.226078644,-2.77165873,-6.478395847,-7.023507673,-7.154649903,-7.336125597,-6.564505217,-5.492595406,-5.959075877,-5.542147725,0.003918103,8.219780367,1.47956046606,8.934285307,1.16145708991,8.228561838,1.15199865732,4.965864154,0.59590369848,9.457860507,1.70241489126,1.880204691,0.13161432837,2.627542735,1.4188730769,2.675953246,0.37463345444,3.407378157,0.30666403413,2.024013822,0.32384221152,4.332700356,0.08665400712,4.655833523,21.37694093,7.088108054,5.243222905,4.081568602,1.010093239,5.048835979,-2.437599951,-1.684618654,-2.620818432,-1.161907334,-1.367272419,0.659162654,1.413807539,2.137694093
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,1.295333333,-5.876706881,-4.942950873,-4.739115345,-5.41887436,-1.030514274,-5.278485428,-5.122118775,-5.812496741,-6.805120998,-4.801220074,-5.32388865,-3.073071902,-1.736337356,0.176164448,-6.630199266,-6.255052857,-6.138145937,-6.140224039,-2.393721268,-6.09116759,-6.899379063,-6.820662466,-6.714061003,-5.307366518,-5.648856109,-4.493185692,-4.264861958,0.014053807,9.647303282,1.73651459076,8.302741166,1.07935635158,7.678524006,1.07499336084,5.847564608,0.70170775296,9.573616413,1.72325095434,0.222856428,0.01559994996,2.204322475,1.1903341365,1.433962733,0.20075478262,4.162122376,0.37459101384,3.598984665,0.5758375464,3.545300309,0.07090600618,5.825602486,27.74511597,8.453213939,3.510859709,0.835533707,0.828535031,4.435996751,-5.28117848,-2.382972277,-3.233102927,-0.016664101,-0.091661977,-0.027018524,2.689712098,2.774511597
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,1.356428571,-5.95682418,-5.417879588,-5.321894095,-5.909465142,-1.410024555,-5.615885716,-5.131860355,-5.81270303,-8.214631235,-7.188906582,-5.687776182,-3.645804101,-1.893654337,0.150520749,-7.098304254,-7.363222668,-7.23501368,-7.195368378,-4.081726955,-6.486887043,-7.381353374,-6.755593991,-7.600894453,-6.819680717,-6.280417881,-5.918886696,-5.957161818,0.002587245,7.194817601,1.29506716818,8.122765162,1.05595947106,7.186547436,1.00611664104,4.088686381,0.49064236572,8.493653853,1.52885769354,0.286994401,0.02008960807,2.468845509,1.33317657486,1.077823934,0.15089535076,2.352562689,0.21173064201,1.030678168,0.16490850688,3.870744656,0.07741489312,3.882975226,17.98223463,6.215502551,4.298897004,3.275281816,-0.303415694,3.337053552,-4.144594107,-2.543613199,-3.341104901,-2.178132976,-3.356485723,-1.21799065,-1.939168641,1.798223463
