"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.618182,21292.72727,58885,1.335454545,-6.932741311,-4.688750568,-5.223476865,-6.235937181,-0.944770898,-5.768362633,-5.145266878,-5.565617337,-7.558727626,-6.016344772,-3.694334527,-3.835094859,-1.819273747,0.162143465,-7.481028266,-6.259510854,-6.467356419,-7.720699316,-1.74720885,-6.184009033,-6.86323088,-6.753438665,-7.078346719,-6.101677615,-5.127404113,-5.781699511,-5.303711919,0.0049731,8.613418576,1.55041534368,9.236902751,1.20079735763,8.241533501,1.15381469014,5.741232396,0.68894788752,10.46805023,1.8842490414,1.997207103,0.13980449721,1.834701707,0.99073892178,3.545631594,0.49638842316,4.070828574,0.36637457166,3.046878263,0.48750052208,5.291935867,0.10583871734,3.930461055,38.5145956,7.379968719,5.767695358,4.533685358,2.136955509,6.427073877,-2.475534609,-2.607981203,-0.767573142,-0.15676116,-0.79383069,0.436121426,-0.303019634,3.85145956
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.183333,22271.58333,59847.83333,1.283333333,-6.739361103,-4.752745864,-5.31949698,-6.193994079,-1.203721185,-5.382907096,-5.209450074,-5.45400742,-8.077590171,-6.432953188,-4.022840123,-3.824361196,-1.81949858,0.162107014,-7.361682709,-6.525844852,-6.565567459,-7.615442518,-3.298362727,-6.220049864,-7.174100561,-6.734497144,-7.911504083,-6.460455062,-5.087451515,-6.562193395,-5.44111625,0.004334642,8.715690417,1.56882427506,9.411576328,1.22350492264,8.535725084,1.19500151176,5.867331599,0.70407979188,10.33571749,1.8604291482,1.633588505,0.11435119535,1.840754367,0.99400735818,3.256460414,0.45590445796,3.709240069,0.33383160621,3.167101572,0.50673625152,5.713479251,0.11426958502,4.366779997,64.63475063,7.56857875,6.76243226,3.920585367,2.286711221,7.362477408,-1.925018583,-1.601857764,-0.154160599,0.334371963,-0.034480458,1.681798576,0.355714002,6.463475063
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.063636,20921.72727,58109.63636,1.321818182,-6.775347993,-4.702920934,-5.300041407,-6.441187665,-0.984216872,-5.244105895,-5.19364133,-5.355240848,-7.899746448,-5.989676796,-3.902141676,-3.793288857,-1.781012104,0.168467554,-7.656907671,-6.54551363,-6.70193593,-7.251373923,-3.053606353,-6.55957393,-6.826117745,-6.777482535,-7.53751639,-6.333199806,-4.998385163,-5.885291653,-4.72826321,0.008841814,8.728426027,1.57111668486,9.195798025,1.19545374325,8.163203425,1.1428484795,4.748696878,0.56984362536,9.487206613,1.70769719034,1.677511669,0.11742581683,2.302538726,1.24337091204,4.495240517,0.62933367238,3.567361991,0.32106257919,3.413119579,0.54609913264,5.503675241,0.11007350482,4.022865974,29.55260302,7.526008346,5.247433764,4.059903055,0.639182988,4.865090823,-3.592886889,-2.18566458,0.217755396,-0.418208658,-0.294971212,1.584281497,-0.610934859,2.955260302
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.509091,21790,55455.72727,1.312727273,-6.939328167,-4.883096253,-5.863718054,-6.714130242,-2.039297737,-6.322704532,-5.215097829,-5.192236487,-7.863605916,-6.056461774,-3.732842447,-3.783936119,-1.860186631,0.15564358,-7.971671893,-6.665937912,-6.668816767,-7.692445728,-3.980074988,-6.874798456,-7.092989337,-6.450844763,-7.176351416,-6.222729196,-6.046438692,-6.025251001,-5.644917499,0.00353544,8.694241682,1.56496350276,9.215153206,1.19796991678,8.086090524,1.13205267336,4.661206732,0.55934480784,9.220679482,1.65972230676,1.688134413,0.11816940891,2.599417529,1.40368546566,4.582893797,0.64160513158,3.990173432,0.35911560888,3.35929625,0.5374874,5.540017775,0.1108003555,3.925360825,26.05373802,7.579980839,6.483039708,5.214055917,1.710062837,6.36105409,-1.454052781,-0.769135151,1.647012226,0.787378697,0.015208786,1.184815902,-0.209541605,2.605373802
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.691667,20826.08333,59943.75,1.424166667,-6.681025176,-4.581787595,-5.228842521,-6.279327625,-0.726829206,-5.382769439,-5.141477929,-5.239412476,-6.667365548,-5.413005101,-3.468971051,-3.778407387,-1.795382386,0.16606394,-7.59247961,-6.565598369,-6.943169088,-7.231658904,-2.645032325,-6.067598885,-6.886704997,-6.090068085,-6.362205466,-6.536292057,-4.947101122,-6.327233727,-5.333394561,0.004827654,7.830816587,1.40954698566,8.848058457,1.15024759941,7.089691493,0.99255680902,4.105321823,0.49263861876,10.41994761,1.8755905698,3.082290805,0.21576035635,2.350263076,1.26914206104,3.843638343,0.53810936802,4.912839455,0.44215555095,2.373584979,0.37977359664,4.715523879,0.09431047758,3.084519362,25.38306341,6.753767968,5.058894238,2.956078834,-0.651329446,5.031297057,-0.958944022,-2.097496875,-1.321764839,0.143615614,-1.477904102,-0.026187831,-1.478658286,2.538306341
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,-7.609164492,-4.75587419,-6.189458473,-6.777252802,-0.851740662,-5.195286978,-5.225781343,-5.065525367,-6.46402981,-6.228417064,-3.776885398,-3.918308312,-1.797122492,0.165775222,-8.039974351,-6.868164393,-7.340554466,-7.686359167,-1.971822104,-6.157765192,-6.533753377,-6.874309793,-6.569769514,-6.527799899,-5.959821029,-5.918581794,-5.579564874,0.003774207,6.67261526,1.2010707468,8.855432663,1.15120624619,5.730047577,0.80220666078,4.171706821,0.50060481852,9.857550897,1.77435916146,2.695810353,0.18870672471,2.687074452,1.45102020408,4.364829936,0.61107619104,4.551334151,0.40962007359,1.244180216,0.19906883456,4.881499171,0.09762998342,1.971438729,38.12452987,5.722944292,3.804613071,1.414892319,0.09934975,5.24858047,-1.45189079,-2.55598648,-0.46026466,0.737539704,-2.969353454,0.120552047,-1.786419041,3.812452987
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,-7.1472024,-4.585309773,-5.742439204,-6.508275665,-0.505082239,-5.451120065,-5.276081217,-5.173539883,-6.86864958,-6.607804426,-3.71974219,-3.93009282,-1.805892923,0.164327659,-7.722420289,-6.396507607,-6.410931731,-7.313755764,-1.299910932,-6.144761258,-7.126923426,-6.628510077,-6.957919838,-6.573596886,-5.378080114,-5.761649446,-5.106319385,0.00605834,8.059396543,1.45069137774,9.109415129,1.18422396677,7.205977749,1.00883688486,4.476823268,0.53721879216,9.744929053,1.75408722954,1.420161491,0.09941130437,2.614773934,1.41197792436,4.598454861,0.64378368054,4.043735561,0.36393620049,2.661153484,0.42578455744,5.413632134,0.10827264268,3.361610799,23.11355335,6.966803456,4.803223895,2.705163751,0.189053772,3.8729538,-3.962784441,-2.025001229,1.669393304,-1.969550795,-1.836047131,0.937074323,-1.526820123,2.311355335
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,-6.309949333,-4.112641096,-5.190684296,-5.508174748,0.067662193,-4.71801924,-4.984351963,-4.403945699,-5.193689794,-5.838450868,-3.203262271,-3.841229073,-1.708093129,0.181211009,-7.000441559,-5.487400941,-5.842450614,-6.055394412,-1.361876646,-6.35392497,-6.924906054,-6.131207446,-5.623665162,-6.532733458,-4.614087203,-6.082284039,-4.449203277,0.011687875,8.74297609,1.5737356962,9.341036003,1.21433468039,7.966766534,1.11534731476,5.135030543,0.61620366516,10.37597483,1.8676754694,2.340139109,0.16380973763,2.573685998,1.38979043892,4.367658786,0.61147223004,3.852023348,0.34668210132,3.22804148,0.5164866368,5.57015098,0.1114030196,3.90451319,27.05462698,7.556920238,5.156356835,3.675567896,1.823712875,6.472245594,-1.210064481,-0.797667711,1.070541608,0.8387564,-0.001780127,0.929455823,-0.285048557,2.705462698
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,-6.776121285,-4.081381567,-5.87557883,-6.189736312,-0.035197081,-4.727271752,-4.934360143,-4.088416893,-4.710013623,-8.803980778,-3.380889495,-3.960920609,-1.783829018,0.167993663,-7.47207122,-5.816986558,-6.682825678,-7.584155392,-1.10493713,-5.702453515,-6.356738106,-5.471341653,-6.344123692,-8.078256209,-5.635637348,-6.265366595,-4.939705272,0.007156707,7.190545301,1.29429815418,8.946464765,1.16304041945,6.087099171,0.85219388394,4.349004748,0.52188056976,10.6011333,1.908203994,3.468316229,0.24278213603,4.001382652,2.16074663208,5.61221993,0.7857107902,5.080842553,0.45727582977,1.483725811,0.23739612976,5.292759482,0.10585518964,2.178954588,18.2523685,6.088781549,5.463415544,2.147657216,0.367785468,5.098824867,-1.700921307,-0.913316028,-0.812384502,0.982540483,-2.215620514,0.191369088,-2.629421191,1.82523685
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.62692308,19465.15385,53638,1.333846154,-6.042435186,-4.252289728,-5.46604506,-5.522899242,-1.403197617,-5.949461085,-5.224163383,-5.631366933,-7.763190395,-5.682593103,-3.808962861,-3.85430422,-1.779584839,0.168708174,-7.505268895,-6.61585614,-6.223417026,-6.96767652,-3.216915637,-6.611457882,-6.724798113,-6.522336668,-7.287018229,-6.000570651,-5.859093781,-5.55450156,-5.421617653,0.004419991,8.602210297,1.54839785346,9.677100583,1.25802307579,7.382195751,1.03350740514,6.009887632,0.72118651584,9.594396783,1.72699142094,1.579235429,0.11054648003,1.602578362,0.86539231548,3.141132397,0.43975853558,3.742346556,0.33681119004,2.841009682,0.45456154912,5.321393532,0.10642787064,2.173783617,20.52199678,5.200012415,5.692506885,3.523713513,0.806880446,4.927351193,-2.154641391,-2.148176495,-1.820712733,-0.470781541,-0.500033777,1.066880218,-2.109303072,2.052199678
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.388461538,18793.53846,53598.84615,1.421538462,-5.854494552,-4.103251307,-5.142950886,-5.235832237,-0.998108843,-5.759536308,-5.146491386,-5.785605595,-8.217036961,-5.124952366,-3.463909368,-3.867046397,-1.710249604,0.180820653,-7.372468368,-5.737435769,-5.910332335,-6.560120332,-3.055789581,-6.775434996,-7.03405154,-6.515880566,-7.525055034,-5.770852485,-4.977925042,-5.790293794,-5.130923887,0.005911097,8.695469965,1.5651845937,9.716475843,1.26314185959,7.516422867,1.05229920138,5.904797567,0.70857570804,9.692134202,1.74458415636,1.686923564,0.11808464948,1.706065252,0.92127523608,3.362509207,0.47075128898,3.56730362,0.3210573258,3.098780376,0.49580486016,5.368217332,0.10736434664,2.209474037,28.41964251,4.672515399,4.71082809,3.3623283,1.569654519,5.035670721,-3.141390176,-2.083740119,-2.669777336,-1.037866566,-1.074607394,0.911467151,-1.819082782,2.841964251
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,19866.30769,66045.07692,1.385384615,-5.466725285,-3.913625351,-4.932115263,-5.252109288,-0.11610127,-5.178038836,-5.011371277,-5.591895448,-7.875377119,-5.408818392,-3.38656255,-3.843976767,-1.681326715,0.186126875,-6.531502963,-5.796468178,-6.602966081,-6.765752727,-2.155055772,-6.371966265,-6.674454782,-6.406471747,-7.535864186,-6.561359617,-5.314656171,-5.570389437,-4.773942167,0.008447015,8.581754247,1.54471576446,9.640835697,1.25330864061,7.513451344,1.05188318816,5.754364906,0.69052378872,9.737134272,1.75268416896,1.59409146,0.1115864022,1.589393859,0.85827268386,3.346012959,0.46844181426,3.463592763,0.31172334867,3.028282904,0.48452526464,5.256555964,0.10513111928,2.154292899,70.38997719,4.628909248,3.831692707,1.858459034,1.128992013,5.544073737,-2.828757174,-1.585465081,-1.20088832,-1.635873745,-0.883740101,-1.468877758,-2.765588036,7.038997719
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.44538462,20964.61538,65795.53846,1.410769231,-5.729392457,-4.039194902,-4.799304739,-5.416972531,-0.346330485,-5.178716426,-5.128929512,-5.738730647,-9.887256539,-5.524519905,-3.621107927,-3.71075744,-1.732828071,0.176783745,-7.322868024,-5.414305108,-5.511722532,-6.498529534,-1.80436169,-5.961752437,-7.095009975,-6.309431448,-11.88715831,-6.262115337,-5.170564674,-4.987451302,-5.074157665,0.006256354,8.55779449,1.5404030082,9.652339665,1.25480415645,7.365590483,1.03118266762,5.674702109,0.68096425308,9.749053636,1.75482965448,1.550916598,0.10856416186,1.656613191,0.89457112314,3.498825548,0.48983557672,3.321920605,0.29897285445,2.935107909,0.46961726544,5.290718129,0.10581436258,2.114765112,24.25268384,4.650759026,5.640496325,3.236654476,0.683869442,5.163686077,-2.279526419,-1.75766943,-0.529731273,-1.918127853,-1.400035139,0.254765027,-2.791510161,2.425268384
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.5192308,18354.53846,46608.69231,1.352307692,-6.207679716,-4.543643631,-5.790717776,-5.987835753,-2.035656895,-5.807857582,-5.151785948,-5.341082803,-8.768183845,-5.641749711,-3.665593518,-3.735278042,-1.733249528,0.176709254,-7.357680192,-6.220530979,-7.350969506,-7.407503718,-4.290279157,-6.538837043,-6.782518888,-6.490350013,-8.045567035,-6.072647576,-5.654569746,-5.701574499,-5.921797725,0.002680377,8.672133314,1.56098399652,9.779614483,1.27134988279,7.506452581,1.05090336134,5.764707335,0.6917648802,9.522757581,1.71409636458,1.676571218,0.11735998526,1.848672735,0.9982832769,3.523374676,0.49327245464,3.365031118,0.30285280062,3.018251035,0.4829201656,5.382675475,0.1076535095,2.364665868,28.08949975,4.403435365,4.397915507,3.171309533,1.3826807,4.778325328,-2.879808797,-1.872729909,-0.581020222,-0.68052328,-1.681229828,0.704934597,-3.513469998,2.808949975
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.4066667,17416.58333,46639,1.306666667,-5.937927729,-4.327539522,-5.168551259,-5.431303661,-1.408053419,-5.368726377,-5.02953048,-5.225861141,-9.010758516,-5.415155001,-3.350980597,-3.733868017,-1.697887119,0.183069921,-6.968214901,-6.018882972,-6.285208271,-6.679252955,-3.054380368,-6.397149249,-6.848489686,-6.194441314,-8.306567135,-6.398934164,-4.914383796,-5.591325023,-5.057649109,0.006360495,8.847485578,1.59254740404,9.960937381,1.29492185953,7.646139443,1.07045952202,5.840057265,0.7008068718,9.391556392,1.69048015056,1.5939122,0.111573854,1.855282833,1.00185272982,3.366514374,0.47131201236,3.295882216,0.29662939944,3.115057506,0.49840920096,5.662196333,0.11324392666,3.002405514,32.86456422,5.367244989,5.663251895,3.333638871,1.599530193,3.646951923,-2.741230856,-1.444260895,-1.85484195,-0.485112527,-0.554019321,1.264040317,-0.919667828,3.286456422
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.7630769,16929.84615,45918,1.362307692,-5.729296279,-4.017713444,-4.81223566,-5.252373177,-1.26116863,-6.323207332,-5.105155928,-5.510484316,-7.813308428,-5.214956665,-3.280403479,-3.720549054,-1.680975602,0.186192238,-7.215457931,-5.293489995,-5.695327952,-6.622482679,-3.564148756,-6.663621092,-7.046564026,-6.351105482,-7.313092498,-6.367171589,-5.2639272,-5.745367008,-5.504223427,0.004069548,8.676728198,1.56181107564,9.730801598,1.26500420774,7.721394469,1.08099522566,5.947813646,0.71373763752,9.559531879,1.72071573822,1.894105313,0.13258737191,2.059525932,1.11214400328,3.736965868,0.52317522152,3.608534669,0.32476812021,3.119480289,0.49911684624,5.257544626,0.10515089252,2.40705046,31.47956371,5.352491858,4.864266648,3.814359005,0.49867339,4.086861125,-2.222484855,-1.420714657,-1.39583706,-2.1360698,-0.990993656,0.054537439,-1.588354155,3.147956371
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.1045455,15819.54545,50811.90909,1.303636364,-5.126505647,-3.861135196,-4.541013255,-4.927579169,-0.241410123,-4.852432588,-5.070113914,-5.211354551,-7.678692425,-4.755513886,-3.161812792,-3.672049732,-1.573051648,0.207411269,-6.134809444,-5.853517453,-5.92510765,-6.302153951,-2.906878665,-5.888101659,-6.320860954,-6.718817755,-7.142879256,-5.181047744,-4.759880529,-5.840813751,-4.919561996,0.007302329,9.090654888,1.63631787984,10.04435899,1.3057666687,8.052169997,1.12730379958,6.372222338,0.76466668056,10.47694925,1.885850865,2.265178889,0.15856252223,2.405855349,1.29916188846,4.12140481,0.5769966734,3.869124665,0.34822121985,3.551033187,0.56816530992,5.46924393,0.1093848786,2.820544005,40.47366511,4.792969401,5.288365919,3.446999811,2.052231094,6.508355892,-2.423372911,-2.327148211,0.02905825,-0.317335187,-0.807276923,1.634181966,-1.469815441,4.047366511
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,16145.25,49209.66667,1.344166667,-4.887919902,-3.397945098,-4.14310948,-4.812895515,-0.498931551,-5.473433706,-5.070667055,-5.198759505,-7.275066005,-4.742268304,-3.055627535,-3.697009457,-1.609946879,0.199898233,-5.907679352,-4.634665881,-5.101648043,-6.497636056,-2.201976173,-5.802423801,-6.15758785,-6.426565427,-7.046471817,-6.048659549,-4.644761899,-5.090690154,-4.70687699,0.009032944,8.954971619,1.61189489142,9.893769729,1.28619006477,7.930539669,1.11027555366,6.234175897,0.74810110764,10.13940316,1.8250925688,2.084668936,0.14592682552,2.171246473,1.17247309542,3.778294898,0.52896128572,3.751626651,0.33764639859,3.401424222,0.54422787552,5.308088747,0.10616177494,2.895382255,36.81900645,5.441724733,5.226724139,3.683043927,1.380544352,5.272868209,-2.289389529,-1.554296967,-1.560844463,-1.451380535,-0.727511786,1.010403261,-2.759610063,3.681900645
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,18131,55430.91667,1.355833333,-5.849169634,-4.172321675,-4.758702376,-5.394405853,-0.507731857,-5.364120023,-5.121354522,-5.663947816,-9.279708393,-5.178627861,-3.615105585,-3.749728216,-1.710618424,0.180753975,-7.221946387,-5.976725919,-5.394387927,-6.691156606,-1.741609761,-5.995956928,-6.646819409,-6.299827669,-8.824020245,-5.772523317,-5.044200784,-5.587378136,-4.606823949,0.009983476,9.071785757,1.63292143626,10.08420686,1.3109468918,7.817060079,1.09438841106,6.235923405,0.7483108086,10.32049446,1.8576890028,2.16589615,0.1516127305,2.194981317,1.18528991118,3.547831849,0.49669645886,3.790441487,0.34113973383,3.421628124,0.54746049984,5.54563685,0.110912737,2.540764328,41.3738341,5.398779652,5.255893125,3.894986738,0.809772667,5.576062202,-2.649995061,-1.420647677,-1.077541043,-0.674966757,-0.205215939,0.072966096,-1.825388954,4.13738341
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,20091.08333,59727.91667,1.35,-5.93740918,-4.241201383,-5.145439071,-5.520953366,-0.699574618,-5.402938675,-5.080637079,-5.303652858,-8.584209877,-5.467287035,-3.82576271,-3.826860374,-1.726359793,0.177930938,-6.975206648,-5.80882821,-6.231778728,-6.933256756,-2.488109638,-6.30402739,-7.351594713,-6.539373912,-7.915134123,-5.971671853,-5.726681609,-5.696864507,-5.400147415,0.004515915,8.794579507,1.58302431126,9.897558615,1.28668261995,7.819365385,1.0947111539,6.053608183,0.72643298196,10.20988016,1.8377784288,1.832878565,0.12830149955,2.157736269,1.16517758526,3.710879292,0.51952310088,3.644455756,0.32800101804,3.130480523,0.50087688368,5.383530695,0.1076706139,2.759371122,26.73751232,4.926573386,4.183725804,3.003474168,1.930864146,5.735738237,-2.33403669,-1.365628746,-1.388587216,-0.568672343,-1.845753346,0.300324708,-1.591156844,2.673751232
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,17799.33333,47476.58333,1.316666667,-6.066924486,-4.295017884,-5.1992625,-5.570618478,-1.502720176,-6.040291188,-5.202415331,-5.644619791,-8.349735323,-5.509533018,-3.574952033,-3.795036338,-1.721034797,0.178880947,-7.518110462,-6.753570902,-6.519798724,-7.174046144,-4.248202132,-6.727954253,-6.905895427,-6.236004663,-7.721711752,-6.237552506,-5.523743716,-5.668269045,-5.131623536,0.005906962,8.437932435,1.5188278383,9.709882015,1.26228466195,7.362477515,1.0307468521,5.654086123,0.67849033476,9.537698126,1.71678566268,1.770143213,0.12391002491,2.406559113,1.29954192102,3.326925124,0.46576951736,3.421800237,0.30796202133,2.845797652,0.45532762432,5.296209978,0.10592419956,2.295121505,24.29736534,4.811088372,4.328183039,2.747256993,1.356400637,5.457256469,-3.528174154,-1.09335424,-1.023602845,-1.288730465,-2.047054603,0.455317458,-2.196719995,2.429736534
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.6341667,17684.75,46879.25,1.333333333,-6.206365267,-4.431196438,-5.372674177,-5.671492326,-1.62460802,-5.196507966,-5.089285129,-5.317282883,-7.545229387,-5.530226619,-3.443504525,-3.71785873,-1.696619273,0.183302172,-7.526299646,-6.351651975,-6.852459409,-7.36101073,-3.671649207,-6.516440924,-6.577288809,-6.861792972,-7.19407425,-6.175585722,-5.295189526,-5.477713234,-4.87009738,0.007672618,8.136102364,1.46449842552,9.28021534,1.2064279942,7.057292703,0.98802097842,5.36158074,0.6433896888,9.212045853,1.65816825354,1.420675873,0.09944731111,1.672148342,0.90296010468,2.7727866,0.388190124,3.065744519,0.27591700671,2.539471903,0.40631550448,4.781229054,0.09562458108,1.84026551,31.01118031,4.243881986,2.708932297,2.411300521,0.310123451,4.876902804,-2.945477411,-2.767507398,-1.737073406,-1.324314288,-4.105919089,-0.440127271,-3.843714335,3.101118031
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.5458333,17870.5,47524.66667,1.284166667,-6.120507615,-4.351064729,-5.138506534,-5.630383197,-1.419474518,-5.396155615,-5.067214527,-5.517259818,-8.005866817,-5.715701386,-3.591287859,-3.874605199,-1.71293126,0.180336404,-7.511024851,-6.606298076,-6.376472561,-7.102594616,-3.722724239,-6.237074927,-6.864778837,-6.569890024,-7.294647747,-5.923607901,-5.295133906,-5.889682076,-4.794832855,0.008272381,8.501374549,1.53024741882,9.724260316,1.26415384108,7.555680378,1.05779525292,5.764641422,0.69175697064,9.805126815,1.7649228267,1.624492726,0.11371449082,2.110585019,1.13971591026,3.588540476,0.50239566664,3.535361411,0.31818252699,2.786047529,0.44576760464,5.285015152,0.10570030304,2.344950841,19.89352741,5.001461194,5.196051171,3.165621572,1.724785045,5.492626242,-2.381840964,-1.901258323,-1.984213736,-1.824831361,-0.986213536,-0.033504921,-3.201827895,1.989352741
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,17555.45455,46970.45455,1.427272727,-6.385467561,-4.492832317,-5.398034988,-5.537742109,-1.323596509,-5.966249958,-5.077379715,-5.528416148,-8.937599276,-5.222504205,-3.467081508,-3.81512261,-1.72435629,0.17828778,-7.313570596,-5.80129841,-6.217354001,-6.600317323,-3.008214694,-6.616837168,-6.851035527,-6.640293687,-8.2278358,-6.068841471,-5.518966974,-5.897995331,-5.38546576,0.004582705,8.892032277,1.60056580986,9.914590272,1.28889673536,7.775867839,1.08862149746,6.094906848,0.73138882176,9.838205154,1.77087692772,1.886447702,0.13205133914,2.361469979,1.27519378866,3.568596977,0.49960357678,3.629221599,0.32662994391,3.25539831,0.5208637296,5.396165899,0.10792331798,2.379054438,30.85010838,5.81941896,5.309420086,3.646931832,2.259844884,5.390038717,-2.19992869,-1.112298095,-0.617862874,-0.169472721,-0.302452882,1.105806453,-1.979255667,3.085010838
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.3633333,17671.83333,46547.66667,1.275833333,-6.498081188,-4.521886979,-5.497821779,-5.831827826,-1.637023177,-5.686954007,-5.088603631,-5.289296385,-8.367507816,-5.58030347,-3.465691112,-3.766305259,-1.703698353,0.182009144,-7.807052241,-6.300220292,-6.21328776,-7.244366174,-3.413027162,-6.390611766,-6.912703385,-6.541724872,-7.371936139,-6.287342231,-5.188119512,-5.471710793,-5.631594927,0.003582856,8.597051967,1.54746935406,9.784165178,1.27194147314,7.546639959,1.05652959426,5.800863946,0.69610367352,9.544833366,1.71807000588,1.831881403,0.12823169821,2.14834006,1.1601036324,3.566877169,0.49936280366,3.625131185,0.32626180665,2.997964152,0.47967426432,5.355210624,0.10710421248,2.434227239,27.0545809,5.049672075,5.34450943,3.256280513,0.374713208,4.341826179,-4.200405123,-2.134746628,-0.916075385,-1.426326105,-0.566929322,-1.21607242,-2.432307714,2.70545809
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.5218182,15943.90909,51358.63636,1.349090909,-4.933620923,-3.361426623,-3.984591158,-4.439843413,-0.196912141,-5.12772595,-5.062149673,-5.272147798,-7.723328341,-4.696855399,-2.842429818,-3.726401742,-1.540044927,0.21437147,-6.79947977,-5.437127114,-5.729462995,-6.822974166,-2.672787137,-6.146321739,-6.587699641,-6.289894859,-7.15978678,-5.924332165,-5.366205733,-5.325460631,-4.705334099,0.009046891,9.098897174,1.63780149132,10.17998656,1.3233982528,8.106568458,1.13491958412,6.483244544,0.77798934528,10.27957975,1.850324355,2.400470137,0.16803290959,2.496801246,1.34827267284,3.894930065,0.5452902091,3.98443932,0.3585995388,3.584993381,0.57359894096,5.542757243,0.11085514486,2.926745618,43.90873382,4.71687054,4.060688639,2.921579777,1.447291442,5.905521282,-2.288081658,-1.082327344,-0.896569699,-0.305920126,-0.683704569,-0.201847226,-2.258243064,4.390873382
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.2869231,17513.23077,53067,1.379230769,-5.346213247,-3.679042099,-4.484972841,-4.950612353,-0.520166241,-5.476962327,-5.038541569,-5.222930025,-7.506127593,-4.893107217,-3.072351178,-3.69292447,-1.608028939,0.200281993,-6.43143197,-5.32109779,-5.419566101,-6.72347617,-2.117095611,-5.932358055,-6.735832688,-6.283306315,-6.824330332,-5.948791789,-4.626528171,-4.977623814,-4.90635373,0.007399419,9.102394195,1.6384309551,10.19120248,1.3248563224,7.961230776,1.11457230864,6.341766178,0.76101194136,10.02251498,1.8040526964,2.21204748,0.1548433236,2.056777605,1.1106599067,3.682873316,0.51560226424,3.788013543,0.34092121887,3.494365261,0.55909844176,5.535861871,0.11071723742,2.70507422,51.53906898,5.205259802,6.049766314,3.874854383,2.121858393,4.308682171,-3.387374983,-1.764491039,-0.92229687,-1.217634211,-0.468951039,1.087695434,-1.528532411,5.153906898
