"Location","Site","Section","sample","min_depth","max_depth","depth","SH20_age","kcps","cps","MSE","K","K_sd","Ca","Ca_sd","Ti","Ti_sd","Mn","Mn_sd","Fe","Fe_sd","Co","Co_sd","Ni","Ni_sd","Cu","Cu_sd","Zn","Zn_sd","Rb","Rb_sd","Sr","Sr_sd","Zr","Zr_sd","Mo_inc","Mo_coh","coh_inc","Mo_inc_sd","Mo_coh_sd","coh_inc_sd","K_ICP","K_ICP_sd","Ca_ICP","Ca_ICP_sd","Ti_ICP","Ti_ICP_sd","Mn_ICP","Mn_ICP_sd","Fe_ICP","Fe_ICP_sd","Co_ICP","Co_ICP_sd","Ni_ICP","Ni_ICP_sd","Cu_ICP","Cu_ICP_sd","Zn_ICP","Zn_ICP_sd","Rb_ICP","Rb_ICP_sd","Sr_ICP","Sr_ICP_sd","Zr_ICP","Zr_ICP_sd","dry_mass_pc","K_ICP_sd_FDV2023","Ca_ICP_sd_FDV2023","Ti_ICP_sd_FDV2023","Mn_ICP_sd_FDV2023","Fe_ICP_sd_FDV2023","Co_ICP_sd_FDV2023","Ni_ICP_sd_FDV2023","Cu_ICP_sd_FDV2023","Zn_ICP_sd_FDV2023","Rb_ICP_sd_FDV2023","Sr_ICP_sd_FDV2023","Zr_ICP_sd_FDV2023","dry_mass_err"
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,1.407333333,54.26666667,5.426666667,416.1333333,41.61333333,529.4666667,52.94666667,127.4666667,12.74666667,17317.93333,1731.793333,233.3333333,23.33333333,185.4,18.54,146.3333333,14.63333333,42.13333333,4.213333333,81.33333333,8.133333333,924.0666667,92.40666667,761,76.1,24853.13333,4822.2,0.194959698,2421.379857,265.281037,0.011529893,9163.233327,1649.38199886,20694.032,2690.22416,10841.15992,1517.7623888,375.4268958,45.051227496,31170.92403,5610.7663254,19.40135717,1.3580950019,37.71061641,20.3637328614,31.57899132,4.4210587848,88.37360202,7.9536241818,2.362468842,0.37799501472,127.4096231,2.548192462,135.8916128,6.79458064,40.20040958,2655.178009,39.14844249,130.6451559,6.296867091,513.3314228,0.312621445,0.920295627,0.217195633,2.113767288,0.050752787,2.739950494,5.21794709,4.020040958
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,1213.321429,15258.5,51210.85714,1.39,84.07142857,8.407142857,590.7857143,59.07857143,774,77.4,163.9285714,16.39285714,22231.78571,2223.178571,275.5714286,27.55714286,184.6428571,18.46428571,131.2857143,13.12857143,27.42857143,2.742857143,129.3571429,12.93571429,1241.357143,124.1357143,677.0714286,67.70714286,18871.42857,4335.5,0.231535365,2082.372896,231.4963864,0.019715073,12647.00276,2276.4604968,27857.81305,3621.5156965,11278.11655,1578.936317,457.3151082,54.877812984,33869.91213,6096.5841834,16.69197316,1.1684381212,33.88638281,18.2986467174,33.08146631,4.6314052834,81.69604829,7.3526443461,14.53891486,2.3262263776,171.3204442,3.426408884,150.100816,7.5050408,52.07309242,3438.356828,654.0277488,175.8665955,6.7296966,564.3448783,0.148497839,0.331823463,0.222861529,0.669962803,0.264350315,6.260687092,6.648722512,5.207309242
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,1.327142857,27.28571429,2.728571429,227.5714286,22.75714286,318.2857143,31.82857143,79,7.9,12460.35714,1246.035714,165.5,16.55,209.2142857,20.92142857,144.8571429,14.48571429,10.5,1.05,39,3.9,286.2857143,28.62857143,939.5714286,93.95714286,34586.57143,5638.642857,0.163122271,1183.50605,130.2628155,0.003918103,3713.686646,668.46359628,7587.711479,986.40249227,3746.441884,524.50186376,143.4324445,17.21189334,12808.45152,2305.5212736,6.554846441,0.45883925087,13.83972022,7.4734489188,14.52619027,2.0336666378,30.18599746,2.7167397714,7.56864323,1.2109829168,76.14964032,1.5229928064,105.1968675,5.259843375,21.37694093,1197.639786,189.2791492,59.23831837,2.745857023,155.8409567,0.087370293,0.185515164,0.072743303,0.312888828,0.254801003,1.933172921,4.11158064,2.137694093
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,1.295333333,83,8.3,217.8666667,21.78666667,268.3333333,26.83333333,131.0666667,13.10666667,10805.73333,1080.573333,153.4,15.34,183.8666667,18.38666667,91.33333333,9.133333333,31.6,3.16,239.9333333,23.99333333,145.8666667,14.58666667,1402.333333,140.2333333,31054.26667,5426,0.176164448,3604.98499,249.476595,0.014053807,15479.98661,2786.3975898,4034.917626,524.53929138,2161.427163,302.59980282,346.3897576,41.566770912,14380.32761,2588.4589698,1.249641147,0.08747488029,9.064108327,4.89461849658,4.195291116,0.58734075624,64.2076509,5.778688581,36.56109383,5.8497750128,34.6500895,0.69300179,338.8652331,16.943261655,27.74511597,4690.122304,33.47703592,2.306044471,2.28996156,84.43624491,0.005086433,0.0922759,0.039434945,0.983473977,0.912413514,0.973343211,14.72743525,2.774511597
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,1.356428571,105.5,10.55,181,18.1,199.2857143,19.92857143,110.7142857,11.07142857,9963,996.3,148.3571429,14.83571429,241,24.1,122.1428571,12.21428571,9.928571429,0.9928571429,29.42857143,2.942857143,138.4285714,13.84285714,1065.071429,106.5071429,40818.78571,6144.214286,0.150520749,454.0540765,133.0275729,0.002587245,1332.507255,239.8513059,3370.327372,438.14255836,1321.532644,185.01457016,59.66146775,7.15937613,4883.677754,879.06199572,1.332416753,0.09326917271,11.80880582,6.3767551428,2.938278701,0.41135901814,10.51247544,0.9461227896,2.802966071,0.44847457136,47.97809994,0.9595619988,48.56850259,2.4284251295,17.98223463,500.4474263,73.61854793,26.45067866,0.738292129,28.13610288,0.015849868,0.078581954,0.035397825,0.113252779,0.034857543,0.295823984,0.143823469,1.798223463
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,1.326666667,14.06666667,1.406666667,157.6666667,15.76666667,87.2,8.72,46.73333333,4.673333333,5039.933333,503.9933333,94.93333333,9.493333333,232.8666667,23.28666667,114.8,11.48,0.181818182,0.0181818182,26.6,2.66,63.06666667,6.306666667,906.7333333,90.67333333,42678,6341.6,0.148592771,515.9241362,166.7310923,0.003488414,442.9078563,79.723414134,5249.86072,682.4818936,498.7916112,69.830825568,76.30468085,9.156561702,8920.913751,1605.76447518,3.179077437,0.22253542059,9.288903341,5.01600780414,5.504167322,0.77058342508,11.403039,1.02627351,1.221309035,0.1954094456,70.88337203,1.4176674406,20.51940777,1.0259703885,13.12565828,296.6069678,175.8882384,15.46904819,2.226362168,261.941093,0.038353696,0.036993918,0.043984322,0.023987942,0.010561385,0.693696694,0.615202156,1.312565828
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,3452.746667,23417.13333,58329,1.412,15.33333333,1.533333333,162.4666667,16.24666667,75.8,7.58,44.66666667,4.466666667,5143.2,514.32,40.4,4.04,237.2666667,23.72666667,101.6,10.16,0.181818182,0.0181818182,44.73333333,4.473333333,125.4,12.54,917.6666667,91.76666667,43233.86667,6307.533333,0.145892131,483.1422249,133.5439289,0.00256107,323.9790116,58.316222088,3883.986282,504.91821666,291.56336,40.8188704,55.46225053,6.6554700636,6816.274673,1226.92944114,2.133265234,0.14932856638,4.959823644,2.67830476776,4.052348853,0.56732883942,8.987606637,0.80888459733,0.934094849,0.14945517584,56.90823166,1.1381646332,13.72149586,0.686074793,12.56793451,259.1559924,72.63749019,2.633210049,1.39598335,92.89896956,0.03359726,0.076279173,0.080249406,0.174366221,0.015066063,0.823351056,0.490283027,1.256793451
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,1.295714286,16.21428571,1.621428571,142.8571429,14.28571429,70.07142857,7.007142857,42.07142857,4.207142857,4582.571429,458.2571429,56.5,5.65,207.4285714,20.74285714,95.35714286,9.535714286,1.214285714,0.1214285714,28.78571429,2.878571429,88.64285714,8.864285714,881.2857143,88.12857143,40754.64286,6081.428571,0.149229965,598.7366966,145.133209,0.003312639,487.3846201,87.729231618,3407.375544,442.95882072,755.0023464,105.700328496,56.20523213,6.7446278556,5710.94941,1027.9708938,1.579837083,0.11058859581,3.437486028,1.85624245512,4.450254187,0.62303558618,9.510397791,0.85593580119,1.203244441,0.19251911056,52.38105472,1.0476210944,16.75001654,0.837500827,13.46785804,303.2847,62.86312354,16.03135126,1.1653151,95.31310828,0.025874662,0.007161326,0.056354536,0.055405562,0.007084839,0.990931332,0.321749848,1.346785804
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,1.344666667,18,1.8,156.6,15.66,90.26666667,9.026666667,36.26666667,3.626666667,4491.666667,449.1666667,88.86666667,8.886666667,231.7333333,23.17333333,118,11.8,13.13333333,1.313333333,27.4,2.74,68.26666667,6.826666667,957.0666667,95.70666667,42424.2,6334.133333,0.149304916,564.2894647,143.6343904,0.002732735,196.5150343,35.372706174,2189.505993,284.63577909,223.979161,31.35708254,29.73641755,3.568370106,3225.774563,580.63942134,0.923007687,0.06461053809,2.13136205,1.150935507,2.622442469,0.36714194566,5.963937738,0.53675439642,0.700899472,0.11214391552,36.49555291,0.7299110582,8.929101824,0.4464550912,12.25687847,191.5053837,32.85207386,4.416598968,0.524097846,68.32973981,0.017314455,0.036233417,0.027138847,0.025577129,0.003215039,0.116935077,0.094618257,1.225687847
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,1.338,6.8,0.68,130.8,13.08,37.13333333,3.713333333,25.26666667,2.526666667,3302.533333,330.2533333,102.6,10.26,217.7333333,21.77333333,117.3333333,11.73333333,0.181818182,0.0181818182,38.93333333,3.893333333,54.86666667,5.486666667,993.4666667,99.34666667,43221.4,6328.066667,0.146391761,818.434551,201.1241502,0.002854314,299.9494325,53.99089785,3711.15207,482.4497691,334.2205693,46.790879702,46.8799998,5.625599976,4542.425909,817.63666362,1.049747683,0.07348233781,2.791826174,1.50758613396,5.41452311,0.7580332354,10.45252365,0.9407271285,1.072921849,0.17166749584,65.73504848,1.3147009696,14.23345251,0.7116726255,13.92959389,205.5788987,106.3870844,6.961726331,0.996486006,37.35777084,0.004983547,0.030081004,0.007968769,0.130952766,0.004038338,0.581975022,0.170296554,1.392959389
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,1.32,6.846153846,0.6846153846,167,16.7,33.84615385,3.384615385,28.30769231,2.830769231,3430.076923,343.0076923,98,9.8,228.3846154,22.83846154,120.5384615,12.05384615,0.181818182,0.0181818182,19.38461538,1.938461538,43.30769231,4.330769231,967.2307692,96.72307692,44027.92308,6353.230769,0.14429771,474.9455164,135.3570303,0.002510634,167.7999201,30.203985618,4217.700826,548.30110738,237.3718165,33.23205431,46.78120576,5.6137446912,4414.084703,794.53524654,1.050225297,0.07351577079,2.843511196,1.53549604584,4.038560617,0.56539848638,9.118797628,0.82069178652,0.714706415,0.1143530264,78.06690295,1.561338059,10.592352,0.5296176,12.11978687,206.6572639,50.2785658,2.315375042,0.804152565,51.03978495,0.014156455,0.045295099,0.060109751,0.147479116,0.006330412,0.162916633,0.163054645,1.211978687
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,1.306666667,12,1.2,128.75,12.875,38.75,3.875,30.08333333,3.008333333,3587.416667,358.7416667,70.91666667,7.091666667,215.4166667,21.54166667,122.5833333,12.25833333,0.181818182,0.0181818182,13.25,1.325,161.9166667,16.19166667,988.9166667,98.89166667,41852.16667,6051.583333,0.144591799,374.7321063,175.8291828,0.00390588,335.8691783,60.456452094,4013.123051,521.70599663,393.3367813,55.067149382,45.78783303,5.4945399636,3780.979575,680.5763235,0.930570105,0.06513990735,3.315937291,1.79060613714,3.510172288,0.49142412032,11.7594545,1.058350905,1.060803729,0.16972859664,78.12846424,1.5625692848,16.12570153,0.8062850765,13.01429456,217.6595685,37.50970772,9.38595087,0.73313968,30.53025131,0.010595202,0.04688002,0.029526189,0.04012809,0.017051544,0.573784212,0.219705011,1.301429456
"Kerguelen","KER1","CAT1-S1-1D",108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,1.440769231,13.15384615,1.315384615,162.4615385,16.24615385,56.07692308,5.607692308,22.23076923,2.223076923,3247.538462,324.7538462,85.92307692,8.592307692,208.3076923,20.83076923,120.0769231,12.00769231,0.384615385,0.0384615385,3,0.3,74.30769231,7.430769231,928.6153846,92.86153846,41812.07692,6176.846154,0.147728606,1023.087685,197.2582259,0.003058425,238.5346084,42.936229512,3486.528107,453.24865391,386.7326744,54.142574416,38.5256522,4.623078264,3167.607313,570.16931634,0.814471895,0.05701303265,3.032224277,1.63740110958,3.038249121,0.42535487694,5.798802064,0.52189218576,0.994535425,0.159125668,70.05573441,1.4011146882,13.26053158,0.663026579,11.60860149,206.9599076,93.38353963,7.70046112,0.466129212,47.14163657,0.00909909,0.012421038,0.01986838,0.133579217,0.022361288,0.531498179,0.190513613,1.160860149
"Kerguelen","KER1","CAT1-S1-1D",110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,1.287692308,10.92307692,1.092307692,140.4615385,14.04615385,52.53846154,5.253846154,31.30769231,3.130769231,3051,305.1,85.84615385,8.584615385,227.8461538,22.78461538,97.46153846,9.746153846,5.538461538,0.5538461538,30.23076923,3.023076923,81.69230769,8.169230769,936.4615385,93.64615385,42000.53846,6175.846154,0.147029775,323.2851206,176.9900403,0.003540928,35.89186233,6.4605352194,2595.371312,337.39827056,218.0937453,30.533124342,28.24261491,3.3891137892,2284.889729,411.28015122,0.611487721,0.04280414047,2.520712809,1.36118491686,2.972262265,0.4161167171,4.641441298,0.41772971682,0.562762357,0.09004197712,53.9478412,1.078956824,10.56346884,0.528173442,12.0714856,186.0023139,19.60075045,1.218257687,0.206348674,28.98397658,0.006965903,0.046532686,0.023071922,0.066323119,0.014474014,0.881024174,0.243980703,1.20714856
"Kerguelen","KER1","CAT1-S1-1D",114,143.4,144.6,144,4936.930769,22964,55507.53846,1.303076923,6.153846154,0.6153846154,146.6153846,14.66153846,55.92307692,5.592307692,25.15384615,2.515384615,2559.615385,255.9615385,73.53846154,7.353846154,219.1538462,21.91538462,106.6153846,10.66153846,2.230769231,0.2230769231,20.23076923,2.023076923,113.3846154,11.33846154,955.7692308,95.57692308,43080.07692,6317,0.146626676,599.1299889,193.8620644,0.003704556,157.0594404,28.270699272,3949.674648,513.45770424,441.6354183,61.828958562,41.11180496,4.9334165952,3412.493629,614.24885322,0.910381859,0.06372673013,5.705617692,3.08103355368,5.962629521,0.83476813294,6.264222559,0.56378003031,0.765652204,0.12250435264,79.92720242,1.5985440484,23.41796688,1.170898344,10.34845519,200.016727,42.83076251,3.726801625,0.161053209,30.7799401,0.006646955,0.048933219,0.022947646,0.084999184,0.002890113,1.001958291,0.204597872,1.034845519
"Kerguelen","KER1","CAT1-S1-1D",117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,1.346666667,22.58333333,2.258333333,199.5,19.95,205.75,20.575,63.08333333,6.308333333,3836.666667,383.6666667,47.16666667,4.716666667,228.4166667,22.84166667,85.16666667,8.516666667,5,0.5,80.5,8.05,345.6666667,34.56666667,954.75,95.475,40863.08333,6265,0.153631201,2470.866151,212.3089516,0.006694886,7255.583194,1306.00497492,5683.67778,738.8781114,2787.737038,390.28318532,103.2608758,12.391305096,4977.113764,895.88047752,1.191415297,0.08339907079,6.225778674,3.36192048396,7.391036368,1.03474509152,28.72260097,2.5850340873,10.74847022,1.7197552352,109.6646554,2.193293108,97.07584026,4.853792013,15.67137024,2014.293918,65.29379887,26.53025849,1.199696853,41.06758826,0.020650204,0.034384999,0.048550012,0.157111928,0.148107154,2.228401166,1.090708744,1.567137024
"Kerguelen","KER1","CAT1-S1-1D",119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,1.3725,13.33333333,1.333333333,161.8333333,16.18333333,86.5,8.65,29.58333333,2.958333333,2368.333333,236.8333333,52.41666667,5.241666667,209.5833333,20.95833333,93,9.3,3.333333333,0.3333333333,24.33333333,2.433333333,92.91666667,9.291666667,906.5833333,90.65833333,43054.33333,6227.083333,0.144629065,589.7309607,134.6068068,0.002135395,293.8266765,52.88880177,3599.827864,467.97762232,435.4794317,60.967120438,33.50696137,4.0208353644,2637.046993,474.66845874,0.767742407,0.05374196849,6.625024494,3.57751322676,5.924549608,0.82943694512,21.92880594,1.9735925346,0.706861739,0.11309787824,74.39152898,1.4878305796,23.61796449,1.1808982245,10.15673365,214.5612668,77.24643191,8.232842168,0.982277396,44.32058868,0.008962163,0.06070631,0.069898106,0.771044273,0.012775555,0.715396099,0.250319871,1.015673365
"Kerguelen","KER1","CAT1-S1-1D",123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,1.347692308,4.384615385,0.4384615385,140.8461538,14.08461538,43.69230769,4.369230769,38.15384615,3.815384615,2061.846154,206.1846154,31.61538462,3.161538462,241.4615385,24.14615385,87.15384615,8.715384615,6.615384615,0.6615384615,9.538461538,0.9538461538,152.2307692,15.22307692,894.6923077,89.46923077,43283.84615,6268.076923,0.144808217,772.2085045,182.3039868,0.003093697,199.7601332,35.956823976,4640.523522,603.26805786,337.7373781,47.283232934,41.49307617,4.9791691404,3560.842802,640.95170436,1.008260928,0.07057826496,7.365820821,3.97754324334,6.211413657,0.86959791198,9.708856297,0.87379706673,0.749489114,0.11991825824,89.12411225,1.782482245,16.00076454,0.800038227,11.97580925,247.9286391,108.2639191,5.496537482,0.629608913,36.86802119,0.010698193,0.096946552,0.115546166,0.229171541,0.014813114,2.309353539,0.483891328,1.197580925
"Kerguelen","KER1","CAT1-S1-1D",124,158,159.2,158.6,5499.669231,23511.76923,56021.46154,1.395384615,6,0.6,131.6153846,13.16153846,37.07692308,3.707692308,34.84615385,3.484615385,1867.307692,186.7307692,33.23076923,3.323076923,229.5384615,22.95384615,79,7.9,0.181818182,0.0181818182,44.07692308,4.407692308,113,11.3,940.5384615,94.05384615,44059,6357.769231,0.144329003,822.2367867,155.3620255,0.003683225,973.6824666,175.262843988,3761.690452,489.01975876,439.2617094,61.496639316,42.17796203,5.0613554436,2748.553456,494.73962208,0.858721787,0.06011052509,5.849088818,3.15850796172,4.744298227,0.66420175178,10.21776865,0.9195991785,1.919467031,0.30711472496,71.42068742,1.4284137484,20.00078753,1.0000393765,13.98620881,485.0193541,131.9789472,15.50786053,1.220525248,47.53207477,0.01258998,0.061291396,0.014952396,0.164653492,0.062970521,0.41484736,0.121375429,1.398620881
"Kerguelen","KER1","CAT1-S1-1E",132,161.5,162.7,162.1,5646.269231,23811.38462,56569.61538,1.366923077,13.07692308,1.307692308,141.0769231,14.10769231,35.15384615,3.515384615,25.46153846,2.546153846,1542.461538,154.2461538,43.15384615,4.315384615,228.2307692,22.82307692,87.30769231,8.730769231,0.181818182,0.0181818182,39.07692308,3.907692308,101.4615385,10.14615385,953.2307692,95.32307692,45075.92308,6574.307692,0.145862529,524.9314974,124.4450244,0.002957996,4674.018055,841.3232499,15500.47502,2015.0617526,4823.395579,675.27538106,275.8213156,33.098557872,24110.30848,4339.8555264,9.64091711,0.6748641977,25.33147037,13.6789939998,19.09702535,2.673583549,53.70010907,4.8330098163,6.739390951,1.07830255216,139.1876948,2.783753896,82.65655708,4.132827854,19.24399494,1417.904442,273.6253169,68.52333173,3.694081689,256.7032264,0.055564368,0.02901097,0.049455498,0.379025561,0.214985846,0.806932965,2.8164492,1.924399494
"Kerguelen","KER1","CAT1-S1-1E",137,168.8,170,169.4,5947.946154,23243.15385,57024.69231,1.373846154,35.30769231,3.530769231,158.2307692,15.82307692,109.6923077,10.96923077,56.76923077,5.676923077,4515.153846,451.5153846,46.07692308,4.607692308,210.0769231,21.00769231,89.92307692,8.992307692,0.181818182,0.0181818182,42.53846154,4.253846154,129.9230769,12.99230769,1001.153846,100.1153846,42551.15385,6192.692308,0.14554695,1092.790758,214.155078,0.003903024,214.2359607,38.562472926,3865.367321,502.49775173,314.2119789,43.989677046,40.30371929,4.8364463148,2886.473191,519.56517438,0.797101318,0.05579709226,3.074840014,1.66041360756,4.308979567,0.60325713938,10.03284659,0.9029561931,0.841708562,0.13467336992,71.47093889,1.4294187778,15.55587576,0.777793788,11.79816971,203.8744744,43.25747431,7.44344845,0.993577198,40.65829501,0.013543108,0.026459833,0.029165588,0.050604346,0.011120136,0.862385743,0.211942031,1.179816971
"Kerguelen","KER1","CAT1-S1-1E",144,179,180.2,179.6,6370.753846,22715.76923,55020.92308,1.346923077,14,1.4,177.3846154,17.73846154,89.15384615,8.915384615,52.84615385,5.284615385,2592.230769,259.2230769,54.46153846,5.446153846,221.4615385,22.14615385,97.53846154,9.753846154,0.181818182,0.0181818182,34.15384615,3.415384615,150,15,977.9230769,97.79230769,42318.38462,6246.384615,0.147650223,976.5482185,143.4750492,0.003789667,4531.40776,815.6533968,3481.392137,452.58097781,904.1879244,126.586309416,84.65981172,10.1591774064,3168.819664,570.38753952,0.546046302,0.03822324114,3.299582559,1.78177458186,5.064349607,0.70900894498,18.29158675,1.6462428075,7.805442382,1.24887078112,46.22785062,0.9245570124,83.4623728,4.17311864,14.89672027,1385.451254,66.26631024,6.44341763,0.742198205,35.87297563,0.003678018,0.042987824,0.031713711,0.257119006,0.168696462,0.727736984,2.659299806,1.489672027
"Kerguelen","KER1","CAT1-S1-1E",145,180.4,181.6,181,6433.538462,18555.69231,44574.53846,1.393846154,60.53846154,6.053846154,203.3076923,20.33076923,196,19.6,79.07692308,7.907692308,3589.307692,358.9307692,59.30769231,5.930769231,189.6923077,18.96923077,104.0769231,10.40769231,9.076923077,0.9076923077,169.5384615,16.95384615,352.4615385,35.24615385,866,86.6,31582.76923,5394.230769,0.174344314,6265.93824,572.7287249,0.02120744,23278.04767,4190.0485806,3903.380519,507.43946747,2923.188804,409.24643256,121.9300211,14.631602532,4456.928381,802.24710858,0.855150174,0.05986051218,2.425675008,1.30986450432,3.767313027,0.52742382378,30.48216342,2.7433947078,16.42557783,2.6280924528,35.5730101,0.711460202,90.16911624,4.508455812,41.8734204,6156.752203,120.8006655,57.700133,2.033316472,33.7098105,0.008209565,0.030902266,0.017291261,0.197518023,0.089593448,0.632117041,2.1945355,4.18734204
"Kerguelen","KER1","CAT1-S1-1E",146,181.9,183,182.4,6500.141667,13949,38376,1.411666667,464.1666667,46.41666667,364.3333333,36.43333333,523.5833333,52.35833333,172.6666667,17.26666667,8320,832,109.9166667,10.99166667,155.6666667,15.56666667,66.66666667,6.666666667,36.83333333,3.683333333,391.5,39.15,449.5,44.95,827,82.7,20285.25,4924.75,0.244724512,2857.980537,337.4018713,0.015893984,34328.60153,6179.1482754,4312.186563,560.58425319,3433.05248,480.6273472,397.1365916,47.656390992,13289.58227,2392.1248086,0.757047602,0.05299333214,2.230484241,1.20446149014,6.015402464,0.84215634496,87.59499317,7.8835493853,53.67294845,8.587671752,37.52281834,0.7504563668,334.5208848,16.72604424,35.95890476,9926.584014,55.81052408,24.39482226,5.745249531,193.3357389,0.007136358,0.019087013,0.019215536,0.753510405,0.888153563,0.853159602,10.07399486,3.595890476
"Kerguelen","KER1","CAT1-S1-1E",147,183.3,184.4,183.8,6564.375,22427.08333,57499.5,1.2675,143.1666667,14.31666667,195.25,19.525,247.8333333,24.78333333,121,12.1,5463.166667,546.3166667,80.75,8.075,224.4166667,22.44166667,92,9.2,34.75,3.475,84.25,8.425,126,12.6,1174.166667,117.4166667,41365.91667,6449.583333,0.156258563,2243.380058,218.7806948,0.008311197,1154.260764,207.76693752,4541.333436,590.37334668,1119.777227,156.76881178,77.89836317,9.3478035804,3562.901422,641.32225596,0.996950957,0.06978656699,7.771363798,4.19653645092,8.155143454,1.14172008356,34.97989363,3.1481904267,2.833581675,0.453373068,86.72448526,1.7344897052,123.6786369,6.183931845,11.78728762,441.1367224,88.34590622,20.32893742,1.455982628,48.89958885,0.016241426,0.092422783,0.093802488,0.152811284,0.047351872,0.810766896,2.79967276,1.178728762
"Kerguelen","KER1","CAT1-S1-1E",151,189,190.3,189.7,6812.307143,23247.14286,55625.64286,1.319285714,7.857142857,0.7857142857,143.7857143,14.37857143,69.28571429,6.928571429,31.21428571,3.121428571,1883.642857,188.3642857,61.42857143,6.142857143,220.6428571,22.06428571,113.7142857,11.37142857,0.181818182,0.0181818182,19.35714286,1.935714286,100.2857143,10.02857143,947.2142857,94.72142857,43516.42857,6467.142857,0.148631763,1047.994401,171.9565496,0.002911789,519.0692231,93.432460158,4164.183528,541.34385864,617.9743965,86.51641551,48.62589017,5.8351068204,2793.818462,502.88732316,0.972163333,0.06805143331,5.453440209,2.94485771286,7.040465601,0.98566518414,8.670290595,0.78032615355,1.131785621,0.18108569936,76.44263413,1.5288526826,32.53643781,1.6268218905,11.99071198,309.2130411,78.30250154,10.1499901,0.777225072,33.03999318,0.006764335,0.046705911,0.025135218,0.080639438,0.008609119,1.188038698,0.658646452,1.199071198
"Kerguelen","KER1","CAT1-S1-1E",157,198.4,199.7,199,7055.1,23330.92857,56708.85714,1.285,10.78571429,1.078571429,226.2142857,22.62142857,72.35714286,7.235714286,42.64285714,4.264285714,2470.357143,247.0357143,54.85714286,5.485714286,222.0714286,22.20714286,124.5,12.45,1.785714286,0.1785714286,33.42857143,3.342857143,159.0714286,15.90714286,1007.285714,100.7285714,43491.42857,6470.5,0.148796515,1218.101594,210.0398314,0.003487248,510.1301471,91.823426478,4449.195182,578.39537366,449.3132406,62.903853684,54.95773967,6.5949287604,3045.373357,548.16720426,0.973653446,0.06815574122,4.062914553,2.19397385862,4.561717881,0.63864050334,8.265161932,0.74386457388,1.396313321,0.22341013136,83.80568894,1.6761137788,18.45759727,0.9228798635,12.08109258,285.4705255,60.75841345,5.072336847,0.787834033,20.18062134,0.005266733,0.036944396,0.044407993,0.072734146,0.022774434,1.326590955,0.327814701,1.208109258
"Kerguelen","KER1","CAT1-S1-1E",161,204.5,205.8,205.2,7160.464286,22635.42857,56487.28571,1.304285714,14.85714286,1.485714286,169.2857143,16.92857143,94.28571429,9.428571429,40.07142857,4.007142857,3453.785714,345.3785714,101.5714286,10.15714286,214.5714286,21.45714286,95.5,9.55,1.785714286,0.1785714286,31.14285714,3.114285714,219.8571429,21.98571429,968.8571429,96.88571429,41935.85714,6235.214286,0.148729542,1396.69356,214.3326597,0.004024367,714.0118801,128.522138418,4530.875865,589.01386245,602.974911,84.41648754,66.72545229,8.0070542748,3136.839356,564.63108408,0.850620155,0.05954341085,2.965078694,1.60114249476,4.921011171,0.68894156394,6.808603707,0.61277433363,2.016254156,0.32260066496,85.69090324,1.7138180648,24.14841652,1.207420826,17.63820882,335.9649223,137.6782876,13.83517938,1.229024654,18.53267012,0.006969892,0.003982725,0.025493931,0.108154782,0.046625543,1.236042476,0.653911826,1.763820882
