"depth","SH20_mean_age","surface","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_inc","Mo_coh","inc_coh","coh_inc","Total_scatter"
240.6,3640.7,7.47,22883,68162,1.43,6,183,44,24,21894,83,49,330,668,36433,5768,6.316400832,0.158318008,42201
240.7,3642.2,7.46,22801,65639,1.38,4,176,22,35,19498,19,6,202,792,36659,5869,6.246208894,0.160097111,42528
240.8,3643.7,7.46,21871,61068,1.47,0,117,34,40,15470,24,32,246,733,36209,5953,6.082479422,0.164406639,42162
240.9,3645.3,7.45,21091,59157,1.36,5,160,30,31,15347,54,0,138,772,34786,5540,6.279061372,0.159259472,40326
241,3646.9,7.47,21110,60375,1.38,0,136,16,27,15481,75,37,340,697,35439,5711,6.205393101,0.161150145,41150
241.1,3648.4,7.48,22036,63717,1.44,9,215,32,44,18267,105,0,296,671,36039,5732,6.287334264,0.159049918,41771
241.2,3649.9,7.51,22469,67308,1.52,4,226,22,53,21937,57,31,292,639,36035,5598,6.4371204,0.155348966,41633
241.3,3651.2,7.52,22548,68342,1.36,0,233,17,39,22772,60,13,135,725,35874,5802,6.183040331,0.161732731,41676
241.4,3652.9,7.53,22105,66265,1.41,0,213,40,39,21196,52,41,168,681,35826,5563,6.440050333,0.15527829,41389
241.5,3654.5,7.52,21840,64722,1.38,0,171,29,42,20508,84,9,244,662,34991,5676,6.164728682,0.162213141,40667
241.6,3656,7.52,22003,67401,1.37,16,222,53,43,22671,83,16,216,820,35167,5651,6.223146346,0.16069042,40818
241.7,3657.4,7.51,22160,66442,1.47,8,250,31,46,21279,125,33,292,609,35398,5747,6.159387507,0.162353805,41145
241.8,3659,7.51,22359,67873,1.52,0,237,23,24,22864,185,0,232,585,35427,5659,6.260293338,0.159736924,41086
241.9,3660.6,7.51,22485,69970,1.4,18,230,41,29,24186,234,32,298,717,35543,5842,6.084046559,0.164364291,41385
242,3662.3,7.5,22768,70937,1.36,0,252,64,57,26157,152,23,179,680,35292,5540,6.370397112,0.156976085,40832
242.1,3663.8,7.49,22530,69852,1.39,0,287,22,26,24990,130,0,234,777,35071,5515,6.359202176,0.157252431,40586
242.2,3665.2,7.47,22569,69116,1.43,9,285,24,44,23526,106,86,282,664,35744,5776,6.188365651,0.161593554,41520
242.3,3666.6,7.47,22330,66735,1.38,5,219,23,28,22255,109,0,183,561,35288,5584,6.319484241,0.158240762,40872
242.4,3668,7.47,21980,63207,1.41,9,189,45,42,16961,139,15,196,804,36514,5915,6.173119189,0.16199266,42429
242.5,3669.7,7.46,22444,64183,1.45,0,207,40,31,17560,189,73,256,675,36840,5910,6.233502538,0.160423453,42750
242.6,3671.3,7.45,22273,65271,1.38,12,189,17,20,19154,75,48,213,716,36370,5945,6.117746005,0.163458895,42315
242.7,3672.8,7.45,22868,68521,1.57,3,240,49,35,21407,156,62,246,747,37074,5885,6.299745115,0.158736581,42959
242.8,3674.2,7.46,23594,72586,1.4,10,293,15,48,25526,114,14,205,809,37111,5835,6.360068552,0.15723101,42946
242.9,3675.9,7.47,23601,74544,1.31,10,316,39,44,27944,184,0,211,738,36673,5733,6.396825397,0.156327543,42406
243,3677.4,7.47,22610,68978,1.48,6,251,32,33,22930,124,17,111,664,36486,5786,6.305910819,0.158581374,42272
243.1,3679,7.46,22499,68393,1.37,0,257,41,45,22165,190,44,279,689,36345,5637,6.447578499,0.155096987,41982
243.2,3680.4,7.43,22276,68523,1.34,3,284,31,29,22658,115,115,353,717,36039,5703,6.319305629,0.158245234,41742
243.3,3682,7.4,22545,67333,1.43,18,253,40,44,21153,128,102,307,652,36616,5678,6.44874956,0.155068822,42294
243.6,3686.8,7.25,21480,60015,1.34,8,149,0,68,13756,112,0,238,633,36885,5791,6.369366258,0.157001491,42676
243.7,3688.3,7.26,22412,63857,1.3,0,225,7,72,16033,106,11,349,751,38154,5855,6.51648164,0.153457043,44009
243.8,3689.7,7.27,22157,61163,1.33,0,175,0,51,13598,60,0,180,752,37816,6060,6.240264026,0.16024963,43876
243.9,3691.4,7.28,21880,59997,1.43,0,194,4,28,12168,72,74,221,807,38108,5910,6.448054146,0.155085546,44018
244,3692.8,7.29,21660,58158,1.27,11,197,14,41,10571,46,21,181,762,37681,5796,6.501207729,0.153817574,43477
244.1,3694.4,7.3,21125,54690,1.46,0,137,49,20,8761,0,0,116,675,36901,5652,6.528839349,0.153166581,42553
244.2,3696.1,7.31,21228,54801,1.37,0,124,22,0,7694,35,0,230,754,37814,5901,6.408066429,0.156053314,43715
244.3,3697.7,7.32,21274,54163,1.44,19,120,0,21,7204,99,105,249,733,37417,5655,6.616622458,0.151134511,43072
244.4,3699.2,7.33,21316,55568,1.47,0,130,27,15,8151,95,45,213,768,37686,5893,6.395044969,0.156371066,43579
244.5,3700.6,7.33,21614,56503,1.52,9,136,18,26,8806,102,0,137,672,37921,5667,6.691547556,0.149442262,43588
244.6,3702.1,7.34,21413,54981,1.37,0,139,18,8,7930,0,13,236,649,37974,5838,6.504624872,0.153736767,43812
244.7,3703.6,7.36,21193,53733,1.36,0,95,16,0,6566,60,91,159,898,37907,5702,6.648018239,0.150420767,43609
244.8,3705.4,7.36,21646,54361,1.44,0,112,22,62,6367,0,38,273,693,38950,5552,7.015489914,0.14254172,44502
244.9,3707,7.36,21792,54286,1.43,0,116,29,27,6830,0,38,108,585,38406,5738,6.693272917,0.149403739,44144
245,3708.8,7.37,21797,55527,1.48,16,121,0,42,6329,120,89,198,792,39562,5883,6.724800272,0.148703301,45445
245.1,3709.9,7.36,21989,55076,1.47,6,127,9,24,6201,88,140,425,713,39338,5755,6.835447437,0.146296202,45093
245.2,3711,7.35,22052,56405,1.46,0,135,37,11,7216,109,87,239,604,39546,5877,6.728943338,0.148611743,45423
245.3,3712.1,7.36,21204,52889,1.61,6,130,51,15,5388,75,86,172,634,38514,5743,6.706251088,0.149114608,44257
245.4,3713.1,7.39,20629,52770,1.29,10,110,0,0,4885,104,0,98,781,38402,5700,6.737192982,0.148429769,44102
245.5,3714.3,7.4,20860,52121,1.42,0,117,15,0,4817,0,0,262,742,38268,5799,6.599068805,0.151536532,44067
245.6,3715.6,7.39,20427,52046,1.35,0,154,5,30,4876,122,115,96,937,37873,5679,6.668955802,0.149948512,43552
245.7,3716.6,7.39,20372,51716,1.25,5,130,17,13,5226,157,0,223,482,37221,5804,6.412991041,0.155933478,43025
245.8,3717.7,7.38,20607,52886,1.48,4,127,46,36,6049,163,0,316,749,37236,5773,6.450025983,0.155038135,43009
245.9,3718.6,7.37,20845,53163,1.29,11,114,8,44,5790,160,0,166,705,37799,5802,6.514822475,0.153496124,43601
246,3719.7,7.37,21261,53562,1.26,0,136,52,24,5821,143,39,160,864,37962,5871,6.466019417,0.154654655,43833
246.1,3721.2,7.38,21426,53572,1.35,10,127,0,0,5454,115,68,180,789,38284,5992,6.389185581,0.156514471,44276
246.2,3722.4,7.39,21300,53458,1.32,0,110,15,12,6027,86,0,220,772,38421,5793,6.632314863,0.150776919,44214
246.3,3724,7.41,21006,52486,1.28,5,120,23,31,5369,227,56,105,559,38019,5794,6.561788057,0.152397485,43813
246.4,3725.4,7.41,20884,52511,1.43,0,124,16,25,5363,102,144,214,841,37968,5590,6.792128801,0.147229246,43558
246.5,3726.9,7.42,21092,53652,1.33,27,148,24,34,6821,124,57,165,843,37558,5620,6.682918149,0.149635231,43178
246.6,3728.5,7.42,20910,53251,1.21,0,118,30,21,7001,91,17,302,860,37040,5804,6.381805651,0.156695464,42844
246.7,3730.1,7.42,20200,51706,1.3,0,134,8,25,5877,189,0,271,884,36656,5577,6.572709342,0.15214426,42233
246.8,3731.6,7.42,20066,50346,1.35,13,136,23,25,5051,171,0,249,779,36602,5422,6.750645518,0.148133982,42024
246.9,3733.2,7.41,20338,51520,1.31,14,138,15,26,4843,121,100,325,722,37540,5514,6.808124773,0.146883324,43054
247,3734.8,7.4,20878,52476,1.28,0,161,36,9,5295,228,0,268,761,37790,5926,6.376982788,0.156813972,43716
247.1,3736.3,7.4,20708,52241,1.33,0,140,28,35,4814,229,5,271,662,38230,5803,6.587971739,0.151791787,44033
247.2,3737.7,7.41,21014,52745,1.36,7,123,21,30,4774,129,0,162,962,38500,6080,6.332236842,0.157922078,44580
247.3,3739.3,7.39,21424,53714,1.24,0,107,0,28,4702,107,36,376,746,39513,5983,6.604211934,0.15141852,45496
247.4,3740.6,7.39,21480,53285,1.38,0,132,35,24,4633,128,145,217,874,39077,5888,6.63671875,0.150676869,44965
247.5,3742,7.39,21581,54809,1.28,12,132,0,11,5854,156,0,389,901,38751,5880,6.590306122,0.15173802,44631
247.6,3743.5,7.4,21347,54845,1.4,10,139,23,21,6340,181,28,369,737,38671,5944,6.505888291,0.153706912,44615
247.7,3745,7.4,21137,54455,1.24,6,130,33,49,6512,198,113,216,918,38442,5850,6.571282051,0.152177306,44292
247.8,3746.3,7.41,20690,51697,1.27,0,77,13,9,4879,209,0,113,762,38049,5612,6.779935852,0.147494021,43661
247.9,3747.6,7.4,21031,53566,1.24,0,125,19,13,5979,126,6,203,784,38177,5721,6.673134067,0.149854625,43898
248,3748.8,7.39,20888,52452,1.36,22,144,19,12,5218,164,21,172,749,38172,5664,6.73940678,0.148381012,43836
248.1,3750,7.38,20973,53181,1.28,12,152,41,30,5115,203,0,301,820,38318,6013,6.372526193,0.156923639,44331
248.2,3751,7.37,20865,53724,1.36,0,149,0,23,6017,63,0,321,869,37931,5848,6.486149111,0.154174686,43779
248.3,3752.2,7.36,21156,54257,1.37,24,161,35,13,6257,142,30,479,729,38045,6030,6.309286899,0.158496517,44075
248.4,3753.3,7.36,21199,53439,1.28,0,134,35,24,5480,161,88,273,653,38559,5943,6.488137304,0.154127441,44502
248.5,3754.3,7.35,21383,53111,1.15,0,138,17,44,4775,105,0,401,738,39117,5807,6.736180472,0.14845208,44924
248.6,3755.4,7.37,21124,52816,1.22,0,111,0,30,4685,116,161,243,846,38595,5907,6.533773489,0.153050913,44502
248.7,3756.5,7.37,20787,52385,1.25,0,101,0,0,4334,161,38,189,964,38764,5943,6.522631668,0.153312352,44707
248.8,3757.8,7.36,20656,51047,1.14,0,102,0,30,4159,109,0,289,716,37945,5693,6.665202881,0.150032942,43638
248.9,3759,7.36,20476,51418,1.42,15,138,22,14,4044,29,61,138,917,38255,5805,6.590008613,0.15174487,44060
249,3760.6,7.35,20591,50547,1.36,17,105,12,0,3765,86,78,207,750,37875,5765,6.569817866,0.152211221,43640
249.1,3761.9,7.35,20541,51321,1.25,13,145,20,26,3808,0,0,467,788,38227,5752,6.645862309,0.150469563,43979
249.2,3763.2,7.34,20427,50908,1.46,7,105,44,23,3998,36,0,331,814,37842,5448,6.946035242,0.143967021,43290
249.3,3764.6,7.33,20696,51971,1.24,0,105,0,21,4202,0,87,160,786,38990,5733,6.800976801,0.147037702,44723
249.4,3765.9,7.32,20558,51404,1.41,0,127,11,26,3447,51,0,358,691,38818,5694,6.817351598,0.146684528,44512
249.5,3767.3,7.33,20175,49394,1.32,7,180,12,38,3024,0,12,179,737,37448,5852,6.399179768,0.156270028,43300
249.6,3768.8,7.32,20294,49525,1.39,0,111,36,26,3004,26,0,302,766,37560,5566,6.748113547,0.148189563,43126
249.7,3770.1,7.31,21066,51977,1.42,11,148,16,17,3919,12,0,414,667,38703,5842,6.624957206,0.150944371,44545
249.8,3771.5,7.31,21096,52771,1.25,14,141,30,66,5096,0,0,150,893,38416,5914,6.495772743,0.153946272,44330
249.9,3772.9,7.33,20610,51845,1.4,5,173,14,0,4663,48,221,324,652,37598,5717,6.57652615,0.15205596,43315
250,3774.6,7.34,20343,50289,1.29,8,117,7,22,3378,0,16,310,825,38266,5530,6.919710669,0.144514713,43796
250.1,3775.9,7.33,21285,52691,1.37,0,160,9,47,4421,0,0,293,837,39109,5840,6.696746575,0.149326242,44949
250.2,3777.1,7.32,20884,51694,1.33,0,88,0,26,4079,0,169,303,894,38470,5739,6.703258407,0.14918118,44209
250.3,3778.4,7.33,21380,53433,1.41,0,143,30,47,4681,38,0,272,847,39509,5855,6.747907771,0.148194082,45364
250.4,3779.7,7.33,21600,54543,1.27,17,170,27,27,5168,21,69,308,935,39297,6159,6.380418899,0.156729521,45456
250.5,3781.1,7.32,21764,54693,1.18,0,172,20,16,4754,0,100,354,860,40040,6045,6.623655914,0.150974026,46085
250.6,3782.4,7.32,21403,54983,1.29,10,183,7,49,4727,58,129,423,871,40101,6044,6.634844474,0.150719433,46145
250.7,3783.6,7.32,21625,54344,1.61,0,155,21,26,4705,0,118,268,775,40415,5944,6.799293405,0.147074106,46359
250.8,3785.2,7.3,22153,54874,1.33,6,196,32,42,5212,0,22,192,771,40348,6042,6.677921218,0.149747199,46390
250.9,3786.6,7.28,22321,55879,1.41,5,221,17,39,5820,0,6,400,782,40364,6021,6.703869789,0.149167575,46385
251,3787.9,7.27,21771,55282,1.35,17,256,8,33,5275,0,8,248,809,40179,5953,6.749370066,0.148161975,46132
251.1,3789.2,7.24,21867,54479,1.46,8,230,57,21,5529,0,0,297,708,39781,5682,7.001231961,0.142832005,45463
251.3,3791.9,7.16,21788,54688,1.3,4,200,0,22,5313,0,136,412,806,39478,6097,6.474987699,0.154440448,45575
251.4,3793,7.17,22290,55949,1.48,0,200,0,36,6027,0,0,378,755,40056,6113,6.552592835,0.152611344,46169
251.5,3794.4,7.19,22229,56659,1.55,0,259,35,24,7333,0,40,239,787,39550,6155,6.425670187,0.15562579,45705
251.6,3795.7,7.23,21912,55869,1.5,21,215,23,45,6786,0,37,418,629,39331,5843,6.731302413,0.14855966,45174
251.7,3797,7.23,22579,58424,1.57,8,233,32,17,8161,0,0,242,963,40281,6062,6.644836688,0.150492788,46343
251.8,3798.5,7.2,22040,56713,1.48,8,161,8,32,6822,63,33,360,830,40079,6143,6.524336643,0.153272287,46222
251.9,3800,7.18,23857,61185,1.56,13,246,37,0,9268,0,79,455,684,41636,6208,6.706829897,0.149101739,47844
252,3801.4,7.18,22968,58619,1.53,9,312,17,26,7949,0,137,222,698,40530,5868,6.906952965,0.144781643,46398
252.1,3802.8,7.22,22567,55819,1.54,0,247,40,28,6124,0,9,168,777,39971,5926,6.745021937,0.148257487,45897
252.2,3804.1,7.23,22694,57045,1.46,14,255,9,19,6961,0,38,261,616,40312,5972,6.750167448,0.148144473,46284
252.3,3805.5,7.21,22849,57633,1.51,7,210,25,17,6710,21,0,205,873,40777,5997,6.79956645,0.1470682,46774
252.4,3806.8,7.21,23121,57317,1.52,8,154,36,23,6050,0,0,356,790,40885,6148,6.650130124,0.150372997,47033
252.5,3808.2,7.24,22736,57300,1.36,9,233,46,53,6644,0,81,183,861,40328,6107,6.603569674,0.151433247,46435
252.6,3809.5,7.25,22402,55413,1.22,0,136,5,26,5221,0,82,267,718,40000,6260,6.389776358,0.1565,46260
252.7,3810.9,7.25,22630,56918,1.49,0,195,41,15,5878,0,139,202,987,40576,6020,6.740199336,0.148363565,46596
252.8,3812.1,7.24,22772,58435,1.31,15,169,20,62,6422,0,113,348,891,41395,6380,6.488244514,0.154124894,47775
252.9,3813.4,7.23,23847,60552,1.37,0,222,52,45,7715,0,0,262,849,41970,6320,6.640822785,0.15058375,48290
253,3814.7,7.22,24064,61165,1.32,8,214,21,23,7771,0,0,210,884,42370,6395,6.625488663,0.150932263,48765
253.1,3815.9,7.22,23758,60787,1.51,14,285,74,19,7797,0,259,252,884,41726,6439,6.480198789,0.154316254,48165
253.2,3817.2,7.23,23331,60038,1.36,23,239,41,26,7446,0,126,372,746,41414,6264,6.611430396,0.151253199,47678
253.3,3818.7,7.22,23228,59462,1.41,16,183,28,46,6950,0,21,203,965,41146,6571,6.261756201,0.159699606,47717
253.4,3820,7.2,22591,56043,1.41,12,165,10,19,5069,0,41,243,597,40419,6081,6.646768624,0.150449046,46500
253.5,3821.3,7.2,23237,58031,1.53,0,185,47,18,6192,12,30,160,902,41171,6420,6.412928349,0.155935003,47591
253.6,3822.7,7.21,22808,58221,1.26,4,151,19,19,6136,0,116,455,779,40937,6451,6.345837855,0.157583604,47388
253.7,3824,7.23,22791,57923,1.38,18,150,43,28,6407,0,91,169,970,40945,6483,6.315748882,0.158334351,47428
253.8,3825.3,7.26,23015,58534,1.3,0,177,7,37,6540,0,0,342,920,40805,6305,6.47184774,0.154515378,47110
253.9,3826.5,7.26,22652,57635,1.33,0,186,21,28,6549,0,0,402,914,41025,5911,6.940450008,0.144082876,46936
254,3827.7,7.26,22859,59652,1.29,0,216,10,31,8131,0,11,308,788,41097,6212,6.615743722,0.151154585,47309
254.1,3829.1,7.24,23044,58046,1.49,22,207,32,30,5921,10,0,274,747,41608,6431,6.469911367,0.154561623,48039
254.2,3830.4,7.22,22855,57202,1.32,0,163,31,29,5191,0,136,407,870,41427,6268,6.609285258,0.151302291,47695
254.3,3831.6,7.23,22592,56361,1.33,10,214,34,30,5054,0,0,280,837,41117,6294,6.532729584,0.15307537,47411
254.4,3833.1,7.23,22853,56464,1.53,6,172,45,0,5369,0,0,284,718,41210,5944,6.933041723,0.144236836,47154
254.5,3834.4,7.23,22323,54635,1.36,76,236,28,60,4489,0,0,205,874,40251,6144,6.551269531,0.15264217,46395
254.6,3835.9,7.24,22296,55688,1.33,14,248,54,20,5381,30,0,310,857,39550,6082,6.502795133,0.153780025,45632
254.7,3837.5,7.23,21332,53843,1.4,23,217,41,27,4219,0,0,347,890,39237,6255,6.272901679,0.159415857,45492
254.8,3838.9,7.21,22324,54322,1.4,0,164,24,12,4095,0,0,110,711,40424,6029,6.70492619,0.149144073,46453
254.9,3840.2,7.18,23676,59376,1.33,5,238,13,0,5685,0,71,240,876,42561,6531,6.516766192,0.153450342,49092
255,3841.5,7.19,23738,59176,1.32,17,238,50,53,5684,0,46,181,1092,42700,6427,6.643846274,0.150515222,49127
255.1,3842.8,7.2,23507,58713,1.41,13,239,4,38,5080,0,89,303,830,42450,6601,6.430843812,0.155500589,49051
255.2,3844.2,7.22,23657,59669,1.47,12,267,41,32,6213,0,22,249,772,42649,6554,6.507323772,0.153673005,49203
255.3,3845.5,7.23,24180,61919,1.53,15,281,47,67,7471,0,0,225,923,43434,6426,6.759103641,0.147948612,49860
255.4,3846.7,7.22,23940,61801,1.44,24,273,23,30,7097,0,74,274,1011,43240,6710,6.444113264,0.155180389,49950
255.5,3848.2,7.19,24711,62636,1.49,9,256,56,33,7248,19,86,358,1038,44130,6808,6.482079906,0.154271471,50938
255.6,3849.5,7.19,24508,62192,1.41,0,243,23,35,6519,0,90,275,850,44648,6544,6.822738386,0.146568715,51192
255.7,3850.9,7.19,23571,59742,1.24,7,341,5,26,6154,0,0,418,950,42527,6639,6.405633379,0.156112587,49166
255.8,3852.2,7.2,21743,54666,1.29,44,303,49,23,5099,7,0,187,605,39495,6238,6.331356204,0.157944044,45733
255.9,3853.6,7.2,21322,54999,1.38,13,275,13,45,5635,103,54,344,741,39099,6109,6.40022917,0.156244405,45208
256,3854.9,7.19,22047,55133,1.18,7,311,0,23,5094,0,116,279,741,39801,5873,6.776945343,0.147559107,45674
256.1,3856.2,7.17,22235,56394,1.49,0,276,52,18,5345,0,0,370,877,40645,6145,6.614320586,0.151187108,46790
256.2,3857.4,7.16,22295,56890,1.26,39,323,56,66,6142,19,66,43,918,40384,6363,6.346691812,0.157562401,46747
256.3,3858.7,7.14,22143,55374,1.28,10,286,37,47,5523,76,67,187,958,39560,5988,6.606546426,0.151365015,45548
256.4,3860,7.12,21929,54931,1.31,22,274,32,6,4928,18,0,164,852,39717,6373,6.232072807,0.160460256,46090
256.5,3861.5,7.1,22419,55839,1.36,8,342,59,41,5492,59,0,287,660,40279,6119,6.582611538,0.15191539,46398
256.6,3862.7,7.1,21846,55392,1.35,5,269,21,32,4863,0,14,294,841,40494,6197,6.534452154,0.153035018,46691
256.7,3864.2,7.13,21811,54827,1.26,0,256,26,29,4081,32,126,262,750,40733,5967,6.826378415,0.14649056,46700
256.8,3865.4,7.14,23461,56978,1.39,0,241,26,35,4685,0,20,216,949,42106,6394,6.585236159,0.151854843,48500
256.9,3866.6,7.15,23636,58199,1.23,0,256,17,61,5316,71,0,477,803,42236,6191,6.822161202,0.146581116,48427
257,3867.6,7.16,23336,56925,1.27,22,266,19,9,4993,0,0,308,619,41475,6342,6.539735099,0.152911392,47817
257.1,3869,7.17,22859,56425,1.53,18,313,29,29,5322,0,83,323,869,40831,6106,6.687029152,0.149543239,46937
257.2,3870,7.18,22176,54524,1.47,26,278,24,5,4586,0,0,365,759,40176,6012,6.682634731,0.149641577,46188
257.3,3871.2,7.18,22669,56164,1.25,13,213,30,33,4162,0,112,357,927,41553,6181,6.722698592,0.148749789,47734
257.4,3872.6,7.18,23812,59407,1.31,20,258,29,52,5665,0,0,435,1209,42527,6442,6.601521267,0.151480236,48969
257.5,3873.7,7.17,23910,59730,1.44,9,274,26,56,5901,0,61,311,846,42903,6367,6.738338307,0.14840454,49270
257.6,3874.8,7.17,23493,57720,1.33,4,237,31,24,5623,27,14,293,682,41682,6366,6.547596607,0.152727796,48048
257.7,3876,7.18,23350,56611,1.4,0,181,6,19,4962,0,96,213,778,41760,6121,6.822414638,0.14657567,47881
257.8,3877.1,7.18,23649,59043,1.38,11,269,19,61,6350,0,0,369,919,41628,6566,6.339932988,0.157730374,48194
257.9,3878.3,7.2,22658,56591,1.42,28,356,46,37,6087,0,21,165,921,40258,6085,6.615940838,0.151150082,46343
258,3879.5,7.2,21327,54169,1.42,19,242,36,0,5304,6,14,248,789,39410,5828,6.762182567,0.147881248,45238
258.1,3880.7,7.18,22575,56881,1.43,0,318,34,34,6070,0,0,248,837,40467,6245,6.479903923,0.154323276,46712
258.2,3882,7.16,22323,56381,1.28,26,303,35,27,5767,0,0,266,977,40318,6029,6.687344502,0.149536187,46347
258.3,3883.3,7.16,22140,55506,1.25,19,237,62,20,5115,24,45,236,855,40208,6171,6.51563766,0.15347692,46379
258.4,3884.5,7.15,22435,55015,1.37,15,264,28,0,4987,0,0,283,744,40430,5949,6.796100185,0.14714321,46379
258.5,3885.7,7.15,22414,55663,1.29,12,252,17,17,5323,0,0,457,840,40302,5948,6.775722932,0.147585728,46250
258.6,3886.8,7.15,22465,56574,1.36,0,278,52,27,6278,0,0,351,921,40255,6146,6.54978848,0.152676686,46401
258.7,3888,7.15,22578,56720,1.28,20,240,21,25,5520,35,0,504,841,40358,6434,6.272614237,0.159423163,46792
258.8,3889.4,7.16,22681,57767,1.21,8,260,21,32,5430,0,7,331,945,41555,6349,6.545125217,0.152785465,47904
258.9,3890.8,7.17,23004,57448,1.41,0,221,40,63,6416,18,67,274,817,40369,6117,6.599476868,0.151527162,46486
259,3891.9,7.18,23021,58451,1.26,0,214,16,0,6957,61,89,303,852,40919,6303,6.491987942,0.154036022,47222
259.1,3892.9,7.19,23304,58498,1.35,5,237,0,11,7489,14,128,279,768,40422,6087,6.640709709,0.150586314,46509
259.2,3894,7.19,22779,58613,1.26,0,266,45,63,7557,0,0,342,813,40524,6265,6.468316042,0.154599743,46789
259.3,3895.4,7.19,22649,57824,1.26,0,274,49,40,6897,0,53,192,844,40325,6293,6.407913555,0.156057037,46618
259.4,3896.6,7.17,22693,58219,1.29,11,234,39,39,6096,13,0,443,853,41557,6281,6.616303136,0.151141805,47838
259.5,3897.8,7.16,23553,60473,1.25,0,182,34,0,7536,18,100,273,921,41818,6398,6.536105033,0.152996317,48216
259.6,3899.2,7.17,24592,63768,1.37,16,282,34,109,10212,32,0,362,798,42279,6269,6.744137821,0.148276922,48548
259.7,3900.5,7.19,23348,59469,1.4,29,237,20,49,8050,0,45,456,753,40540,6357,6.37722196,0.156808091,46897
259.8,3901.6,7.21,22924,58859,1.3,12,270,19,27,8900,0,21,155,893,39404,6106,6.453324599,0.154958887,45510
259.9,3902.8,7.22,21982,56720,1.26,20,239,29,44,8061,16,37,71,711,38955,5997,6.495747874,0.153946862,44952
260,3904,7.22,22372,58571,1.31,16,197,34,56,8798,112,10,284,787,39400,5966,6.604089842,0.15142132,45366
260.1,3905.5,7.22,22465,59176,1.35,0,222,47,0,9709,136,15,226,799,39129,6153,6.359336909,0.157249099,45282
260.2,3906.8,7.22,22238,57117,1.28,11,219,0,47,8202,64,0,244,769,39045,5815,6.714531384,0.148930721,44860
260.3,3908.2,7.23,22322,57603,1.43,23,157,36,16,7834,86,131,223,798,39441,6073,6.494483781,0.153976826,45514
260.4,3909.6,7.23,22608,57687,1.42,0,133,38,0,6931,55,33,162,682,40719,6364,6.398334381,0.156290675,47083
260.5,3911,7.23,22767,59009,1.3,0,203,12,43,8441,91,49,209,806,39978,6182,6.466839211,0.154635049,46160
260.6,3912.5,7.23,22184,58438,1.48,11,181,37,48,9205,0,64,207,562,39116,6096,6.416666667,0.155844156,45212
260.7,3913.7,7.24,22523,59321,1.38,13,240,34,70,9371,36,50,272,846,39650,6068,6.534278181,0.153039092,45718
260.8,3915,7.23,22718,59209,1.29,0,242,34,58,9056,0,34,233,713,39723,6085,6.528019721,0.153185812,45808
260.9,3916.4,7.23,21785,56255,1.26,14,204,15,0,7680,83,62,259,949,38632,5984,6.455882353,0.154897494,44616
261,3917.6,7.24,21540,55979,1.33,28,157,51,36,7860,40,0,240,806,38000,5974,6.360897221,0.157210526,43974
261.1,3918.9,7.23,21506,57095,1.31,0,206,35,52,8522,46,0,247,793,38915,5779,6.73386399,0.148503148,44694
261.2,3920.1,7.25,21331,54639,1.21,11,188,36,38,7237,99,74,296,775,37837,5635,6.714640639,0.148928298,43472
261.3,3921.6,7.26,21415,55548,1.24,0,210,22,42,7166,24,0,394,704,38672,5879,6.577989454,0.152022135,44551
261.4,3923,7.25,22440,58122,1.27,13,166,66,38,7976,0,56,222,772,40101,5946,6.74419778,0.148275604,46047
261.5,3924.3,7.24,23102,59981,1.4,6,211,23,34,9380,0,0,191,806,40214,6120,6.570915033,0.152185806,46334
261.6,3925.8,7.24,23050,59878,1.49,24,248,61,63,9673,28,51,260,837,40066,6052,6.620290813,0.151050766,46118
261.7,3927.2,7.23,22722,60428,1.4,14,302,39,34,10206,33,74,267,736,39629,6174,6.418691286,0.155794999,45803
261.8,3928.5,7.22,22424,58276,1.47,7,227,8,29,8366,0,111,217,953,40076,5966,6.717398592,0.148867152,46042
261.9,3929.8,7.2,23281,62234,1.39,15,275,43,23,10404,0,0,251,820,40749,6190,6.583037157,0.151905568,46939
262,3931.1,7.19,23357,62311,1.27,0,328,56,31,11726,17,114,223,908,40184,5993,6.705156015,0.149138961,46177
262.1,3932.4,7.19,23107,62274,1.42,28,380,25,47,12417,8,0,278,692,39584,5933,6.671835496,0.149883791,45517
262.2,3933.9,7.19,22972,62762,1.33,33,326,56,40,11739,0,81,276,930,40221,6089,6.605518147,0.151388578,46310
262.3,3935.5,7.18,22635,60027,1.28,0,297,52,0,9881,0,85,280,874,40106,5881,6.819588505,0.146636414,45987
262.4,3936.9,7.17,23272,60562,1.37,6,343,76,0,9089,0,140,393,764,40832,6090,6.704761905,0.149147727,46922
262.5,3938.3,7.18,23295,60681,1.42,39,339,70,40,9437,29,96,358,930,40522,6109,6.633164184,0.150757613,46631
262.6,3939.7,7.19,22516,58749,1.26,18,277,50,11,8109,0,0,158,833,40310,6194,6.507910881,0.153659142,46504
262.7,3941.1,7.2,22250,57543,1.34,11,280,12,35,7498,84,56,404,807,39630,6120,6.475490196,0.154428463,45750
262.8,3942.5,7.22,22121,57842,1.31,9,297,22,9,8479,25,151,344,718,39189,6061,6.465764725,0.154660747,45250
262.9,3943.8,7.23,22256,58266,1.45,0,301,76,21,9264,0,0,246,848,38657,6100,6.337213115,0.15779807,44757
263,3945.1,7.23,21676,56579,1.32,0,295,49,27,8661,75,10,288,770,37360,5748,6.499652053,0.15385439,43108
