"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","K","K_sd","K_ICP","K_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,8.63636363636364,9.83130436181006,1782.206118,520.9093274,3082.31624664612,-8163.08005010696,14327.7125433992
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,10.4166666666667,8.97935342208936,1331.46149,522.7119355,3157.55267081545,-8087.26516364877,14402.3705052797
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,9.83333333333333,8.55817879238476,1545.22611,589.8765904,3132.90073608763,-8112.10398681549,14377.9054589907
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,11.3333333333333,9.2080333832952,4972.490853,1373.757336,3196.29142538774,-8048.23794670969,14440.8207974852
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,26.3,22.6374812104959,16457.36219,3980.600316,3828.78963640443,-7411.93269316688,15069.5119659757
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,11.0909090909091,8.14192293570193,10808.43657,2190.076237,3186.04646550086,-8058.55857368029,14430.651504682
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,14.7,7.57261146794449,66668.75515,13007.37375,3338.56830581689,-7904.95637007958,14582.0929817134
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,10.1818181818182,8.41211247925492,2479.827204,632.4407929,3147.62786592503,-8097.26489868246,14392.5206305325
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,6.09090909090909,7.75183262789575,23399.21394,3611.164788,2974.74416783381,-8271.52099665174,14221.0093323194
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,25.8181818181818,20.3951865979117,867.9986358,403.6307052,3808.42777862924,-7432.39059727899,15049.2461545375
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,24.75,15.439765660021,7766.606331,2010.436754,3763.28592412765,-7477.75167620958,15004.3235244649
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,17.5833333333333,11.1718667222898,1973.319538,728.4065428,3460.41929747155,-7782.31334943517,14703.1519443783
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,12.4545454545455,11.8436787896636,14359.67839,3663.807136,3243.6743648646,-8000.51085126692,14487.8595809961
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,3.63636363636364,5.00545157348919,3095.570446,982.5430133,2871.01394897908,-8376.13562088058,14118.1635188387
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,26.6363636363636,16.8598501017816,3134.001598,945.8757012,3843.00451824749,-7397.65180591475,15083.6608424097
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,39.8181818181818,24.9792641277448,3044.618396,864.5444411,4400.07421209697,-6838.67271113257,15638.8211353265
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,19.6363636363636,18.6776482849031,1424.582603,617.0473108,3547.18130151362,-7695.02588469869,14789.3884877259
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,8.54545454545454,9.20177848422398,1716.680373,574.2556523,3078.47438668854,-8166.95209422463,14323.9008676017
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,7.7,9.39325999498222,683.2265993,330.288126,3042.74508908302,-8202.96510903041,14288.4552871965
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,6.72727272727273,8.22302753359016,1641.390095,595.6836327,3001.63718753689,-8244.4061497484,14247.6805248222
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,8.18181818181818,7.42722265477725,5412.77206,1133.053064,3063.10694685821,-8182.44089801644,14308.6547917329
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,3.33333333333333,7.79665818077712,5594.694254,1512.473246,2858.20774912047,-8389.05417683408,14105.469675075
