"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Fe","Fe_sd","Fe_ICP","Fe_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,10.6089613409039,1.65742174255479,13959.03161,176.5369365,13533.8798911365,-19054.4980653246,46122.2578475975
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,8.5189671829483,1.01203222473737,9355.988249,27.23893955,11220.9929883787,-21374.8828063048,43816.8687830623
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,2.25278621676606,0.379723034940704,3942.206507,48.5012016,4286.5392092498,-28344.436894919,36917.5153134186
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,2.91306487742071,0.2630780741355,4568.280308,27.82191253,5017.23496769746,-27609.1515160155,37643.6214514104
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,14.1064536367579,1.37336368486013,18556.10587,33.23324312,17404.3711519779,-15176.1764718213,49984.918775777
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,17.468460595723,1.20414940989301,34440.81517,173.6494448,21124.927897446,-11453.6623065199,53703.5181014119
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,11.2478629598111,1.74856945599221,25853.87296,38.38777974,14240.9187988273,-18345.5878254597,46827.4254231143
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,1.87715809073292,0.317940486714373,26327.35852,199.5705658,3870.85126595942,-28762.8293925533,36504.5319244721
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,1.5168973767904,0.143285114747633,20544.92897,1107.050592,3472.16963152324,-29164.1686524165,36108.507915463
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,4.88370049109785,0.544305679820571,2355.109726,9.689444316,7198.03403052365,-25415.9017291196,39811.9697901669
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,3.69278129574849,0.618670174427139,6242.966621,15.13819392,5880.10622738535,-26741.1304602977,38501.3429150684
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,3.76888090461965,0.414669370944667,3694.801697,28.74082309,5964.32167267409,-26656.4280681794,38585.0714135276
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,3.17328966208688,0.528289330409317,6284.597012,38.94604963,5305.212086646,-27319.4231701336,37929.8473434256
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,2.16718834393188,0.196187361031512,3753.765384,11.81590071,4191.81253347011,-28439.7739150288,36823.398981969
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,6.18525076715079,1.27826565276195,11390.75321,93.133272,8638.3914474593,-23968.3462764675,41245.1291713861
