Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,coh_inc_sd,K_ICP_clr,Ca_ICP_clr,Ti_ICP_clr,Mn_ICP_clr,Fe_ICP_clr,Co_ICP_clr,Ni_ICP_clr,Cu_ICP_clr,Zn_ICP_clr,Rb_ICP_clr,Sr_ICP_clr,Zr_ICP_clr,K_ICP_sd_clr,Ca_ICP_sd_clr,Ti_ICP_sd_clr,Mn_ICP_sd_clr,Fe_ICP_sd_clr,Co_ICP_sd_clr,Ni_ICP_sd_clr,Cu_ICP_sd_clr,Zn_ICP_sd_clr,Rb_ICP_sd_clr,Sr_ICP_sd_clr,Zr_ICP_sd_clr
Bird Island,BI10,BI10.11,422,409.9,410.9,410.4,6127.609091,21988.72727,61169.81818,1.360909091,-2.08176099,0.187343939,-1.056364486,-1.645647302,3.773173989,-0.699326579,-0.457812697,-0.528284176,-4.529930059,-2.467501763,0.997147694,0.844664411,4.751625511,2.912672509,0.159016235,11.16243701,39.52674584,19.82606182,19.68940647,2930.105322,71.766034,40.60564224,51.47391219,10.7871978,88.62597608,122.2998551,138.0557858,718.1586176,162.0046015,0.003346016,2.555324727,3.704223913,2.391176477,0.323842093,4.8182542,-3.109865647,-3.012719722,-1.442104349,-1.164780807,-3.030341323,-0.011760956,-2.021248605,5.631412183,4.506606674,2.470785754,0.836655229,5.030090694,-3.768514957,-3.650731921,-2.063766864,-1.976755487,-4.056197029,-0.330503602,-2.629080674
Bird Island,BI10,BI10.11,424,412.2,413.2,412.7,6161.618182,22061.18182,63203.90909,1.358181818,-2.202473753,0.035101401,-1.236227159,-1.803542331,3.786990705,-0.611383631,-0.575448778,-0.626862698,-2.33021344,-3.340897665,0.778395258,0.732289058,4.597050809,2.797222225,0.165370381,13.06208949,40.22437072,21.82117404,17.39540169,2106.219664,78.21996955,28.99467036,36.74778905,35.28816438,63.69672462,120.7827501,102.5933721,786.4815088,127.1290683,0.003994019,2.407550354,3.897709185,1.441735072,-0.445615121,5.21189716,-2.675879552,-2.561259711,-0.7493513,-0.866193867,-3.096969978,-0.136565742,-2.427056501,5.405671914,4.407574584,1.549463688,0.009018647,4.562895539,-3.209857178,-3.748853679,-1.183904321,-1.109796349,-3.055706498,-1.109796349,-2.516709997
Bird Island,BI10,BI10.11,427,415.8,416.8,416.3,6233.218182,22085.63636,61768.45455,1.390909091,-2.80222688,-0.028208091,-1.329152808,-1.818368844,3.746245793,-0.324473697,-0.420090217,-0.488863917,-2.777884771,-3.183582482,0.718114646,1.000485577,4.769999927,2.938005764,0.160143112,13.93817518,27.04944967,24.45180789,15.59778539,2353.078881,59.45800657,41.15359257,36.0529913,31.34790119,50.64995737,83.01686576,84.01222855,696.2179648,190.3560301,0.004170852,2.943996791,3.276318209,1.407112312,-0.442466728,5.416893978,-2.624099211,-2.658125482,-1.128901792,-0.906772337,-2.372784783,-0.520648923,-2.390522034,5.847872389,3.813942493,1.608207226,-0.263594951,5.141332151,-3.482470775,-3.482470775,-2.096176414,-1.690711306,-2.99696296,-0.363415286,-2.035551792
Bird Island,BI10,BI10.11,439,430.3,431.3,430.8,6633.509091,23326.72727,64589.36364,1.373636364,-2.277973409,0.051214954,-1.165007967,-1.868428713,3.871182804,-0.708182738,-0.251796177,-0.548649253,-3.705882259,-2.683277223,0.340328682,1.01224921,4.895448132,3.038773957,0.156258753,19.53877264,38.58850512,27.32764168,21.92756671,2124.872531,40.06063586,33.50468081,45.18265959,41.16132342,45.30643141,64.37743817,107.4195682,633.5372558,208.0970054,0.004822459,2.936543574,3.349168617,2.187364502,-1.206890599,5.107579909,-2.509954306,-2.846982252,-1.272184122,-1.029929294,-2.446067038,-0.676373342,-1.592275649,5.935492741,3.596929047,2.415795735,-1.01819147,4.777866281,-3.543920114,-4.013923743,-2.157625753,-1.598009965,-2.157625753,-0.740559733,-1.496227271
Bird Island,BI10,BI10.11,443,435.2,436.3,435.7,6779.316667,23291.16667,65346.83333,1.344166667,-2.080415091,0.068946456,-0.861017541,-1.856891694,3.725407162,-0.827929272,-0.40532626,-0.553885528,-3.683016525,-2.510588377,0.417198553,0.915118119,4.746362303,2.906037693,0.158800656,12.16054225,32.15433898,20.79535933,18.13501552,2991.738939,49.59899803,35.17348778,36.07777793,23.7811996,62.91041008,127.8392693,98.55728222,937.752568,192.0290974,0.003469597,2.405585974,3.774258734,1.516930232,-0.969747897,5.560447158,-2.670461585,-2.444989744,-0.605548144,-0.834064566,-3.062037581,-0.301482177,-2.368890401,5.124894426,3.901118995,1.255589151,-1.142306122,4.760327211,-3.349581035,-2.85710455,-1.183128117,-1.236616802,-2.85710455,-0.134348202,-2.281740405
Bird Island,BI10,BI10.11,449,442.8,443.8,443.3,6996.890909,21781.54545,64274.45455,1.342727273,-2.110719816,0.154721289,-0.813270079,-1.741798698,3.951290479,-0.708404721,-0.62435373,-1.011082456,-2.051969872,-3.589458193,0.573305877,0.662666682,4.56106851,2.748004728,0.163200453,15.66408747,52.46401364,36.74877858,19.26183225,2802.202786,69.59231933,39.94086538,33.38399181,38.70494448,31.51276798,188.6328806,91.95799436,1045.250731,151.6274741,0.004106274,2.559344931,4.629892875,1.640446636,-0.073481849,5.415635523,-4.037561216,-3.310639719,-0.892816852,-1.386579626,-2.877277107,0.369530332,-2.036493928,5.676999748,4.934780673,1.750792107,-0.195118042,5.21652801,-4.800288228,-4.107141047,-2.315381578,-2.23533887,-2.854378079,0.593339318,-1.664794012
Bird Island,BI10,BI10.12,461,447.5,448.7,448.1,7135.692308,25273.76923,71463.61538,1.376923077,-1.979967917,0.276413387,-0.963376436,-1.558472353,4.064789417,-2.28168167,-0.284343829,-0.641916604,-3.982799765,-2.316947783,0.277464082,1.161134864,5.067767564,3.161937044,0.14875529,13.95551541,30.98345299,32.11797164,42.43396076,4020.858487,89.61262789,31.26991673,51.49670141,31.78009375,62.98392143,84.3771296,120.7562177,517.8230937,184.5884542,0.004236841,3.269890169,3.790022375,2.716026169,0.342497057,4.991104407,-3.860028897,-3.797965187,-2.170982965,-1.60923281,-2.308746905,0.045077589,-1.407661003,6.016033482,4.119720274,2.904936554,0.329058126,4.463081172,-4.835727848,-4.27611206,-2.788035005,-2.460822093,-2.251730296,-0.073553913,-1.146848394
Bird Island,BI10,BI10.12,465,452.8,453.9,453.4,7290.508333,15770.58333,57516.75,1.338333333,-1.890400564,0.033287705,-0.098422665,-0.849335332,4.190682273,-0.771003415,-1.244086542,-1.487539783,-4.196780173,-1.02334676,1.080373255,0.260981906,3.741066473,2.254523623,0.226903901,46.62877249,163.5480654,182.2420136,121.3772918,3206.822056,85.31954197,17.0098011,37.34807609,22.73213584,55.30220008,368.5027445,73.80086844,1973.177661,303.6813022,0.019241966,3.105165386,3.907511859,2.53057794,-0.132930485,4.851354057,-3.987245173,-3.468507011,-1.773542365,-1.309718414,-2.362044301,-0.014267749,-1.346353745,6.655830554,4.855874317,2.620909412,-0.637187126,2.828548777,-3.856062951,-3.6329194,-2.939772219,-3.296447163,-1.776621409,0.359761509,-1.181914301
Bird Island,BI10,BI10.12,469,458.3,459.3,458.8,7450.618182,21292.72727,58885,1.335454545,-2.496454074,0.068365557,-0.478345146,-1.483282923,3.710759106,-1.626691782,-0.383838979,-0.842673368,-3.823092353,-2.372063613,1.059881662,0.932734179,4.777198289,2.957503443,0.162143465,18.72868485,58.4261772,49.22490131,15.16155425,5753.232952,69.44415677,34.39291682,38.65041456,30.15897273,78.35850015,215.1118103,106.6070098,1142.661049,206.8653493,0.0049731,3.111996936,3.735469814,2.740024577,0.238377799,4.966647339,-3.503997407,-3.667234928,-1.955828829,-1.430509783,-2.454514553,-0.209467994,-1.570962972,5.763446454,4.151511661,2.915790158,0.462632207,4.809679123,-4.142537979,-4.276069372,-2.393338124,-1.779328264,-2.415317031,-1.178554404,-1.917914428
Bird Island,BI10,BI10.12,475,466.1,467.2,466.6,7672.183333,22271.58333,59847.83333,1.283333333,-2.094381446,0.005303968,-0.587873254,-1.451800084,3.560936931,-0.701253166,-0.447066343,-0.725019092,-4.022010859,-2.891758436,0.687108364,0.944982113,4.771327324,2.951503979,0.162107014,22.27649937,48.15780562,48.85197183,17.82405593,1346.87392,74.17357816,28.88364851,42.84459232,14.21586821,58.89455138,213.0836192,55.20066699,934.663588,106.1067216,0.004334642,3.16970429,3.865553622,2.989806818,0.320456219,4.789712574,-3.912857399,-3.705462204,-2.289454946,-1.83683968,-2.378850448,0.167456907,-1.179225752,5.351932834,4.546283073,1.695576572,0.086138659,5.146198837,-4.113566419,-3.825884346,-2.367269323,-1.879974197,-2.246905641,-0.53375806,-1.858771989
Bird Island,BI10,BI10.12,479,471.4,472.4,471.9,7821.063636,20921.72727,58109.63636,1.321818182,-2.228796009,-0.031964421,-0.644215139,-1.862796815,3.692136876,-0.595140668,-0.527133611,-0.700433609,-3.992292618,-2.306456008,0.729498007,0.88311699,4.683368037,2.901108988,0.168467554,14.55584856,41.80452346,36.45071392,22.98457981,1398.06145,49.29318596,35.37461853,37.63533156,18.03380664,62.24438638,186.6013251,66.94040769,2290.955323,148.3701146,0.008841814,3.286648216,3.75405781,2.7213085,-0.696845748,4.04543637,-3.764681315,-3.139192783,-0.946534169,-1.874501244,-2.028651923,0.061885603,-1.418929315,6.097183518,3.818028677,2.631447616,-0.735848214,3.438539055,-4.935553292,-3.636270308,-1.213884015,-1.844510839,-1.730100488,0.156149825,-2.045181534
Bird Island,BI10,BI10.12,484,478.2,479.2,478.7,8011.509091,21790,55455.72727,1.312727273,-2.047469115,0.060725313,-1.01774312,-1.854976735,2.907700994,-1.697100511,-0.269950764,-0.275173312,-4.011035026,-2.234628739,1.219224487,1.167474397,4.956685725,3.096266406,0.15564358,12.56546494,47.45696615,47.89590987,17.68255432,813.5276718,40.23792874,32.66440932,63.81265192,29.82311489,76.68020961,89.08963821,88.52919395,876.0102116,155.3296202,0.00353544,3.230401316,3.751363063,2.62233671,-0.800326732,3.756920838,-3.775516733,-2.864043502,-0.880841249,-1.473671285,-2.104432648,0.076242029,-1.538431806,5.195676722,4.098594655,2.830423062,-0.592753227,3.976789782,-3.854188666,-3.161041486,-0.737778999,-1.596055336,-2.364710069,-1.199722711,-2.595233727
Bird Island,BI10,BI10.13,506,473.4,474.5,474,7881.691667,20826.08333,59943.75,1.424166667,-2.30065033,-0.122737729,-0.778684248,-1.891827494,3.730550022,-1.503354398,-0.688413064,-0.853675,-3.376356413,-1.015880061,0.973671615,0.686894297,4.468114921,2.672347882,0.16606394,16.47587768,42.06812657,27.98809271,24.09246707,2157.795648,75.27022028,30.70090316,70.45028335,55.49303806,45.90206967,204.6181033,58.72038261,1161.338214,142.8750249,0.004827654,2.60887286,3.626128286,1.868126701,-1.111076271,5.198007084,-2.139581555,-2.871527712,-1.37820597,-0.309074685,-2.847975046,-0.506402041,-2.137291652,5.706993707,4.009801594,1.897994768,-1.046444211,3.98399371,-2.014028238,-3.166707748,-2.355777531,-0.906682269,-2.516120181,-1.076903419,-2.516120181
Bird Island,BI10,BI10.13,519,491,492,491.5,8384.236364,21587.27273,62373.45455,1.338181818,-3.120152989,-0.068003851,-1.545352266,-2.158327804,3.789191328,-0.565492683,-0.567788301,-0.385358015,-2.650617394,-1.998209541,0.911426545,0.767807505,4.694118469,2.896758998,0.165775222,10.66856044,40.41646829,21.46794651,14.8354612,4174.159303,69.75098566,48.81765701,40.1207269,52.05434223,47.88129261,92.54649937,126.057779,2148.93495,322.5106059,0.003774207,1.864884094,4.048229394,0.922950931,-0.632761582,5.050399469,-2.111171232,-2.119981862,-0.442268376,-0.255801472,-3.562994258,0.074364362,-2.835849469,5.073766891,3.156844279,0.73647615,-0.649818211,4.597205861,-2.119494181,-3.175546855,-1.111853671,0.087345855,-3.645550485,-0.527600578,-2.421775053
Bird Island,BI10,BI10.13,522,494.8,495.8,495.3,8490.036364,21632,65648.63636,1.413636364,-2.528507572,0.134179232,-1.096276455,-1.89342472,4.111827874,-1.094190733,-0.555791398,-0.466032805,-2.962455739,-3.091729425,0.996618615,0.78911432,4.73159467,2.925074135,0.164327659,14.37421935,46.91287863,52.9215543,22.4053565,8601.48369,69.43525434,27.89753981,47.90293216,31.90326287,50.24793076,147.3487514,112.4787657,1998.699527,169.8466688,0.00605834,2.833417252,3.883555483,1.979776206,-0.748522156,4.519043083,-3.805163183,-2.611387117,-0.627411331,-1.182106195,-2.564900377,0.187793994,-1.864095658,6.15939558,3.996449486,1.900478643,-0.807571559,3.063629452,-4.719594564,-2.847792387,0.862020277,-2.773684415,-2.640153022,0.128521801,-2.321699291
Bird Island,BI10,BI10.13,525,498.7,499.7,499.2,8597.97,21969.2,75244.2,1.42,-2.410749231,-0.127056638,-1.32017271,-1.621078327,4.048175628,-0.725279389,-0.983419534,-0.407585379,-1.46714934,-2.238602726,0.778187179,0.163654498,4.010501222,2.300574746,0.181211009,24.83635328,91.0792695,78.42363589,60.4024466,6283.970999,51.01154553,32.70677809,70.24528454,107.3917543,42.42064487,274.8184249,74.03159986,2061.698965,178.1566103,0.011687875,3.126507404,3.724472049,2.350387852,-0.480747209,4.759442416,-3.276664768,-3.043170348,-1.248871518,-1.764484982,-2.388511883,-0.046408856,-1.711950157,5.457737143,3.05984187,1.564348217,-0.30745396,4.373132865,-3.303186234,-2.897721126,-1.027629813,-1.261965905,-2.099213429,-1.170994127,-2.386895502
Bird Island,BI10,BI10.13,529,503.9,505.1,504.5,8738.44,22666.2,76962.9,1.376,-2.554002388,0.254327244,-1.642862034,-1.868097593,4.240187671,-0.460328938,-0.60866572,0.229424424,-0.378167639,-5.480383438,0.965221453,0.385411145,4.351282864,2.566652949,0.167993663,19.3071662,77.0310904,39.44067275,15.8689074,9764.807086,100.2402115,46.15192304,120.0831194,48.64485813,11.11755369,159.4624303,77.44137568,1853.806957,198.2243678,0.007156707,1.833392059,3.589221051,0.729490752,-1.013478553,5.243840663,-1.889051192,-1.355968862,0.254931306,-0.276438773,-3.873409286,-0.064532067,-3.177997098,5.113706387,4.488493317,1.221886089,-0.975338488,4.12452794,-2.690136916,-1.89162922,-1.79631904,0.006739984,-3.182613401,-0.784718128,-3.634598525
