"Location","Site","Section","sample","min_depth","max_depth","midpoint","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","Mn_fit_OLS","Mn_lwr_OLS","Mn_upr_OLS","Mn_fit_WLS","Mn_lwr_WLS","Mn_upr_WLS"
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-7.12836703798899,-9.43098704309181,5.60776646978262,1.55140202577451,4.19120906444154,3.0339397325216,5.34847839636148,4.21025423451969,2.95121999629104,5.46928847274834
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-6.67471446752992,-8.97730193689052,3.87669896856894,-0.297184886842047,4.56404626307717,3.40804932064711,5.72004320550723,4.57314383361574,3.38418880725894,5.76209885997255
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-7.0508488149572,-9.35305667417778,4.26621517220479,0.130701831063315,4.25491790023439,3.0979375997534,5.41189820071538,4.27226326678457,3.02524360127225,5.51928293229689
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-6.83042763838514,-9.13300902903986,4.1458801859122,0.0322313791804265,4.43607242099449,3.2797527450151,5.59239209697388,4.44858443766998,3.23564019557748,5.66152867976248
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-6.25789510776332,-8.56048176711493,4.25477583690087,0.439774392094173,4.90661185743765,3.75089153433925,6.06233218053606,4.90656949944655,3.78145560253755,6.03168339635555
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-6.67217419543638,-8.9747624488818,4.61205455325781,0.164844282617356,4.56613400156429,3.41014133530821,5.72212666782037,4.5751758695429,3.38661160165348,5.76374013743232
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-6.39682446074928,-8.69941075361782,4.23820457443249,-0.210968114924713,4.79243190090588,3.63671442485615,5.94814937695561,4.79543595697212,3.64910732801386,5.94176458593038
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-6.64078012257239,-8.94336368418342,4.25506676280208,-0.588525538201779,4.59193541644116,3.4359929762376,5.74787785664472,4.60028888169684,3.41655220086606,5.78402556252762
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-6.8918563396021,-9.19443749569677,4.58390305625152,0.365947666455336,4.38558685920349,3.2291070686208,5.54206664978618,4.39944587170736,3.17701865975157,5.62187308366315
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-6.4193102425978,-8.72189533559184,4.40567025787697,-0.430842611720357,4.77395182064303,3.61822586880274,5.92967777248331,4.77744894027317,3.62768047095885,5.92721740958748
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-6.5228330721053,-8.82541816509935,5.61348842504215,2.01153176945584,4.68887093658818,3.53307384676761,5.84466802640875,4.69463808336729,3.52901125240508,5.86026491432951
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-6.33694580335482,-8.63953033128118,4.36556304662388,0.79458722972213,4.84164354949948,3.68593650105119,5.99735059794777,4.84333459877701,3.70615774486008,5.98051145269393
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-6.70966208424105,-9.01224389606687,4.09825557805275,0.341275260043738,4.53532434599339,3.37926535121005,5.69138334077672,4.54518824062785,3.35085540734401,5.73952107391169
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-6.35410927479976,-8.65669666719676,5.77413731566368,2.12445474412467,4.82753764328601,3.67182941102869,5.98324587554333,4.82960504960803,3.68980620845258,5.96940389076348
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-6.35422482634148,-8.65681164408654,4.68151467135203,1.09515455693116,4.82744267652969,3.67173443138639,5.98315092167298,4.82951261664197,3.68969611975348,5.96932911353045
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-6.54824126900804,-8.8508284560507,4.5856816451236,0.653667992404879,4.66798905125903,3.51216643712483,5.82381166539323,4.67431334371365,3.50478898849564,5.84383769893165
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-6.67968786977669,-8.98227296277073,3.97930816378938,0.113954932030726,4.55995884137581,3.4039534350159,5.71596424773572,4.56916546764804,3.37944534897568,5.75888558632041
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-6.55376102488395,-8.85634401224321,3.84905447467711,-0.0855279509012801,4.66345260541493,3.50762402608258,5.81928118474728,4.66989793393235,3.49952659623158,5.84026927163312
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-6.25812382194157,-8.56070630374798,4.23367920911665,0.228434630434639,4.90642388726167,3.75070364695752,6.06214412756582,4.90638654446766,3.78123777814746,6.03153531078786
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-6.44351573017577,-8.74610333762478,5.87234844343613,1.88005449665249,4.7540583894848,3.59832053101704,5.90979624795256,4.75808628202965,3.60461300346829,5.91155956059101
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.44436708267852,-6.74695192023468,5.30804589904339,0.0149767701841019,6.39707119250899,5.23262844211515,7.56151394290283,6.35726216786131,5.50088316143367,7.21364117428895
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-6.23657767185119,-8.53916276484524,5.74123239556141,2.13695550924751,4.92413172529497,3.76840255444397,6.07986089614598,4.9236219229875,3.80175722686042,6.04548661911459
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-6.19614902034301,-8.4987346041923,5.86733159870463,2.28671122130482,4.95735826506234,3.80160616836292,6.11311036176175,4.95596195166397,3.84025487639741,6.07166902693053
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-6.45223731217543,-8.75482240516948,4.74869687800914,0.639182988287556,4.74689050284165,3.59114764721052,5.90263335847277,4.75110964042892,3.59630098936245,5.90591829149539
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-6.71292972402758,-9.01551399404375,4.66120673160248,1.71006283701951,4.5326388158245,3.37657371187968,5.68870391976932,4.54257436258694,3.34773851135554,5.73741021381835
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-6.27876056075672,-8.58134778626294,4.10532182269821,-0.651329446432959,4.88946345456528,3.73374962455105,6.04517728457951,4.88987862990277,3.76158285135486,6.01817440845068
"Bird Island","BI10","BI10.13",519,491,492,491.5,-6.7883815092144,-9.09096748968487,4.17170682131633,0.0993497497442033,4.47062829488191,3.31440751773389,5.62684907202993,4.48221833275156,3.27575871658464,5.68867794891847
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-6.50736569625548,-8.80994810901731,4.47682326820407,0.189053771993782,4.70158289604265,3.5457997879604,5.8573660041249,4.70701087740995,3.54375567106638,5.87026608375352
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-5.53922425592291,-7.84181036683951,5.13503054288322,1.82371287525525,5.49725598598324,4.34000442839038,6.65450754357611,5.48145476250695,4.46488659860683,6.49802292640707
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-6.19471625941922,-8.49730233271844,4.34900474774693,0.367785467745325,4.95853578857686,3.80278273174001,6.11428884541372,4.95710805789391,3.84161909480029,6.07259702098753
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.52336823563692,-7.82595282767652,6.00988763234206,0.806880445620664,5.51028735529513,4.35297339987143,6.66760131071882,5.49413844429237,4.47993957056616,6.50833731801858
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.2382745610127,-7.54085965400674,5.90479756735227,1.56965451858973,5.74459337253662,4.5859473300497,6.90323941502355,5.72219298652611,4.75037647016887,6.69400950288335
