Location,Site,label,ID,section_depth,field_depth,depth,SH20_age,surface,validity,qc,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,coh_inc,Total_scatter,cps_sum2
Bird Island,BI10,BI10.02,ACE_ITRAX_788,44.7,84.7,78.7,1227.7,7.03,1,TRUE,22522,54710,1.31,0.063973679,0.771339792,0.135258636,0.042039846,3.995613233,0,0.107841345,0.822518735,1.493328459,75.92761835,11.63407055,0.011928927,0.000280069,47905,95.00581163
Bird Island,BI10,BI10.02,ACE_ITRAX_789,44.8,84.8,78.8,1229,7.01,1,TRUE,22464,53923,1.34,0.08345233,0.780742911,0.148359698,0.051925894,4.307994733,0,0.025962947,1.079316804,1.561485822,75.78955177,11.29573651,0.012442875,0.000276396,46959,95.13724869
Bird Island,BI10,BI10.02,ACE_ITRAX_791,45,85,79,1231.8,6.94,1,TRUE,22124,53920,1.34,0.074183976,0.708456973,0.194732938,0.066765579,4.510385757,0.100148368,0.020400593,1.192507418,1.541172107,74.6735905,11.59681009,0.011942042,0.000288019,46517,94.69138436
Bird Island,BI10,BI10.02,ACE_ITRAX_792,45.1,85.1,79.1,1233.3,6.94,1,TRUE,21529,52496,1.31,0.080006096,0.88197196,0.118104237,0.106674794,5.137534288,0.23811338,0,1.339149649,1.341054557,73.72180738,11.59897897,0.012107375,0.000299707,44790,94.57580239
Bird Island,BI10,BI10.02,ACE_ITRAX_793,45.2,85.2,79.2,1234.7,6.96,1,TRUE,21138,51297,1.31,0.050685225,0.62771702,0.062381816,0.079926701,4.873579352,0,0.154005108,1.436731193,1.641421526,74.47998908,11.95586487,0.012144136,0.000312932,44339,95.37475896
Bird Island,BI10,BI10.02,ACE_ITRAX_794,45.3,85.3,79.3,1236.1,6.96,1,TRUE,21537,52900,1.26,0.088846881,0.663516068,0.155009452,0.088846881,4.497164461,0,0.126654064,1.370510397,1.903591682,73.1020794,11.74291115,0.011767881,0.000303662,44883,93.75120198
Bird Island,BI10,BI10.02,ACE_ITRAX_795,45.4,85.4,79.4,1237.5,6.96,1,TRUE,21247,52408,1.35,0.045794535,0.625858648,0.1354755,0.053426958,4.495496871,0,0.032437796,1.583727675,1.56846283,73.91428789,11.7901847,0.011962176,0.000304365,44916,94.25741995
Bird Island,BI10,BI10.02,ACE_ITRAX_796,45.5,85.5,79.5,1239,6.98,1,TRUE,21344,52363,1.35,0.040104654,0.630215992,0.166147852,0.059202108,4.751446632,0,0.143230907,1.21650784,1.579359471,74.11149094,11.80604625,0.011988271,0.000304225,44989,94.51604515
Bird Island,BI10,BI10.02,ACE_ITRAX_797,45.6,85.6,79.6,1240.4,7,1,TRUE,21011,51784,1.23,0.032828673,0.561949637,0.139039085,0.08496833,4.38166229,0,0.347597714,1.212729801,1.647226943,74.69102425,11.50162212,0.012540467,0.000297369,44634,94.61348669
Bird Island,BI10,BI10.02,ACE_ITRAX_798,45.7,85.7,79.7,1241.8,7.03,1,TRUE,21068,52182,1.33,0.090069373,0.730136829,0.139894983,0.124564026,4.90973899,0,0.502088843,1.2935495,1.199647388,73.18040704,11.88724081,0.011797583,0.00031129,44390,94.06944665
Bird Island,BI10,BI10.02,ACE_ITRAX_799,45.8,85.8,79.8,1243.2,7.03,1,TRUE,21490,53226,1.42,0.099575395,0.629391651,0.253635441,0.129635892,4.086348777,0,0.09018149,1.258783301,1.657084883,74.99718183,11.79310863,0.011947934,0.000295433,46195,95.00717066
Bird Island,BI10,BI10.02,ACE_ITRAX_800,45.9,85.9,79.9,1244.7,7.03,1,TRUE,22116,54277,1.41,0.112386462,0.545350701,0.221088122,0.049744827,4.32964239,0.075538442,0.208191315,1.188348656,1.361534352,74.84569891,11.88532896,0.011602186,0.000292569,47075,94.8347479
Bird Island,BI10,BI10.03,ACE_ITRAX_802,0.1,80.1,80.1,1247.5,7.47,1,TRUE,21919,52427,1.3,0.019074141,0.555057509,0.068666908,0.028611212,4.022736376,0.093463292,0.368130925,0.837354798,1.398134549,75.02622694,11.61042974,0.012325649,0.000295175,45421,94.04050722
Bird Island,BI10,BI10.03,ACE_ITRAX_803,0.2,80.2,80.2,1249,7.46,1,TRUE,22419,53991,1.34,0.038895371,0.537126558,0.051860495,0.070382101,3.648756274,0.03519105,0,1.094626882,1.346520716,76.18862403,11.47413458,0.012298406,0.000278938,47330,94.4986954
Bird Island,BI10,BI10.03,ACE_ITRAX_804,0.3,80.3,80.3,1250.5,7.43,1,TRUE,23200,55731,1.25,0.012560334,0.391164702,0.091511008,0.069979006,3.807575676,0.044858337,0,0.89357808,1.577219142,75.88595216,11.44425903,0.01189808,0.000270601,48670,94.23082616
Bird Island,BI10,BI10.03,ACE_ITRAX_805,0.4,80.4,80.4,1252.1,7.43,1,TRUE,23925,56978,1.38,0.012285444,0.415950016,0.107058865,0.035101267,3.983993822,0.25097406,0.247463933,0.94071396,1.160096879,75.71694338,11.43950297,0.011616591,0.000265159,49660,94.32196634
Bird Island,BI10,BI10.03,ACE_ITRAX_806,0.5,80.5,80.5,1253.5,7.44,1,TRUE,24096,58378,1.36,0.047963274,0.51389222,0.065093014,0.070231937,4.563362911,0.222686629,0.340881839,0.811949707,1.408064682,73.81719141,11.26623043,0.011223535,0.00026144,49670,93.13903302
Bird Island,BI10,BI10.03,ACE_ITRAX_807,0.6,80.6,80.6,1255.1,7.47,1,TRUE,24076,57078,1.42,0.017519885,0.411717299,0.087599425,0.015767897,5.250709555,0.113879253,0.194470724,0.728827219,1.844843898,73.93917096,11.93454571,0.010854253,0.000282789,49015,94.55018887
Bird Island,BI10,BI10.03,ACE_ITRAX_808,0.7,80.7,80.7,1256.6,7.5,1,TRUE,23526,56619,1.51,0,0.443314082,0.084777195,0.083011003,5.761316872,0.20311203,0.157191049,0.681749943,1.794450626,74.16768223,11.11111111,0.01178949,0.000264594,48284,94.49977022
Bird Island,BI10,BI10.03,ACE_ITRAX_809,0.8,80.8,80.8,1258,7.5,1,TRUE,23177,55547,1.29,0.023403604,0.455470142,0.093614417,0.077411921,4.840945506,0.126019407,0.045006931,0.592291213,1.6454534,74.82132248,11.32194358,0.011897173,0.000272417,47850,94.05505219
Bird Island,BI10,BI10.03,ACE_ITRAX_810,0.9,80.9,80.9,1259.6,7.48,1,TRUE,23003,57254,1.37,0.225311769,0.510008034,0.253257414,0.17116708,7.774129318,0.038425263,0.4279177,1.044468509,1.685471757,71.52338701,11.05250288,0.011302684,0.000269902,47278,94.71761933
Bird Island,BI10,BI10.03,ACE_ITRAX_811,1,81,81,1261.1,7.46,1,TRUE,23714,56895,1.37,0.040425345,0.49037701,0.142367519,0.08085069,5.16917128,0.179277617,0.507953247,0.708322348,1.381492223,74.09438439,11.27515599,0.011550177,0.000267463,48571,94.0815953
Bird Island,BI10,BI10.03,ACE_ITRAX_812,1.1,81.1,81.1,1262.6,7.42,1,TRUE,24064,57077,1.49,0.024528269,0.4835573,0.082344903,0.105121152,5.000262803,0.129649421,0.134905479,0.963610561,1.333286613,74.16647686,11.41966116,0.011378717,0.000269764,48850,93.855053
Bird Island,BI10,BI10.03,ACE_ITRAX_813,1.2,81.2,81.2,1264.1,7.4,1,TRUE,23149,56587,1.3,0.067153233,0.590241575,0.226200364,0.077756375,3.951437609,0.021206284,0.056550091,1.457932034,1.668227685,73.55046212,11.62634527,0.011179581,0.000279345,48199,93.30497157
Bird Island,BI10,BI10.03,ACE_ITRAX_814,1.3,81.3,81.3,1265.6,7.39,1,TRUE,23918,57770,1.32,0.017310023,0.424095551,0.058854077,0.057123074,4.104206335,0.143673187,0,1.187467544,1.516357971,74.58023195,11.95949455,0.010794649,0.000277579,49994,94.05988649
Bird Island,BI10,BI10.03,ACE_ITRAX_815,1.4,81.4,81.4,1267.1,7.39,1,TRUE,24068,57651,1.36,0.053771834,0.442316699,0.098870791,0.050302683,4.695495308,0,0.294877799,1.059825502,1.640908224,75.10017172,11.29208513,0.011536125,0.000260811,49806,94.74042263
Bird Island,BI10,BI10.03,ACE_ITRAX_816,1.5,81.5,81.5,1268.6,7.38,1,TRUE,23948,57507,1.37,0.033039456,0.499069678,0.085207018,0.074773506,3.886483385,0.092162693,0.250404299,0.638183178,1.481558767,74.91609717,11.71683447,0.011118447,0.000271966,49820,93.68520404
Bird Island,BI10,BI10.03,ACE_ITRAX_817,1.6,81.6,81.6,1270.1,7.37,1,TRUE,23438,56708,1.29,0.058192848,0.530789307,0.128729633,0,3.613246808,0,0.077590463,0.887000071,1.627636312,75.0088171,11.98949002,0.011032331,0.000281867,49335,93.93280676
Bird Island,BI10,BI10.03,ACE_ITRAX_818,1.7,81.7,81.7,1271.5,7.38,1,TRUE,23317,55966,1.2,0.055390773,0.516384948,0.125075939,0.062537969,3.461029911,0.230497088,0.02144159,0.57356252,1.57774363,75.83175499,11.86434621,0.011420445,0.000279556,49080,94.33146557
Bird Island,BI10,BI10.03,ACE_ITRAX_819,1.8,81.8,81.8,1273.1,7.39,1,TRUE,23164,55305,1.35,0.052436489,0.486393635,0.110297441,0,3.386673899,0.030738631,0.433957147,1.037880843,1.847934183,74.98417865,11.33713046,0.011959199,0.000273381,47740,93.71985395
Bird Island,BI10,BI10.03,ACE_ITRAX_820,1.9,81.9,81.9,1274.5,7.4,1,TRUE,22504,53590,1.2,0.014928158,0.50755738,0.130621385,0.044784475,3.239410338,0.018660198,0.462772905,0.835976861,1.60664303,74.98040679,11.77831685,0.011879025,0.000293124,46494,93.63225052
Bird Island,BI10,BI10.03,ACE_ITRAX_821,2,82,82,1276.1,7.4,1,TRUE,22338,53167,1.37,0.080877236,0.432599169,0.122256287,0.082758102,3.568002708,0.129779751,0.368649726,0.947956439,1.655162037,73.82398856,12.13910885,0.011438486,0.000309277,45704,93.36288663
Bird Island,BI10,BI10.03,ACE_ITRAX_822,2.1,82.1,82.1,1277.6,7.41,1,TRUE,21794,51618,1.21,0.054244643,0.515324112,0.091053508,0.083304274,3.279863613,0.079429656,0.249912821,1.270874501,1.489790383,73.86764307,12.10624201,0.011820714,0.000317507,44378,93.09982081
Bird Island,BI10,BI10.03,ACE_ITRAX_823,2.2,82.2,82.2,1279,7.43,1,TRUE,21094,49610,1.4,0.044345898,0.483773433,0.098770409,0.143116307,3.32594235,0,0.485789155,1.251763757,1.648861117,74.13021568,12.07014715,0.012379796,0.000328207,42764,93.69543326
Bird Island,BI10,BI10.03,ACE_ITRAX_824,2.3,82.3,82.3,1280.6,7.46,1,TRUE,20675,48571,1.3,0.032941467,0.49823969,0.043235676,0.100883243,3.065615285,0,0.508533899,1.360894361,1.766486175,73.44300097,12.19246052,0.012401723,0.000341794,41594,93.0250348
Bird Island,BI10,BI10.03,ACE_ITRAX_825,2.4,82.4,82.4,1282.1,7.48,1,TRUE,21262,50886,1.22,0.027512479,0.644578076,0.102189207,0.129701686,3.25826357,0,0.38124435,1.713634398,1.735251346,73.32468655,12.59285462,0.011442679,0.000337501,43720,93.92169646
Bird Island,BI10,BI10.03,ACE_ITRAX_826,2.5,82.5,82.5,1283.6,7.49,1,TRUE,21574,51639,1.31,0.009682604,0.478320649,0.143302543,0.106508647,3.071322063,0,0.598384942,1.952013013,2.015918201,73.78725382,12.22331958,0.011689996,0.000320797,44415,94.39803686
Bird Island,BI10,BI10.03,ACE_ITRAX_827,2.6,82.6,82.6,1285.1,7.51,1,TRUE,22345,54232,1.26,0.018439298,0.486797463,0.121699366,0.0866647,3.018513055,0.009219649,0.140138664,1.126641098,2.057825638,75.95515563,11.69420268,0.01197653,0.000283895,47534,94.72755767
Bird Island,BI10,BI10.03,ACE_ITRAX_828,2.7,82.7,82.7,1286.6,7.53,1,TRUE,22552,55343,1.31,0.07227653,0.498708057,0.142746147,0.088538749,3.395189997,0.052400484,0.159008366,0.793234917,1.544910829,76.27342211,11.50642358,0.01197761,0.000272587,48580,94.53910996
Bird Island,BI10,BI10.03,ACE_ITRAX_829,2.8,82.8,82.8,1288.1,7.55,1,TRUE,22489,54798,1.42,0.020073725,0.443446841,0.056571408,0.063870944,2.753750137,0.091244206,0.220810979,0.976313004,1.655169897,76.35862623,11.79970072,0.011809252,0.000281999,48309,94.45166934
Bird Island,BI10,BI10.03,ACE_ITRAX_830,2.9,82.9,82.9,1289.6,7.55,1,TRUE,22586,54468,1.27,0.042226628,0.433281927,0.132187707,0.025703165,2.68965264,0,0.042226628,0.758243372,1.54586179,77.23984725,11.32408019,0.012522673,0.000269166,48239,94.24610314
Bird Island,BI10,BI10.03,ACE_ITRAX_831,3,83,83,1291.1,7.56,1,TRUE,22066,53513,1.19,0.029899277,0.469044905,0.063535963,0.04298021,2.81426943,0.013080934,0,0.596116831,1.644460225,76.89907125,11.90738699,0.012068279,0.000289358,47523,94.49220366
Bird Island,BI10,BI10.03,ACE_ITRAX_832,3.1,83.1,83.1,1292.5,7.57,1,TRUE,21354,51854,1.32,0.026998881,0.341343002,0.088710611,0.063640221,2.43954179,0.109924017,0,0.38955529,1.733713889,78.42596521,11.5497358,0.013095002,0.000284008,46656,95.18250772
Bird Island,BI10,BI10.03,ACE_ITRAX_833,3.2,83.2,83.2,1293.9,7.58,1,TRUE,21546,52668,1.45,0.03417635,0.299992405,0.117718539,0.117718539,2.196779828,0.237335764,0.18037518,0.852510063,1.194273563,77.73790537,11.6047695,0.012718898,0.000283437,47055,94.58655744
Bird Island,BI10,BI10.03,ACE_ITRAX_834,3.3,83.3,83.3,1295.5,7.59,1,TRUE,22297,54453,1.22,0.062439168,0.530732926,0.091822305,0.128551228,2.471856463,0.126714782,0.009182231,0.457275081,1.920922631,77.87633372,11.47411529,0.012464202,0.000270578,48654,95.1626806
Bird Island,BI10,BI10.03,ACE_ITRAX_835,3.4,83.4,83.4,1296.9,7.6,1,TRUE,22421,54326,1.29,0.022088871,0.393918198,0.04785922,0.134373965,2.464749844,0,0,0.342377499,1.413687737,78.43573979,11.548798,0.012501712,0.000271029,48885,94.81636586
Bird Island,BI10,BI10.03,ACE_ITRAX_836,3.5,83.5,83.5,1298.4,7.63,1,TRUE,22856,54201,1.18,0.020294829,0.31364735,0.07933433,0.059039501,2.972269884,0.020294829,0.035054704,0.509215697,1.518422169,77.98011107,11.45181823,0.012563253,0.000270946,48473,94.97233679
Bird Island,BI10,BI10.03,ACE_ITRAX_837,3.6,83.6,83.6,1299.8,7.64,1,TRUE,23349,56275,1.44,0.037316748,0.330519769,0.065748556,0.072856508,2.901821413,0,0,0.465570857,1.773434029,77.7041315,11.27676588,0.012244584,0.000257884,50074,94.64066773
Bird Island,BI10,BI10.03,ACE_ITRAX_838,3.7,83.7,83.7,1301.3,7.65,1,TRUE,23078,55146,1.33,0.036267363,0.41163457,0.061654517,0.094295144,2.830667682,0,0,0.629238748,1.418053893,77.47615421,11.13589381,0.012616211,0.000260641,48866,94.10673679
Bird Island,BI10,BI10.03,ACE_ITRAX_839,3.8,83.8,83.8,1302.6,7.68,1,TRUE,22891,55137,1.27,0.025391298,0.417142754,0.025391298,0.085242215,2.533688812,0,0.25391298,0.7436023,1.661316357,77.16778207,11.52946297,0.012139025,0.000270975,48905,94.45534306
Bird Island,BI10,BI10.03,ACE_ITRAX_840,3.9,83.9,83.9,1304,7.69,1,TRUE,22708,54062,1.35,0.022196737,0.308904591,0.066590211,0.022196737,2.597018238,0,0.07768858,0.876771115,1.947763679,77.63123821,11.38692612,0.012610662,0.000271318,48125,94.9501762
Bird Island,BI10,BI10.03,ACE_ITRAX_841,4,84,84,1305.3,7.7,1,TRUE,22415,53634,1.39,0.041018757,0.391542678,0.048476713,0.074579558,2.910467241,0,0,0.725286199,1.73024574,77.72495059,11.4833874,0.012619735,0.000275467,47846,95.14285008
Bird Island,BI10,BI10.03,ACE_ITRAX_842,4.1,84.1,84.1,1306.8,7.7,1,TRUE,22275,53774,1.24,0.022315617,0.390523301,0.059508313,0.087402834,3.072116636,0,0,0.658310708,1.547216127,77.15252724,11.4999814,0.012476153,0.000277188,47672,94.50265552
Bird Island,BI10,BI10.03,ACE_ITRAX_843,4.2,84.2,84.2,1308.2,7.71,1,TRUE,21902,52189,1.19,0.034490027,0.398551419,0,0.021077238,2.789859932,0.049818927,0,0.47327981,1.377684953,77.47418038,11.67487402,0.012715277,0.000288746,46526,94.30682073
Bird Island,BI10,BI10.03,ACE_ITRAX_844,4.3,84.3,84.3,1309.7,7.71,1,TRUE,21785,52285,1.22,0.047814861,0.403557426,0.055465239,0.063115616,2.591565459,0,0.181696471,0.795639285,1.445921392,77.30706704,11.49086736,0.012867355,0.000284287,46428,94.39586179
Bird Island,BI10,BI10.03,ACE_ITRAX_845,4.4,84.4,84.4,1311.1,7.72,1,TRUE,21576,52297,1.25,0.015297245,0.493336138,0.032506645,0.047803889,2.342390577,0,0,0.749564985,1.705642771,77.8170832,11.41748093,0.013032504,0.000280555,46667,94.63441943
Bird Island,BI10,BI10.03,ACE_ITRAX_846,4.5,84.5,84.5,1312.4,7.71,1,TRUE,22245,53735,1.35,0.046524612,0.504326789,0.074439378,0.040941658,2.687261561,0,0,0.697869173,1.751186378,77.005676,11.72606309,0.012221183,0.000283382,47680,94.5467932
Bird Island,BI10,BI10.03,ACE_ITRAX_847,4.6,84.6,84.6,1313.8,7.7,1,TRUE,21732,52318,1.23,0.053518865,0.481669789,0.063075806,0.061164418,2.115906571,0,0.114683283,0.965250965,1.466034634,77.6558737,12.03409916,0.01233416,0.000296202,46924,95.02390755
Bird Island,BI10,BI10.03,ACE_ITRAX_848,4.7,84.7,84.7,1315.2,7.7,1,TRUE,21743,52028,1.41,0.013454294,0.528561544,0.101868225,0.048051049,2.296840163,0,0.190282156,1.062889214,1.426155147,77.4909664,11.36503421,0.013105186,0.000281892,46230,94.53748948
Bird Island,BI10,BI10.03,ACE_ITRAX_849,4.8,84.8,84.8,1316.7,7.7,1,TRUE,21827,52953,1.43,0,0.498555323,0.073650218,0.069873284,2.313372236,0,0.045323211,0.900798822,1.710951221,78.27696259,11.11362907,0.013301098,0.000268121,47335,95.01668519
Bird Island,BI10,BI10.03,ACE_ITRAX_850,4.9,84.9,84.9,1318,7.7,1,TRUE,22338,53929,1.28,0.027814348,0.446883866,0,0.042648668,2.512562814,0,0.070463016,1.055090953,1.891375698,77.51302639,11.39461143,0.012613999,0.000272585,47947,94.96736377
Bird Island,BI10,BI10.03,ACE_ITRAX_851,5,85,85,1319.4,7.71,1,TRUE,22037,52456,1.08,0.017157237,0.386991002,0.030501754,0.034314473,2.108433735,0.190635962,0,0.610035077,1.7843526,77.64221443,11.88424584,0.012454638,0.000291795,46962,94.70162854
Bird Island,BI10,BI10.03,ACE_ITRAX_852,5.1,85.1,85.1,1320.9,7.72,1,TRUE,21945,52466,1.18,0.007623985,0.463157092,0.041931918,0.076239851,2.174741738,0.01524797,0,0.840544353,1.62772081,77.61788587,11.8896047,0.012442752,0.000291963,46961,94.767433
Bird Island,BI10,BI10.03,ACE_ITRAX_853,5.2,85.2,85.2,1322.5,7.75,1,TRUE,21485,52456,1.26,0,0.484215342,0.085786183,0.011438158,2.047430227,0.163946927,0.400335519,0.718697575,1.904453256,76.78816532,12.02150374,0.012177001,0.000298448,46586,94.63844769
Bird Island,BI10,BI10.03,ACE_ITRAX_854,5.3,85.3,85.3,1324,7.77,1,TRUE,21434,51513,1.23,0,0.440665463,0.009706288,0.025236348,1.857783472,0,0.023295091,0.636732475,1.731601732,78.46174752,12.02414924,0.012667379,0.000297495,46612,95.22388251
Bird Island,BI10,BI10.03,ACE_ITRAX_855,5.4,85.4,85.4,1325.5,7.79,1,TRUE,20977,50720,1.21,0.013801262,0.412066246,0.053233438,0,2.190457413,0.0670347,0.057176656,0.695977918,1.867113565,78.55875394,11.79613565,0.013130328,0.000296051,45828,95.72517717
Bird Island,BI10,BI10.03,ACE_ITRAX_856,5.5,85.5,85.5,1327,7.8,1,TRUE,20507,50063,1.18,0,0.443441264,0.027964764,0.031959731,2.125322094,0.055929529,0,0.717096458,1.731817909,78.41519685,11.58939736,0.013515201,0.000295219,45059,95.15193638
Bird Island,BI10,BI10.03,ACE_ITRAX_857,5.6,85.6,85.6,1328.5,7.81,1,TRUE,20804,50850,1.26,0,0.403146509,0.110127827,0.04719764,1.864306785,0,0.253687316,0.637168142,1.677482793,78.83185841,11.64798427,0.013309448,0.000290575,46009,95.48655971
Bird Island,BI10,BI10.03,ACE_ITRAX_858,5.7,85.7,85.7,1330,7.83,1,TRUE,20546,49542,1.33,0,0.34919866,0.058536192,0.020184894,1.99426749,0.183682532,0,0.488474426,1.657179767,78.70695571,11.51144483,0.013800974,0.000295218,44696,94.9840207
Bird Island,BI10,BI10.03,ACE_ITRAX_859,5.8,85.8,85.8,1331.5,7.84,1,TRUE,20724,50571,1.21,0.009887089,0.4310771,0.009887089,0.096893476,2.276007989,0.106780566,0.179945028,0.765260723,1.761879338,77.66506496,11.80716221,0.013007045,0.00030062,45247,95.12315323
Bird Island,BI10,BI10.03,ACE_ITRAX_860,5.9,85.9,85.9,1333,7.84,1,TRUE,20886,51175,1.29,0.056668295,0.5901319,0.099658036,0.072300928,2.708353688,0.134831461,0.150464094,0.873473376,1.75085491,76.98290181,11.78700537,0.012762417,0.000299193,45428,95.21970548
Bird Island,BI10,BI10.03,ACE_ITRAX_861,6,86,86,1334.6,7.84,1,TRUE,20950,50689,1.24,0,0.455720176,0.071021326,0.072994141,3.09534613,0.086803843,0,0.574089053,1.684783681,77.12718736,11.26082582,0.013512121,0.000288037,44803,94.44257169
Bird Island,BI10,BI10.03,ACE_ITRAX_862,6.1,86.1,86.1,1336.1,7.84,1,TRUE,21002,51636,1.27,0.0406693,0.561623673,0.063908901,0.069718801,2.695793632,0.108451468,0.214966303,0.755287009,1.713920521,76.46796808,11.70307537,0.012653975,0.000296393,45528,94.40833343
Bird Island,BI10,BI10.03,ACE_ITRAX_863,6.2,86.2,86.2,1337.6,7.84,1,TRUE,21006,51262,1.23,0.04291678,0.55401662,0.046818306,0.023409153,2.465764114,0.117045765,0.13460263,0.862237135,1.545004097,77.47649331,11.50169716,0.013140518,0.000289599,45612,94.78343519
Bird Island,BI10,BI10.03,ACE_ITRAX_864,6.3,86.3,86.3,1339.1,7.84,1,TRUE,21608,52819,1.24,0.009466291,0.427876332,0.045438195,0.066264034,2.037145724,0.136314584,0.138207842,0.603949336,1.715291846,77.525133,12.31185748,0.011921441,0.000300671,47451,95.02916677
Bird Island,BI10,BI10.03,ACE_ITRAX_865,6.4,86.4,86.4,1340.6,7.83,1,TRUE,22147,54316,1.22,0.02945725,0.371897783,0.04970911,0.016569703,2.170631122,0,0.48420355,0.511819722,1.898151558,77.22218131,12.07931365,0.01176988,0.000287987,48505,94.84599262
Bird Island,BI10,BI10.03,ACE_ITRAX_866,6.5,86.5,86.5,1342.1,7.81,1,TRUE,22289,53694,1.3,0.05773457,0.359444258,0,0.091257869,2.184601631,0.154579655,0.156442061,0.629493053,1.968562595,77.07751332,11.80578836,0.012159254,0.00028526,47725,94.49786188
Bird Island,BI10,BI10.03,ACE_ITRAX_867,6.6,86.6,86.6,1343.7,7.82,1,TRUE,22290,54308,1.3,0.023937541,0.373793916,0.103115563,0.051557782,2.526331296,0.130735803,0.101274214,0.75311188,1.445459233,76.3957428,11.71282316,0.012010021,0.000282312,47850,93.63017552
Bird Island,BI10,BI10.03,ACE_ITRAX_868,6.7,86.7,86.7,1345.2,7.83,1,TRUE,22610,54968,1.29,0.025469364,0.498471838,0.076408092,0.120069859,3.220055305,0.143719983,0.136443021,1.186144666,1.662785621,74.70528307,11.72500364,0.0115912,0.00028553,47509,93.51173119
Bird Island,BI10,BI10.03,ACE_ITRAX_869,6.8,86.8,86.8,1346.7,7.83,1,TRUE,22229,53327,1.32,0.046880567,0.41254899,0.065632794,0.045005344,3.171001556,0,0,0.943237009,1.638944625,76.1246648,11.57762484,0.012329878,0.000285198,46769,94.03815561
Bird Island,BI10,BI10.03,ACE_ITRAX_870,6.9,86.9,86.9,1348.2,7.84,1,TRUE,21754,52142,1.35,0,0.37973227,0.059453032,0.090138468,2.794292509,0.086302789,0.184112616,0.657819033,1.758659046,77.46154731,11.38429673,0.013049452,0.000281859,46326,94.86968511
Bird Island,BI10,BI10.03,ACE_ITRAX_871,7,87,87,1349.7,7.85,1,TRUE,21761,51134,1.24,0.027379043,0.422419525,0.046935503,0.123205695,2.884577776,0.09191536,0.17405249,0.662963977,1.466734462,76.89208746,11.2488755,0.013367887,0.0002861,45070,94.05480078
Bird Island,BI10,BI10.03,ACE_ITRAX_872,7.1,87.1,87.1,1351.1,7.83,1,TRUE,22054,52764,1.24,0,0.377151088,0.045485558,0.062542643,3.202941399,0.126980517,0.077704495,0.716397544,1.516185278,76.86490789,11.13069517,0.013087844,0.000274446,46430,94.13435387
Bird Island,BI10,BI10.03,ACE_ITRAX_873,7.2,87.2,87.2,1352.6,7.83,1,TRUE,21886,53432,1.21,0.054274592,0.469755951,0.037430753,0.101063033,4.005090582,0.104806109,0.093576883,0.703698158,1.824749214,76.23334331,11.49498428,0.012411811,0.000282203,46875,95.13546688
Bird Island,BI10,BI10.03,ACE_ITRAX_874,7.3,87.3,87.3,1354.1,7.84,1,TRUE,22311,53563,1.32,0,0.334185912,0.020536564,0.063476654,3.186901406,0.134421149,0.179228199,0.504079308,1.372215895,77.71596064,11.1364188,0.013028661,0.000267529,47592,94.66072072
Bird Island,BI10,BI10.03,ACE_ITRAX_875,7.4,87.4,87.4,1355.7,7.84,1,TRUE,22999,55501,1.37,0,0.392785716,0.041440695,0.070269004,3.34588566,0.181978703,0,0.648636961,1.63240302,76.92834363,11.646637,0.011901043,0.000272781,49160,94.90055421
Bird Island,BI10,BI10.03,ACE_ITRAX_876,7.5,87.5,87.5,1357.3,7.85,1,TRUE,23402,55590,1.31,0.019787732,0.431732326,0.082748696,0.062960964,3.828026623,0.334592553,0,0.679978413,1.618996222,77.15776219,10.88505127,0.012751241,0.000253778,48943,95.114642
Bird Island,BI10,BI10.03,ACE_ITRAX_877,7.6,87.6,87.6,1358.8,7.86,1,TRUE,23449,56082,1.28,0.019614136,0.367319282,0.024963446,0.049926893,2.934988053,0.203273778,0.174744125,0.492136514,1.820548483,77.67376342,11.28882707,0.012268799,0.00025915,49892,95.06263315
Bird Island,BI10,BI10.03,ACE_ITRAX_878,7.7,87.7,87.7,1360.3,7.86,1,TRUE,23358,55676,1.24,0,0.407716072,0.016164954,0.071844242,3.112651771,0.283784755,0,0.434657662,1.591349953,77.10862849,11.52022415,0.012021925,0.000268343,49345,94.55931232
Bird Island,BI10,BI10.03,ACE_ITRAX_879,7.8,87.8,87.8,1361.8,7.87,1,TRUE,23288,55172,1.42,0,0.44406583,0.074313057,0.121438411,3.231711738,0.204814036,0,0.369752773,1.725512941,77.16414123,11.46596099,0.012197936,0.000269325,48899,94.81417827
Bird Island,BI10,BI10.03,ACE_ITRAX_880,7.9,87.9,87.9,1363.3,7.87,1,TRUE,23161,56337,1.36,0,0.452633261,0.035500648,0.078101425,2.978504358,0.175728207,0.104726911,0.401157321,1.528302892,76.51099633,11.6495376,0.01165793,0.000270266,49667,93.92711715
Bird Island,BI10,BI10.03,ACE_ITRAX_881,8,88,88,1364.9,7.87,1,TRUE,22927,56309,1.3,0.044397876,0.45818608,0.01420732,0.031966471,3.31918521,0.23974853,0,0.657088565,1.516631444,76.11749454,11.68907279,0.011564493,0.00027272,49443,94.09981604
Bird Island,BI10,BI10.03,ACE_ITRAX_882,8.1,88.1,88.1,1366.3,7.88,1,TRUE,22763,56314,1.29,0.023084846,0.459921156,0.019533331,0.090563625,3.496466243,0.269915119,0.122527258,0.601981745,1.576872536,75.82128778,11.62055617,0.011586383,0.000272157,49242,94.11456835
