"Location","Site","label","ID","section_depth","field_depth","depth","SH20_mean_age","surface","validity","qc","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Zn","Rb","Sr","Zr","Mo_coh","Total_scatter","inc_coh","coh_inc"
"Bird Island","BI10","BI10.01","ACE_ITRAX_2",0.1,0.1,0.1,-63.4,7.46,1,TRUE,19704,50127,1.34,NA,-7.32380268259107,NA,-7.4108144730238,-1.86848196889746,NA,NA,NA,-3.76015623173006,-1.91252912489724,41757,6.770189803,0.147706346
"Bird Island","BI10","BI10.01","ACE_ITRAX_3",0.2,0.2,0.2,-61.7,7.48,1,TRUE,19718,50612,1.39,NA,-6.30696628963539,-8.55070861075405,-7.03088495749373,-1.74119862791878,NA,-7.27774562356159,NA,-4.03515285359442,-1.92475025600625,41474,6.853436849,0.145912193
"Bird Island","BI10","BI10.01","ACE_ITRAX_4",0.3,0.3,0.3,-60.1,7.5,1,TRUE,19924,50481,1.2,NA,-7.16750576235354,NA,-8.01480405494302,-1.82329405678856,-6.9161917662749,NA,NA,-3.75447440507704,-1.89468984673162,41764,6.650485437,0.150364964
"Bird Island","BI10","BI10.01","ACE_ITRAX_5",0.4,0.4,0.4,-58.6,7.52,1,TRUE,20433,52629,1.37,-7.23136716554044,-6.4496667281927,-6.65600327978268,-8.32997945420855,-1.69461656443608,NA,NA,-5.87324391832055,-4.09587318997841,-1.87863199913012,43019,6.544545773,0.152798992
"Bird Island","BI10","BI10.01","ACE_ITRAX_6",0.5,0.5,0.5,-57,7.52,1,TRUE,20192,50683,1.31,-8.44685123035999,-6.57504869496807,-6.97094431108976,-7.53055956641124,-1.97431171822941,NA,NA,-7.09230571788937,-4.15639172537085,-1.91288068817362,42788,6.772570391,0.147654427
"Bird Island","BI10","BI10.01","ACE_ITRAX_7",0.6,0.6,0.6,-55.5,7.51,1,TRUE,20422,51345,1.32,-7.42201010909437,-6.79630424822279,NA,-7.33862742982512,-2.17315674134152,NA,-8.94806841946162,NA,-3.7696590165316,-1.93559051709526,44017,6.928134006,0.144339009
"Bird Island","BI10","BI10.01","ACE_ITRAX_8",0.7,0.7,0.7,-53.9,7.48,1,TRUE,21569,53000,1.27,NA,-7.50556682551626,NA,-7.76339550702186,-2.26406079535869,-6.64536563022145,NA,NA,-3.90328608372552,-1.91593807299986,45887,6.793308424,0.14720368
"Bird Island","BI10","BI10.01","ACE_ITRAX_9",0.8,0.8,0.8,-52.4,7.48,1,TRUE,22053,54850,1.38,-8.02888008337966,-6.78716817839303,-8.02888008337966,-7.06746990891195,-1.918608750114,NA,-6.11649412564878,NA,-3.8438996051551,-1.9627733601313,45491,7.11904337,0.140468311
"Bird Island","BI10","BI10.01","ACE_ITRAX_10",0.9,0.9,0.9,-50.8,7.51,1,TRUE,20675,52835,1.33,-7.92272611247415,-6.45091034689688,-7.56605282410654,NA,-2.01076971692287,NA,NA,-5.68658706673399,-3.72767571016188,-1.9003177723626,44406,6.688019391,0.149521098
"Bird Island","BI10","BI10.01","ACE_ITRAX_11",1,1,1,-49.3,7.53,1,TRUE,20757,52197,1.39,NA,-7.11156322380211,-6.8884194272754,NA,-2.13677089436429,NA,-5.99233132264939,NA,-3.72611405768924,-1.96116585583993,44754,7.107608696,0.140694296
