Location,Site,Section,sample,min_depth,max_depth,midpoint,depth,depth_err,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,SH20_mean_95CI,accrate,accrate_err,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Volume,Volume_err,Wet_density,Dry_density,Dry_density_err,DMAR,DMAR_err,DMAR_err_pc,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Bird Island,BI10,BI10.1,1,0,1.1,0.6,0.6,0.55,-67,-52,-61,-61,7,0.09517,0.07549,20689.81818181818,52220.36363636364,1.329090909090909,8.636363636363637,42,15.272727272727273,16.363636363636363,5450.545454545455,68.9090909090909,172.72727272727272,88,8,26.18181818181818,28.727272727272727,792.3636363636364,38213.72727272727,5590.272727272727,6.836090686272727,1.9218939340999515,0.14637658472727272,-1.9218939346220254,43804,873.506590493949,1818.1800390900387,0.057000797442587646,9.831304361810059,15.811388300841896,17.905814190317674,11.569552517472118,835.9219298040175,58.91087258809624,26.461636038200318,47.182623920252674,18.15488914865635,39.54950867411169,47.402723358665604,126.04306623315121,1611.558568027181,191.84060618601626,0.18220251860198994,0.026604034504610494,0.003886984484038571,0.026604034962280643,1764.1658085338804,87.49,12.51,0.63,90.56,4.53,52.34,4.53,3.9915,0.2116,0.7473,0.1069,0.011,0.0102,0.0091,89.6,3631.01094,41.22201845,1782.206118,320.7971012,1557.061769,202.41803,134.9563972,18.89389561,34.34524027,4.121428832,13959.03161,2512.62569,0.738789575,0.05171527,2.467420581,1.332407114,4.369649931,0.61175099,22.90793616,2.061714254,1.593037056,0.008373058,2.288761162,0.366201786,26.58846642,0.531769328,2.896325963,0.144816298,1.440961807,0.005279507,0.193973613,0.004950768
Bird Island,BI10,BI10.1,4,3.9,5,4.5,4.5,0.55,-62,41,-24,-20,52,0.09524,-0.2374,24515.916666666668,60507.166666666664,1.3216666666666668,10.416666666666666,43.083333333333336,12.833333333333332,35.666666666666664,5083.583333333333,81.58333333333333,238.75,98.91666666666666,0.5454545454545455,56.5,2.083333333333333,898.5,45226.25,6602.416666666667,6.853673352916667,1.9245038086191877,0.14598915158333334,-1.9245038082568768,51828.666666666664,487.30211990161297,1472.7535641124964,0.06820201721001476,8.979353422089359,12.124043229980018,12.82634599233747,18.95608961081724,710.068557296129,41.30476163026889,34.79322034273605,46.75557007815575,1.8090680674665816,72.09148228592485,7.2168783648703245,114.74437993763672,654.3573009241413,185.38777949983324,0.16974275919087098,0.024756333214801803,0.0036135153249880333,0.02475633304656334,759.696390711846,89.51,10.49,0.52,90.31,4.52,45.15,4.52,3.7179,0.303,1.4999,0.1757,0.0231,0.0167,-0.0395,-236.1,2187.768178,58.29252023,1331.46149,239.6630682,1397.543318,181.6806313,79.78694045,11.17017166,28.06949723,3.368339668,9355.988249,1684.077885,0.761205508,0.053284386,2.98969441,1.614434981,3.255429522,0.455760133,12.50967591,1.125870832,1.332775979,0.02334512,1.525038372,0.24400614,25.05462045,0.501092409,2.113253146,0.105662657,2.373368867,0.02400569,0.111198299,5.88647e-4
Bird Island,BI10,BI10.1,10,11.7,12.8,12.3,12.3,0.55,-33,189,50,60,111,0.10578,0.20089,21782.666666666668,52798.333333333336,1.2916666666666667,9.833333333333334,56.5,12.5,12.916666666666668,1170,33.083333333333336,191.91666666666666,71.25,4.333333333333333,28.583333333333336,10.25,921.5,42093.833333333336,6060.5,6.949406891166666,1.9384529522179317,0.14395550508333332,-1.938452951981894,48154.333333333336,564.7542238295641,1711.6640671544985,0.08255393094911663,8.558178792384759,15.82001034363528,7.786935445755515,12.28789747037402,185.3448873660325,34.65796073666543,24.600289478464322,53.76231360010806,12.701705922171765,44.559374757595954,24.834451876375287,127.66397655208344,1322.1540161510088,252.64437816460872,0.146903944870302,0.021027399423138273,0.0030109993900014577,0.021027398506679704,1547.8985363349493,86.38,13.62,0.68,90.68,4.53,45.34,4.53,4.7687,0.701,0.9214,0.1452,0.0286,0.0154,0.0322,209.6,2538.801945,60.0436628,1545.22611,278.1406998,2547.021617,331.1128102,340.544392,47.67621488,37.1899001,4.462788012,3942.206507,709.5971713,1.745989306,0.122219251,3.556521683,1.920521709,5.828405269,0.815976738,13.94648753,1.255183878,1.743850558,0.029034748,4.398970104,0.703835217,46.4043754,0.928087508,6.431024383,0.321551219,1.816847326,0.011704502,0.392855167,0.002705738
Bird Island,BI10,BI10.1,22,26.7,27.8,27.2,27.2,0.525,82,372,212,214,145,0.08802,0.06119,21759.583333333332,52292.166666666664,1.33,11.333333333333332,125.08333333333333,31.916666666666668,28.5,1496.25,50.16666666666667,203.33333333333334,87.41666666666667,90.91666666666666,74.33333333333334,248.08333333333334,840.25,40802.666666666664,6037.25,6.758582720083333,1.9106009974941482,0.14802299916666667,-1.9106009977634877,46839.916666666664,587.0123830710796,1289.5869552502131,0.06809084840390545,9.208033383295197,20.78224037854233,13.740837167385621,8.639233972775806,127.30644845482816,34.223419236575765,17.306506045853148,47.77686456726506,60.62471493216327,79.603943864534,60.54368570534733,91.05954595258484,1078.1494527310406,98.40650846916026,0.145036190410156,0.02154746450034357,0.0032027341852542677,0.02154746320911754,1138.107237185202,80.34,19.66,0.98,72.7,3.63,36.35,3.64,5.6796,1.5477,0.8756,0.2142,0.0691,0.0189,0.0192,101.8,6654.725412,133.8869744,4972.490853,895.0483535,6361.863436,827.0422467,1070.668936,149.893651,59.55046887,7.146056264,4568.280308,822.2904554,1.171208352,0.081984585,7.052448962,3.808322439,18.80830619,2.633162867,83.1136075,7.480224675,4.803888726,0.047934098,19.01381163,3.042209861,121.9608593,2.439217186,35.64216716,1.782108358,5.697875838,0.054057547,2.206277124,0.022103189
Bird Island,BI10,BI10.1,30,36.3,37.2,36.7,36.7,0.475,182,468,347,340,143,0.07126,0.0308,22119.4,57449,1.346,26.3,217.7,75.3,44.1,7994.7,144.2,213,137.5,74.1,47,349.4,793.2,38550.7,6177,6.2410442383,1.8310438100226163,0.1602627916,-1.831043810295652,44727.7,229.5663544840818,1848.9555009367978,0.1261568688401688,22.637481210495913,27.90877998050076,27.378215184096035,17.533776927214895,1003.5628807182716,53.02368443545876,38.55443482200776,51.66827954471787,26.913235075371787,37.44922488442777,106.55744408012464,107.02523067015552,967.3955929883768,126.32321859244861,0.09486010887838112,0.015171434836088616,0.002426830101508973,0.015171434408330901,1070.948805706624,78.21,21.79,1.09,61.98,3.1,30.99,3.1,4.6609,1.6313,1.0904,0.3038,0.1215,0.0216,0.018,83.2,3726.942347,91.16765458,16457.36219,2962.325194,8442.247188,1097.492134,1962.99309,274.8190326,148.1529747,17.77835696,18556.10587,3340.099057,14.98993637,1.049295546,9.844407416,5.315980005,25.3957986,3.555411804,90.06087679,8.105478911,7.177832466,0.057235004,43.16823811,6.906918098,150.558177,3.01116354,40.9140318,2.04570159,4.940056387,0.065822161,4.042046336,0.032130391
Bird Island,BI10,BI10.1,34,40.9,41.9,41.4,41.4,0.5,244,520,411,404,138,0.07979,0.02824,23491.909090909092,61638.181818181816,1.3490909090909091,11.090909090909092,171.72727272727272,33.09090909090909,36.45454545454545,10621.272727272728,258.1818181818182,227.45454545454547,143,17.454545454545453,5.636363636363637,148.1818181818182,831.4545454545455,40697.09090909091,6303.272727272727,6.457116319909091,1.8649690064751834,0.15493402345454546,-1.864969006859481,47000.36363636364,847.1868099239334,2006.3338116166922,0.06441343733329952,8.141922935701928,21.748981167360046,12.934098696504101,17.270574028466086,985.4789790664325,60.44802425525285,38.944482629413976,51.50145629008951,19.22167337337536,9.902249514860017,98.6679463471478,100.51603219025674,1249.5976516099456,167.33624288186402,0.14028327142532948,0.021670954255336074,0.0033489506656622582,0.0216709544099856,1375.4045421422218,80.53,19.47,0.97,46.97,2.35,23.49,2.35,4.9063,1.9134,1.0736,0.2596,0.1142,0.0207,0.0164,79.4,3202.443185,82.71131473,10808.43657,1945.518583,8467.75867,1100.808627,1538.231355,215.3523897,149.1109339,17.89331207,34440.81517,6199.346731,4.788646274,0.335205239,10.02079263,5.41122802,25.1006547,3.514091658,83.32372544,7.49913529,7.880957488,0.074791029,21.08188416,3.373101466,145.2111951,2.904223902,27.74345656,1.387172828,7.408811877,0.095574739,2.195438664,0.011765005
Bird Island,BI10,BI10.2,51,45.9,46.9,46.4,46.4,0.5,374,544,470,467,85,0.07984,0.01535,24155,62053.09090909091,1.3745454545454545,10.727272727272727,228.9090909090909,50.18181818181818,39.36363636363637,8172.090909090909,189.63636363636363,225.45454545454547,133.0909090909091,197.36363636363637,63.54545454545455,302.90909090909093,884.0909090909091,42397,6672.272727272727,6.357444178636364,1.8492534612410025,0.15741285754545456,-1.849253462138749,49069.27272727273,453.4772320635293,1133.3382949980517,0.09125389157330618,11.064275024518409,30.83976181962029,21.880668096830053,16.80043289485558,673.6131611756787,54.93136212997585,26.677194891381053,43.093977642948076,115.52166266746055,56.88473193461253,69.39806127760997,64.2875641869476,762.7776871408864,166.46026006773562,0.18277902224551915,0.028592982715350854,0.004475297418704085,0.028592983079305443,803.3255991077455,84.86,15.14,0.76,86.82,4.34,43.41,4.34,5.8291,3.2905,1.0017,0.1787,0.1098,0.0143,0.0115,80.7,3384.904962,93.00445812,2479.827204,446.3688967,6975.196896,906.7755965,301.0170716,42.14239002,55.70453095,6.684543714,26327.35852,4738.924534,17.04437568,1.193106298,9.672030755,5.222896608,30.70187991,4.298263187,154.2471074,13.88223967,10.64861794,0.177330122,5.28425398,0.845480637,110.8952002,2.217904004,6.355756988,0.317787849,2.861172068,0.011046014,0.732997581,0.006237929
Bird Island,BI10,BI10.2,54,49.3,50.3,49.8,49.8,0.5,431,612,509,509,91,0.04431,0.00833,23782.545454545456,58865.818181818184,1.3027272727272727,12.545454545454545,216,30.363636363636363,32,4413.272727272727,77.0909090909091,238.63636363636363,130.63636363636363,14.636363636363635,48.09090909090909,221,970.5454545454545,43566.63636363636,6609.090909090909,6.592927334727273,1.885875917942698,0.1517145998181818,-1.8858759175693027,50175.72727272727,415.85342697550624,920.7227398279916,0.0710057616100143,9.511715264489748,27.062889720057612,18.222363882179103,18.89973544788392,708.4610209332749,50.61512529956742,29.333505509136565,52.63890714532878,40.279703889856805,65.10369351343216,105.86217454785255,90.81669850458519,549.8352976532651,99.84733801704935,0.10770750693358616,0.016359697364553564,0.0024853025183733993,0.016359697796869705,588.7108103150631,77.63,22.37,1.12,49.27,2.46,24.64,2.47,5.7227,3.3993,0.9612,0.2769,0.1783,0.0123,0.0102,83.2,3001.682437,49.99798666,23399.21394,4211.858509,7326.374157,952.4286404,1904.013462,266.5618847,235.7531016,28.29037219,20544.92897,3698.087215,5.701846016,0.399129221,6.289145655,3.396138654,12.23274868,1.712584815,56.72463202,5.105216882,5.236852561,0.016924834,58.41930414,9.347088662,153.965778,3.07931556,31.40903404,1.570451702,6.319566267,0.119404834,4.857814687,0.12796856
Bird Island,BI10,BI10.2,62,58.4,59.4,58.9,58.9,0.5,517,1000,723,731,242,0.04011,0.0136,23787.454545454544,55955.63636363636,1.37,5,181.72727272727272,17.09090909090909,39.81818181818182,1072.8181818181818,23.454545454545453,231.27272727272728,132.72727272727272,143.54545454545453,15.636363636363637,213.9090909090909,884.8181818181819,44227.818181818184,6491.090909090909,6.816632467181818,1.9191826547253839,0.1467535340909091,-1.9191826539357324,50718.90909090909,321.6977972061244,1024.875531245358,0.0861394218694321,6.340346993658944,38.05283408391788,10.774549136316985,17.186146640932527,146.89303467613308,31.318887708102398,39.47933866996991,35.91125425013977,47.369533745570344,23.048959747774855,66.89462541259132,75.60134678935049,670.1836790286403,182.78427423903543,0.13712198055142263,0.02003330358569256,0.0029277388173522393,0.020033304903896175,814.114298430565,87.79,12.21,0.61,89.03,4.45,44.52,4.45,5.7227,3.8571,1.0337,0.1438,0.1041,0.0058,0.0061,106.3,4341.206788,110.6435017,867.9986358,156.2397544,5816.665099,756.1664629,225.6496719,31.59095407,36.54824658,4.38578959,2355.109726,423.9197507,1.54911114,0.10843778,7.635178907,4.12299661,44.61646774,6.246305484,109.0593506,9.815341554,6.931517761,0.104210602,3.560602291,0.569696367,97.81476508,1.956295302,6.255310392,0.31276552,4.714142544,0.009348352,0.621271024,0.00212764
Bird Island,BI10,BI10.2,67,64.1,65.2,64.6,64.6,0.525,707,1112,883,891,203,0.03456,0.00815,22661.416666666668,55280.333333333336,1.3191666666666666,17.833333333333336,251.66666666666666,54.5,49.16666666666667,2572.3333333333335,69.66666666666667,210.58333333333334,154.41666666666666,464.9166666666667,122.33333333333334,570.1666666666666,903.1666666666666,40818.833333333336,6431.916666666667,6.347789481083334,1.8477227693278913,0.157657004,-1.8477227685328936,47250.75,631.5493874495318,1314.7210788420161,0.08338937509531942,18.624682222222958,43.75621168024102,47.49066893994689,36.823493818073494,329.9077924438153,26.372621248468107,30.79096187736482,63.024466148737304,57.302162950344886,97.9956709000531,167.20582489491173,129.0967454933303,1324.4297457831244,173.92916966571784,0.18245435394262,0.02904193341994986,0.004628057364626387,0.029041933358913464,1425.8944322137534,77.02,22.98,1.15,80.57,4.03,40.28,4.03,5.5719,4.0229,1.0497,0.3133,0.2418,0.0108,0.0109,100.8,3712.228887,74.17879973,7766.606331,1397.98914,9084.977882,1181.047125,1442.000824,201.8801154,88.46094721,10.61531367,6242.966621,1123.733992,4.068857773,0.284820044,5.960197779,3.218506801,36.59073739,5.122703235,261.6355831,23.54720248,8.072382999,0.070931291,30.36236272,4.857978035,168.0404108,3.360808216,30.42377281,1.521188641,4.487970407,0.077593013,2.556674805,0.045766663
