"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.00044004448021209,0.00029251173761998,34.34524027,0.178633186,105.764816264546,-125.058937578699,336.588570107791
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0007889819860147,0.00041948737222195,28.06949723,0.234649235,118.317099174703,-112.467016506237,349.101214855644
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00032007473886846,0.00027116306283344,37.1899001,0.366072293,101.449160569868,-129.389542059956,332.287863199692
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00069769077008949,0.00020679486872906,59.55046887,0.237697509,115.033092295392,-115.760841497848,345.827026088632
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00114142606842347,0.00044697701469753,148.1529747,0.305567488,130.995523702987,-99.7543608995133,361.745408305487
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00089763485981989,0.00042724057728966,149.1109339,0.185893427,122.225654684858,-108.547285890755,352.998595260471
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00075111073628034,0.00036208413351678,498.7089785,6.046753704,116.954761699018,-113.833379418542,347.742902816579
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00077325563572897,0.00036586133345268,55.70453095,0.688199618,117.751377248433,-113.034401849765,348.53715634663
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.00072917980435657,0.00034409958517801,235.7531016,13.60034647,116.165843175177,-114.624659839545,346.9563461899
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00133688695807181,0.00086180447888385,36.54824658,0.120334052,138.026812526737,-92.7066040269094,368.760229080383
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00096152568022696,0.0004496489561936,88.46094721,0.148073757,124.523990747263,-106.242637495398,355.290618989923
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.00094897094528685,0.00028681423897621,46.49996193,0.203261185,124.072360921836,-106.695492573591,354.840214417263
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00104626100376128,0.00035456545570846,125.5077224,1.234445563,127.57216337359,-103.186388962796,358.330715709976
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.00053594289760946,0.00037078015343155,57.22472424,0.585720892,109.214557395237,-121.597732976478,340.026847766952
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00140254633343169,0.00065830790834705,60.2997145,0.569052976,140.388768583383,-90.3395189078039,371.117056074569
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00152507165818755,0.00048356400355598,54.01867077,0.421691157,144.796355943351,-85.9229022386605,375.515614125363
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00116326412354957,0.00021694157720754,47.40786167,0.811856875,131.781101182025,-98.9668544195767,362.529056783627
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00077997620548857,0.00030468256542357,38.81328375,0.081961578,117.993135418699,-112.791931405843,348.77820224324
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00060308326521175,0.00043184972451167,32.12024806,0.26750503,111.629788990641,-119.174732559732,342.434310541014
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00116584940284564,0.00052893416927878,37.52718028,0.316767608,131.874101093432,-98.8736276286226,362.621829815486
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.0006892481756905,0.00039502767637396,51.81193098,0.049962394,114.729387959717,-116.065473583617,345.524249503051
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00090339867952909,0.00044257218450474,82.80022216,1.100044802,122.43299581165,-108.339367436152,353.205359059451
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00115923810126279,0.00045374212432787,42.83579617,0.699855742,131.636273612888,-99.112035930724,362.3845831565
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00125261613372747,0.00035535642927351,219.4284939,1.571294805,134.995349268554,-95.7449471245385,365.735645661647
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00082163737075163,0.0003590856310331,41.17278862,0.168930879,119.491807026229,-111.288891713988,350.272505766445
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00097609845989832,0.0005860296535141,122.3868181,1.392426748,125.04821542985,-105.71699989954,355.81343075924
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00077396117869631,0.00040553411161734,243.6402038,1.438405031,117.776757652614,-113.008946569569,348.562461874798
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00076031892647519,0.00055394364850318,67.78989286,0.637151851,117.286006711361,-113.50114944466,348.073162867381
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00144474423359412,0.00041786417016486,42.2400533,0.50833131,141.906748084712,-88.8183500312032,372.631846200628
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00116025296738224,0.00051028094600182,160.5283798,4.267333565,131.672781258055,-99.0754389932471,362.421001509357
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00100672614125923,0.00040844960828097,73.63658302,0.458479319,126.149980975059,-104.612297348222,356.912259298339
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00107988043225161,0.00031442681875819,51.31483509,0.280653345,128.781550644006,-101.973890987378,359.53699227539
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.0006393017091356,0.00045332133018074,64.81180749,1.00218427,112.932670300726,-117.867748299833,343.733088901285
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00076287034097154,0.0002445420581213,41.07148346,0.20369105,117.37778840879,-113.409095537713,348.164672355293
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00115433117526318,0.00060346714596699,56.87091915,0.770254564,131.459757410582,-99.2889845483391,362.208499369503
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00060967553639078,0.00034260039399925,39.2756349,0.284820113,111.866931892976,-118.936838276665,342.670702062618
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.00162313359145649,0.00072639385369825,55.60667563,0.815337755,148.323924945363,-82.3886151522337,379.036465042961
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.00115347003425468,0.00066973240104621,54.76131918,0.753154456,131.428779698572,-99.3200382637832,362.177597660928
