"Model","Shapiro_W","Shapiro_p","Shapiro_expl","BreuschPagan_stat","BreuschPagan_p","BreuschPagan_expl","CV10_RMSE","CV10_expl","AIC","AIC_expl","BIC","BIC_expl"
"OLS",0.989692639200657,0.054410611783249,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",0.0351944944495204,0.851188691645727,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",0.829368800202076,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",661.700465220814,"AIC is reported but not used for ranking.",672.473426162346,"BIC is reported but not used for ranking."
"OLS_weighted",0.988176167561384,0.0271803168567596,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",17736.6310744969,0,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",NA,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",788.726977570257,"AIC is reported but not used for ranking.",799.499938511789,"BIC is reported but not used for ranking."
"WLS_weighted",0.98961898971789,0.052601554461371,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",44.1851214125448,2.98743354291733e-11,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",NA,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",661.816062941063,"AIC is reported but not used for ranking.",672.589023882596,"BIC is reported but not used for ranking."
"Bayes",0.989692787202244,0.05441430926024,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",0.0351944944495204,0.851188691645727,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",0.82935001460496,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",661.701099749555,"AIC is reported but not used for ranking.",672.474060691087,"BIC is reported but not used for ranking."
"RF",0.991745230747362,0.138941521671863,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",NA,NA,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",0.8578115103714,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",NA,"AIC is reported but not used for ranking.",NA,"BIC is reported but not used for ranking."
"PLS_LOO",0.989692639200657,0.0544106117832492,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",NA,NA,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",0.829368800202076,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",NA,"AIC is reported but not used for ranking.",NA,"BIC is reported but not used for ranking."
"PLS_kfold",0.989692639200657,0.0544106117832492,"Shapiro–Wilk tests residual normality; p > 0.05 desirable.",NA,NA,"Breusch–Pagan tests heteroscedasticity; p < 0.05 suggests non-constant variance.",0.829368800202076,"10-fold cross-validation RMSE; lower values indicate better predictive performance.",NA,"AIC is reported but not used for ranking.",NA,"BIC is reported but not used for ranking."
