"Location","Site","Section","sample","min_depth","max_depth","midpoint","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","Ni_fit_OLS","Ni_lwr_OLS","Ni_upr_OLS","Ni_fit_WLS","Ni_lwr_WLS","Ni_upr_WLS"
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-5.14852192846117,-7.45110753798579,2.21542051765197,-2.46404713413631,2.24347402403688,1.23922766969238,3.24772037838137,2.24351059924793,1.24256379994764,3.24445739854823
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-5.28607402309447,-7.58865970878747,2.20124044759096,-3.44193466102084,1.82277359557484,0.817420290971062,2.82812690017862,1.8221979932354,0.856110918139916,2.78828506833089
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-5.13694352241033,-7.43952878559917,2.91751933670332,-1.77975374718881,2.27888635563009,1.27462275726371,3.28314995399647,2.2789744607017,1.27496194560716,3.28298697579624
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-5.12337967014517,-7.42596476313921,2.74257474681014,-1.87596315075881,2.32037113617642,1.31606551962451,3.32467675272834,2.32051960736515,1.31289080873542,3.32814840599488
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.34019721206208,-7.64278126228749,2.18106683818404,-2.81512643776792,1.65723886599397,0.650787848238912,2.66368988374902,1.65642238763344,0.703219805266923,2.60962496999997
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-5.05622378659072,-7.35880840859525,3.42696109781462,-0.0840216626427716,2.52576611078892,1.52090581672476,3.53062640485308,2.52621346019106,1.50029443570532,3.55213248467681
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-5.16334041924131,-7.46592586172984,2.94177243076844,-1.8806162898199,2.19815195579077,1.19390264490312,3.20240126667841,2.19812258109817,1.20107058139163,3.19517458080471
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-5.15791754070728,-7.4605024598992,2.81805821598564,-2.71992849453142,2.21473772519578,1.21049275609239,3.21898269429918,2.21473248510111,1.21625894484707,3.21320602535516
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.11973244896973,-7.42231787654504,2.85138962939041,-1.84965663705602,2.33152609179738,1.32720516130162,3.33584702229314,2.33169079499574,1.32308506215433,3.34029652783716
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-5.21421025285122,-7.51679479424575,2.30338820841051,-2.96129107951145,2.0425675508238,1.03809432567751,3.04704077597009,2.04231177921434,1.05837882142941,3.02624473699927
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-5.10305984134581,-7.40564493433985,2.58404314460044,-2.53793168698747,2.38251894064974,1.37810633636062,3.38693154493886,2.38275784552509,1.36966194287285,3.39585374817734
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-5.2559427859136,-7.5585271120994,1.68091159440449,-2.60689457109794,1.91492940334988,0.910025402179682,2.91983340452008,1.9144879005094,0.941018696552278,2.88795710446652
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-5.14957120772711,-7.45215664543636,2.35018263484354,-1.7705457497556,2.24026482363949,1.23601918430326,3.24451046297572,2.24029672901827,1.23962678381669,3.24096667421986
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-5.06991916512086,-7.37250393979203,2.58170230829807,-2.6964658248406,2.48387905969792,1.47917867944863,3.48857943994722,2.48426545762344,1.46212759887422,3.50640331637265
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.19159545800618,-7.49418127002095,2.4378724235568,-2.41164135172724,2.11173446468472,1.10740165444115,3.11606727492828,2.11157934054086,1.12186274562302,3.10129593545871
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.16368473051468,-7.46627017312357,2.56663514495377,-2.68763933235179,2.1970988864019,1.19284917280091,3.2013486000029,2.1970679793471,1.20010608887431,3.19402986981989
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-5.1731781650571,-7.47576343452597,2.36941300584835,-2.50506457443481,2.16806339995427,1.16379660752273,3.1723301923858,2.16799024223422,1.1735058904849,3.16247459398353
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-5.13578431714995,-7.43836873015383,2.33016076800208,-2.96697313076068,2.28243176256133,1.27816549310746,3.2866980320152,2.28252502669241,1.27820449861793,3.28684555476688
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.14174311166709,-7.44432786263398,2.37522642873361,-1.74018250037991,2.26420690445821,1.25995253579296,3.26846127312347,2.26427364888967,1.26153434666467,3.26701295111468
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.16649959132751,-7.4690850349219,0.995395708692434,-4.0342713206231,2.18848968889623,1.18423611404308,3.19274326374939,2.18844625426341,1.19222037419637,3.18467213433045
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-5.34152303309183,-7.64410854374701,1.73143597716126,-2.72180735326369,1.65318386794563,0.646701282206654,2.6596664536846,1.65236148899978,0.699468343739879,2.60525463425969
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.98243595920116,-7.28502076053688,1.97315341092012,-2.97218398374394,2.75144475771052,1.74531101013033,3.75757850529071,2.75222050088629,1.70549506811015,3.79894593366243
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.14699089962973,-7.44957633645065,1.83470170676368,-2.60798120336407,2.24815664618881,1.24390899580753,3.2524042965701,2.24820003526543,1.24684898063644,3.24955108989441
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.20939152331893,-7.51197625034768,1.8407543670413,-1.60185776448418,2.05730554215922,1.05286772023411,3.06174336408433,2.05707121637398,1.07191248850335,3.04222994424461
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-5.19683662749942,-7.49942226259276,2.30253872631913,-2.18566458031479,2.09570444887634,1.09134491971253,3.10006397804015,2.09552599883323,1.10715679540467,3.08389520226179
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-5.21494764567965,-7.51753237066939,2.59941752888562,-0.769135150803154,2.04031224908018,1.0358333443509,3.04479115380945,2.04005319569347,1.05630749588601,3.02379889550092
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-5.14416845815092,-7.44675406543172,2.35026307606215,-2.09749687462427,2.25678902901519,1.25253820326544,3.26103985476494,2.25684497940768,1.25474777958102,3.25894217923435
"Bird Island","BI10","BI10.13",519,491,492,491.5,-5.23155070456096,-7.534135797555,2.68707445152709,-2.55598648031698,1.9895321137157,0.984906923429797,2.9941573040016,1.98919916817966,1.00964733096586,2.96875100539345
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-5.2770058781555,-7.57959116693237,2.61477393442688,-2.02500122875375,1.8505083419729,0.845302444855546,2.85571423909026,1.84997309754129,0.88167981995118,2.8182663751314
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-4.98447293284749,-7.28705861034786,2.57368599778711,-0.797667711326102,2.7452147131004,1.73912543232172,3.75130399387909,2.74598139069604,1.699839942604,3.79212283878807
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-4.94449241999643,-7.24707737259091,4.00138265169068,-0.913316028195531,2.86749434054931,1.86043586023289,3.87455282086572,2.86843895198513,1.81073869443977,3.9261392095305
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-5.22423880911264,-7.52682334494759,1.60257836181889,-2.14817649500197,2.0118954049195,1.00733898051111,3.0164518293279,2.01159500107799,1.0302015135689,2.99298848858708
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-5.14642374625007,-7.44900918287604,1.70606525222041,-2.08374011934098,2.24989127386179,1.24564306724314,3.25413948048044,2.24993718706257,1.24843629281579,3.25143808130935
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-5.01208634636357,-7.31467143935762,1.58939385885694,-1.5854650807751,2.66075962044272,1.65522101295153,3.66629822793391,2.66140340414938,1.62312534170916,3.69968146658959
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-5.12680501933801,-7.42939078624418,1.65661319128261,-1.75766943011725,2.30989477173497,1.30560198784922,3.31418755562073,2.31002799835848,1.30331495579903,3.31674104091792
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-5.15150503235075,-7.45409064341853,1.84867273514208,-1.87272990911207,2.23435025832587,1.23010556766847,3.23859494898327,2.2343735571907,1.23421342972256,3.23453368465885
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-5.03349059807228,-7.33607507719542,1.85528283308029,-1.44426089528348,2.59529512941649,1.59011651194392,3.60047374688905,2.59584365319696,1.56359172343797,3.62809558295595
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-5.10399691856819,-7.40658151752595,2.05952593217641,-1.42071465697524,2.37965290803854,1.37524639926697,3.38405941681011,2.37988764243841,1.36704515986834,3.39273012500847
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-5.06633047310427,-7.36891493173331,2.40585534898045,-2.32714821146914,2.49485500501538,1.49011503838889,3.49959497164187,2.49525737446567,1.47213120731442,3.51838354161692
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-5.07982654240144,-7.3824113139032,2.17124647299971,-1.55429696675961,2.45357753736932,1.44897790041067,3.45817717432797,2.45391984237155,1.43450116757818,3.47333851716493
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-5.12381059916661,-7.42639636405782,2.19498131688565,-1.42064767689457,2.31905314807569,1.31474922849254,3.32335706765885,2.31919970140869,1.31168620347916,3.32671319933822
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-5.08016770396501,-7.38275215375518,2.15773626898698,-1.36562874552094,2.45253410130716,1.44793771001414,3.45713049260018,2.45287488796501,1.43354960551628,3.47220017041373
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-5.20157203524827,-7.5041569466849,2.406559113111,-1.09335424046372,2.08122129560851,1.07683460428587,3.08560798693116,2.08102177056597,1.09386632620418,3.06817721492775
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-5.09172588811096,-7.39431114377539,1.67214834162935,-2.7675073980618,2.41718361802003,1.41268839531085,3.4216788407292,2.4174729648152,1.40130209756707,3.43364383206332
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-5.06935684664827,-7.37194225778634,2.11058501933455,-1.90125832267249,2.48559889990089,1.48089242551866,3.49030537428313,2.48598780043275,1.46369519942007,3.50828040144542
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-5.07688648100894,-7.379470772632,2.36146997928904,-1.11229809453886,2.46256965843318,1.4579414344446,3.46719788242176,2.46292504822039,1.44270086525669,3.4831492311841
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-5.08947138003068,-7.39205582380877,2.14834005974898,-2.134746628345,2.42407898750074,1.41956537194438,3.4285926030571,2.42437836801614,1.40759367944323,3.44116305658905
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-5.06286871447432,-7.36545412355491,2.49680124609723,-1.08232734411072,2.50544272701799,1.50066301496358,3.5102224390724,2.50586050307422,1.48177930182504,3.52994170432341
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-5.0378293226205,-7.34041379907444,2.05677760547082,-1.76449103934426,2.58202522406693,1.57691245385239,3.58713799428147,2.58255443829219,1.55151656652779,3.61359231005659
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-5.13142726456006,-7.43401269607121,2.04555782040554,-2.0896087328455,2.2957577238728,1.29147987711359,3.30003557063202,2.29587037912831,1.29039038638906,3.30135037186755
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-5.17422326540389,-7.47680871171669,1.99802603063238,-2.56792344267183,2.1648669807005,1.16059760349403,3.16913635790697,2.16478917174651,1.17057673900861,3.15900160448441
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-5.14292465835744,-7.44551026499897,2.03501905937351,-1.72000019496425,2.26059316669433,1.25634061803994,3.26484571534871,2.26065465263546,1.25822826867336,3.26308103659757
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-5.11449293962934,-7.41707869828911,1.89511119862507,-3.34493727284404,2.34755103006029,1.34320512161099,3.3518969385096,2.34773905176938,1.33772653002695,3.35775157351181
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-5.11045352993316,-7.41303795994539,2.08154393185801,-1.36989466625584,2.35990548670777,1.35553792413547,3.36427304928006,2.36011148586707,1.34901171097995,3.37121126075419
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-5.22541361918202,-7.52799778248619,2.07913795435187,-2.07495661402017,2.00830227098092,1.00373525870595,3.01286928325588,2.00799663863051,1.02689961542547,2.98909366183555
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-5.24634883018767,-7.54893449279712,1.86900766388475,-1.37518596840601,1.94427233189856,0.939487062506388,2.94905760129074,1.94387352709428,0.968023150553068,2.91972390363549
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-5.31358066022602,-7.61616636244847,1.91163009028688,-2.49468923967047,1.73864507642983,0.732780504183333,2.74450964867633,1.73794705541123,0.778469354079271,2.69742475674319
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-5.16019781563793,-7.46278360542786,1.70286098950685,-2.83465054333251,2.20776354830017,1.20351721198657,3.21200988461377,2.20774815980954,1.20987289799178,3.20562342162731
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-5.17753935365011,-7.48012480113649,1.9573798842933,-1.55922834656823,2.15472478875697,1.15044628489547,3.15900329261848,2.15463222150516,1.16128149673475,3.14798294627557
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-5.1393918757244,-7.44197748055452,1.96026591123516,-3.24274127777449,2.27139811424053,1.26713959239599,3.27565663608508,2.27147532288095,1.26811271638007,3.27483792938182
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-5.29248262182595,-7.59506751598357,1.04201183760856,-2.89532897662694,1.80317301995754,0.797709215149586,2.8086368247655,1.80256889605844,0.838032862768694,2.76710492934819
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-5.22341900683287,-7.52600465652975,3.30415011095532,-0.137869265318913,2.01440275438059,1.00985361384344,3.01895189491775,2.01410599908077,1.03250550604803,2.99570649211351
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-5.13927774282086,-7.44186317699999,1.78038174638881,-1.32293573703716,2.27174718752472,1.26748844607611,3.27600592897333,2.27182490411524,1.26843202081025,3.27521778742024
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-5.23135222952574,-7.53393750956537,1.52715225967214,-3.04845912130412,1.9901391457829,0.985515912319201,2.9947623792466,1.98980708356282,1.01020536704024,2.96940880008541
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-5.2904591235755,-7.59304342283181,1.80032463573834,-1.59290457442546,1.80936185032925,0.803933501395978,2.81479019926253,1.80876673203785,0.843741689869248,2.77379177420646
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-5.18516155332541,-7.48774700352412,2.03383566585371,-2.30897025482151,2.13141243805982,1.12710762251982,3.13571725359982,2.13128594810011,1.13990961662327,3.12266227957696
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-5.07934104609167,-7.38192597841758,1.8375439979815,-1.66901389801175,2.45506241846898,1.45045813705528,3.45966669988269,2.45540688417944,1.43585527770466,3.47495849065422
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-5.2020162233647,-7.50460186127318,1.95484888808249,-2.48480685476769,2.0798627548215,1.07547336850934,3.08425214113366,2.07966125291343,1.0926194845342,3.06670302129267
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-5.16969374736611,-7.47227884036016,1.68747249249143,-3.0342315094346,2.17872042425802,1.17446123988901,3.18297960862702,2.17866277398838,1.18327064647755,3.17405490149921
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-5.30450144862831,-7.60708553541962,1.67907939267558,-2.49430837179452,1.76641366999022,0.760728513689838,2.7720988262906,1.76575605613176,0.80411063313456,2.72740147912897
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-5.19182431245404,-7.49440958524436,1.29514935325601,-2.48146901323697,2.11103451776986,1.10670061421972,3.11536842132,2.11087837510603,1.12122070120393,3.10053604900813
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-5.26560780501041,-7.56819328513238,1.90557444104051,-0.975045024628193,1.88536912885198,0.880333630897985,2.89040462680597,1.88488461170676,0.91379932083067,2.85596990258284
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-5.20040149360353,-7.50298658659758,1.98668743075882,-2.49626512573227,2.08480137465265,1.08042166439302,3.08918108491227,2.08460705912231,1.09715190639535,3.07206221184927
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-5.17396943814408,-7.47655435452363,1.91247030107364,-2.29392376085972,2.16564330647906,1.16137456989527,3.16991204306285,2.1655666271869,1.1712881675895,3.15984508678431
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-5.28591242695093,-7.58849771747933,2.16433468456566,-2.25021514390723,1.82326783426314,0.817917248282921,2.82861842024335,1.82269295110963,0.856566678620707,2.78881922359856
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-5.34321494666256,-7.64579941210437,2.0230058222657,-1.71087099500821,1.64800918292157,0.641485987998603,2.65453237784453,1.64717927409035,0.694680573605764,2.59967797457494
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-5.32516680842336,-7.6277516959748,1.74354333587141,-2.39789282980135,1.70320906563085,0.697100293417857,2.70931783784385,1.70245948029516,0.74572802333089,2.65919093725944
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-5.32512818595531,-7.62771266264547,1.73129768573607,-1.74570141100633,1.70332719170447,0.697219261916115,2.70943512149283,1.70257777825863,0.745837204170287,2.65931835234696
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-5.14775070163623,-7.45033648280682,1.86874729796836,-1.96631466959289,2.24583280640627,1.24158583669812,3.25007977611442,2.24587281397326,1.24472242180794,3.24702320613859
