"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Co","Co_sd","Co_ICP","Co_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0017958156076962,0.00148537201647492,0.738789575,0.008034972,3.05354096819306,-8.97646561435253,15.0835475507386
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.00180656912858322,0.0009164712553725,0.761205508,0.003005595,3.07363440834469,-8.95626093302519,15.1035297497146
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00080282918698467,0.00079015914802645,1.745989306,0.00454165,1.19810092901199,-10.8452202625075,13.2414221205315
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.00122733108785056,0.00081534826727306,1.171208352,0.012269219,1.9913019307041,-10.0455910509983,14.0281949124065
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.00375654206877946,0.00143005122708389,14.98993637,0.050641414,6.71724704301414,-5.30417325517478,18.7386673412031
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.00635096122658507,0.00148931843424536,4.788646274,0.037728077,11.5650365831386,-0.481182104656435,23.6112552709335
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.00445073599960169,0.00173262137658507,6.375776882,0.021747503,8.01437980066162,-4.00964294733992,20.0384025486632
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.0013626356277762,0.00076663242340733,17.04437568,0.072771457,2.2441245832849,-9.79095045322552,14.2791996197953
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.000777527720442,0.00075188145558966,5.701846016,0.226259322,1.15082399440937,-10.8929150133093,13.194563002128
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.00184351304018888,0.00044324819944041,1.54911114,0.010688746,3.14266577812715,-8.88685277679404,15.1721843330483
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.00150977380536301,0.0007819266468509,4.068857773,0.02443965,2.51905892306276,-9.51416599676478,14.5522838428903
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.002298966777155,0.00091245301017752,2.041238975,0.011991471,3.99370168550244,-8.03185731520888,16.0192606862138
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.00179351873346239,0.00125507050008707,2.439569014,0.01043611,3.04924915480117,-8.98078127964622,15.0792795892486
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0013598504725999,0.00087388522643763,2.601276107,0.027240957,2.23892039486736,-9.7961909366755,14.2740317264102
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00157624061073099,0.00102218963873099,5.745017677,0.069473871,2.64325515513996,-9.38917735400723,14.6756876642872
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.00253945803625588,0.00115364324107243,3.633220643,0.018650539,4.44307048038395,-7.58090967174487,16.4670506325128
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.00148325106361053,0.00067579752386406,1.389287804,0.01419095,2.46949998049318,-9.56404867116366,14.50304863215
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00318484578910493,0.00120363542235289,1.543818014,0.018208205,5.64900668701924,-6.37248631041917,17.6704996844577
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.00113190158147187,0.00084910685024296,0.741821487,0.012050585,1.81298758182566,-10.2252547537344,13.8512299173857
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.00461679747592075,0.00165224367794995,1.001920559,0.002420104,8.32467318000826,-3.70040935991659,20.3497557199331
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.0014670328396277,0.00141523812955061,3.769043144,0.04959872,2.43919549544233,-9.59455322916878,14.4729442200534
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.00583730262591667,0.00174985241980065,1.250579343,0.003346293,10.6052422553703,-1.43280280137315,22.6432873121137
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.00246996250835402,0.00136454793176928,16.76515491,0.107585917,4.31321494326519,-7.71118509430162,16.337614980832
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.00223813227595065,0.00137497687615473,14.16367715,0.137185591,3.88002966850016,-8.14598479628017,15.9060441332805
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.00334118060140244,0.0010967444895916,6.771422937,0.061270999,5.9411253547114,-6.08014891434308,17.9623996237659
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.00581982216586394,0.00170305500540884,5.562421054,0.040340228,10.5725792251328,-1.46521596765559,22.6103744179211
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.00669510124383187,0.00131318243343932,3.933228837,0.026102701,12.2080777705766,0.15548435465918,24.260671186494
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.00565444681642882,0.00217798459450414,5.752426608,0.069152067,10.2635679049018,-1.77195566571499,22.2990914755186
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.00634051298410475,0.00177410345302222,6.816523388,0.051952222,11.5455135694974,-0.500522847834551,23.5915499868293
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.00483129222747284,0.00194240444349476,11.84941346,0.182590959,8.72546632473099,-3.3012348211041,20.7521674705661
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.00339208493600028,0.00135736193999208,10.70451145,0.097700279,6.03624240627493,-5.98499294672152,18.0574777592714
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.00624625972444417,0.0018113163531153,6.228678054,0.076630039,11.3693970908125,-0.6750251076942,23.4138192893193
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.00274863583680899,0.00143868246152879,16.02760991,0.211315323,4.83392866168311,-7.18896605330885,16.8568233766751
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.00146460787044583,0.00114243058136543,0.986560337,0.017365677,2.43466433084635,-9.59911444693666,14.4684431086294
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.00804435434764077,0.00200231853291977,23.84445704,0.16101435,14.7292182208181,2.64470206040327,26.8137343812329
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.00510145265946197,0.00156729320270368,36.34308788,0.239108874,9.23027331107014,-2.79886689310994,21.2594135152502
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.01610539938166,0.00511143466894803,35.13097178,0.339194543,29.7916454623141,17.2926885885533,42.2906023360749
