"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-1.94880716624657,-0.0974403583123283,3.88560818306249,0.194280409153125,2.87764946143211,1.49800334107407,4.25729558179016,2.64552181363651,0.828757299135493,4.46228632813752
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-1.41510004809261,-0.0707550024046305,3.84280155325921,0.192140077662961,3.11111232368005,1.73157903408227,4.49064561327784,3.15925983362897,1.69978074907901,4.61873891817893
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-1.50286800873964,-0.075143400436982,3.48328739754594,0.174164369877297,3.07271943250559,1.69338109549533,4.45205776951585,3.07477578462932,1.55656265791073,4.59298891134791
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-2.2511958074379,-0.112559790371895,3.71602440999666,0.185801220499833,2.74537369578751,1.36428541383546,4.12646197773955,2.35444729634099,0.33514734469291,4.37374724798907
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.87135890763456,-0.093567945381728,4.17695845215305,0.208847922607653,2.9115281404241,1.53209114445088,4.29096513639733,2.72007228088308,0.95517144986017,4.48497311190599
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.27486482946813,-0.113743241473406,3.95572221585921,0.19778611079296,2.7350200065789,1.35377685970673,4.11626315345107,2.33166387056427,0.296508479979538,4.366819261149
"Bird Island","BI10","BI10.2",45,44,45,44.5,-2.46910073848453,-0.123455036924226,5.30133208664817,0.265066604332409,2.65005417095889,1.26731045065642,4.03279789126136,2.14469546052194,-0.0205854469727447,4.30997636801662
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-2.04323660133289,-0.102161830066644,2.95242175786957,0.147621087893478,2.83634259958631,1.45635303951978,4.21633215965284,2.55462553483466,0.674619857544375,4.43463121212495
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-2.43851078206694,-0.121925539103347,4.67895935429177,0.233947967714588,2.66343532803619,1.28095507060562,4.04591558546676,2.17414086813798,0.0293544235627845,4.31892731271318
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-2.04657148269377,-0.102328574134688,2.52756423061713,0.126378211530856,2.83488380145287,1.45488033616879,4.21488726673695,2.55141543084884,0.66917620922247,4.43365465247521
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.82219523790358,-0.0911097618951789,3.71797430931724,0.185898715465862,2.93303411376339,1.55369592562507,4.31237230190171,2.76739645079582,1.03541589093033,4.49937701066131
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.89997793704544,-0.094998896852272,2.9583811143827,0.147919055719135,2.89900913834646,1.51950248494147,4.27851579175146,2.69252405639151,0.90845886183587,4.47658925094716
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-2.33270430960542,-0.116635215480271,4.27103361378416,0.213551680689208,2.70971891891402,1.32807172816788,4.09136610966016,2.2759885029471,0.202086298049509,4.34989070784469
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.24094639008958,-0.162047319504479,3.36097883746032,0.168048941873016,2.31242087189287,0.919695524973246,3.7051462188125,1.40172905946116,-1.28077762919673,4.08423574811904
"Bird Island","BI10","BI10.3",95,93,94,93.5,-1.62698889047715,-0.0813494445238577,3.24345655081456,0.162172827540728,3.01842445436213,1.63921836447922,4.39763054424505,2.9552989894835,1.35400822358292,4.55658975538408
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-1.37516982400393,-0.0687584912001964,3.41336143836337,0.170668071918168,3.12857925280438,1.74892946640498,4.50822903920378,3.19769603498999,1.76493459035921,4.63045747962076
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-1.90267718039763,-0.0951338590198813,2.97663487229103,0.148831743614552,2.89782839134596,1.51831470715768,4.27734207553425,2.68992580748671,0.904053066337216,4.4757985486362
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-2.3979257145073,-0.119896285725365,3.01234257472727,0.150617128736364,2.68118870945964,1.29904235041991,4.06333506849937,2.21320741145385,0.0956112428973017,4.33080358001041
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-2.50322687353934,-0.125161343676967,2.39380124185013,0.119690062092506,2.6351261610142,1.25207656463006,4.01817575739834,2.11184618334967,-0.0762988123682025,4.29999117906754
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.06128811009795,-0.153064405504898,2.90038607996047,0.145019303998024,2.39100992354065,1.00117746552807,3.78084238155323,1.57466527465986,-0.987433847852403,4.13676439717211
"Bird Island","BI10","BI10.4",145,141,142,141.5,-2.72347131627304,-0.136173565813652,3.79643507242245,0.189821753621123,2.53878324887043,1.15345685250188,3.92410964523898,1.89984237062983,-0.435874834318607,4.23555957557828
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-3.72809331896637,-0.186404665948318,3.56897883394509,0.178448941697255,2.0993251261508,0.69704150460859,3.50160874769302,0.932809140326076,-2.07621963053554,3.94183791118769
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-1.95704532844322,-0.0978522664221609,3.03431219864733,0.151715609932366,2.87404579031612,1.49437357716579,4.25371800346645,2.63759188916797,0.815310374458615,4.45987340387732
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-2.30898011137147,-0.115449005568574,4.33522772336146,0.216761386168073,2.72009674419653,1.3386196757081,4.10157381268497,2.29882504046373,0.240815941445729,4.35683413948174
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-1.86598638251314,-0.0932993191256569,2.59592211413292,0.129796105706646,2.91387827788655,1.53445336256178,4.29330319321131,2.72524378848407,0.963940526964414,4.48654705000373
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-2.78363967915888,-0.139181983957944,4.16652105560504,0.208326052780252,2.51246342337384,1.12642407719996,3.89850276954772,1.84192525735978,-0.534110116625338,4.21796063134489
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-2.99257183672933,-0.149628591836467,4.5087357222317,0.225436786111585,2.42106891529466,1.03225205286192,3.80988577772741,1.64081047119342,-0.875236955777066,4.1568578981639
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.06446291203374,-0.153223145601687,3.40491487755924,0.170245743877962,2.38962114995718,0.999740552012145,3.77950174790222,1.57160926059356,-0.992617554475238,4.13583607566236
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-2.82260527478848,-0.141130263739424,3.0286140115163,0.151430700575815,2.49541845774485,1.10889662952657,3.88194028596312,1.80441759207733,-0.59772884461718,4.20656402877184
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-2.53487530975607,-0.126743765487804,4.3728658015614,0.21864329007807,2.62128198645946,1.2379374585926,4.00462651432632,2.08138189984137,-0.12796759483737,4.2907313945201
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-2.72879431950132,-0.136439715975066,3.09477620885457,0.154738810442728,2.53645477408124,1.15106687507926,3.92184267308323,1.89471853201893,-0.444565510242724,4.23400257428059
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-3.03246747862904,-0.151623373931452,2.91411220469547,0.145705610234773,2.40361711367481,1.01421674865112,3.7930174786985,1.60240755809985,-0.940376640821556,4.14519175702126
