"Location","Site","Section","sample","min_depth","max_depth","midpoint","K","K_sd","K_ICP","K_ICP_sd","K_fit_OLS","K_lwr_OLS","K_upr_OLS","K_fit_WLS","K_lwr_WLS","K_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-8.35191020062379,-0.835191020062379,7.48560726800855,1.34740930824154,7.24876244866249,5.35133012658288,9.1461947707421,6.98453138688578,4.44533982443268,9.52372294933889
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-8.35140860546614,-0.835140860546614,7.19403248256761,1.29492584686217,7.24903287404875,5.35160407135118,9.1464616767463,6.98488445505211,4.44593983253856,9.52382907756566
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-8.32435361368831,-0.832435361368831,7.34292552813836,1.32172659506491,7.26361905274293,5.36637800951543,9.16086009597043,7.00392821213647,4.47830293615646,9.52955348811648
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-8.17590406053768,-0.817590406053768,8.51167617120909,1.53210171081764,7.3436527754329,5.44736962539705,9.23993592546876,7.10842047192708,4.65587510273712,9.56096584111705
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-7.29190143720988,-0.729190143720988,9.70852820561717,1.74753507701109,7.82024579515617,5.92712536038072,9.71336622993162,7.73066169671963,5.71317822049113,9.74814517294812
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.17960866566867,-0.817960866566867,9.28808227205149,1.67185480896927,7.34165550879628,5.44534994387363,9.23796107371893,7.10581283483049,4.65144379249436,9.56018187716661
"Bird Island","BI10","BI10.2",45,44,45,44.5,-7.96381695910768,-0.796381695910768,11.1074916836214,1.99934850305185,7.4579954588679,5.5628682670325,9.35312265070331,7.25770661008322,4.90956036815741,9.60585285200904
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-8.35684460400214,-0.835684460400214,7.8159441609251,1.40686994896652,7.24610215994325,5.34863514179957,9.14356917808693,6.98105810624075,4.43943728859383,9.52267892388767
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-8.81418363035824,-0.881418363035824,10.0604577084739,1.8108823875253,6.99953661606757,5.09826839598554,8.9008048361496,6.65914141912282,3.89234836171642,9.42593447652922
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-7.3112514920674,-0.73112514920674,6.76619014300013,1.21791422574002,7.80981358507783,5.91667060497273,9.70295656518292,7.71704137307282,5.69003755002375,9.74404519612189
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-7.4591121759077,-0.74591121759077,8.95758858231473,1.61236594481665,7.73009733995571,5.83671302920955,9.62348165070187,7.6129636129129,5.51320661488862,9.71272061093719
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.75744503720061,-0.775744503720061,7.58747244830713,1.36574504069528,7.56925691313546,5.67501407616523,9.46349975010568,7.40296988652786,5.15639836072659,9.64954141232912
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-8.06911284348788,-0.806911284348788,9.57217944611186,1.72299230030013,7.40122720708118,5.50555739477227,9.2968970193901,7.18358981638446,4.78361340404818,9.58356622872075
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-9.1824822380533,-0.91824822380533,8.03772748025162,1.44679094644529,6.8009755021418,4.89580733631252,8.70614366797109,6.39989945456975,3.45174900779654,9.34804990134296
"Bird Island","BI10","BI10.3",95,93,94,93.5,-7.25135388311789,-0.725135388311789,8.05006593280735,1.44901186790532,7.8421062294322,5.94902625349795,9.73518620536644,7.7592027429278,5.76166841847231,9.75673706738328
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-6.83854592224562,-0.683854592224562,8.02113085077993,1.44380355314039,8.06466370544656,6.17147279472707,9.95785461616606,8.04977442721795,6.25529595846984,9.84425289596606
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-7.69341305709158,-0.769341305709158,7.26163413962075,1.30709414513173,7.60377852421862,5.7097618149974,9.49779523343985,7.44804140178982,5.2329834658827,9.66309933769694
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-8.45749200421726,-0.845749200421726,7.44814768922964,1.34066658406134,7.19184004902864,5.29363586303807,9.09004423501921,6.91021333731203,4.31904175710632,9.50138491751775
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-8.56788863259906,-0.856788863259906,6.52682657511811,1.17482878352126,7.1323218291735,5.23324451260224,9.03139914574475,6.8325061773506,4.18698186061102,9.47803049409018
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-8.59132040425491,-0.859132040425491,7.40329878069465,1.33259378052504,7.11968903995293,5.22041772015483,9.01896035975103,6.81601277121193,4.15895175598687,9.47307378643699
"Bird Island","BI10","BI10.4",145,141,142,141.5,-8.54359062748946,-0.854359062748946,8.59651663617452,1.54737299451141,7.14542163150761,5.24654228094319,9.04430098207203,6.84960931716086,4.21604808687623,9.48317054744549
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-9.19759933016955,-0.919759933016955,8.62957397296153,1.55332331513308,6.79282541254818,4.88748125228806,8.6981695728083,6.38925867402737,3.43366387638017,9.34485347167458
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-7.46838243984143,-0.746838243984143,7.93895203757743,1.42901136676394,7.72509945537345,5.83169594638684,9.61850296436006,7.60643836034911,5.50211976265031,9.7107569580479
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-7.94288163974896,-0.794288163974896,9.9533930506798,1.79161074912236,7.4692823338259,5.57425567087632,9.36430899677547,7.27244278666848,4.93460127740359,9.61028429593338
