"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Sr","Sr_sd","Sr_ICP","Sr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,28.7272727272727,47.4027233586656,26.58846642,0.463509298,63.8602248162863,-34.3477462280279,162.0681958606
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,2.08333333333333,7.21687836487032,25.05462045,0.186955871,59.1078553133465,-39.1165735761605,157.332284202854
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,10.25,24.8344518763753,46.4043754,0.519109914,60.5645099406337,-37.654789224446,158.783809105713
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,248.083333333333,60.5436857053473,121.9608593,0.839622095,102.985860004691,4.88287193057371,201.088848078809
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,349.4,106.557444080125,150.558177,2.59385652,121.057295676689,22.9843965865547,219.130194766823
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,148.181818181818,98.6679463471478,145.2111951,2.397227724,85.1668390677375,-12.9772084764948,183.31088661197
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,369.7,85.4375015240185,165.8736664,2.61051165,124.678122893089,26.6098525285053,222.746393257672
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,301.636363636364,99.87519484564,110.8952002,2.069414432,112.537892991976,14.4522592657507,210.623526718202
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,142,97.4546048168069,153.965778,1.949345735,84.0642136726853,-14.0827458948322,182.211173240203
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,578.818181818182,175.582925241504,97.81476508,1.178390202,161.9776698966,63.9298588652721,260.025480927927
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,449,84.3693179904983,168.0404108,1.955006557,138.822536600502,40.7678669835729,236.877206217431
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,402.333333333333,105.814875508068,114.9998151,1.529219743,130.498795873146,32.4369865215069,228.560605224786
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,395.090909090909,102.365477135072,209.897137,2.629036009,129.206994552472,31.143855614411,227.270133490534
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,379.727272727273,88.6353100170478,130.9618352,0.711514938,126.466646144181,28.4004896578996,224.532802630462
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,657.636363636364,307.69929240324,119.867266,2.07053159,176.036143683516,77.9831629240889,274.089124442943
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,687.090909090909,135.948118446306,112.4064678,0.932757371,181.289829389353,83.2331066941983,279.346552084508
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,547.272727272727,137.91380707463,127.1397723,0.326624311,156.351037365965,58.3033193170944,254.398755414836
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,219.727272727273,87.0759334249032,94.40874214,1.478332239,97.9281065075338,-0.185386857188846,196.041599872256
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,143.2,55.8684963900845,91.74775016,0.40610632,84.2782527199601,-13.8681381892743,182.424643629195
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,263.818181818182,93.684383097524,100.7977844,1.025597866,105.792419986951,7.69486821406618,203.889971759835
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,395.090909090909,90.5179038041144,91.25190224,0.699750267,129.206994552472,31.143855614411,227.270133490534
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,209.333333333333,95.655949140974,121.0153008,1.039947828,96.0741824364409,-2.04338982590524,194.191754698787
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,341.181818181818,66.8966638657238,85.39705279,1.57965392,119.591452504443,21.5165466038804,217.666358405006
