"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Mn","Mn_sd","Mn_ICP","Mn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,16.3636363636364,11.5695525174721,34.34524027,0.178633186,79.5298463441318,-178.049973711226,337.109666399489
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,35.6666666666667,18.9560896108172,28.06949723,0.234649235,111.311077863171,-146.127473609317,368.74962933566
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,12.9166666666667,12.287897470374,37.1899001,0.366072293,73.8546264300176,-183.755145874948,331.464398734983
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,28.5,8.63923397277581,59.55046887,0.237697509,99.5116096461338,-157.974146925732,356.997366217999
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,44.1,17.5337769272149,148.1529747,0.305567488,125.196033486011,-132.194907216007,382.586974188029
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,36.4545454545455,17.2705740284661,149.1109339,0.185893427,112.608270986398,-144.825468977734,370.042010950529
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,32,16.0069429380573,498.7089785,6.046753704,105.27414063585,-152.187788221649,362.736069493349
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,34.8181818181818,16.9871609271131,55.70453095,0.688199618,109.914100653543,-147.529716210947,367.357917518034
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,33,15.5434873821804,235.7531016,13.60034647,106.920578061483,-150.534814283229,364.375970406195
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,53,34.3016034610629,36.54824658,0.120334052,139.849326574146,-117.500681267774,397.199334416065
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,41.3333333333333,19.2227768939649,88.46094721,0.148073757,120.640889941759,-136.764723918758,378.046503802276
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,39.0833333333333,11.9503391609028,46.49996193,0.203261185,116.936405734084,-140.481822390795,374.354633858964
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,42.9090909090909,13.9603334161799,125.5077224,1.234445563,123.235276188211,-134.161867288072,380.632419664494
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,21.4545454545455,15.154957184787,57.22472424,0.585720892,87.9117096019005,-169.626491503842,345.449910707643
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,52.3636363636364,22.8397579990364,60.2997145,0.569052976,138.801593666925,-118.551023390252,396.154210724101
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,54.6363636363636,16.4211615135637,54.01867077,0.421691157,142.543496907,-114.800026137318,399.887019951317
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,50.5454545454545,9.5954534688428,47.40786167,0.811856875,135.808071074864,-121.552270401127,393.168412550856
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,33.0909090909091,13.064873098921,38.81328375,0.081961578,107.070254191086,-150.38454990729,364.525058289462
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,26.1,19.3186726022031,32.12024806,0.26750503,95.5601598246143,-161.942789617595,353.063109266824
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,45.4545454545455,20.6512161209147,37.52718028,0.316767608,127.426207817096,-129.957885960397,384.810301594589
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,30,17.5271218401653,51.81193098,0.049962394,101.981265784584,-155.49409798682,359.456629555988
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,37.0833333333333,18.5592825749534,82.80022216,1.100044802,113.643530882818,-143.78642287369,371.073484639326
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,45.7272727272727,17.7374795790772,42.83579617,0.699855742,127.875236205905,-129.507505788377,385.257978200186
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,52.5882352941176,14.9166803592883,219.4284939,1.571294805,139.171381751826,-118.180308820494,396.523072324147
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,34.1818181818182,14.7161012623465,41.17278862,0.168930879,108.866367746322,-148.581455167567,366.314190660211
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,35.8181818181818,22.2702410486199,122.3868181,1.392426748,111.560538079176,-145.877082285909,368.998158444261
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,27.6363636363636,14.6987940136103,243.6402038,1.438405031,98.0896864149052,-159.402176983477,355.581549813287
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,26.4545454545455,19.4595150831856,67.78989286,0.637151851,96.1438967300662,-161.356469132043,353.644262592175
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,46,13.9731886124821,42.2400533,0.50833131,128.324264594714,-129.057134597311,385.705663786738
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,41.7272727272727,18.6445214960905,160.5283798,4.267333565,121.289486503372,-136.113981660349,378.692954667093
