"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Location*",1,272,2.33455882352941,0.976769181243651,2,2.29357798165138,1.4826,1,4,3,-0.0185075756821402,-1.11694058348518,0.059225330972289,1,3
"Site*",2,272,2.62867647058824,1.33017259309264,2,2.53669724770642,1.4826,1,5,4,0.314091449465332,-1.11892273967541,0.0806535603179809,1,4
"Section*",3,272,20.4411764705882,10.5776096504401,21,20.545871559633,11.8608,1,39,38,-0.091262680579387,-0.961539175814471,0.641361791989957,13,29
"sample",4,272,169.948529411765,130.187393739195,148.5,156.233944954128,139.3644,1,529,528,0.776963958049527,-0.0996068662556291,7.89377022809674,59.25,253.5
"min_depth",5,272,184.134191176471,129.107063212278,168.95,174.449082568807,148.92717,0,503.9,503.9,0.523388147257682,-0.621438347612869,7.82826556819879,69.8,275.375
"max_depth",6,272,185.294485294118,129.076789721284,170.1,175.606880733945,149.07543,1.1,505.1,504,0.523606236837041,-0.622178314299904,7.82642996818373,70.85,276.525
"midpoint",7,272,184.713970588235,129.090145094659,169.5,175.02752293578,148.92717,0.6,504.5,503.9,0.52352898426853,-0.62177988451292,7.82723975664099,70.325,275.95
"kcps",8,272,261010.055147059,54225.4261960959,262322,262146.504587156,39552.0615,43071,448680,405609,-0.299803406385019,2.12580845334978,3287.89940883291,235044.5,288749.5
"cps",9,272,775194.492647059,349766.986863331,690097.5,701648.073394495,82019.6559,195183,2407838,2212655,3.35112955170595,11.1800142881341,21207.7386939932,638879.75,753109.25
"MSE",10,272,16.0733823529412,3.24021620630458,16.215,16.3603211009174,1.860663,2.24,28.04,25.8,-1.30227535152124,4.75552063584878,0.196466965712234,15.225,17.58
"K",11,272,-7.29953187588648,1.11563172750508,-7.326260930745,-7.32893299077054,1.194999938479,-9.98469760796167,-3.45419453732357,6.5305030706381,0.27618464905962,-0.0992587923077286,0.0676451095852022,-8.16383968617649,-6.56961398201787
