Location,Site,Section,sample,min_depth,max_depth,midpoint,SH20_age,kcps,cps,MSE,K,Ca,Ti,Mn,Fe,Co,Ni,Cu,Zn,Rb,Sr,Zr,Mo_coh,coh_inc,K_sd,Ca_sd,Ti_sd,Mn_sd,Fe_sd,Co_sd,Ni_sd,Cu_sd,Zn_sd,Rb_sd,Sr_sd,Zr_sd,Mo_coh_sd,coh_inc_sd,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Kerguelen,KER1,CAT1-S1-1A,17,24,25.5,24.7,466.2125,21313.25,55199.625,1.315625,-7.415631732,-5.105739823,-4.840635099,-6.26392767,-1.421380135,-5.298755131,-5.113754738,-5.816016998,-9.652523725,-6.43717325,-4.290816578,-3.696135427,-1.826973203,-1.826973203,-7.712642924,-6.24289664,-5.801459707,-7.60004812,-3.632558425,-6.288077059,-7.158383992,-6.664683391,-9.871518918,-6.520852421,-5.400566842,-6.182227727,-5.270793666,-5.270793666,68.34743292,3.417371646,31.65256708,3.165256708,0.314377289,0.031437729,7.412297001,1.800806388,8.531416464,7.363228054,9.635341119,5.466327216,8.835962638,4.699036325,5.362788272,1.093204783,9.809582084,5.163337702,1.943992486,-3.166503631,2.802747479,-2.813880827,3.094370389,-2.287749674,3.791551357,-1.048475714,0.800354675,-4.170598935,1.380406626,-2.294739322,4.739619553,1.333197596,4.583713618,1.504608835,0.307642235,-5.894077979,-0.001587492,-4.385082178
Kerguelen,KER1,CAT1-S1-1A,20,28.6,30,29.3,587.28,22599.8,56713.06667,1.3,-8.482091214,-5.822413194,-5.967314904,-6.883191244,-1.792247204,-6.024959149,-5.131412832,-5.759123412,-9.123754591,-7.22703203,-5.306589139,-3.781097387,-1.869064143,-1.869064143,-8.562707377,-7.245701562,-7.104416399,-8.028650402,-3.624683025,-6.452907558,-7.075696591,-6.820954761,-8.307911532,-6.68594403,-5.85255645,-5.859263926,-5.454714824,-5.454714813,81.83306385,4.091653193,18.16693615,1.816693615,0.190035975,0.019003598,7.593049748,3.329982236,7.695137739,6.493691794,8.64956598,4.945159703,7.65879161,3.749406279,4.248615908,0.265954548,9.337834997,4.712998049,1.735069451,-3.435333278,2.73086669,-2.346599731,2.938598252,-2.942606664,3.37991501,-2.041859062,1.496600479,-2.690190416,1.302647951,-3.069004115,4.173409649,0.744986298,3.93401689,0.794982669,-0.490937876,-4.514841027,0.231199605,-5.489282734
Kerguelen,KER1,CAT1-S1-1A,23,33,34.4,33.7,665.7466667,16717.46667,50758.26667,1.342,-5.429526396,-3.510912,-3.369387847,-5.062620592,-0.224557148,-4.872446471,-4.783685976,-5.258199718,-6.326178886,-5.282200548,-2.983655162,-3.468088672,-1.586117083,-1.586117083,-5.36244068,-4.038601676,-3.822037874,-5.666834381,-1.109821537,-6.149704951,-6.545597924,-5.94869154,-6.088218453,-5.579864307,-3.753007776,-5.306649808,-3.810066157,-3.810066154,57.79204232,2.889602116,42.20795768,4.220795768,0.533062752,0.053306275,7.484909008,2.958090177,9.435724354,8.144448935,10.20842337,5.945908176,9.464223941,4.108421757,6.034450493,1.237058589,10.42973421,5.896247918,2.938371665,-3.060000218,3.673230413,-1.212919187,3.636101809,-1.458602847,4.538486286,-1.536546363,1.28950587,-2.707675341,1.974855812,-2.433903929,5.143562534,1.502409277,5.077631807,1.933850815,0.955276509,-3.993627227,0.135779286,-5.915160759
Kerguelen,KER1,CAT1-S1-1A,25,35.9,37.2,36.6,716.1928571,16771.35714,52420.35714,1.327142857,-5.50775047,-3.592142493,-3.355219352,-5.177176496,-0.244883264,-4.990371435,-4.86504963,-5.475462626,-6.627610961,-5.461824364,-3.151843657,-3.510051238,-1.633226674,-1.633226674,-5.889280521,-4.605133575,-4.313770743,-6.191513629,-1.549060712,-5.804224183,-6.390271015,-6.591459918,-6.186495475,-5.798902202,-4.540124571,-5.452219858,-4.534354997,-4.534354998,69.12832422,3.456416211,30.87167578,3.087167578,0.423956063,0.042395606,6.94422805,2.293712194,8.155925053,6.997606846,9.221894196,5.059672706,8.487772632,4.057578735,4.953697444,0.777972727,9.587223632,4.743415265,1.952189289,-2.725823693,2.890850484,-2.120727177,2.930127292,-2.464361851,3.692533639,-0.99341878,1.091018071,-3.305336299,0.746351508,-4.095035261,4.242122828,0.652387381,4.151325919,1.050306548,-0.087175142,-5.558650715,-0.541084037,-6.377762524
Kerguelen,KER1,CAT1-S1-1A,26,37.3,38.7,38,744.4133333,17734.86667,51774.86667,1.346,-6.291546519,-4.015198784,-3.822239289,-5.417928138,-0.401280153,-4.895617136,-4.853329483,-5.339993895,-6.969848502,-5.85395469,-3.323972682,-3.560404811,-1.657852603,-1.657852603,-7.018589339,-5.261081838,-5.005023505,-6.409670723,-1.753000722,-5.951563007,-6.564937211,-5.956030475,-6.779972536,-5.757003105,-4.711256455,-5.749078314,-4.214893385,-4.214893387,54.07511476,2.703755738,45.92488524,4.592488524,0.61562862,0.061562862,7.238610346,1.961241315,9.363914692,8.091720187,9.985728016,5.272342139,9.249908898,5.046153558,5.917225152,0.480812292,10.29745501,4.694016235,2.702956012,-1.917030939,3.470143166,-1.402250189,3.529001416,-1.166542202,4.401796275,-1.466009638,1.257337697,-4.282042088,1.377161079,-2.579425852,4.869483884,1.492490972,4.797227744,1.749339944,0.72045977,-3.823237428,-0.395933772,-5.284022822
Kerguelen,KER1,CAT1-S1-1A,27,38.8,40.1,39.4,772.55,15955.78571,48824.78571,1.318571429,-5.717852931,-3.862469189,-3.617791419,-5.285197994,-0.225598642,-4.725655299,-4.83923575,-5.171247118,-7.318898102,-5.325601419,-3.060912127,-3.414581698,-1.593605753,-1.593605753,-6.440581991,-4.949071754,-4.614265655,-6.482596535,-1.448482552,-5.54268103,-6.621158438,-6.165091564,-6.769773536,-5.809568484,-4.49689489,-5.694096879,-4.414883085,-4.414883082,62.71538526,3.135769263,37.28461474,3.728461474,0.487231101,0.04872311,7.289856101,2.437193865,8.942092764,7.726623573,9.920404113,6.006044332,9.177373228,3.706022454,5.833385868,1.189600479,10.22252481,5.260750428,2.812249185,-1.913705616,3.647047244,-1.736275013,3.373403926,-3.365097659,4.381242691,-0.569737273,1.253155284,-3.342202379,1.436702523,-3.835119466,4.881952977,1.346664713,4.757885058,1.612299144,0.552929549,-3.83802315,-0.146861025,-4.756800611
Kerguelen,KER1,CAT1-S1-1A,28,40.2,41.6,40.9,799.7333333,16688.2,50340.73333,1.355333333,-6.169085593,-3.998083495,-3.857357615,-5.31726105,-0.328561139,-4.609338514,-4.83490532,-5.127445302,-6.799185546,-5.287397691,-3.192798379,-3.503456141,-1.614416603,-1.614416603,-6.172938474,-4.708334895,-4.687281853,-5.905481114,-1.471897941,-5.756452342,-6.248033564,-6.431566787,-6.408295529,-5.658560362,-4.204815703,-5.227820935,-3.951905409,-3.951905406,45.3473039,2.267365195,54.6526961,5.46526961,0.835475454,0.083547545,6.951041655,2.266120087,8.517737102,7.266059412,9.43467774,5.853215178,9.015789558,5.169260086,5.485955434,1.63031465,9.816596049,5.691345564,2.320673348,-2.228919634,3.097298736,-1.342647244,3.006850549,-1.525487718,3.976829917,-0.783977692,0.855443625,-3.83022659,0.665651232,-2.952425305,4.477211763,1.073784545,4.512399004,1.281055003,0.259692084,-3.633600256,-0.948927169,-5.283631139
Kerguelen,KER1,CAT1-S1-1B,36,45.1,46.2,45.6,888.225,15616.08333,49393.83333,1.421666667,-5.564846049,-3.639915648,-3.485096061,-4.936991967,-0.057635314,-4.161821283,-4.697741779,-5.110524599,-6.990318035,-4.999872774,-2.923280472,-3.387508957,-1.52278147,-1.52278147,-5.894465626,-4.392891664,-4.242593393,-6.187014214,-1.478593001,-5.298807465,-6.338841113,-6.455700319,-6.642967135,-6.085129234,-4.79415064,-5.092906899,-4.678832046,-4.678832045,45.01114637,2.250557319,54.98885363,5.498885363,1.245475777,0.124547578,7.459926672,1.895252577,9.11719152,7.924317513,10.17858462,5.407835655,9.495091674,4.930693914,6.16951745,1.108012127,10.54149945,5.462884114,2.994435049,-2.873895138,3.770902679,-0.755136806,3.635568711,-0.844535011,4.658663046,-0.039693229,1.197608785,-3.999762793,1.751882215,-2.546691053,5.212316223,1.988767477,5.0329935,2.052781934,0.784116628,-4.716402015,0.041334573,-5.080464908
Kerguelen,KER1,CAT1-S1-1B,40,50.7,52.1,51.4,1089.453333,17542.06667,52529.06667,1.407333333,-6.12343429,-4.070137446,-3.830540474,-5.252370461,-0.341117735,-4.649433646,-4.891070709,-5.113858796,-6.356361696,-5.693694499,-3.26950258,-3.478373936,-1.634962416,-1.634962416,-6.771820004,-5.126444192,-4.918778422,-6.349412864,-1.741707787,-5.997628652,-6.323409457,-5.866341956,-6.374406297,-5.885519708,-4.447061411,-5.343058836,-4.462812255,-4.462812246,59.79959042,2.989979521,40.20040958,4.020040958,0.496991162,0.049699116,7.285074574,2.742732958,9.122954379,7.884266978,9.937600629,3.667360639,9.291105273,4.872484914,5.928063767,1.840052223,10.34724102,6.240921685,2.965343021,-1.162762261,3.629941657,-0.083060327,3.452492068,-1.526956797,4.481573305,0.7484718,1.174407588,-3.008540145,0.859707192,-2.980788746,4.847407275,1.007939852,4.911857603,1.652104047,0.700058625,-4.673397101,-0.545634594,-5.170227804
Kerguelen,KER1,CAT1-S1-1B,41,52.3,53.6,53,1213.321429,15258.5,51210.85714,1.39,-5.40549375,-3.460910999,-3.18838471,-4.736287528,0.177882704,-4.214288626,-4.617308514,-4.955386557,-6.524580117,-4.960256638,-2.701272476,-3.318917071,-1.463022652,-1.463022652,-5.938707622,-4.759338815,-4.141351655,-6.319831182,-1.314037996,-5.308617509,-6.41156737,-5.932798052,-6.488312735,-5.368376555,-4.169645857,-5.267637993,-3.926371822,-3.926371832,47.92690758,2.396345379,52.07309242,5.207309242,0.769770628,0.076977063,7.28740378,2.697747144,9.44517553,8.14274897,10.23486875,6.48314978,9.330619539,5.169725728,6.125372668,1.906530061,10.43028235,6.335665551,2.814927955,-1.907184873,3.523013247,-1.103152189,3.498973195,-1.501204647,4.403005632,-0.400533086,1.080241706,-3.598987746,2.676828838,-1.330480105,5.143535746,1.834289938,5.011307175,1.894424733,0.853263564,-3.517193994,0.664297441,-4.520751743
Kerguelen,KER1,CAT1-S1-1B,46,59.9,61.2,60.5,1808.842857,20697.5,57365.5,1.327142857,-7.149407753,-5.022340178,-4.685980407,-6.079695452,-1.016808689,-5.336825579,-5.108241918,-5.472565739,-7.960133062,-6.743625988,-4.784717086,-3.605506969,-1.813255232,-1.813255231,-7.823046246,-6.931701182,-6.594399064,-7.226078644,-2.77165873,-6.478395847,-7.023507673,-7.154649903,-7.336125597,-6.564505217,-5.492595406,-5.959075877,-5.542147725,-5.542147732,78.62305907,3.931152954,21.37694093,2.137694093,0.23443294,0.023443294,7.368661586,3.153834229,8.219780367,7.088108054,8.934285307,5.243222905,8.228561838,4.081568602,4.965864154,1.010093239,9.457860507,5.048835979,1.880204691,-2.437599951,2.627542735,-1.684618654,2.675953246,-2.620818432,3.407378157,-1.161907334,1.01494189,-2.751902313,2.024013822,-1.367272419,4.332700356,0.659162654,4.655833523,1.413807539,0.516591694,-4.598451606,0.844021606,-3.58680764
Kerguelen,KER1,CAT1-S1-1B,49,64.4,65.8,65.1,2110.626667,18806.46667,52188.2,1.295333333,-5.876706881,-4.942950873,-4.739115345,-5.41887436,-1.030514274,-5.278485428,-5.122118775,-5.812496741,-6.805120998,-4.801220074,-5.32388865,-3.073071902,-1.736337356,-1.736337357,-6.630199266,-6.255052857,-6.138145937,-6.140224039,-2.393721268,-6.09116759,-6.899379063,-6.820662466,-6.714061003,-5.307366518,-5.648856109,-4.493185692,-4.264861958,-4.264861964,72.25488403,3.612744202,27.74511597,2.774511597,0.312565646,0.031256565,6.69265812,2.234683211,9.647303282,8.453213939,8.302741166,3.510859709,7.678524006,0.835533707,5.847564608,0.828535031,9.573616413,4.435996751,0.222856428,-5.28117848,2.204322475,-2.382972277,1.433962733,-3.233102927,4.162122376,-0.016664101,0.754662073,-4.727998603,3.598984665,-0.091661977,3.545300309,-0.027018524,5.825602486,2.689712098,1.903969641,-3.050220033,1.646264424,-2.677981247
Kerguelen,KER1,CAT1-S1-1B,51,67.6,68.9,68.3,2364.321429,23322.57143,61836.21429,1.356428571,-5.95682418,-5.417879588,-5.321894095,-5.909465142,-1.410024555,-5.615885716,-5.131860355,-5.81270303,-8.214631235,-7.188906582,-5.687776182,-3.645804101,-1.893654337,-1.893654338,-7.098304254,-7.363222668,-7.23501368,-7.195368378,-4.081726955,-6.486887043,-7.381353374,-6.755593991,-7.600894453,-6.819680717,-6.280417881,-5.918886696,-5.957161818,-5.957161819,82.01776537,4.100888269,17.98223463,1.798223463,0.178266201,0.01782662,6.879750395,2.762710959,7.194817601,6.215502551,8.122765162,4.298897004,7.186547436,3.275281816,4.088686381,-0.303415694,8.493653853,3.337053552,0.286994401,-4.144594107,2.468845509,-2.543613199,1.077823934,-3.341104901,2.352562689,-2.178132976,0.567689799,-2.398537658,1.030678168,-3.356485723,3.870744656,-1.21799065,3.882975226,-1.939168641,-0.03273285,-4.839563909,0.068656206,-4.416358983
Kerguelen,KER1,CAT1-S1-1B,57,76.5,77.9,77.2,3056.76,23107.93333,57691.73333,1.326666667,-7.992253566,-5.600342684,-6.193122952,-6.816620705,-2.136460618,-6.107691996,-5.211435286,-5.919573814,-10.00036469,-7.347928495,-6.510976164,-3.850949752,-1.906545793,-1.906545793,-8.361730345,-7.212111077,-7.283711057,-7.795397274,-4.679809382,-6.698541671,-7.02367807,-6.767804229,-11.88715831,-7.098359597,-6.458544123,-6.200102909,-5.658308036,-5.658308039,86.87434172,4.343717086,13.12565828,1.312565828,0.142117168,0.014211717,6.240353429,3.04618076,6.093361749,5.692407922,8.565956826,5.169848784,6.212188396,2.738841137,4.334734284,0.800368939,9.096153659,5.568119643,1.156591041,-3.26090438,2.228820499,-3.297001758,1.7055055,-3.123922027,2.433879899,-3.730203992,0.885765723,-2.203982068,0.199923263,-4.550550854,4.261035879,-0.365720454,3.021371159,-0.485804356,-0.29643762,-6.74714011,-0.843558209,-5.204847424
Kerguelen,KER1,CAT1-S1-1C,69,86.1,87.5,86.8,3452.746667,23417.13333,58329,1.412,-7.942838394,-5.583755019,-6.345166616,-6.872769368,-2.129063045,-6.957713195,-5.205008463,-6.053157785,-10.00036469,-6.854175505,-5.840843977,-3.8527497,-1.924887762,-1.924887761,-8.802013627,-7.331385878,-6.984615651,-7.636982628,-4.157258073,-6.994759682,-7.157719955,-6.881582951,-11.88715831,-6.74235431,-6.30295154,-5.880563844,-5.967330298,-5.96733027,87.43206549,4.371603275,12.56793451,1.256793451,0.114391368,0.011439137,6.210597301,2.29982461,5.780678735,5.557430168,8.264617297,4.285481182,5.675257341,0.968203653,4.015702619,0.333599077,8.827068366,4.531512554,0.75765378,-3.393310763,1.601370184,-2.57335534,1.399296677,-2.522615919,2.195846588,-1.746597473,0.689627027,-2.692893674,-0.068177295,-4.195310548,4.04144,-0.194372613,2.618963644,-0.712772449,-1.155776407,-6.488454987,-1.235753754,-6.636634084
Kerguelen,KER1,CAT1-S1-1C,73,92.4,93.7,93.1,3631.135714,21919.64286,55028.5,1.295714286,-7.822240656,-5.653737431,-6.365770192,-6.872619578,-2.186007651,-6.582612666,-5.280561803,-6.056939343,-9.577851025,-7.227263731,-6.123880215,-3.833874483,-1.902266774,-1.902266773,-8.401145345,-7.233667799,-7.730205639,-7.424526939,-4.773121438,-7.18802132,-7.331836931,-7.148152858,-9.684186655,-6.991805174,-6.015688522,-6.44599387,-5.710010234,-5.710010253,86.53214196,4.326607098,13.46785804,1.346785804,0.148797169,0.014879717,6.173905566,2.492414446,6.189053586,5.714671968,8.133697639,4.140959721,6.626720857,2.774546259,4.029009851,0.152991523,8.65014056,4.557167349,0.45732173,-3.65449109,1.234740398,-4.93906012,1.492961215,-2.876092545,2.252385704,-2.893075293,0.382038989,-2.681609347,0.185021609,-4.94979813,3.958544975,-0.009110039,2.818399246,-1.133980905,-1.140211269,-4.851678582,-1.153562411,-7.379294487
Kerguelen,KER1,CAT1-S1-1C,80,103.1,104.5,103.8,3940.826667,22842.73333,56752.8,1.344666667,-7.713466684,-5.600835348,-6.150463028,-7.06590644,-2.244247352,-6.167672412,-5.210253916,-5.885182364,-7.977022671,-7.309509445,-6.425996302,-3.791085551,-1.901764648,-1.901764648,-7.168447119,-7.10165357,-6.243012055,-7.877983991,-3.455470497,-6.744426687,-7.274443903,-7.124691521,-7.407716437,-6.672921784,-6.438162712,-6.16460786,-5.902452473,-5.902452465,87.74312153,4.387156077,12.25687847,1.225687847,0.117835974,0.011783597,5.845659544,0.55963842,5.280738939,5.254915922,7.691431223,3.492014874,5.411553016,1.485369936,3.392372475,-0.646076883,8.078928375,4.224345101,-0.080117716,-4.056213577,0.756761235,-3.317773464,0.964106124,-3.606789109,1.785730957,-3.666056725,0.113609162,-3.458632107,-0.355390809,-5.739915791,3.597190415,-2.146136396,2.18931581,-2.35790483,-1.716927732,-5.800826006,-1.791032346,-6.262280063
Kerguelen,KER1,CAT1-S1-1C,86,112.2,113.6,112.9,4208.64,23327.13333,56259.46667,1.338,-8.637138006,-5.799535116,-7.061979598,-7.438935625,-2.570865382,-6.045260808,-5.290522962,-5.906146483,-10.00036469,-6.992083188,-6.664656657,-3.772934108,-1.921468955,-1.921468956,-8.828733784,-7.499790431,-7.437898146,-7.864849322,-4.926936811,-6.963298529,-7.499237551,-6.915653385,-11.88715831,-6.561218404,-6.428554901,-6.112340047,-5.858923639,-5.858923628,86.07040611,4.303520305,13.92959389,1.392959389,0.155431687,0.015543169,6.383490675,1.835333784,5.703613902,5.325829896,8.219097638,4.667084182,5.811801162,1.94042748,3.847591141,-0.003520183,8.42121649,3.620540945,0.048549833,-5.301613392,1.026695924,-3.503861403,1.689084808,-4.832225252,2.346843447,-2.032918586,0.405129637,-2.950128266,0.070385627,-5.511922058,4.185632246,-0.54132775,2.655595005,-1.770213926,-1.190670635,-6.838590289,-1.190224855,-5.007810837
Kerguelen,KER1,CAT1-S1-1C,93,122.9,124.1,123.5,4497.107692,23905.46154,57464.46154,1.32,-8.628628029,-5.575307548,-7.169220003,-7.338732623,-2.552644181,-6.109445359,-5.261664962,-5.897417521,-10.00036469,-7.681072775,-6.909428265,-3.818197447,-1.935876682,-1.935876682,-8.657253304,-7.276719649,-7.736001852,-7.654008314,-5.309722913,-6.934417052,-7.108383227,-6.649874975,-11.88715831,-7.334851712,-6.688510256,-6.164788376,-5.987219925,-5.987219959,87.88021313,4.394010656,12.11978687,1.211978687,0.140449668,0.014044967,6.446384671,2.111545132,5.122772318,5.331061691,8.347045431,3.917578859,5.469627758,0.83957168,3.845481536,-0.21796627,8.392555776,3.932605426,0.04900471,-4.257584575,1.045039625,-3.094556442,1.395888346,-2.811583204,2.210337956,-1.9140687,0.505424639,-2.959082593,-0.335883429,-5.062389958,4.357566189,-1.814516663,2.360132231,-1.813669889,-1.457511712,-5.592874216,-1.475863425,-5.670150909
Kerguelen,KER1,CAT1-S1-1D,105,130.3,131.4,130.8,4654.675,22628.83333,55695.08333,1.306666667,-8.132539353,-5.783781041,-6.982143224,-7.236381427,-2.456608426,-6.376716671,-5.268995127,-5.833548066,-10.00036469,-7.959932586,-5.552064705,-3.74577066,-1.933840686,-1.933840685,-8.539616143,-7.869965829,-7.500651591,-8.002146364,-5.022585008,-6.955709078,-7.15083402,-7.071701078,-11.88715831,-7.289980043,-5.863860248,-5.908468307,-5.5452721,-5.545272124,86.98570544,4.349285272,13.01429456,1.301429456,0.18906689,0.018906689,6.666724304,2.64184896,5.816721734,5.38293223,8.297325033,3.624599772,5.974666195,2.239213983,3.824018401,-0.310419036,8.237738402,3.418718038,-0.071957865,-4.547354022,1.198740326,-3.060163707,1.255665121,-3.522477647,2.464657555,-3.215678691,0.519825131,-3.060106456,0.059026856,-4.071514522,4.358354449,-0.555501891,2.780414367,-1.515469491,-1.13671169,-6.33061228,-1.127713837,-5.30792477
Kerguelen,KER1,CAT1-S1-1D,108,134.6,135.8,135.2,4745.8,22323.46154,54924.61538,1.440769231,-8.044118148,-5.547961037,-6.60784622,-7.518695245,-2.553810871,-6.187569202,-5.302130098,-5.84857472,-9.879407471,-9.131098005,-6.315140378,-3.806606706,-1.912378431,-1.912378431,-8.478473614,-7.10650386,-7.384920082,-7.812993766,-4.292225062,-6.741108499,-7.40307118,-6.941986195,-10.76912026,-8.711230427,-6.188448169,-5.789934338,-5.789855161,-5.789855115,88.39139851,4.419569926,11.60860149,1.160860149,0.136528867,0.013652887,6.337714656,0.805515593,5.474514408,5.332525091,8.156661708,4.536715094,5.957733691,2.041280213,3.65132431,-0.763292404,8.060731791,3.853156614,-0.205215357,-4.69958087,1.109296435,-4.388363631,1.111281402,-3.918625756,1.757651356,-2.013060591,0.411789051,-3.005502527,-0.00547956,-3.800424029,4.249291131,-0.632055507,2.584792073,-1.658031628,-1.25074017,-6.009744207,-1.344216848,-6.370461644
Kerguelen,KER1,CAT1-S1-1D,110,137.6,138.8,138.2,4810.630769,22217.84615,54839.15385,1.287692308,-8.206740958,-5.700228523,-6.685109747,-7.198678866,-2.622393182,-6.193928094,-5.216503671,-6.065462852,-8.717549827,-7.206505239,-6.239589019,-3.803353632,-1.91712016,-1.91712016,-8.47280039,-8.033922243,-7.807166435,-7.730221101,-5.362622377,-6.896003214,-6.941328397,-6.781102428,-8.533816527,-6.825989085,-6.540384988,-6.607657311,-5.643366333,-5.643366315,87.9285144,4.39642572,12.0714856,1.20714856,0.176153339,0.017615334,6.091562893,1.488008554,3.580510594,5.225759114,7.861484873,2.975567854,5.384924995,0.197421713,3.340832004,-1.578187949,7.734073044,3.366743146,-0.491860404,-4.966728032,0.924541722,-3.067600289,1.089323368,-3.769138899,1.535024943,-2.71321674,0.126065845,-3.81714933,-0.574897841,-4.235400375,3.988017676,-0.126670214,2.357401713,-1.410666143,-1.631662141,-5.411240854,-1.545112055,-8.07816759
Kerguelen,KER1,CAT1-S1-1D,114,143.4,144.6,144,4936.930769,22964,55507.53846,1.303076923,-8.738575217,-5.682127238,-6.647326893,-7.443350654,-2.823008334,-6.369538414,-5.280803457,-5.999890955,-9.271946619,-7.609580455,-5.943689543,-3.808483043,-1.919865541,-1.91986554,-9.035504337,-7.591806366,-7.728760283,-7.730852138,-5.890596685,-7.166250712,-7.45236398,-6.521577649,-8.648550002,-7.30763257,-6.184800863,-6.344395559,-5.598191962,-5.598191972,89.65154481,4.48257724,10.34845519,1.034845519,0.123289892,0.012328989,6.421369032,1.480545254,5.056624335,5.298400998,8.281388487,3.757256595,6.090484696,1.315550393,3.716295306,-1.826020478,8.135198573,3.426863182,-0.093891142,-5.013596424,1.741451249,-3.017298788,1.785511579,-3.774539919,1.834854488,-2.465113623,0.671503419,-2.879058048,-0.267027254,-5.846459677,4.381116251,0.001956376,3.153503543,-1.586708826,-1.199073237,-6.891561115,-0.637629491,-5.528942586
Kerguelen,KER1,CAT1-S1-1D,117,147.8,148.9,148.4,5072.725,22267.91667,55087.5,1.346666667,-7.491247618,-5.311561956,-5.293330309,-6.472406158,-2.353236588,-6.742430096,-5.182682071,-6.156347959,-8.785176912,-6.199909387,-4.742260138,-3.755111307,-1.873200348,-1.873200348,-8.271335072,-6.847939779,-5.949324002,-7.690022301,-3.72967336,-6.970689705,-6.913705809,-6.904350938,-8.532791135,-6.34324295,-5.168269824,-5.861813735,-5.006411401,-5.006411393,84.32862976,4.216431488,15.67137024,1.567137024,0.23901391,0.023901391,6.556611578,2.486368558,8.889526547,7.608024,8.645353799,4.178897068,7.932985448,3.278285911,4.637258561,0.182068902,8.512605437,3.715219204,0.175141926,-3.880030081,1.828698523,-3.370134885,2.000267964,-3.025160837,3.357684303,-1.85079681,0.710955669,-2.797380917,2.374763439,-1.909819254,4.697427122,0.801284362,4.575492531,0.086827709,0.709210013,-3.97396639,0.499605761,-5.551760344
Kerguelen,KER1,CAT1-S1-1D,119,150.7,151.8,151.3,5184.441667,23072.16667,55131.5,1.3725,-8.031324776,-5.580666792,-6.207152111,-7.270209772,-2.899396447,-6.700542904,-5.325388821,-6.139622326,-9.06886603,-7.442458941,-6.130903599,-3.860409118,-1.93358299,-1.93358299,-7.808968369,-6.776450276,-7.173530183,-7.55530685,-5.13660461,-6.774426713,-7.310054121,-7.098421839,-8.715084392,-6.948700669,-6.02725028,-5.898628152,-6.149103423,-6.149103445,89.84326635,4.492163318,10.15673365,1.015673365,0.126927537,0.012692754,6.414413233,2.494764538,5.682990058,5.368595324,8.188641308,4.347000726,6.076447566,2.108131297,3.511753219,-0.01788153,7.877415007,3.791449325,-0.26430101,-4.714743675,1.890854069,-2.801707632,1.779104669,-2.660716726,3.087801112,-0.260009484,0.796432865,-3.321116656,-0.346920192,-4.3602217,4.309342078,-0.334918905,3.16200763,-1.385015695,-1.260779392,-6.325086689,-0.666795007,-4.899877679
Kerguelen,KER1,CAT1-S1-1D,123,156.5,157.7,157.1,5436.623077,23160.69231,55187.46154,1.347692308,-8.936120497,-5.728108412,-6.898768145,-7.027200562,-3.044624316,-7.208066158,-5.189072803,-6.207194676,-8.564100701,-8.279183716,-5.647662853,-3.878838133,-1.932345056,-1.932345056,-8.810982751,-7.331524343,-7.872793358,-7.733336289,-5.373351935,-7.143113329,-7.290206449,-7.035901142,-7.93951451,-7.555429525,-6.190617409,-6.138957188,-5.778388529,-5.778388511,88.02419075,4.401209537,11.97580925,1.197580925,0.177036447,0.017703645,6.563826353,2.818620257,5.297117313,5.513140959,8.442582467,4.684571942,5.822268606,1.704118345,3.725526574,-0.462656425,8.177752538,3.607344541,0.008226993,-4.53768043,1.996850493,-2.333595463,1.826388512,-2.158085123,2.273038489,-1.473284469,0.485669597,-3.401697617,-0.288363486,-4.212242409,4.490029918,0.836967632,2.772636505,-0.725894926,-0.949364997,-5.716016101,-1.133370129,-5.561241788
Kerguelen,KER1,CAT1-S1-1D,124,158,159.2,158.6,5499.669231,23511.76923,56021.46154,1.395384615,-8.741999228,-5.811718386,-7.072291629,-7.13712548,-3.160264614,-7.162306827,-5.257722725,-6.323722384,-10.00036469,-6.87777578,-5.959178639,-3.846452504,-1.93565984,-1.93565984,-8.504946786,-7.278368529,-7.712635344,-7.733956636,-5.468623594,-7.150055926,-6.820971776,-6.747007692,-11.88715831,-6.638179074,-6.412063639,-5.941400062,-5.603966441,-5.603966434,86.01379119,4.30068956,13.98620881,1.398620881,0.2211149,0.02211149,6.501076357,1.128119138,6.881085241,6.184188796,8.232623724,4.882642419,6.085095384,2.741347026,3.741897858,0.199281297,7.918830036,3.861404741,-0.15231029,-4.374854019,1.766285892,-2.792115805,1.556943524,-4.202883724,2.324128229,-1.803912062,0.435751774,-3.560236209,0.652047559,-2.765088583,4.268587567,-0.879844634,2.995771649,-2.108866818,-0.95570127,-4.590945538,-0.790345002,-4.842653943
