"rowname","vars","n","mean","sd","median","trimmed","mad","min","max","range","skew","kurtosis","se","Q0.25","Q0.75"
"Location*",1,243,2.1358024691358,0.83448038595244,2,2.16923076923077,1.4826,1,3,2,-0.256817428721553,-1.52360803056424,0.0535319417181227,1,3
"Site*",2,243,2.34567901234568,1.10775434174962,2,2.30769230769231,1.4826,1,4,3,0.217972324812904,-1.29998264988483,0.0710624741561245,1,3
"Section*",3,243,18.440329218107,9.3446154499635,19,18.6615384615385,10.3782,1,34,33,-0.20419415767501,-0.999795175302006,0.599457360612218,12,25
"sample",4,243,167.320987654321,133.630688855439,141,152,131.9514,1,529,528,0.875132156740078,-0.0643748319965831,8.57241268696477,56.5,239.5
"min_depth",5,243,179.702057613169,131.502046757964,160.4,168.422564102564,137.58528,0,503.9,503.9,0.648712930456338,-0.518862249192443,8.43586023274417,68.9,257.05
"max_depth",6,243,180.858024691358,131.471586847304,161.5,169.575384615385,137.28876,1.1,505.1,504,0.648887703343928,-0.519498173665528,8.43390622856423,70.05,258.25
"midpoint",7,243,180.279012345679,131.484405368921,160.9,168.997948717949,137.28876,0.6,504.5,503.9,0.648847396884154,-0.519095831289607,8.43472853710941,69.5,257.65
"kcps",8,243,262816.995884774,42545.1770649943,262867,261954.876923077,34393.3548,84515,448680,364165,0.183629073018833,3.11149491412514,2729.27438124386,238686.5,284973
"cps",9,243,692155.679012346,109873.587057228,683547,685972.743589744,71772.666,195183,1351860,1156677,0.891270928703986,7.54353636831117,7048.39389603557,636397.5,733374
"MSE",10,243,16.6992592592593,2.26205957008709,16.45,16.5758461538462,1.675338,5.55,28.04,22.49,0.367964712730143,6.6252457445306,0.145111189079194,15.405,17.725
"K",11,243,-7.2275675170274,1.09645677532125,-7.29016130310354,-7.26644384023342,1.17310391297987,-9.98469760796167,-3.45419453732357,6.5305030706381,0.355873225977533,-0.0787270526955854,0.0703377349318345,-8.09225886152572,-6.50681174401212
