"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-7.29580572072543,-0.729580572072543,0.828010693892561,0.13248171102281,1.3142224674551,-0.552520775539187,3.18096571044938,1.28131794241791,-0.87645440591875,3.43909029075458
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.68078927258721,-0.668078927258721,0.422019571710031,0.067523131473605,1.7426728430722,-0.121607288093023,3.60695297423741,1.73229490226591,-0.160974556892182,3.625564361424
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.29543309223325,-0.729543309223325,1.48137044625347,0.237019271400555,1.31448205858949,-0.552258763091747,3.18122288027072,1.28159118204438,-0.876020535470926,3.43920289955968
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.3155892135512,-0.63155892135512,2.94516564297707,0.471226502876331,1.99708896957261,0.132817021580012,3.86136091756521,2.00008743506555,0.263157233988066,3.73701763614304
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-6.71374399912544,-0.671374399912544,3.76510499590153,0.602416799344245,1.71971497746323,-0.144619236722714,3.58404919164917,1.70812998369858,-0.199277144485829,3.61553711188298
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-8.73972410154726,-0.873972410154726,3.04841410108306,0.487746256173289,0.308318683098883,-1.57618991646581,2.19282728266358,0.222526874922225,-2.55999287268134,3.00504662252579
"Bird Island","BI10","BI10.2",45,44,45,44.5,-6.79034787168447,-0.679034787168447,4.9287008454864,0.788592135277824,1.66634899339728,-0.198145049311784,3.53084303610634,1.65195818266165,-0.288329401680023,3.59224576700333
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-7.2492745879547,-0.72492745879547,1.66473145136415,0.266357032218264,1.34663831807805,-0.519811266726664,3.21308790288277,1.31543811734779,-0.822278919488061,3.45315515418365
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.35339910304857,-0.735339910304857,4.06764638555692,0.650823421689107,1.27410011566417,-0.593030879464263,3.1412311107926,1.23908608252851,-0.943518045223192,3.42169021028021
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-5.65745916643924,-0.565745916643923,1.2699297134193,0.203188754147088,2.4555743755217,0.588581015345707,4.3225677356977,2.48267857344835,1.02547092918982,3.93988621770689
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.83176115227275,-0.683176115227276,3.41320377295125,0.5461126036722,1.6374984875656,-0.227101822634421,3.50209879776563,1.62159080723035,-0.336482153559832,3.57966376802054
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-7.00768301875529,-0.700768301875529,2.05354660680524,0.328567457088838,1.51494275754916,-0.350264279258974,3.38014979435729,1.49259147923312,-0.541103997539352,3.52628695600559
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.63495793053842,-0.663495793053842,3.91635642757712,0.626617028412339,1.77460118543651,-0.0896184088648466,3.63882077973786,1.76590193727365,-0.10771340483145,3.63951727937875
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.71247141962672,-0.671247141962672,2.58795630922308,0.414073009475693,1.72060151824743,-0.143730443584626,3.58493348007948,1.70906313603171,-0.197797968029278,3.6159242400927
"Bird Island","BI10","BI10.3",95,93,94,93.5,-5.85459290236519,-0.585459290236519,2.33059914641457,0.372895863426332,2.31824142538685,0.452431946241035,4.18405090453267,2.33812508519533,0.79746486681732,3.87878530357333
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.27633539948731,-0.527633539948731,2.2715446811789,0.363447148988624,2.72108373157466,0.850910266397815,4.59125719675152,2.76214758320591,1.46519466601421,4.05910050039761
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.59322982087951,-0.659322982087951,1.83521807251857,0.293634891602971,1.80367101651383,-0.0605083144079135,3.66785034743558,1.79650016938785,-0.0592286305565493,3.65222896933224
