"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0207235344220733,0.0031436758451738,2.896325963,0.085387528,13.6409215727292,-73.5611976486113,100.84304079407
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0198667950647667,0.00251798842335565,2.113253146,0.03629458,3.71812947331304,-83.5229713812604,90.9592303278864
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.0218738747633854,0.00279817612946009,6.431024383,0.078886265,26.9642129017236,-60.2019406529477,114.130366456395
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.0205823929338991,0.00205139120448903,35.64216716,0.676354366,12.0062147837733,-75.2016104633496,99.2140400308961
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.0205606998233317,0.00254864061161851,40.9140318,0.917402906,11.754964243788,-75.4537630528122,98.9636915403881
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0204096454950824,0.00217980674334461,27.74345656,3.945793598,10.0054465145606,-77.2097469660087,97.2206399951298
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.0202851105438363,0.00278938306944397,60.55383697,6.691084732,8.56307735083868,-78.6576903805962,95.7838450822736
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.020488227966732,0.00209743619031123,6.355756988,0.110447115,10.9155920823896,-76.2961971441875,98.1273813089666
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0203663131234172,0.00139385024106858,31.40903404,0.597663272,9.50356912146384,-77.7135389991881,96.7206772421158
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.0216814847324344,0.00262976996605996,6.255310392,0.136212551,24.7359432852458,-62.4349173318784,111.90680390237
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.0210517474512367,0.0034494764041801,30.42377281,3.299014819,17.4422989985855,-69.7476438678954,104.632241865066
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0210457120517119,0.00314276130790642,21.97235957,0.521915705,17.372396741603,-69.8177562384342,104.56254972164
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.0212316810971572,0.00232997438597262,39.24997232,1.135258391,19.5262982276767,-67.6576179301671,106.710214385521
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0225412822793357,0.00132093467930529,13.33706426,0.180364254,34.694155468133,-52.4597440531226,121.848054989389
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.0219274510214513,0.00296651220636409,13.96054981,0.385854347,27.5847354278789,-59.5802008821348,114.749671737893
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.0238134860731126,0.00283555976062597,13.08141258,0.324463031,49.4288745470172,-37.7191955271639,136.576944621198
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.0210448205434866,0.00231753137839059,11.39582517,0.228978244,17.3620712549784,-69.828112805418,104.552255315375
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.0204555990782006,0.00194684421711411,8.138802933,0.19067742,10.5376828914893,-76.6755092148194,97.7508749977981
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0214252033440203,0.00117784014570461,5.71655892,0.108668636,21.7676812175645,-65.4102659440633,108.945628379192
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.0205980119391606,0.0020389930267651,10.71344504,0.348935486,12.1871147747539,-75.0200651302009,99.3942946797087
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.0219625225681252,0.00177247794030395,9.674570314,0.181126451,27.9909355904863,-59.1732259753047,115.155097156277
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.0215338961534833,0.00266482198331908,58.14267286,6.463462839,23.0265660135117,-64.1482617665555,110.201393793579
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.0213267616718805,0.0028810482720981,5.057282645,0.115798204,20.6275255351724,-66.5533915339374,107.808442604282
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.0192544723940534,0.00241047655999189,16.90685979,0.392208159,-3.37381804541511,-90.6491510098,83.9015149189698
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.0213592813882576,0.00279575118499355,5.156965844,0.162421667,21.0041702894841,-66.175750470891,108.184091049859
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.0200035528976908,0.00233410402300494,15.8979202,0.224859279,5.30206457854587,-81.9321160817387,92.5362452388304
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.0196758423581077,0.00229595670191605,34.80855314,1.065068086,1.50650700862923,-85.7446995646333,88.7577135818917
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.0184077584444758,0.00337624981186211,12.27077458,0.312493156,-13.1804954411487,-100.511901509668,74.1509106273701
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.0193658588502251,0.00236100287110525,5.275218799,0.119640341,-2.08373531738778,-89.3524462929653,85.1849756581898
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.0194909541037482,0.00156663889423638,16.62081972,0.226326755,-0.634876708585409,-87.8963600114366,86.6266065942658
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.0203177761376898,0.00139550968140636,8.204676276,0.204151273,8.94141166435875,-78.277872667814,96.1606959965315
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.0198382597854174,0.00200176844071552,9.348601732,0.169618079,3.38763264009646,-83.8549455576611,90.630210837854
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.0192620318914857,0.00219526052631241,4.985074292,0.127587693,-3.28626362089022,-90.5611416162724,83.9886143744919
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.019465427469845,0.00201967876958217,7.527120756,0.159172342,-0.930527280791694,-88.1934674590741,86.3324128974907
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.0201072072287219,0.00271599271375027,5.881017729,0.137897582,6.50259350050314,-80.7265185863824,93.7317055873886
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.020124723885295,0.00207722541589941,5.366567931,0.132996241,6.70547217062537,-80.5227984099886,93.9337427512393
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.017887147711263,0.00286667530257859,6.491956622,0.038041679,-19.2102313536387,-106.581141540774,68.1606788334965
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.0189942921199282,0.00294318806210209,6.318871737,0.0188804,-6.38723717516046,-93.6787217899896,80.9042474396687
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.0187252267846325,0.00276778150435442,13.10956878,0.116047921,-9.50356346568179,-96.8127580568638,77.8056311255002
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.0188252094096305,0.00303176384120132,4.823094008,0.025467738,-8.34556040098309,-95.6480546205158,78.9569338185496
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.0222020506419431,0.00186764665109168,14.95585253,0.150306821,30.7651600476663,-56.3941773291878,117.92449742452
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.0170412488524218,0.0041744245716007,3.512118591,0.040596801,-29.0074683333923,-116.450713032379,58.4357763655944
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.0197895739860326,0.00304861367849118,6.610934788,0.094285182,2.82375161680832,-84.4213737913443,90.068877024961
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.0211791839613689,0.00215804541708355,25.31019839,0.350281555,18.9182741421721,-68.2673528890017,106.103901173346
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.0171171252210894,0.00305692720339338,9.681378018,0.061403622,-28.1286649667369,-115.56501001999,59.3076800865161
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.0177405436462962,0.00173093349958492,18.17108513,0.431769602,-20.9082059420458,-108.29093038999,66.4745185058981
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.017191593132644,0.00336471807615102,10.27576935,0.187219683,-27.2661744109661,-114.695826653569,60.1634778316363
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.0187086195048508,0.0024168528685569,12.79708303,0.179448508,-9.69590969467811,-97.0062309102413,77.6144115208851
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.0215335395960044,0.00293990100277426,18.27558905,0.220152357,23.0224363494494,-64.1524013892985,110.197274088197
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.019300897178482,0.00229484503200555,16.48531144,0.237707627,-2.83612419463481,-90.1086758432066,84.436427453937
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.0187985270476524,0.00143714601939357,23.6965254,0.126505307,-8.65459666548065,-95.9588651922469,78.6496718612856
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.0197516945708845,0.00300614383854861,19.25420696,0.306869951,2.38503060071804,-84.862099854141,89.6321610555771
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.018247730915478,0.00181704744112789,10.69155001,0.147620518,-15.0339411675369,-102.377083018842,72.309200683768
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.0204090667254604,0.00377989216098428,30.86414748,0.245132518,9.99874317989574,-77.216475698203,97.2139620579945
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.0211542314071017,0.00290292282425279,14.88976145,0.24262062,18.629272585011,-68.5571813589365,105.815726528959
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.023167242444178,0.00232098629557878,13.96627653,0.338131722,41.9440530306463,-45.2041042217933,129.092210283086
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.020762952366187,0.00285885279114382,36.05342738,0.617087304,14.0974618974975,-73.103114217832,101.298038012827
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.0218010456740302,0.00239655733561233,11.59992701,0.320170369,26.1207032551803,-61.0471703316366,113.288576841997
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.0204404254098481,0.00269469377024799,9.694411847,0.227113038,10.3619408117503,-76.8519088286744,97.575790452175
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.0202973560175408,0.00285919529980956,61.68487759,1.598916396,8.70490495417258,-78.5153049176196,95.9251148259648
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.0310830697147466,0.00429301923816226,60.0329846,0.581671393,133.625505074212,46.0705128026473,221.180497345777
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.0215992894885584,0.00308347056138918,50.93045401,0.738584595,23.7839544340432,-63.389077425124,110.95698629321
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.021832377681458,0.00141278351662957,78.78952034,1.427199314,26.4835919133374,-60.6835324620238,113.650716288699
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.0225214102137941,0.00278003530134357,55.86097273,0.54284315,34.463996349991,-52.6901766409772,121.618169340959
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.0227330351490459,0.00241694483531711,50.67135824,0.810955899,36.9150454557046,-50.236503517376,124.066594428785
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.022859068094868,0.00178697018532201,21.85695903,0.227943318,38.3747644570602,-48.775524099498,125.525053013618
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.0198746880974145,0.00268901104658343,7.181000574,0.167559119,3.80954691705494,-83.4311473316658,91.0502411657757
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.0196418493160269,0.00314591829549937,28.83560184,0.21722532,1.11279813262416,-86.1402615822769,88.3658578475253
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.021467200365958,0.0022829563319175,49.62591564,0.75197774,22.254092532661,-64.9226294725029,109.430814537825
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.0190455726939362,0.0019010163881662,8.837063052,0.072120194,-5.79330336054056,-93.0815287914731,81.494922070392
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.0211883406145931,0.00386999695142115,8.791484806,0.12132249,19.0243268937999,-68.1609989074921,106.209652695092
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.0209200678483274,0.00305708389299779,9.110923126,0.162174432,15.9171801718861,-71.277464298454,103.111824642226
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.0214082960267827,0.00380899677806274,8.621791549,0.062939078,21.5718599418442,-65.6065875164266,108.750307400115
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.0244589900290134,0.006823032202162,8.287638868,0.061328528,56.9051291384847,-30.2487779719082,144.059036248878
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.0238665342570649,0.00334070138306824,10.6404829,0.029793352,50.0432808960673,-37.1050455880213,137.191607380156
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.0239002103973296,0.00373008214386464,20.13391113,0.39865144,50.4333194016029,-36.7151906068785,137.581829410084
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.0242206657389872,0.00319756080572044,11.10116946,0.204261518,54.1448469569756,-33.0062156829461,141.295909596897
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.025424303489398,0.00290647651461255,16.78597985,0.229967924,68.0854311713892,-19.0882494129166,155.259111755695
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.0247975739016933,0.00615377136918193,18.09041528,0.063316453,60.8266221201774,-26.3327135836297,147.985957823985
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.0235241384760354,0.00374483344681334,12.6893661,0.16115495,46.0776382278538,-41.0697371692931,133.225013625001
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.0217778828137189,0.00335647317372565,15.7899099,0.203689838,25.8524300104219,-61.3160064091182,113.020866429962
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.0224820888562797,0.00345383854236043,9.92564195,0.11116719,34.0085746953715,-53.1461559504723,121.163305341215
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.0242859149129227,0.00417887489060203,6.298210275,0.021413915,54.9005656969855,-32.2511954873791,142.05232688135
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.0207625333277334,0.00276785652418316,10.43275985,0.040687763,14.0926085760979,-73.1079838275591,101.293200979755
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.0220350125662731,0.00274494200786764,10.79469099,0.138172045,28.8305178680765,-58.3320977324561,115.993133468609
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.0231373922220075,0.0042040337694465,11.40700042,0.087833903,41.5983264730963,-45.549978194849,128.746631141042
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.0240793237529132,0.00486610901846104,18.6667827,0.104533983,52.5078179927174,-34.6419389102236,139.657574895658
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.0248990788496527,0.00689041603206589,14.95542664,0.216853686,62.0022567949163,-25.1590236344963,149.163537224329
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.022765025810466,0.00250394133393822,9.993117862,0.109924296,37.2855626727406,-49.8656449990515,124.436770344533
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.0225693332081638,0.00345043114336903,20.92027695,0.115061523,35.0190425327728,-52.1344805142477,122.172565579793
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.0215988199964051,0.00224335429467075,7.331532035,0.072582167,23.7785167557228,-63.394527780904,110.95156129235
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.0244386126880843,0.00507724618305976,15.9139461,0.165505039,56.669117899064,-30.4845144530516,143.82275025118
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.0214328672650464,0.00255271890477611,9.931686372,0.134077766,21.8564450806458,-65.3212766379696,109.034166799261
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.0226523402867199,0.00255801019088817,19.67739493,0.558838016,35.9804340881713,-51.1720403977166,123.132908574059
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.0216862258294637,0.00323402536683988,7.802635527,0.140447439,24.7908548750353,-62.3798834289203,111.961593178991
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.0239665633441539,0.00198486698692953,6.75540424,0.132405923,51.2018220867031,-35.9470966801027,138.350740853509
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.0213019781469478,0.00327057218987214,5.180678081,0.058023595,20.3404816830363,-66.8412047593424,107.522168125415
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.0220528930633454,0.00502929417986103,11.73028539,0.134898282,29.0376105545155,-58.1246351903865,116.199856299418
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.0213162040556856,0.00223698738756388,9.839292734,0.041325029,20.5052467701384,-66.6759969809797,107.686490521257
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.0230436124604584,0.00247677661184597,2.834914669,0.024947249,40.5121652397546,-46.6366849325583,127.661015412067
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.0218113219343663,0.00250568005611052,7.531822497,0.056488669,26.2397233445516,-60.9279029798911,113.407349668994
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.0218153921612921,0.00233484280054367,6.704264966,0.117324637,26.2868648879367,-60.8806639152832,113.454393691157
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.0221263046842034,0.00295731976852649,5.05239131,0.036882457,29.887867105989,-57.2729077229258,117.048641934904
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.022906423116193,0.00352388415480015,3.847254066,0.081946512,38.9232323516001,-48.2266409534183,126.073105656618
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.0229783401426447,0.00321533563639526,10.66656208,0.254930834,39.7561784463516,-47.3931251647799,126.905482057483
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.0207809624420978,0.00217531569874423,6.063146568,0.125507134,14.3060553716195,-72.8938230329767,101.505933776216
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.020553438158154,0.00194259790508453,6.36986061,0.12612324,11.6708593252507,-75.5381714188627,98.8798900693642
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.0217065678701469,0.00236065168870283,4.803531513,0.063886969,25.026457265489,-62.1437598668072,112.196674397785
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.0218110048394681,0.0024251676323531,2.662592467,0.018904407,26.236050737797,-60.9315831940069,113.403684669601
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.0206837316076053,0.0025693044909502,3.129892546,0.053834152,13.1799236629573,-74.0237760924363,100.383623418351
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.0210371911803988,0.00423986186364636,10.2233775,0.2545621,17.2737076434254,-69.9167428581641,104.464158145015
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.0233666475420066,0.00360469100064524,23.116,0.2843268,44.2535714535391,-42.8939258326037,131.401068739682
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.0221953992159993,0.00271188359240693,9.612839085,0.197063201,30.6881229461929,-56.4713373927191,117.847583285105
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.0226865087802083,0.00245362005706113,3.113895793,0.071308214,36.3761750499283,-50.7758962543058,123.528246354162
