"depth","surface","kcps","cps","cps_acf_sum","MSE","Si","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Br","Rb","Sr","Zr","Ba","Mo_inc","Mo_coh","coh_inc","sum","scatter_sum"
6.1,6.12,22926,54426,53298,1.28,0,0.0318961311869113,0.0281436451649218,0.110698337648692,0.294570152726181,0.125708281736651,0,0.0788022064617809,0.148223197868588,2.876280535855,0.0225149161319374,0.373372359187962,0.212015460242411,0,3.05264737888851,0,0,1.81807947765395,0,79.3031633457165,11.52388457353,0.145314311,100,90.8270479192465
6.2,6.13,23348,56050,54940,1.26,0,0.0400436840189297,0.034583181652712,0.0964688751365126,0.196578085183837,0.0618856934838005,0.0291226792864944,0,0.089188205314889,2.41172187841281,0.180196578085184,0.509646887513651,0.211139424827084,0,2.97597378958864,0,0.134692391700036,1.75282125955588,0,79.4029850746269,11.8729523116127,0.149527783,100,91.2759373862395
6.3,6.15,23418,56369,54943,1.34,0,0.0273010210581876,0.0254809529876417,0.0327612252698251,0.145605445643667,0.0982836758094753,0,0.0273010210581876,0.0418615656225543,3.09593578799847,0.0637023824691043,0.467757494130281,0.16198605827858,0,3.1487177620443,0.0127404764938209,0.15288571792585,1.72906466701855,0,79.1784212729556,11.5901934732359,0.146380709,100,90.7686147461915
6.4,6.17,22941,53944,52815,1.35,0,0,0.0454416358988924,0.0530152418820411,0.198807157057654,0.0530152418820411,0.0359746284199565,0,0.0965634762851463,2.5844930417495,0.170406134620846,0.49039098740888,0.34270567073748,0,3.03512259774685,0,0.062482249360977,1.56773643851179,0,79.7500710025561,11.5137744958819,0.144373219,100,91.2638454984379
6.5,6.18,22790,53450,52655,1.42,0.00949577438040072,0.053176336530244,0.053176336530244,0.0588738011584845,0.244990979014339,0.0816636596714462,0,0.039882252397683,0.13294084132561,3.76982242901909,0,0.313360554553224,0.26588168265122,0,2.55246415345171,0.191814642484095,0,1.60478587028772,0.0113949292564809,79.3504890323806,11.2657867249074,0.141975013,100,90.616275757288
6.6,6.19,22853,53798,52665,1.39,0,0.0322795025159024,0,0.077850564891294,0.21646254628311,0.0721541820943701,0.0132915598594892,0.0759517706256527,0.0455710623753916,3.63998860723441,0.041773473844109,0.355074527674926,0.148105952720023,0,2.51020601917782,0.227855311876958,0.30190828823697,1.70701604481154,0,78.9917402449445,11.5427703408336,0.146126295,100,90.534510585778
6.7,6.19,22900,53579,52623,1.23,0.0209034072553826,0.0247040267563613,0.0456074340117439,0.0703114607681052,0.174828497045018,0.0494080535127226,0,0.0418068145107653,0.0950154875244665,2.85996617448644,0.115918894779849,0.372460711095909,0.110217965528381,0,2.69653953594436,0.0437071242612546,0.0912148680234878,1.68747505843452,0,80.1892708511487,11.3106436349125,0.141049339,100,91.4999144860612
6.8,6.2,23162,54448,53104,1.47,0.0376619463693884,0,0.0131816812292859,0.0489605302802049,0.190192829165411,0.105453449834287,0.0169478758662248,0,0.0508436275986743,2.55347996384453,0.156297077432962,0.410515215426333,0.252335040674902,0,3.06568243446821,0,0,1.42738776739982,0,80.3009189514914,11.3701416089183,0.141594166,100,91.6710605604098
6.9,6.19,23228,55556,54466,1.24,0.0459001946168252,0.0293761245547681,0.0459001946168252,0.111996474865053,0.20746887966805,0.0660962802482283,0.0201960856314031,0,0.0587522491095362,2.99820071237102,0.0771123269562663,0.436969852752176,0.0954724048029964,0,2.68607938897661,0,0.216648918591415,1.49267432893915,0,79.8002423530276,11.6109132302721,0.145499724,100,91.4111555832997
7,6.2,22963,54547,53644,1.35,0,0,0.0410111102826038,0.0671090895533517,0.249794944448587,0.0913429274476176,0.0279621206472299,0,0.0727015136827977,3.69099992543434,0.115576765341884,0.244202520319141,0.192006561777645,0.00932070688240996,2.89314741630005,0.0633808068003877,0.0167772723883379,1.43538885989113,0,79.0190888076952,11.7701886511073,0.148953738,100,90.7892774588025
7.1,6.21,23245,54778,53717,1.36,0,0,0.0763259303386265,0.0688794981104678,0.217808142673641,0.139620604277975,0,0.0204776886274364,0.0446785933689521,3.51099279557682,0.0800491464527058,0.372321611407934,0.11355809147942,0,2.66396112962377,0.0465402014259918,0.119142915650539,1.56375076791332,0,79.4701863469665,11.4917065361059,0.144603996,100,90.9618928830724
7.2,6.23,22473,53545,52467,1.42,0.0514609182914975,0.0381191987344426,0.0228715192406656,0.108639716393161,0.186784073798769,0.141041035317438,0,0.0133417195570549,0.0648026378485524,3.6003583204681,0.110545676329884,0.499361503421198,0.221091352659767,0,2.93136638267864,0,0.188690033735491,1.74776526197419,0,78.6970857872568,11.3766748622944,0.144562848,100,90.0737606495511
7.3,6.23,21869,52449,51375,1.16,0,0.0253041362530414,0.048661800486618,0.144038929440389,0.208272506082725,0.0291970802919708,0,0,0.0720194647201946,2.81459854014599,0.0681265206812652,0.535279805352798,0.31338199513382,0.110948905109489,2.62773722627737,0,0.245255474452555,2.11192214111922,0,79.0248175182482,11.6204379562044,0.147047957,100,90.6452554744526
7.4,6.24,21482,51310,50207,1.37,0,0.0139422789650845,0.0258928037922999,0.0756866572390304,0.215109446889876,0.0677196406875535,0,0.0497938534467305,0.0956041986177226,3.04738383093991,0.089628936204115,0.320672416196945,0.071703148963292,0,3.14896329197124,0,0.0119505248272153,1.67904873822375,0,79.5805365785647,11.5063636544705,0.144587661,100,91.0869002330352
7.5,6.24,22381,53811,52718,1.39,0.0569065594294169,0.0265563944003946,0.0531127888007891,0.0625972153723586,0.202966728631587,0.0777722978868698,0,0.0512159034864752,0.100534921658637,2.55131074775219,0,0.333851815319246,0.100534921658637,0,2.634773701582,0,0.191585416745704,1.84566941082742,0,79.6065859858113,12.104025190637,0.152048038,100,91.7106111764483
7.6,6.25,23591,56039,55042,1.32,0.0236183278223902,0.0272519167181425,0.00726717779150467,0.0508702445405327,0.185313033683369,0.112641255768322,0,0.021801533374514,0.121725228007703,3.14305439482577,0.0726717779150467,0.390610806293376,0.292503906108063,0,2.85781766650921,0,0.236183278223902,1.86221430907307,0,78.8888485156789,11.7056066276661,0.148381005,100,90.5944551433451
7.7,6.25,24332,56873,55667,1.32,0.0089819821438195,0.0341315321465141,0.0449099107190975,0.0736522535793199,0.197603607164029,0.035927928575278,0.0125747750013473,0.0467063071478614,0.0880234250094311,3.02513158603841,0.192214417877737,0.42394955718828,0.291016221459752,0,2.65866671457057,0,0.22095676073796,1.84849192519805,0.0215567571451668,79.4043149442219,11.3711893940755,0.14320619,100,90.7755043382974
7.8,6.25,24067,57134,56168,1.38,0,0.0284859706594502,0,0.0213644779945877,0.202962540948583,0.131747614299957,0.0106822389972938,0,0.083677538812135,2.91269049992879,0.0231448511608033,0.268836348098561,0.178037316621564,0,2.71150833214642,0,0.124626121635095,1.55070502777382,0,79.6289702321607,12.1225608887623,0.152238072,100,91.7515311209229
7.9,6.26,23982,56793,55716,1.28,0.0107688994184794,0.0412807811041712,0.0897408284873286,0.037691147964678,0.129226793021753,0.0179481656974657,0.0107688994184794,0.0484600473831574,0.0538444970923972,2.31531337497308,0.0933304616268217,0.396654461913992,0.24588987005528,0,2.98836958862804,0,0.150764591858712,1.73738243951468,0,80.2175317682533,11.4150333835882,0.14230098,100,91.6325651518415
8,6.26,24213,58289,57048,1.82,0,0.0315523769457299,0.0595989342308232,0.0666105735520965,0.243654466414248,0.156008974898331,0.01051745898191,0.0210349179638199,0.156008974898331,3.17451970270649,0.122703688122283,0.371616884027486,0.0841396718552798,0,3.11316785864535,0.00876454915159164,0.224372458280746,1.5495722900014,0,79.1894544944608,11.4167017248633,0.144169471,100,90.6061562193241
8.1,6.26,24364,57686,56566,1.53,0,0.0424283138280946,0.0636424707421419,0.0866244740656932,0.197998797864442,0.0530353922851183,0.0194463105045434,0.0848566276561892,0.100767245341725,3.51094296927483,0.144963405579323,0.390694056500371,0.0901601668847011,0,3.34653325319096,0.0265176961425591,0.29169465756815,1.52741929781141,0,78.5595587455362,11.4627161192236,0.145911157,100,90.0222748647597
8.2,6.26,24008,58405,57182,1.16,0.0279808331293064,0.0122416144940716,0.0297296351998881,0.0734496869644294,0.164387394634675,0.0437200517645413,0,0.0419712496939596,0.0821936973173376,4.21985939631353,0.244832289881431,0.410968486586688,0.281557133363646,0,3.73369242069183,0.0507152600468679,0.213353852610962,1.98139274596901,0,76.9630303242279,11.4249239271099,0.148446909,100,88.3879542513378
8.3,6.26,24049,58731,57831,1.2,0,0.0155625875395549,0.0207501167194065,0.0778129376977745,0.22306375473362,0.0795421140910584,0,0.0311251750791098,0.0847296432709101,4.22437792879252,0.0155625875395549,0.404627276028428,0.399439746848576,0,3.89756359046186,0,0.121042347529872,1.76721827393612,0,77.0296207916169,11.6079611281147,0.150694772,100,88.6375819197316
8.4,6.27,24083,57535,56608,1.18,0,0,0.0317976257772753,0.0653617863199548,0.328575466365178,0.0953928773318259,0,0.0406302996042962,0.0282645562464669,4.55589315997739,0.113058224985868,0.448699830412662,0.210217637083098,0,3.53306953080837,0,0.107758620689655,1.65877614471453,0,77.5120124364048,11.2704918032787,0.145403163,100,88.7825042396834
8.5,6.26,22697,55355,54373,1.35,0.0404612583451345,0.0294263697055524,0.0183914810659702,0.0478178507715226,0.257480734923583,0.158166737167344,0,0.0128740367461792,0.0680484799440899,3.56242988247844,0.226215217111434,0.32736836297427,0.281389660309345,0,3.25897044488993,0,0,2.05248928696228,0,77.5752671362625,12.0832030603425,0.155761024,100,89.6584701966049
8.6,6.25,20326,49517,48727,1.3,0.0389927555564677,0.0574630081884787,0.0533585076035873,0.073881010528044,0.129291768424077,0.0205225029244567,0,0,0.0225747532169023,2.58173086789665,0.194963777782338,0.330412297083752,0.344778049130872,0,2.99012867609334,0.12313501754674,0,2.06866829478523,0,78.9398074989226,12.0302912143165,0.152398284,100,90.9700987132391
8.7,6.24,21525,53210,52176,1.2,0,0.0402483900643974,0.0229990800367985,0.0728304201165287,0.243406930389451,0.0709138301134621,0,0.00958295001533272,0.0459981600735971,3.56485740570377,0.157160380251457,0.381401410610242,0.212741490340386,0,3.49969334559951,0.0287488500459982,0.166743330266789,1.84950935295921,0.0114995400183993,78.0090463048145,11.6126188285802,0.148862464,100,89.6216651333947
8.8,6.23,22234,53768,52743,1.21,0,0.0473996549305121,0.00758394478888194,0.0910073374665832,0.212350454088694,0.0853193788749218,0,0.0151678895777639,0.066359516902717,3.64029349866333,0.27491799859697,0.396261115219081,0.111863185636009,0,3.47155072711071,0,0,1.81635477693722,0,78.2549343040783,11.5086362171283,0.14706595,100,89.7635705212066
8.9,6.23,22648,54506,53457,1.29,0,0.00748264960622556,0,0.0355425856295714,0.22822081298988,0.0579905344482481,0.00748264960622556,0.0486372224404662,0.0187066240155639,3.12213554819762,0,0.351684531492602,0.140299680116729,0,3.14084217221318,0.200160876966534,0.149652992124511,1.60689900293694,0,79.3310511252034,11.5532109920123,0.145632899,100,90.8842621172157
9,6.24,23290,55962,54749,1.24,0,0.0493159692414473,0.0347038302069444,0.0694076604138888,0.206396463862354,0.080366764689766,0.0219182085517544,0.0547955213793859,0.0602750735173245,3.26033352207346,0.206396463862354,0.279457159034868,0.292242780690058,0,3.53248461159108,0,0.1278562165519,1.75528320151966,0,78.0817914482456,11.8869751045681,0.152237479,100,89.9687665528137
9.1,6.26,23055,54752,53864,1.24,0.012995692856082,0,0.0371305510173771,0.0649784642804099,0.206074558146443,0.0742611020347542,0,0,0.0705480469330165,4.03237784048715,0,0.321179266300312,0.165230952027328,0,3.61094608643992,0,0.137383038764295,1.57804841823853,0,78.2433536313679,11.4454923511065,0.146280698,100,89.6888459824744
9.2,6.28,23122,55909,54875,1.31,0.0145785876993166,0.0145785876993166,0.0419134396355353,0.0710706150341686,0.189521640091116,0.0892938496583144,0.0218678815489749,0,0.0236902050113895,4.8127562642369,0.200455580865604,0.324373576309795,0.0874715261958998,0,3.49157175398633,0,0.342596810933941,1.59088838268793,0,77.2738041002278,11.4095671981777,0.147651165,100,88.6833712984055
9.3,6.3,23650,57386,56298,1.22,0,0,0.0373015027176809,0.0284201925468045,0.206046395964333,0.0905893637429394,0,0.0142100962734023,0.0603929091619596,4.95221855128069,0.111904508153043,0.381896337347686,0.115457032221393,0,3.36068776865963,0.177626203417528,0.069274219332836,1.65902873991971,0,77.0951010693097,11.6398451099506,0.150980347,100,88.7349461792604
9.4,6.31,23456,57311,56550,1.28,0.00884173297966401,0.0442086648983201,0.0229885057471264,0.0654288240495137,0.229885057471264,0.125552608311229,0,0,0.0495137046861185,5.62511052166225,0,0.30946065428824,0.408488063660478,0.00707338638373121,3.5579133510168,0.0442086648983201,0.383731211317418,1.69053934571176,0,75.9982316534041,11.4288240495137,0.150382763,100,87.4270557029178
9.5,6.33,23271,56132,55196,1.31,0.0163055293861874,0.0362345097470831,0.0199289803608957,0.0398579607217914,0.202913254583665,0.0869628233929995,0,0,0.057975215595333,5.66164214798174,0.0779041959562287,0.393144430755852,0.260888470178998,0,3.7031668961519,0,0.351474744546706,1.42763968403507,0,76.3334299586927,11.3305311979129,0.148434719,100,87.6639611566056
9.6,6.34,23427,57046,56197,1.21,0.0177945441927505,0.0266918162891258,0.0391479972240511,0.0569425414168016,0.327419613146609,0.185063259604605,0.0142356353542004,0,0.128120718187804,6.1764862893037,0.222431802409381,0.405715607594711,0.215313984732281,0,3.25640158727334,0,0.430627969464562,1.53744861825364,0.0160150897734755,75.6268128191896,11.3173301065893,0.149647059,100,86.944142925779
9.7,6.33,23105,56362,55413,1.29,0.0144370454586469,0.0577481818345876,0.0144370454586469,0.0487250284229332,0.155198238680454,0.0974500568458665,0,0.0577481818345876,0,5.27313085377078,0,0.492664176276325,0.254452926208651,0,3.54429466009781,0.0108277840939852,0,1.89847147781207,0,76.3954306751123,11.6849836680923,0.15295396,100,88.0804143432047
9.8,6.31,23252,56728,55649,1.25,0,0.0269546622580819,0.0269546622580819,0.0521123470322917,0.222825208000144,0.115006558967816,0,0.0431274596129311,0.0215637298064655,5.62993045697137,0.129382378838793,0.427680641161566,0.27853151000018,0,3.44121188161512,0,0.619957231935884,1.83291703354957,0,75.9097198512103,11.2221243867814,0.147835144,100,87.1318442379917
9.9,6.3,23335,56919,55800,1.29,0,0.0519713261648745,0,0.0573476702508961,0.25089605734767,0.157706093189964,0,0.0913978494623656,0.0483870967741935,5.82616487455197,0.0232974910394265,0.494623655913979,0.385304659498208,0,3.37275985663082,0,0.272401433691756,1.56093189964158,0,75.8942652329749,11.5125448028674,0.151691894,100,87.4068100358423
10,6.3,23486,57516,56352,1.25,0,0.0106473594548552,0.0425894378194208,0.0709823963657013,0.257311186825667,0.157935831913685,0.0301675184554231,0,0.0141964792731403,5.68746450880182,0.101149914821124,0.376206700738217,0.43476717773992,0,3.06289040318001,0,0.191652470187394,1.67873367404884,0,76.4125496876775,11.4707552526973,0.150116117,100,87.8833049403748
10.1,6.32,23280,56815,55851,1.38,0.0501333906286369,0,0.0447619559184258,0.0752000859429554,0.257828866090133,0.170095432490018,0,0.0250666953143185,0.0519238688653739,5.22282501656192,0.250666953143185,0.393905212082147,0.191581171330862,0,2.91131761293441,0,0.155771606596122,2.08053571108843,0,76.8544878337004,11.2638985873127,0.146561364,100,88.118386421013
10.2,6.32,23268,56267,55427,1.29,0.0198459234669024,0.0541252458188248,0.0180417486062749,0.0649502949825897,0.292276327421654,0.167788262038357,0.00902087430313746,0,0.0505168960975698,6.88653544301514,0.207480108972162,0.492539736951305,0.270626229094124,0.0144333988850199,3.11400580944305,0,0.187634185505259,1.64360329803165,0,75.0013531311455,11.5052230862215,0.153400207,100,86.506576217367
10.3,6.32,22632,56145,54923,1.36,0.0273109626203958,0.0637255794475903,0.0637255794475903,0.0691877719716694,0.345938859858347,0.163865775722375,0,0.0364146168271944,0.0855743495439069,7.57788176173916,0.19299746918413,0.409664439305937,0.0600841177648708,0,3.11527046956648,0,0.158403583198296,1.36918959270251,0,75.0450630883236,11.2157019827759,0.149452896,100,86.2607650710995
10.4,6.34,22729,56719,55518,1.15,0.0522353110702835,0.032421917216038,0.0252170467235851,0.0648438344320761,0.33502647789906,0.153103497964624,0,0.0234158291004719,0.0468316582009438,6.85543427356893,0.154904715587737,0.414280053316042,0.228754638135379,0,3.42951835440758,0.259375337728304,0.371050830361324,1.72736770056558,0.0216146114773587,74.8117727583847,10.99283115386,0.146939857,100,85.8046039122447
10.5,6.33,23285,57193,56263,1.15,0.0142189360681087,0.0177736700851359,0.00710946803405435,0.0426568082043261,0.259495583242984,0.0764267813660843,0.00710946803405435,0.0479889092298669,0,5.81732221886497,0.0710946803405435,0.357250768711231,0.357250768711231,0,3.59205872420596,0.223948243072712,0.623855819988269,1.69205339210494,0,75.2163944332865,11.575991326449,0.153902502,100,86.7923857597355
10.6,6.32,23831,58253,57363,1.22,0,0.029635827972735,0.0139462719871694,0.0453253839583006,0.228370203789899,0.137719435873298,0,0.0261492599759427,0.0819343479246204,5.71797151473947,0.111570175897355,0.420131443613479,0.203964227812353,0,3.19718285305859,0,0.324250823701689,1.87926015027108,0,76.5179645416035,11.0646235378205,0.144601645,100,87.582588079424
10.7,6.31,23775,58038,56839,1.25,0.0299090413272577,0.0369464628160242,0.0193529090941079,0.0844490578651982,0.188251024824504,0.124914231425606,0,0.0527806611657489,0.0791709917486233,5.45224229842186,0.0668555041432819,0.46446981825859,0.397614314115308,0,3.36036876088601,0,0.355389785182709,1.92297542180545,0,76.2803708721125,11.0839388448073,0.145305256,100,87.3643097169197
10.8,6.32,23268,56480,55664,1.27,0.0161684392066686,0.00898246622592699,0.044912331129635,0.0377263581488934,0.235340615119287,0.132940500143719,0.0125754527162978,0.0790457027881575,0.0826386892785283,5.57811152630066,0.341333716585226,0.420379419373383,0.26947398677781,0,3.06122448979592,0,0.355705662546709,1.97254958321357,0,76.230597872952,11.1202931876976,0.14587703,100,87.3508910606496
10.9,6.33,23367,58288,56987,1.26,0.033340937406777,0.0491340130205134,0,0.0579079439170337,0.191271693544142,0.105287170758243,0,0,0.0245670065102567,4.83268113780336,0.033340937406777,0.345692877322898,0.133363749627108,0,3.15159597803008,0.0421148683032972,0.656290031059715,1.96887009317915,0,77.3369364942882,11.0376050678225,0.142721002,100,88.3745415621107
11,6.34,23443,56628,55359,1.27,0.0523853393305515,0.0289022561823732,0.0216766921367799,0.0343214292165682,0.166187973048646,0.101157896638306,0,0.0614172943875431,0.0289022561823732,5.14460160046244,0.254701132607164,0.422695496667209,0.122834588775086,0.0433533842735599,3.18828013511805,0.0325150382051699,0.408244368576022,1.2933759641612,0,77.3334055889738,11.2610415650572,0.145616781,100,88.594447154031
11.1,6.36,23301,56313,55481,1.31,0,0.00901209423045727,0.0306411203835547,0.104540293073304,0.239721706530163,0.0576774030749266,0.00720967538436582,0,0.0288387015374633,5.12968403597628,0.243326544222346,0.414556334601035,0.194661235377877,0,3.04248301220238,0,0,1.59333825994485,0.0180241884609145,77.5418611777005,11.3444242172996,0.146300644,100,88.8862853950001
11.2,6.38,23398,58446,57019,1.23,0.0122766095512022,0.0859362668584156,0.0420912327469791,0.0543678422981813,0.212209965099353,0.105228081867448,0.0333222259246918,0.0473526368403515,0.0929514723162455,5.90680299549273,0.226240376015013,0.389343902909556,0.370052087900524,0,2.9726933127554,0,0.617338080289026,1.73275574808397,0.00701520545782985,75.801048773216,11.2909731843771,0.148955369,100,87.0920219575931
11.3,6.4,23694,57695,56419,1.28,0.0212694305109981,0.0496286711923288,0.0336765983090803,0.0372215033942466,0.25700561867456,0.127616583065988,0,0.0496286711923288,0.134706393236321,6.00152430918662,0.239281093248728,0.274730144100392,0.189652422056399,0,2.9706304613694,0,0.455520303443875,1.51190201882345,0,76.6674347294351,10.9785710487602,0.143197318,100,87.6460057781953
11.4,6.41,22575,54399,53115,1.47,0.030123317330321,0.0188270733314506,0.0847218299915278,0.0470676833286266,0.199566977313377,0.112962439988704,0,0.00941353666572531,0.0753082933258025,3.90285230160971,0.186388025981361,0.30123317330321,0.323825661300951,0,2.74686999905865,0.224042172644262,0.254165489974583,1.82622611315071,0,78.273557375506,11.382848536195,0.145423933,100,89.656405911701
11.5,6.41,22217,54102,53206,1.38,0,0.0714205164831034,0.0469871818967786,0.0714205164831034,0.21426154944931,0.0996128256211705,0,0.0319512836898094,0.112769236552269,4.62917716047062,0.103371800172913,0.390933353381198,0.201105138518212,0,2.84930271022065,0,0.159756418449047,1.91331804683682,0.0244333345863249,77.1473142126828,11.9328647145059,0.154676347,100,89.0801789271887
11.6,6.38,22430,54388,53422,1.15,0,0.0149751038897832,0.0262064318071207,0,0.147879150911609,0.112313279173374,0.0131032159035603,0,0.0599004155591329,4.91744973980757,0.162854254801393,0.355658717382352,0.215267118415634,0,3.14102804088203,0.0861068473662536,0.0243345438208978,1.93178840178204,0,77.5803975890083,11.210737149489,0.144504765,100,88.7911347384972
11.7,6.42,21988,53521,52441,1.42,0.0209759539291776,0.0495795274689651,0.0457657176636601,0.0553002421769226,0.196411204973208,0.148738582406895,0.0266966686371351,0,0.0266966686371351,5.36030968135619,0.333708357964188,0.469098606052516,0.242176922636868,0,3.41145287084533,0,0.272687401079308,1.32339200244084,0,76.5698594611087,11.447150130623,0.149499427,100,88.0170095917317
11.8,6.41,22104,53975,52881,1.36,0,0.0642953045517294,0.0661863429208979,0.0472759592292128,0.196667990393525,0.0775325731359089,0,0.0699684196592349,0.0453849208600443,6.36523515062121,0.245834987991906,0.402791172632893,0.217469412454379,0,3.41521529471833,0.0869877649817515,0.302566139066962,1.85889071689265,0.0245834987991906,75.355987972996,11.1571263780942,0.148058922,100,86.5131143510902
11.9,6.4,22026,54890,53668,1.35,0,0,0.0484460013415816,0.0670790787806514,0.283222777073862,0.156517850488187,0.0316762316464187,0.0279496161586048,0.0484460013415816,6.94454796154133,0.232913467988373,0.41365431914735,0.301855854512931,0,3.64276663933815,0,0,1.40679734664977,0,74.979503614817,11.4146232391742,0.152236581,100,86.3941268539912
12,6.39,22044,54661,53875,1.38,0.0204176334106729,0.0389791183294664,0.0538283062645012,0.068677494199536,0.319257540603248,0.152204176334107,0,0.0482598607888631,0.0649651972157773,7.24825986078886,0.0296983758700696,0.374941995359629,0.14292343387471,0,3.51183294663573,0,0.245011600928074,1.9953596287703,0,74.2273781902552,11.4580046403712,0.154363591,100,85.6853828306265
12.1,6.39,22762,56934,56024,1.32,0.0142795944595173,0.0339140368413537,0.0571183778380694,0.0624732257603884,0.235613308582036,0.176709981436527,0,0.0481936313008711,0.10531200913894,7.71990575467657,0.183849778666286,0.426602884478081,0.130301299443096,0,3.84299585891761,0,0.365914608025132,1.43866914179637,0,73.9611595030701,11.196987005569,0.151390096,100,85.1581465086392
12.2,6.38,23298,58800,57843,1.35,0.0259322649240185,0.0380339885552271,0.0293899002472209,0.0466780768632332,0.292170184810608,0.245492107947375,0.0259322649240185,0.00864408830800615,0.0363051708936258,9.24225921892018,0.148678318897706,0.254136196255381,0.354407620628252,0,3.56309320056014,0,0.522102933803572,1.20671472779766,0,72.7227149352558,11.237314800408,0.154522762,100,83.9600297356638
12.3,6.38,23507,57776,56835,1.28,0,0.0316706254948535,0.0281516671065365,0.0334301046890121,0.188264273774963,0.168910002639219,0,0.0334301046890121,0.0334301046890121,6.81446291897598,0.00703791677663412,0.439869798539632,0.232251253628926,0,3.49784463798716,0,0.383566464326559,1.47620304389901,0,75.4130377408287,11.2184393419548,0.148759945,100,86.6314770827835
12.4,6.38,23607,57795,56759,1.41,0,0.0369985376768442,0,0,0.244895082718159,0.125090294050283,0,0.0281893620395003,0.0246656917845628,6.88348984302049,0.0739970753536884,0.352367025493754,0.160326996599658,0,3.67518807589986,0,0.197325534276502,1.60503180112405,0,75.2268362726616,11.365598407301,0.15108436,100,86.5924346799627
