"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-3.92726903778877,0.001969739,3.54986313646656,1.065068086,2.86823414755977,0.790853878954874,4.94561441616467
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.99588201091149,0.001839122,2.50722038468469,0.312493156,2.71267365372219,0.633784588171672,4.79156271927272
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-3.94072839093337,0.001943405,1.66302015698533,0.119640341,2.83771887433056,0.760100522924769,4.91533722573635
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-3.937145191522,0.001950381,2.81065610951069,0.226326755,2.84584276467639,0.768290557758829,4.92339497159395
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-3.89606088068497,0.00203218,2.10470426928473,0.204151273,2.93898980949771,0.862052780376338,5.01592683861908
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-3.92010991652681,0.001983891,2.23522678473759,0.169618079,2.88446542844249,0.807200278669915,4.96173057821506
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-3.9498224890068,0.001925812,1.60644830641208,0.127587693,2.81710058127422,0.739305362623087,4.89489579992536
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-3.93872310166614,0.001947306,2.01851259896874,0.159172342,2.84226530009381,0.764684212421523,4.91984638776609
"Bird Island","BI10","BI10.7",271,265,266,265.5,-3.90681474200932,0.002010444,1.77172983009664,0.137897582,2.91460847310983,0.837535882875102,4.99168106334455
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-3.90584587325327,0.002012392,1.68018858520275,0.132996241,2.91680510875023,0.839745472129727,4.99386474537073
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-4.02303523978052,0.001789856,1.87056396786785,0.038041679,2.65111139370184,0.571422639532191,4.73080014787148
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-3.96268776054579,0.001901195,1.84354066959512,0.0188804,2.78793221991522,0.709864756536869,4.86599968329357
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-3.97748312443994,0.001873273,2.57334240478613,0.116047921,2.75438792050461,0.675975463564156,4.83280037744506
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-3.97404831399843,0.001879718,1.57341563249961,0.025467738,2.76217538086673,0.683846057101906,4.84050470463156
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-3.80752511672599,0.002220306,2.7051026968095,0.150306821,3.13971959188319,1.06321194298704,5.21622724077934
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.047746226927,0.001746168,1.25621944257179,0.040596801,2.5950862254462,0.514570020749903,4.67560243014249
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-3.92271177736183,0.001978736,1.88872506413701,0.094285182,2.87856644552466,0.801260383215173,4.95587250783415
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-3.85381268392599,0.002119876,3.23120741293011,0.350281555,3.0347756361783,0.958196288864392,5.1113549834922
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-4.06536435451856,0.001715674,2.27020424838806,0.061403622,2.55514210840968,0.47397801499281,4.63630620182656
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.03172486835666,0.00177437,2.89983160159348,0.431769602,2.63141012073483,0.551441216277662,4.71137902519199
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-4.06354212584717,0.001718803,2.32978863349165,0.187219683,2.55927349609201,0.478178648142868,4.64036834404116
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-3.97620393717509,0.001875671,2.54921725667384,0.179448508,2.75728811551984,0.678906833804577,4.8356693972351
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-3.83830462344053,0.002153007,2.90556623767452,0.220152357,3.06993577336207,0.993417745684955,5.14645380103918
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-3.9490766922799,0.001927249,2.80246976867159,0.237707627,2.81879146423497,0.741011235915139,4.8965716925548
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-3.97375012226894,0.001880279,3.1653284297982,0.126505307,2.76285144620229,0.684529252862501,4.84117363954208
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-3.92364508086794,0.00197689,2.95772958023329,0.306869951,2.87645044402081,0.799129448614678,4.95377143942695
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-4.00488100428724,0.001822646,2.3694537107842,0.147620518,2.69227098364595,0.613129604612323,4.77141236267958
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-3.89140257536892,0.002041669,3.42959523453454,0.245132518,2.94955119814522,0.87266728442575,5.02643511186469
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-3.85596668478097,0.002115314,2.70067382574824,0.24262062,3.02989204898659,0.953301212126415,5.10648288584677
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-3.76528976692875,0.00231609,2.63664560445695,0.338131722,3.23547629171473,1.15874192691281,5.31221065651664
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-3.87531072422287,0.002074789,3.58500193216604,0.617087304,2.98603491539449,0.909308407114871,5.0627614236741
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-3.82547409369242,0.002180809,2.45099880585114,0.320170369,3.09902536754484,1.02252966164666,5.17552107344303
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-3.89069551191985,0.002043113,2.27154962125356,0.227113038,2.95115426436296,0.874278116527667,5.02803041219825
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-3.89758607128038,0.002029083,4.1220388050844,1.598916396,2.93553187156817,0.858576715274692,5.01248702786165
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-3.47792240145351,0.003087148,4.09489415450193,0.581671393,3.88700044599054,1.80134235244492,5.97265853953616
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-3.83550220007046,0.002159049,3.93046105524908,0.738584595,3.0762894750536,0.99977851881744,5.15280043128975
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-3.8244382720054,0.00218307,4.36677999741066,1.427199314,3.10137380000342,1.02487877383263,5.1778688261742
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,-3.79875851861039,0.002239856,4.02286597407827,0.54284315,3.15959537149267,1.08306358873273,5.23612715425261
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,-3.78455281986229,0.002271902,3.92536082473345,0.810955899,3.19180277210494,1.11520638338192,5.26839916082795
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,-3.77892753905567,0.002284718,3.0845193619096,0.227943318,3.20455650394933,1.12792581617997,5.28118719171869
"Bird Island","BI10","BI10.13",519,491,492,491.5,-3.91452242637996,0.001995007,1.97143872906133,0.167559119,2.89713348066349,0.819952618806879,4.97431434252009
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,-3.93109966330391,0.001962208,3.36161079870668,0.21722532,2.85954928856415,0.782104137992211,4.93699443913608
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,-3.84287168649465,0.002143197,3.90451319002101,0.75197774,3.05958125071493,0.983049068944099,5.13611343248576
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,-3.96022634181469,0.00190588,2.17895458751098,0.072120194,2.79351279011827,0.715499410169161,4.87152617006738
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-3.85448847066387,0.002118444,2.17378361734071,0.12132249,3.03324348104947,0.956660607105208,5.10982635499374
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-3.86914691401015,0.002087617,2.20947403720299,0.162174432,3.0000096102222,0.923332679132678,5.07668654131172
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,-3.84543511692913,0.00213771,2.15429289939153,0.062939078,3.0537693978516,0.977227843354259,5.13031095234894
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,-3.71423426791114,0.00243741,2.11476511169135,0.061328528,3.35123018312675,1.27384972911067,5.42861063714283
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,-3.73446485901449,0.002388595,2.36466586822196,0.029793352,3.30536304460421,1.22828729242718,5.38243879678123
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,-3.73769602863212,0.002380889,3.0024055143708,0.39865144,3.29803728216432,1.22100427794531,5.37507028638333
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,-3.71922101903427,0.002425285,2.40705045952541,0.204261518,3.33992413658696,1.26262472381883,5.41722354935508
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,-3.67398812241206,0.002537507,2.82054400525482,0.229967924,3.44247692530913,1.36430039302017,5.52065345759809
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,-3.69424224822343,0.002486629,2.89538225547318,0.063316453,3.39655642849828,1.31881211108741,5.47430074590916
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,-3.75240673206363,0.002346121,2.54076432775994,0.16115495,3.26468492638736,1.18782593320232,5.3415439195724
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,-3.82570550244675,0.002180305,2.75937112210814,0.203689838,3.09850071370078,1.0220048330328,5.17499659436876
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,-3.79660694663038,0.002244681,2.29512150458234,0.11116719,3.16447345189795,1.08793391045919,5.24101299333672
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,-3.71844281556587,0.002427173,1.84026550970484,0.021413915,3.34168849266045,1.26437668867586,5.41900029664504
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,-3.87525602136121,0.002074903,2.34495084091361,0.040687763,2.98615893864821,0.90943289646393,5.06288498083249
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,-3.81367195376466,0.0022067,2.37905443826757,0.138172045,3.12578337892294,1.04928548881733,5.20228126902856
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,-3.76564193096526,0.002315275,2.43422723886526,0.087833903,3.2346778594513,1.15794653736183,5.31140918154076
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,-3.72800563733531,0.002404073,2.92674561811915,0.104533983,3.32000750130807,1.24284140764778,5.39717359496836
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,-3.7017612290539,0.002468002,2.70507421992641,0.216853686,3.37950926791173,1.30190911621832,5.45710941960513
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,-3.78343825227616,0.002274436,2.30189664226622,0.109924296,3.19432973859863,1.11772694680578,5.27093253039148
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,-3.79557543889159,0.002246997,3.04071887763682,0.115061523,3.16681210370007,1.09026858604229,5.24335562135786
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,-3.83403906170937,0.002162211,1.99218450292692,0.072582167,3.07960672710733,1.00309897518009,5.15611447903457
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,-3.72275438545429,0.002416731,2.76719583799472,0.165505039,3.33191322844245,1.25466888786786,5.40915756901705
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,-3.84291060108553,0.002143113,2.29573028962015,0.134077766,3.05949302289592,0.98296070651697,5.13602533927488
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,-3.78817749487645,0.002263682,2.97947051141915,0.558838016,3.18358484757053,1.10700794008052,5.26016175506055
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,-3.82995746813159,0.002171054,2.05446156470115,0.140447439,3.08886058514184,1.01236000360197,5.16536116668171
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,-3.73116585368539,0.002396488,1.91034281270084,0.132405923,3.31284260531715,1.23572152574353,5.38996368489076
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,-3.84792831714481,0.002132387,1.64493595137221,0.058023595,3.04811677212886,0.971565116619471,5.12466842763826
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,-3.81586046171644,0.002201876,2.46217399229269,0.134898282,3.12082155665738,1.04432571562043,5.19731739769433
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,-3.85017391005612,0.002127604,2.2863838318549,0.041325029,3.04302552587697,0.96646394105803,5.11958711069591
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,-3.77111815120823,0.00230263,1.04201183760856,0.024947249,3.22226208023945,1.14557557966845,5.29894858081045
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,-3.82570151218693,0.002180313,2.01913704400101,0.056488669,3.09850976048537,1.02201388290192,5.17500563806883
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,-3.82591742187889,0.002179843,1.90274388596677,0.117324637,3.09802024637779,1.02152419831788,5.17451629443771
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,-3.81003381631069,0.002214743,1.61986165794154,0.036882457,3.13403182572871,1.05752887285631,5.2105347786011
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,-3.77780846495226,0.002287276,1.34735966422006,0.081946512,3.20709368769525,1.13045558693616,5.28373178845435
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,-3.7726422226416,0.002299124,2.36711380908355,0.254930834,3.21880667969305,1.1421318198361,5.29548153955001
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,-3.87282157130686,0.00207996,1.80222890096861,0.125507134,2.99167836501092,0.914972592182957,5.06838413783887
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,-3.88472715007011,0.002055344,1.85157758708406,0.12612324,2.96468583535445,0.887872128173207,5.04149954253569
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,-3.83013486315546,0.002170669,1.56935137927083,0.063886969,3.08845839214156,1.01195755307947,5.16495923120366
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,-3.82543603515297,0.002180892,0.979300259822164,0.018904407,3.09911165450957,1.02261597655344,5.17560733246569
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,-3.87773429037654,0.002069767,1.14099867361132,0.053834152,2.98054016519557,0.903792537766547,5.05728779262459
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,-3.86062880613167,0.002105476,2.32467700963131,0.2545621,3.01932200856074,0.942703820951432,5.09594019617005
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,-3.75622096128237,0.00233719,3.14052501845553,0.2843268,3.2560372413524,1.1792178481291,5.33285663457571
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,-3.80598345536637,0.002223732,2.26309960963223,0.197063201,3.14321487260808,1.06670384995788,5.21972589525827
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,-3.78597775164832,0.002268667,1.13587460881848,0.071308214,3.18857214264478,1.11198365728012,5.26516062800945
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,-3.84119466611001,0.002146794,2.22982248034593,0.10321019,3.0633834197121,0.986856814013736,5.13991002541046
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,-3.69991722681773,0.002472557,1.23102031192447,0.011986527,3.3836900209886,1.30605532953041,5.4613247124468
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,-3.91085773461996,0.002002332,0.810373364314194,0.049472444,2.90544213184128,0.828313905459197,4.98257035822336
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,-3.73110643516569,0.00239663,1.61528030596745,0.142832048,3.31297731999059,1.23585540844394,5.39009923153723
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,-3.82674098541467,0.002178048,1.72646855168906,0.026979693,3.09615304919187,1.01965628397441,5.17264981440934
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,-3.81204342607595,0.002210297,2.18927382750332,0.118752069,3.12947560445923,1.05297570385361,5.20597550506485
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,-3.81119598052801,0.002212171,1.82987232197543,0.094119671,3.13139694734729,1.05489583656913,5.20789805812545
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,-3.83970313454651,0.002149998,1.47167531435744,0.149864549,3.06676504531486,0.990243029664837,5.14328706096487
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,-3.83402703705105,0.002162237,1.81033279565521,0.037286136,3.07963398961617,1.00312626263717,5.15614171659518
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,-3.86301976872218,0.002100447,2.11182657803138,0.111554835,3.01390117771199,0.93726764579433,5.09053470962965
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,-3.86748123386477,0.002091097,1.84136896685849,0.058638024,3.00378606843699,0.927121516080328,5.08045062079365
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,-3.79818146058465,0.002241149,2.62201239077,0.05918259,3.16090368721449,1.08436989454726,5.23743747988172
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,-3.78873364632288,0.002262423,1.43671115090199,0.072778287,3.18232393159915,1.10574983154116,5.25889803165715
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,-3.86384545744112,0.002098714,1.81955984851804,0.09006948,3.01202916227485,0.935390123896441,5.08866820065325
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,-3.92759106119121,0.001969105,1.46891282736962,0.049527406,2.86750405065199,0.790118415884637,4.94488968541934
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,-3.84858216464628,0.002130993,1.09039766652401,0.015769923,3.0466343580081,0.970079892708118,5.12318882330809
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,-3.77550649769639,0.002292548,2.61465743355422,0.028691324,3.21231274681519,1.13565878208645,5.28896671154392
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,-3.87523409286041,0.002074948,2.30939021851397,0.220495405,2.98620865531633,0.909482799842416,5.06293451079024
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,-3.77573077118657,0.002292034,2.72581156932174,0.138946085,3.21180427016275,1.13515188741444,5.28845665291106
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,-3.7428460026741,0.00236866,3.03031472494817,0.211178225,3.28636117386059,1.20939293295061,5.36332941477058
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,-3.89467043589733,0.002035008,2.38457858250095,0.051016091,2.94214224945147,0.86522142944072,5.01906306946223
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,-3.88769250717375,0.002049258,2.78045853697787,0.219319228,2.95796272754477,0.881118692461544,5.034806762628
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,-3.78892500812615,0.002261991,1.28991112880059,0.041773333,3.18189007288026,1.1053169276332,5.25846321812733
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,-3.74260711970643,0.002369225,2.00703430725914,0.142871352,3.28690277336763,1.209931620001,5.36387392673427
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,-3.79728192516351,0.002243166,1.72915350208228,0.071012102,3.16294312914461,1.08640609958891,5.23948015870031
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,-3.80572963501465,0.002224296,2.21182607888577,0.043835413,3.14379033840504,1.06727872468699,5.2203019521231
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-4.06069187951173,0.001723709,4.54128834604156,8.921202081,2.56573562281995,0.48474805165878,4.64672319398111
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,-3.57278509680592,0.002807755,4.86970972283419,7.874920915,3.67192613767584,1.59063281818161,5.75321945717008
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,-3.62636849960105,0.002661265,4.88958234108254,7.845461046,3.55044094003839,1.47099636023165,5.62988551984512
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,-3.8073441670595,0.002220708,3.77106180227717,1.823579953,3.14012984402937,1.06362181838452,5.21663786967423
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,-3.72273088290786,0.002416788,4.74079467568082,6.949966381,3.33196651381346,1.25472181335931,5.40921121426761
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,-3.73758057424791,0.002381164,3.72140683847071,1.733822103,3.2982990422981,1.22126453871906,5.37533354587714
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,-3.76142214734076,0.002325065,3.83151948798143,1.848216072,3.24424502429838,1.16747596825827,5.3210140803385
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,-3.8072651413283,0.002220883,2.45135835898421,0.079953569,3.14030901250455,1.06380082071774,5.21681720429136
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,-3.70034307100706,0.002471505,4.58371361842646,4.502392108,3.38272453983576,1.3050978719231,5.46035120774843
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,-3.77977539900461,0.002282782,3.93401689016518,2.214402619,3.20263422152431,1.12600901987471,5.27925942317391
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,-3.48779250711466,0.003056828,5.07763180689572,6.916091616,3.86462277539856,1.7794836727831,5.94976187801402
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,-3.51525268769407,0.002974029,4.15132591869387,2.858527259,3.80236458926572,1.71859025721496,5.88613892131647
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,-3.55886447683738,0.002847114,4.79722774373751,5.750805569,3.70348720285456,1.62164062012342,5.7853337855857
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,-3.41787255275175,0.00327821,4.75788505839417,5.014326643,4.02314647922262,1.93400748853891,6.11228546990632
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,-3.51841886127065,0.002964627,4.51239900406896,3.600436192,3.79518618695005,1.71156171987695,5.87881065402315
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,-3.3965636639334,0.003348815,5.03299349952435,7.789540979,4.07145835257322,1.98095098098959,6.16196572415684
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,-3.48610574245042,0.003061988,4.91185760328497,5.21794709,3.86844703679133,1.7832203054789,5.95367376810375
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,-3.32762755642637,0.003587812,5.01130717500039,6.648722512,4.22775146215546,2.13234158995052,6.3231613343604
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,-3.60579692829578,0.002716579,4.65583352324431,4.11158064,3.5970811546453,1.51697959139969,5.6771827178909
