"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Zn","Zn_sd","Zn_ICP","Zn_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.0156225433902151,0.0352881049910537,22.90793616,0.057813095,43.0156443556621,-40.9128279274297,126.944116638754
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.0003295419531622,0.000973539905853925,12.50967591,0.167196198,38.7107492604476,-45.2318068812283,122.653305402123
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.00838870188019205,0.024659488133246,13.94648753,0.043639925,40.9793580867936,-42.9552818198992,124.913997993486
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.177082793707153,0.118631196352943,83.1136075,1.204215632,88.4658094211956,4.44397436932906,172.487644473062
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.131204058655496,0.0470449760839496,90.06087679,0.829001857,75.5511999306085,-8.39915215721511,159.501552018432
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.0289959186980307,0.0320360849470355,83.32372544,0.676115824,46.7801753410311,-37.1392318883639,130.699582570426
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.443045786518933,0.0873305679555854,63.36397587,0.318454995,163.332916965563,78.2013272831265,248.464506648
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.00576549797887265,0.019121993525473,154.2471074,0.912951267,40.2409407358884,-43.6961549694859,124.178036441263
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.0231958387608486,0.0395103967257909,56.72463202,1.511547748,45.1474850038072,-38.7754812023162,129.070451209931
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.935099219304241,0.150827670434676,109.0593506,0.741410788,301.843229548725,211.699737226128,391.986721871322
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.216204721888853,0.101711424833394,261.6355831,2.462160119,99.4784152486355,15.3675168021323,183.589313695139
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.0192508611156501,0.0386932294746475,140.4650062,0.492872097,44.0369956740672,-39.8887172868926,127.962708635027
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.137624526386997,0.0822341056311422,67.51751759,0.138761249,77.3585259914925,-6.59968484160242,161.316736824587
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.0724806733853937,0.0792209591353592,65.03458094,0.286572998,59.0208926351969,-24.8900153396526,142.931800610046
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.00974751975591768,0.0192645779616311,71.97280393,0.774294779,41.3618577833102,-42.5715558959198,125.29527146254
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.0222488767388511,0.0652541896814687,41.79884834,0.244174097,44.8809204461152,-39.0426810183991,128.804521910629
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.0442188030815032,0.0542086290209123,45.72842227,0.254790732,51.0653328745059,-32.8474484358375,134.978114184849
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.00260387947407761,0.0086360912148234,35.80217711,0.124414396,39.3509626599526,-44.5892479488151,123.29117326872
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.0755640537808444,0.0562931519451179,87.02811474,1.036590908,59.8888471172318,-24.0226766155907,143.800370850054
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.138563258496371,0.0784756311689704,126.1466188,1.544773235,77.6227738744211,-6.33664450724916,161.582192256091
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.347581768537945,0.0850722498547084,36.99629166,0.295665893,136.460325311964,51.8622818901883,221.05836873374
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.574120411355257,0.14602299128171,145.146567,1.516565475,200.229696965717,114.125032013993,286.334361917441
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.197498546629619,0.134609769678114,148.0981288,0.616201008,94.2127306506735,10.1476408675694,178.277820433778
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.120451107617816,0.0833157096048099,148.2023206,1.199008089,72.5243038453813,-11.4144513460243,156.463059036787
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.183688553345824,0.0809574522884997,72.11422012,0.027502016,90.3252941263877,6.29023402684911,174.360354225926
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.0349658083384994,0.0437952605142326,93.7163573,0.254401542,48.4606661680285,-35.4556739501589,132.377006286216
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.0130458137505117,0.020694502444746,75.23867924,0.271229161,42.2903092516728,-41.6402582146631,126.220876718009
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.0579934140840994,0.0462230788992601,130.7729603,0.867339372,54.9428094828513,-28.9673653965763,138.852984362279
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.0359657767624117,0.0224620841666093,90.27805952,0.945061034,48.7421517339057,-35.1737337653398,132.658037233151
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.857845071132632,0.141218898103705,255.5835815,0.192255063,280.09661526128,190.977075128804,369.216155393756
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,1.09375969338716,0.269568204992282,399.0691035,1.143493468,346.505273130903,254.005906565315,439.004639696491
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.0779539157876364,0.0435916764209759,48.4428199,0.895210879,60.5615800188551,-23.350531966518,144.473692004228
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.0952677482458539,0.0832190342002497,232.0043335,1.25702578,65.4353278397479,-18.4839403878532,149.354596067349
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.0003295419531622,0.000973539905853925,29.80921049,0.499214017,38.7107492604476,-45.2318068812283,122.653305402123
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.207882271815909,0.113549859271628,316.1883316,1.43334069,97.1356917063242,13.0459023912659,181.225481021382
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.494885195296944,0.114965426364722,205.2689039,3.657473631,177.925423054432,92.4418702967657,263.408975812099
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.291297312068977,0.141221204627604,206.0678435,1.998237331,120.616562948677,36.2625470655875,204.970578831766
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.42167051976418,0.0892357577650162,100.7202187,1.066310133,157.315897913404,72.3167487141428,242.315047112666
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.0845388230146804,0.0483840639926877,130.9239492,1.378555529,62.415194885814,-21.4990393940345,146.329429165663
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.00883696101379851,0.0206524273462535,83.34916521,1.323098068,41.1055405470248,-42.8286913799964,125.039772474046
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.0409273147618433,0.0464082988236101,141.7452321,1.295372249,50.1387971658955,-33.7750836022036,134.052677933995
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.123347152412899,0.077409057600328,108.9295808,0.641673601,73.3395243948064,-10.6021612813046,157.281210070917
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.310737762212232,0.0874760330958897,242.3611357,4.004351166,126.088941854474,41.656600305007,210.521283403942
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.0154747705854054,0.0375142987834425,50.4248919,0.745226883,42.9740471306014,-40.9545422653286,126.902636526531
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.211783015020882,0.0886436715061824,199.4152519,1.966916731,98.2337292864485,14.1341914679285,182.333267104968
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.094364197015296,0.0815692407859919,155.6838291,0.659026021,65.180983179106,-18.7377857920058,149.099752150218
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.0477987575357558,0.0718584198849147,106.4331106,0.572822095,52.073070200278,-31.8387240228191,135.984864423375
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.0411117125825781,0.0420783254211189,153.3540492,1.292838823,50.1907041298304,-33.7231101824632,134.104518442124
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.0286486940298891,0.0347990560069915,63.73190593,0.856844166,46.6824335225285,-37.2371707060218,130.602037751079
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.104099183277165,0.0452784382938388,136.8739771,1.421346544,67.9213278251977,-16.0035494847414,151.846205135137
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.0249426200810192,0.0511125047183935,47.14281535,0.412457182,45.6391942584337,-38.2826400508594,129.561028567727
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.0774936693460789,0.0853689045923743,61.90931635,1.442324435,60.4320231979128,-23.4799679643223,144.344014360148
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.36288395584227,0.0786048161203903,97.22108231,0.698201201,140.767806177874,56.0943276504313,225.441284705317
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.00832311602989878,0.0189134694600338,72.67126101,0.475237559,40.9608960336508,-42.9738038512405,124.895595918542
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.0850720476857951,0.05659955895184,70.91847569,0.98294395,62.5652946736665,-21.3491436673683,146.479733014701
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.0603032648123803,0.0500776111879207,61.6011836,0.476706737,55.5930196532866,-28.3170334215829,139.503072728156
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.0416841969752011,0.0645858655139837,63.26427197,0.563265912,50.3518553115676,-33.561756357439,134.265466980574
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.0300204916381816,0.0364882143927248,53.82896824,0.907980366,47.0685869417819,-36.8502509154835,130.987424799047
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.0999095185518488,0.0611313887156008,18.55755468,0.125641085,66.7419604393484,-17.1800909437485,150.664011822445
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.0214208399227783,0.0426126876905419,50.41642497,0.425761379,44.6478326743759,-39.2763367351201,128.572002083872
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.029224347600764,0.0411827799984209,62.26601894,0.072783962,46.8444768103685,-37.0748019345536,130.763755555291
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.029695616296615,0.0543269736458994,58.60550147,0.854908221,46.9771363347691,-36.9418801327631,130.896152802301
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.0179244007457666,0.0243347249008639,40.82277223,1.397062702,43.6636044360024,-40.2630913987362,127.590300270741
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.0201324726859405,0.0308213716811645,35.42302354,0.65822487,44.2851644420131,-39.6399117767137,128.21024066074
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.0251669836464298,0.0551873593633874,54.064265,2.19762822,45.7023513578596,-38.2193413173563,129.624044033076
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.0681565319732546,0.0922268033532462,136.0251037,1.154440273,57.8036708077648,-26.1066454302933,141.713987045823
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.0923032609048369,0.084785387696444,94.75874646,2.09078523,64.6008410931993,-19.3168409389048,148.518523125303
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.0517419921478708,0.0480656673426093,57.03901807,0.139519515,53.1830688758712,-30.7278898172426,137.094027568985
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.224021141830507,0.137041993875353,47.08824283,2.313488133,101.678694115244,17.5469071985072,185.810481031981
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.388617043841427,0.0462133686796453,160.9095737,2.671233854,148.011527743472,63.202478026414,232.82057746053
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.023543442654887,0.0423309041077952,42.19689147,0.624513994,45.2453335722967,-38.6774032646418,129.168070409235
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.0124196284431904,0.0306156378819793,35.42095591,0.354209559,42.1140415602534,-41.8170520753661,126.045135195873
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.0144471162371273,0.0230268907304957,31.93149296,0.194782107,42.6847681305511,-41.2446459450122,126.614182206114
