"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-55.4909090909091,0.335575237698124,0.0480573150747056,2.467420581,0.015066934,12.4411446770742,-12.6734379368146,37.555727290963
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,5.21666666666667,0.401623352367971,0.0608930459018632,2.98969441,0.02200764,10.8676563029171,-14.2626079769697,35.9979205828039
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,132.083333333333,0.368593410411422,0.04380237502335,3.556521683,0.014282314,11.6545406814873,-13.4644613302766,36.7735426932511
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,382.866666666667,0.395841455535071,0.0354341894259921,7.052448962,0.06465722,11.0054005442572,-14.1223985501289,36.1331996386434
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,541.72,0.378409736745743,0.0784014372702192,9.844407416,0.040880493,11.4206827516857,-13.7009520573024,36.5423175606738
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,618.7,0.375171651629446,0.0669661633325769,10.02079263,0.096502178,11.4978248368231,-13.6228747063736,36.6185243800198
"Bird Island","BI10","BI10.2",45,44,45,44.5,670.06,0.365943613375867,0.0628623178244996,9.325702706,0.028353619,11.7176677646775,-13.4007271443782,36.8360626737333
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,800.245454545455,0.416964569801947,0.0542851162839597,9.672030755,0.061309265,10.5021768732855,-14.6356430712225,35.6399968177935
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,856.145454545455,0.433783446679785,0.0561965056365194,6.289145655,1.766837081,10.1014946226877,-15.0463012011788,35.2492904465542
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,1005.71818181818,0.370458194725954,0.0506537915347229,7.635178907,0.081872982,11.6101152432459,-13.5093404174063,36.729570903898
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,1100.56666666667,0.39624318978387,0.0477589204958125,5.960197779,0.068926753,10.9958298824277,-14.1321337257897,36.123793490645
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,1174.81666666667,0.417727674284257,0.0576720972932511,6.674238754,0.048794576,10.4839971563143,-14.6542370891812,35.6222314018097
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,1349.67272727273,0.403174298292266,0.0797344536208498,6.367819135,0.01977015,10.8307075513437,-14.3002536159768,35.9616687186643
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,1324,0.42548737246867,0.0357342568619274,5.912256586,0.047824043,10.2991350305568,-14.843518973562,35.4417890346756
"Bird Island","BI10","BI10.3",95,93,94,93.5,1444.54545454545,0.395193309585667,0.0572491737491176,7.120078834,0.066671523,11.0208415620855,-14.1066942424907,36.1483773666618
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,1492.28181818182,0.429740331681543,0.05485177424121,5.857915852,0.041156676,10.1978152289141,-14.9474209560027,35.3430514138309
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,1595.6,0.389973380043958,0.0335672716604133,4.568507031,0.022190259,11.1451978512674,-13.9803134867533,36.2707091892881
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,1769.91818181818,0.380187382760358,0.0491658431518683,5.784125479,0.017909738,11.3783332410094,-13.7438429651708,36.5005094471895
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,1872.71,0.417349279327589,0.0503021422801544,6.534750001,0.055133377,10.4930117976577,-14.6450165559784,35.6310401512937
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,1986.59090909091,0.3088679903108,0.0645785330714044,9.469595678,0.030083547,13.0774011921883,-12.0386115504933,38.1934139348698
"Bird Island","BI10","BI10.4",145,141,142,141.5,2162.97272727273,0.40986672690802,0.071691657740917,7.155451754,0.030710634,10.6712713785718,-14.4628696551178,35.8054124122613
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,2335.40833333333,0.384895993034699,0.0763815566428536,6.317256008,0.021906999,11.2661582976041,-13.8575476985332,36.3898642937415
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,2517.27272727273,0.40219672589197,0.0589483638322072,16.20702482,0.031666011,10.853996615906,-14.2765235428005,35.9845167746125
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,2576.01176470588,0.391418475917345,0.062381842813208,12.29132094,0.371333453,11.1107708041415,-14.0152838985215,36.2368255068044
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,2667,0.409003355135853,0.0452594311466473,8.534630865,0.135962996,10.6918397998336,-14.441875251036,35.8255548507032
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.321552343356149,0.0682387670886716,5.623618255,0.058556283,12.775217213882,-12.3395581907596,37.8899926185237
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.295453360125801,0.0615045520060335,4.972003175,0.041494084,13.3969828296843,-11.7214368633855,38.5154025227541
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.313744933645619,0.03450425020025,6.761396788,0.051811841,12.9612159887632,-12.1542015499929,38.0766335275192
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.305388384415909,0.0291863234489902,10.88241106,0.042866217,13.1602971151019,-11.956231519351,38.2768257495547
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.293822242850043,0.0351618919382731,9.702568502,0.102763012,13.4358415326635,-11.6829478058404,38.5546308711674
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.335675624641739,0.0464138396887693,8.361148745,0.023794572,12.4387531222284,-12.6758325603207,37.5533388047775
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.30989932310426,0.0398390258243977,7.693387104,0.131022298,13.052831374132,-12.0630430568943,38.1687058051584
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.346479229073487,0.0618835470740833,12.99158529,0.144606736,12.1813749054947,-12.9339106609265,37.2966604719159
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.353673166986405,0.065640061625421,4.505779401,0.038483459,12.0099910934515,-13.1061667475969,37.1261489344999
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.307046895093213,0.0565106003889331,14.66999494,0.043454784,13.1207858091063,-11.9954874566903,38.2370590749028
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.377568352962152,0.0486911032327612,15.10269284,0.154591105,11.4407273450598,-13.6806581219941,36.5621128121138
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.180825692530176,0.0240502090098541,14.43173082,0.092282265,16.1277996473944,-9.05714599689552,41.3127452916842
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.249132969502463,0.029652545323563,12.65956686,0.112267444,14.5004904240579,-10.6349151995226,39.6358960476385
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.26293325079822,0.057795894190548,12.05911704,0.120104386,14.1717212792078,-10.9572175306581,39.3006600890737
