"Location","Site","Section","sample","min_depth","max_depth","midpoint","kcps","cps","MSE","K","Ca","Ti","Mn","Fe","Co","Ni","Cu","Zn","Rb","Sr","Zr","Mo_coh","coh_inc","K_sd","Ca_sd","Ti_sd","Mn_sd","Fe_sd","Co_sd","Ni_sd","Cu_sd","Zn_sd","Rb_sd","Sr_sd","Zr_sd","Mo_coh_sd","coh_inc_sd","K_ICP","Ca_ICP","Ti_ICP","Mn_ICP","Fe_ICP","Co_ICP","Ni_ICP","Cu_ICP","Zn_ICP","Rb_ICP","Sr_ICP","Zr_ICP","dry_mass_pc","K_ICP_sd","Ca_ICP_sd","Ti_ICP_sd","Mn_ICP_sd","Fe_ICP_sd","Co_ICP_sd","Ni_ICP_sd","Cu_ICP_sd","Zn_ICP_sd","Rb_ICP_sd","Sr_ICP_sd","Zr_ICP_sd","dry_mass_err"
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,234624,567519,13.65,-9.31237309754133,-5.19349439534134,-7.44804404289877,-7.53717301561923,-3.59839219500776,-6.6074136775836,-5.22825171070006,-5.74400183829493,-7.00704315935854,-6.72248307961866,-4.66365591561615,-3.79206504774139,-1.8977931113847,0.149899065,-11.6149581905354,-7.49607948833539,-9.74990846460783,-9.83957422679248,-5.90097725146237,-8.90999877057765,-7.53083736309382,-8.04658661897729,-9.31016070725839,-9.02506484910587,-6.96624069054129,-6.09465009638755,-4.20037823773452,0.014989906,8.03772748025162,8.87915750034754,6.35400922144901,4.04698604695415,8.23051471759084,0.956002135004032,1.77702758358368,3.61123068399644,4.17491914288766,2.58795630922308,4.87490594640391,2.59054694580365,16.6231038,6.89014412222533,4.24660761374236,0.866841361255888,-0.534911896384269,2.46944614218091,-3.60303366615936,-3.04022677431082,-0.852913741302107,-1.24976198296028,-3.76440836763454,-0.340358866591808,-1.71277683954639,1.66231038
"Bird Island","BI10","BI10.3",95,93,94,93.5,231935,570746,14.51,-7.26963804583493,-5.06297777026152,-5.93859661311635,-6.59370322102902,-2.49347310531849,-6.45605692362593,-5.25132787022736,-5.95587773627956,-8.92446242598228,-5.87738899791611,-4.06326330784868,-3.82502825774345,-1.85639353412979,0.156235072,-9.5727459906239,-7.36556317937658,-8.24118018850311,-8.89628904450433,-4.79605821041577,-8.75864074352848,-7.55391391731928,-8.2584624432581,-11.2277465227366,-8.17997480466285,-6.36584851717035,-6.1276133049034,-4.15897863992506,0.015623507,8.05006593280735,8.81471969158889,6.40691933777027,4.0993273690619,9.34055718331538,1.74833298823245,1.9629187975536,3.22696331755683,4.27628832446624,2.33059914641457,4.78638501391686,2.63623548122916,15.49312409,6.85211116633858,2.64000307582772,0.986831546279051,-0.563781745499,4.53403149960049,-2.66680455393541,-2.70797735875528,-2.48722183977325,-0.255802626476715,-2.97942067398675,0.72780538107135,-0.952295320105962,1.549312409
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,223939,546130,14.17,-6.8120161003019,-5.14750195684143,-6.11544987728918,-6.49563966790817,-2.48761123187513,-5.99552036081221,-5.15574685017268,-5.95207807846213,-8.06592013931785,-5.30895393480824,-3.96387303371062,-3.74184150852836,-1.81398647098653,0.163003033,-9.11460301069958,-7.45008704983547,-8.41803587588305,-8.79822409865472,-4.79019627673918,-8.29810585543196,-7.45833229001735,-8.25466355600789,-10.3687026650501,-7.61153882566364,-6.26645839000915,-6.04442660152241,-4.11657158238514,0.016300303,8.02113085077993,8.79563762526239,6.33278695155472,3.98932974180479,8.86409264544503,1.29011948439792,1.7677938836728,2.93461448330624,3.73286878747651,2.2715446811789,4.7221214785087,2.57119233561081,27.34117399,6.76220271051115,4.18805042109457,1.12417525117457,-0.863482088333298,4.16270140553045,-3.98188023250564,-3.19036912929489,-2.4649569627174,-1.40987379582273,-1.59104483691296,-0.0696101644730695,-1.12558367536812,2.734117399
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,258345,621152,16.01,-7.70149878643565,-5.14047533671548,-6.53719222288324,-6.75600977498701,-3.29483677426283,-6.51433373768436,-5.30318358741872,-6.04062958153249,-7.47097655889917,-6.59214267094334,-4.37393545671752,-3.86065435887964,-1.90793563034911,0.148386395,-10.0044134711261,-7.44305974652201,-8.83977731587728,-9.05859830481463,-5.59742175936484,-8.81692085491322,-7.60576827846162,-8.34321467452653,-9.77421521683199,-8.89472703459571,-6.67652054971157,-6.16323935688085,-4.21052075703896,0.014838639,7.26163413962075,8.86638463037066,6.08925368788437,3.85878807296499,7.5945083648187,0.32879124461259,1.51918646247254,2.96497237086501,3.82272003609075,1.83521807251857,4.84528705056754,2.43324707517014,16.82974775,6.42494569973395,4.10991629289742,1.92688620415872,-0.208431216671758,3.31438773523264,-4.25515084149582,-3.80810187018146,-2.60486929957842,-1.36731272957204,-2.34470529440366,-1.11894466459632,-1.47412828430791,1.682974775
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,261662,660653,15.16,-8.50870928176793,-5.33822061657663,-7.23192292848453,-7.15485090465285,-1.7961421692426,-5.74816203983333,-5.23800959492332,-5.75491430839501,-10.2181982973758,-7.1883743532336,-5.26172298379858,-3.88959544393519,-1.89715574552529,0.149994636,-10.8098279535571,-7.64080612585479,-9.53468642879955,-9.45752050111863,-4.09872723210487,-8.05074587837328,-7.54059412303269,-8.05749876991228,-12.5207833903699,-9.4913779017093,-7.56430826960607,-6.19218048803814,-4.19974081185171,0.014999464,7.44814768922964,8.62807448322606,5.87125953874839,3.65876255272653,9.67361768204715,0.434258578075462,1.75511717877744,3.74010134376473,3.5780087046861,1.79803683709596,4.54763367627891,2.09664310937208,13.84436494,6.35307468444632,4.1592873995816,0.578697289176255,-2.50150470250249,1.68344586805776,-4.00588296231425,-4.02241069171557,-2.28440222778488,-2.08413738189983,-3.16307498350179,0.390914586845132,-1.65717217925939,1.384436494
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,234632,558795,12.43,-8.65337380441395,-5.45868379081886,-7.88519029892585,-7.4326578530621,-3.40021636301834,-6.78457262531475,-5.25781958457899,-5.56469493355151,-6.9737316333066,-6.81716165922583,-5.73035152665836,-3.84330291114151,-1.92045085190609,0.146540879,-10.9533096770348,-7.76126841423664,-10.1885065075684,-9.73458901607431,-5.70280145601238,-9.08715860241135,-7.5604037172622,-7.86727976550003,-9.27648017448073,-9.11975040578182,-8.03293538734298,-6.14588786409737,-4.2230359380761,0.014654088,6.52682657511811,8.58487534895951,5.26250214324613,3.46948661196281,8.35184985703952,-0.298646648317575,1.8771340909504,4.1409556466192,4.46623122438134,0.952679147086453,4.51904296521713,1.74336703695281,12.21081609,5.79996538261341,4.48016058343282,0.821645977705077,-1.31861690908455,3.72095422651058,-4.41864207250603,-2.89799999304162,-0.566629701016258,0.0359373557529471,-3.82463457453228,-0.901140281741689,-2.21945206374837,1.221081609
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,255256,716317,15.77,-8.66461489500334,-5.15347115361755,-6.86165539704559,-6.75406985022452,-0.914848112949401,-5.37681656604344,-5.27839219774077,-5.48655937467811,-6.07400824632189,-7.79819309606719,-4.99552276578682,-3.88174921613233,-1.84878056355558,0.157429024,-10.9648040564605,-7.45605607358055,-9.16423953509352,-9.05665837339139,-3.21743321592903,-7.67940252436785,-7.58097827100732,-7.78914470909731,-8.37659247047941,-10.10193849126,-7.29810815428124,-6.18433450316237,-4.1513656819579,0.015742902,7.40329878069465,8.63892667704869,5.99527017426419,3.62506547789696,8.01280853633787,0.00191871708452492,2.24808621124957,4.34807395647575,4.83744487171557,1.93944313233607,4.61311637523697,2.37149949846929,16.79692387,6.38970970851435,4.53399877767637,1.65242970400923,-1.14958687174424,2.7498274927808,-6.02394476453034,-3.5037768679694,-1.66478811971239,0.434877126114647,-2.36813189827928,0.0252757264488745,-1.05286822773549,1.679692387
"Bird Island","BI10","BI10.4",145,141,142,141.5,263701,636782,14.47,-8.58750836533126,-5.37845684557044,-7.49632985420409,-7.2882239182299,-2.79727470525213,-6.53338325619274,-5.23643367886426,-5.57524520693939,-5.40069500208613,-7.54605259724679,-4.71030517152419,-3.81851840925477,-1.9032700176281,0.149080326,-10.8923489772451,-7.68104150518931,-9.79912753721189,-9.59013773333577,-5.09985986384574,-8.8359669737457,-7.53901933585379,-7.87782924467704,-7.70328075976144,-9.84899936725206,-7.01289026451824,-6.1211036388589,-4.20585508379097,0.014908033,8.59651663617452,8.61036395885455,6.2596340693734,3.94762045054329,10.5121855049979,1.32682116128767,1.9678745492403,3.70495967655551,3.61081768221592,2.28106041113065,4.51362383871107,2.26950082593994,14.8081316,7.03267109488274,2.90213194172611,0.625871991226276,-2.99648467653814,5.17564528163103,-3.00379025203586,-3.48314630000138,-1.97316694951726,-1.21852520202955,-2.82004420309538,-0.357031769021802,-1.70855986733128,1.48081316
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,277262,712664,17.34,-9.42477198268837,-5.53076380585179,-7.54134758617313,-7.01542846680589,-1.70790588632624,-5.14241644785424,-5.2139776887036,-5.35816334158857,-4.81173246948822,-7.48948452713269,-5.28466774789124,-3.83784240019798,-1.86299403572253,0.155207238,-11.7273570756824,-7.83334915118244,-9.84333362971638,-9.31792558265612,-4.01049099587247,-7.44500188310593,-7.51656314934532,-7.6607480099135,-7.11431707070467,-9.79194617780322,-7.5872520517311,-6.14042730749125,-4.16557911583058,0.015520724,8.62957397296153,8.76969936588547,7.04706218045058,4.4164307444794,8.71190613126309,0.223606918343125,1.84328493792773,4.21343974493318,4.97774403879583,3.03557677576426,4.79591699049481,4.06289986689823,16.33050513,7.32150150115351,4.31011366097826,2.99857002333074,0.095350908065827,4.50899709495294,-5.69990211300682,-3.82094910417629,-0.991264885978251,0.416448222288666,-1.29375957461351,0.039170546510341,1.86616521736354,1.633050513
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,242037,611849,14.75,-7.47562932263763,-4.88353473502783,-6.23926048682157,-6.76037115503114,-1.9452652990158,-6.00367964861924,-5.19109244996622,-5.54670360046339,-5.90684439348215,-7.67269281176058,-4.75065028088052,-3.84728581652632,-1.87369075213766,0.153555878,-9.77773634723057,-7.18611956382838,-8.54184455485737,-9.06295538506313,-4.24785041999179,-8.30626393178161,-7.49367808195458,-7.84928946263071,-8.20942911893177,-9.97605824537096,-7.05323548953405,-6.14987100325175,-4.17627583210713,0.015355588,7.93895203757743,8.63815616889409,5.53635867120092,3.75737411214651,10.8005846115197,2.81930261995901,2.78544477911184,4.06418630807182,4.99787508648765,1.44930277027984,4.44731158954328,1.62082931236906,15.40632226,6.37174855139169,3.85968764448832,1.51199349716864,-0.356881048033865,6.40102950815504,-2.22946552272,-3.45251138152722,-0.868493019545981,-0.484182056988386,-2.97026136878961,0.457205785071871,-2.15590622346265,1.540632226
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,399805,986771,22.93,-7.95616697003843,-5.24385778015776,-6.67190401377311,-6.68192095105649,-2.02946360319369,-6.1017442532795,-5.23460706328823,-5.79146418536019,-6.41201324271629,-6.77443840936603,-4.91814039165079,-3.95050653836554,-1.88097591122392,0.152441264,-10.2601624964749,-7.54644268375247,-8.97448594717955,-8.98450444835127,-4.33204868096773,-8.4043288996375,-7.53719178097163,-8.09404862337009,-8.7145958992383,-9.07702525273706,-7.22072507440068,-6.25309168332127,-4.18356103045758,0.015244126,9.95339305067979,8.77955772742215,7.36172735624317,5.39102641133193,10.8571670692609,2.65068074028753,2.50889339868105,3.52665226881939,4.99857837130889,3.76505512558544,4.79753296389401,2.82771944430571,18.59519446,8.31402209366319,5.05638366527194,2.19334012985153,0.451899996028887,6.45126665198848,-1.98642059107142,-0.990654824900951,-0.369667763384252,0.181494622478,-0.596639561608486,0.348786965272573,-0.935962562274622,1.859519446
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,260750,654696,14.95,-7.39332909694193,-5.18007861252482,-6.55519107255944,-7.10564661821342,-1.80610646494266,-5.70221270738579,-5.15859716417441,-5.57015286185544,-5.96027251620396,-7.21515310250395,-4.8341239589969,-3.8472431227956,-1.85518488210055,0.15642402,-9.6964733831518,-7.48266441630624,-8.85777686843717,-9.40879131070002,-4.10869157011011,-8.00479780037984,-7.46118225716846,-7.87273742990118,-8.26285722148231,-9.51822515174548,-7.13670942917619,-6.14982835638072,-4.1577699750946,0.015642402,7.1257969650866,8.72857245906881,5.42735166601519,3.71777756776048,10.4378555921576,1.91271124755676,2.14413210575048,3.4466821961612,4.27825125258332,0.941773671293499,4.5572450961939,1.64034839181633,14.38022471,6.08156363568521,4.12291978803064,0.966479450942939,-1.77826564772238,5.195126236626,-2.79244864749746,-1.9953725185041,-1.03233236028565,-3.59349596790568,-3.11039776879336,0.250544180160415,-1.8175594426662,1.438022471
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,236610,646039,14.52,-8.43731511267792,-5.10795621408438,-6.77261530581728,-6.93830211917246,-1.13678928740083,-5.14358559844242,-5.28759525438677,-5.4330968520022,-7.51197442052319,-7.66238007004996,-4.50104371144589,-3.91145941427548,-1.84679625437351,0.157741722,-10.7381982974179,-7.41054163774269,-9.07519777803389,-9.24079957946089,-3.43937437727813,-7.44617137675264,-7.59018014951381,-7.73568263156713,-9.81364684853634,-9.96536295625422,-6.80362862421769,-6.2140447571287,-4.14938136004651,0.015774172,9.33589333629291,8.71490494063882,6.8195334429552,4.80718666901724,10.2790078874822,1.71603345485232,1.72697527435961,3.36638780268202,4.54027274497982,3.17965932210606,4.78042419724919,2.76618829563902,20.19056256,7.86962469306677,4.5998015726379,2.84042446601261,0.331048086767764,5.48800172047141,-3.21040609451369,-2.83776688470426,-1.62716196965457,-1.36884138621379,-1.10384247226436,1.08433708201752,-1.49228049910523,2.019056256
"Bird Island","BI10","BI10.5",197,194,195,194.5,235048,695790,14.62,-8.6378647698985,-5.09946765534451,-6.84365904313829,-7.18405042921007,-0.613182080205471,-5.17213027741766,-5.18182778927061,-5.49599835785504,-6.88866663199945,-6.83878067432869,-4.92932829367003,-3.99588201091149,-1.82759401552086,0.160799985,-10.9419459183845,-7.40205324014252,-9.14623944656966,-9.48609387356269,-2.91576717504581,-7.47471572299173,-7.4844127042568,-7.79858296341976,-9.19125368718019,-9.14136483397279,-7.23191324837749,-6.29846699515799,-4.13017907742037,0.016079999,8.44295623026687,8.89407516616314,6.49373313857842,4.21641311097253,10.2056468348869,1.74962178456699,1.91122949415456,3.84436622254859,4.87346269211726,2.53951583785195,4.77825533569965,2.50722038468469,15.3832195,7.23703299269235,4.72082121720396,1.48749080623225,-0.450747267203687,5.85054459330883,-2.67144732977798,-2.96013656510599,-2.08326944275383,-0.142324946265369,-1.15848590899427,0.0968592974835245,-1.16317271084551,1.53832195
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,186100,565468,13.23,-8.16855243530583,-4.79489165472022,-6.44710967478729,-6.53713630645964,-0.384768343906849,-5.0685718164665,-5.12461854558497,-5.43771898384807,-7.26969692482212,-6.32663243476228,-4.65094515542932,-3.94072839093337,-1.77518926647395,0.169451375,-10.4726487533151,-7.09747735217087,-8.74969287515447,-8.83972208976084,-2.68735342955453,-7.3711567505134,-7.42720296613923,-7.74030476659378,-9.5727459906239,-8.62922032411044,-6.95353014373949,-6.24331368975171,-4.07777438897499,0.016945137,7.76969406334424,8.67703049899777,5.45908540315205,3.74336890123433,11.1610073177993,1.9193495747245,2.3871478216565,4.22087969680031,4.50289445769973,0.937504569219371,4.45197816032173,1.66302015698533,16.86311015,6.21736730809967,2.96549641277503,1.11499339209748,-0.676621858944525,6.75009657343813,-2.95743079045554,-3.14967124579288,-0.203044291547204,-0.0565057673306097,-2.71043260176633,0.280656910686872,-2.12326519500713,1.686311015
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,250550,744589,15.47,-7.68470807140115,-4.86450739660942,-6.63104745390718,-6.75966463844325,-0.522604592575543,-5.33490396802165,-5.20992579246876,-5.61008586868951,-4.14072742726257,-6.46222622359894,-4.64044737307161,-3.937145191522,-1.82597469285226,0.161060583,-9.98686916147518,-7.16709223038934,-8.93363330517753,-9.06224800673289,-2.82518968388317,-7.63748968337436,-7.51251070238235,-7.91267232752295,-6.4433127088022,-8.76480875465493,-6.94303225888432,-6.23973054087619,-4.12855980447284,0.016106058,9.97429867813009,8.81944482295733,7.16489785567465,5.07847074812285,11.5829680732906,2.47227836930971,2.27239064447821,3.53991217074624,5.54354948530719,3.24673919028029,4.71158837101642,2.81065610951069,20.94043551,8.12459335564772,5.04967493380545,3.30778416418656,1.45098917434009,7.41406967584827,-1.7005068246429,-2.27532979615405,-1.76482319990917,-1.64893233544251,-0.825745927091217,0.314048937333415,-1.48577550531512,2.094043551
