"Location","Site","Section","sample","min_depth","max_depth","midpoint","Co","Co_sd","Co_ICP","Co_ICP_sd","Co_fit_OLS","Co_lwr_OLS","Co_upr_OLS","Co_fit_WLS","Co_lwr_WLS","Co_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-6.31816191381295,-8.62074977957454,-0.302742141476696,-4.82395176455293,0.871185214926737,-0.694918188287449,2.43728861814092,0.863480092168567,-0.784470911443426,2.51143109578056
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-6.31780817173935,-8.6203949278046,-0.272851907643074,-5.80727972726725,0.871559652467711,-0.694542073063567,2.43766137799899,0.86385965681734,-0.784034993244346,2.51175430687903
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-7.14862628724867,-9.45113885852911,0.557321332541838,-5.39446489683244,-0.00786497746420434,-1.58115507725505,1.56542512232665,-0.0276067808516345,-1.81023276762813,1.75501920592486
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-6.70115176301007,-9.0037409227227,0.158035995347025,-4.40066167346688,0.465788774826991,-1.10282367605608,2.03440122571006,0.452532629476529,-1.25695830544011,2.16202356439317
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-5.58852823370767,-7.89111305935988,2.70737906727561,-2.98298557894521,1.64350567488576,0.0783453032652226,3.2086660465063,1.64637580118668,0.112530560430115,3.18022104194324
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-5.06024784383202,-7.36283246393744,1.56624775644835,-3.27735071370475,2.2026927914087,0.635071225292013,3.77031435752539,2.21321976915205,0.758973792743006,3.6674657455611
"Bird Island","BI10","BI10.2",45,44,45,44.5,-5.41500917281184,-7.71759359154229,1.85250594746283,-3.8282563326357,1.82717636413271,0.261498474489657,3.39285425377576,1.83256146107643,0.325166556448323,3.33995636570454
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-6.60022425677767,-8.90281155555432,2.83582027716898,-2.6204314748365,0.572620984141509,-0.995196116299271,2.14043808458229,0.560827673559265,-1.13234648223673,2.25400182935526
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-7.16789611709499,-9.47040727739499,1.74078998486452,-1.48607349504094,-0.0282621771221079,-1.60179575576955,1.54527140152534,-0.048283275799089,-1.83408625751416,1.73751970591598
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-6.29593204319622,-8.59851713619027,0.437681308376675,-4.53856386671942,0.894715630760976,-0.671284641055554,2.46071590257751,0.887332705873782,-0.757078740567571,2.53174415231514
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-6.49837916218201,-8.8009629270481,1.40336231461165,-3.71154846556688,0.680424464774879,-0.886687297246491,2.24753622679625,0.670107288409246,-1.00667264138139,2.34688721819988
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-6.07464009032351,-8.37722692209116,0.713556964185686,-4.42355963189666,1.12895413631245,-0.436274262627736,2.69418253525263,1.12477859833763,-0.484603466156864,2.73416066283213
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-6.3322464570448,-8.63483436213593,0.891821390097,-4.56248337132626,0.856276663959674,-0.709894498314536,2.42244782623388,0.848367401019079,-0.801828123475914,2.49856292551407
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-6.6074136775836,-8.90999877057765,0.956002135004032,-3.60303366615936,0.565010950593061,-1.00285963373406,2.13288153492018,0.553113437151647,-1.14122073052304,2.24744760482634
"Bird Island","BI10","BI10.3",95,93,94,93.5,-6.45605692362593,-8.75864074352848,1.74833298823245,-2.66680455393541,0.725222740456744,-0.841624676984645,2.29207015789813,0.715518979049429,-0.954469690227801,2.38550764832666
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-5.99552036081221,-8.29810585543196,1.29011948439792,-3.98188023250564,1.21270271803798,-0.352362155798589,2.77776759187455,1.20967393475375,-0.387277593863342,2.80662546337084
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-6.51433373768436,-8.81692085491322,0.32879124461259,-4.25515084149582,0.663536476423458,-0.903679322402659,2.23075227524957,0.652988055785294,-1.02635532779236,2.33233143936295
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-5.74816203983333,-8.05074587837328,0.434258578075462,-4.00588296231425,1.47453258889254,-0.0904033667980129,3.0394685445831,1.4750889962629,-0.0833359338840913,3.0335139264099
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-6.78457262531475,-9.08715860241135,-0.298646648317575,-4.41864207250603,0.377487425119517,-1.19185472719014,1.94682957742917,0.363022184822303,-1.36000663803222,2.08605100767683
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-5.37681656604344,-7.67940252436785,0.00191871708452492,-6.02394476453034,1.86760340640158,0.30177336565201,3.43343344715115,1.87354206376857,0.371930233845944,3.37515389369121
"Bird Island","BI10","BI10.4",145,141,142,141.5,-6.53338325619274,-8.8359669737457,1.32682116128767,-3.00379025203586,0.643372477285883,-0.923970683368011,2.21071563793978,0.63254795453213,-1.04985849872155,2.31495440778581
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-5.14241644785424,-7.44500188310593,0.223606918343125,-5.69990211300682,2.11571696260174,0.548651279769224,3.68278264543425,2.12505299552433,0.658612960365427,3.59149303068324
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-6.00367964861924,-8.30626393178161,2.81930261995901,-2.22946552272,1.20406607600255,-0.361012921021189,2.7691450730263,1.20091903268859,-0.397312056727484,2.79915012210466
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-6.1017442532795,-8.4043288996375,2.65068074028753,-1.98642059107142,1.1002642605957,-0.46503378302347,2.66556230421488,1.0956958771676,-0.517956101356112,2.7093478556913
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-5.70221270738579,-8.00479780037984,1.91271124755676,-2.79244864749746,1.52317015941364,-0.0418056622699257,3.08814598109721,1.52439255253546,-0.0269338364442355,3.07571894151515
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-5.14358559844242,-7.44617137675264,1.71603345485232,-3.21040609451369,2.1144794115612,0.547421178905849,3.68153764421655,2.12379849891371,0.65718443936464,3.59041255846279
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-5.00685026635996,-7.30943506048741,1.3694606755862,-3.64571648341782,2.25921436205217,0.691197449287304,3.82723127481703,2.27051527978255,0.824154554466454,3.71687600509865
"Bird Island","BI10","BI10.5",197,194,195,194.5,-5.17213027741766,-7.47471572299173,1.74962178456699,-2.67144732977798,2.08426474330143,0.517384405728483,3.65114508087438,2.09317010648289,0.622302793873211,3.56403741909257
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-5.0685718164665,-7.3711567505134,1.9193495747245,-2.95743079045554,2.19388182975899,0.626319473279286,3.76144418623869,2.2042881605446,0.748810182105037,3.65976613898416
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-5.33490396802165,-7.63748968337436,2.47227836930971,-1.7005068246429,1.91196807577594,0.345955194677486,3.47798095687439,1.91851421080588,0.423232203942979,3.41379621766877
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-5.68603313037415,-7.9886170444802,2.37066528344768,-2.32585086425682,1.5402963128524,-0.0246983056855339,3.10529093139034,1.54175321139966,-0.00707812787396245,3.09058455067328
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-5.07751270831304,-7.38009764093243,1.82916411991462,-2.5687661250609,2.18441785640956,0.616918370575634,3.75191734224348,2.19469459866237,0.737892476044714,3.65149672128002
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-5.89846722170876,-8.20105122126827,2.77431285444428,-1.55440383924213,1.31543389270365,-0.249511329557592,2.88037911496489,1.31381178943704,-0.267961755466445,2.89558533434051
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-6.52877652458983,-8.83136298670512,-0.013530792693427,-4.05325960707902,0.648248722952005,-0.919063324266936,2.21556077017094,0.637490969777806,-1.04417451018117,2.31915644973678
"Bird Island","BI10","BI10.7",271,265,266,265.5,-4.82296979164907,-7.12555438730809,3.17155178109882,-1.82626178753477,2.45385265340092,0.884269087790074,4.02343621901176,2.46781871923259,1.04836822135108,3.8872692171141
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,-5.27677194507476,-7.5793562551211,3.59300403128987,-1.4308362910284,1.97350107778073,0.407207121401264,3.5397950341602,1.98088977345135,0.494358085912047,3.46742146099066
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,-4.14081831035592,-6.44340321478728,3.55908312829195,-1.08118146304757,3.17591299704903,1.59775484953206,4.75407114456599,3.19976610895245,1.8765175399651,4.52301467793979
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,-4.38133951079757,-6.68392476368173,2.82254074333484,-1.37823941745791,2.92132024835877,1.34667988531414,4.4959606114034,2.94168726625637,1.58521387983222,4.29816065268051
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,-4.72036153297277,-7.02294617713167,3.22532047224489,-1.38765585553293,2.56246394657072,0.991868146946811,4.13305974619462,2.57791720785486,1.17331318164205,3.98252123406767
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,-5.10794844350559,-7.41053337116883,2.44702847509319,-2.25087715158445,2.15220149682524,0.584910381971639,3.71949261167884,2.16203710609757,0.700721013085148,3.62335319911
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,-5.31232907363574,-7.61491416662979,2.59290388324823,-2.38131734219349,1.93586370078756,0.369745459310158,3.50198194226497,1.94273703443391,0.450857145317479,3.43461692355033
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,-4.48339194181625,-6.78597668067249,3.20563483418387,-0.946650171140002,2.81329730120958,1.23998723423379,4.38660736818537,2.83218517977392,1.4613778102195,4.20299254932835
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,-4.69450207145799,-6.99708716445203,3.40861511975908,-1.0582661119712,2.58983630033666,1.01896982818326,4.16070277249007,2.60566436647632,1.20478214830064,4.00654658465201
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,-5.58547451013242,-7.88805933659978,1.63333982577249,-3.11345783336214,1.64673805472311,0.0815710384101331,3.21190507103609,1.64965244143613,0.116275140789196,3.18302974208306
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,-4.36798496201323,-6.67056997612276,4.34049808708816,0.688638604186789,2.93545609699199,1.36063448310285,4.51027771088114,2.95601667459403,1.60140883363035,4.3106245155577
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,-4.94694948016016,-7.2495345731542,3.50577817561601,-1.08385387085622,2.32261960774074,0.754127255768724,3.89111195971276,2.33478872241731,0.897236183340335,3.77234126149428
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,-4.92337291111127,-7.22595841650187,2.85062212915836,-3.00563672105982,2.34757550978938,0.778886770696518,3.91626424888224,2.36008634127048,0.925989650932669,3.7941830316083
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,-5.4510895968735,-7.75367375782031,3.21082529050234,-1.67310823456552,1.78898507655016,0.223438253076939,3.35453190002338,1.79384722686873,0.280976032765628,3.30671842097184
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,-5.35201185729097,-7.65459652822022,2.20166335348827,-2.16740313580099,1.89385929972889,0.327923055901004,3.45979554355678,1.90015747445377,0.402293861956611,3.39802108695093
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,-4.94038323571797,-7.24296790924063,2.9832656718901,-1.64757392368925,2.32957000636688,0.761023484352057,3.89811652838171,2.34183429163693,0.905244859710624,3.77842372356323
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,-6.91744305430603,-9.22039070782968,1.05105419149233,-3.60976902087319,0.236843491551805,-1.33379579917252,1.80748278227613,0.220452438456356,-1.52423233547226,1.96513721238497
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,-4.7333708976864,-7.03595576332424,2.07839604984366,-1.89986330434813,2.54869347679477,0.978231478721931,4.11915547486762,2.56395818144331,1.15747874565343,3.97043761723319
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,-4.89638020767416,-7.19896489925462,2.89212177073007,-2.60309033869518,2.37614740511509,0.80722740659099,3.94506740363919,2.38904946656462,0.958901647469631,3.8191972856596
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,-5.36566708874449,-7.66825239567246,2.34054396035468,-2.49279257814708,1.87940517716768,0.313528118736106,3.44528223559925,1.88550543411886,0.385579143687958,3.38543172454977
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,-5.13815519201685,-7.44073960340664,2.45181129976855,-2.15786433545599,2.12022752065035,0.553134574701782,3.68732046659892,2.12962531585587,0.663819432933554,3.59543119877819
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,-5.06733994031607,-7.36992566831622,2.40335088837297,-2.50850013603909,2.19518577608309,0.627614698245264,3.76275685392091,2.20560996157779,0.750314356068607,3.66090556708697
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,-5.5711749336512,-7.8737589756753,2.66726438439975,-2.53290332085637,1.66187421933054,0.096674913722604,3.22707352493848,1.66499586289977,0.133808622806895,3.19618310299265
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,-5.52500544227344,-7.82758978260466,2.14965739435367,-2.17212440390761,1.71074482904773,0.145428058312548,3.27606159978292,1.7145356493334,0.190406527568038,3.23866477109876
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,-5.20073975930131,-7.50332394526382,0.269769610162686,-4.27242008220243,2.05398148087804,0.487271728779645,3.62069123297643,2.06247218064055,0.587333397547855,3.53761096373325
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,-6.27559347280201,-8.57818069156505,1.66953197753021,-3.25822590838947,0.916244096990085,-0.649665908772035,2.48215410275221,0.909155957627861,-0.732020317939714,2.55033223319544
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,-4.39044065345901,-6.69302542374927,1.45395477010617,-3.18328520214317,2.91168664881684,1.33716885859692,4.48620443903676,2.93192175551983,1.57417563251411,4.28966787852555
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,-5.7837355113503,-8.08632027937354,1.99720710288617,-2.47553460888452,1.43687791280856,-0.128040910392187,3.00179673600931,1.43691872128122,-0.127014601532631,3.00085204409508
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,-5.38276345488779,-7.68534767739087,1.63358850479219,-1.92501858349512,1.86130859840021,0.295503155293659,3.42711404150677,1.86716106206156,0.364649701441702,3.36967242268142
