"Location","Site","Section","sample","min_depth","max_depth","midpoint","coh_inc","coh_inc_sd","dry_mass_pc","dry_mass_err","fit","lwr","upr"
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,0.157428366,0.002657515,16.79692387,1.679692387,19.8271628458826,0.527602308602589,39.1267233831625
"Bird Island","BI10","BI10.4",145,141,142,141.5,0.149073162,0.003382222,14.8081316,1.48081316,18.2218482526068,-1.0899514719844,37.533647977198
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,0.155222517,0.003991243,16.33050513,1.633050513,19.403345355578,0.101207268337632,38.7054834428183
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,0.153574041,0.003237462,15.40632226,1.540632226,19.0866178909386,-0.21775275449151,38.3909885363687
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,0.152447822,0.004793828,18.59519446,1.859519446,18.8702334919551,-0.435813004801656,38.1762799887119
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,0.156416456,0.00248921,14.38022471,1.438022471,19.6327410352264,0.33205632759525,38.9334257428575
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,0.157757844,0.005194461,20.19056256,2.019056256,19.8904666074141,0.59125078715569,39.1896824276725
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,0.162441652,0.004380893,35.50400774,3.550400774,20.7903830348887,1.49493495959371,40.0858311101837
"Bird Island","BI10","BI10.5",197,194,195,194.5,0.160814896,0.003733565,15.3832195,1.53832195,20.4778287098837,1.18131196998094,39.7743454497865
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,0.169655698,0.004830661,16.86311015,1.686311015,22.1764429468146,2.88265593208656,41.4702299615426
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,0.161179198,0.004940452,20.94043551,2.094043551,20.5478233284424,1.25156810125081,39.8440785556339
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,0.15488026,0.002108052,15.01857475,1.501857475,19.3375863200415,0.0350062569131744,38.6401663831698
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,0.162813335,0.004598313,18.8198384,1.88198384,20.8617957908157,1.56655604226351,40.157035539368
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,0.151656429,0.003910051,16.82536639,1.682536639,18.7181803844647,-0.589116846299945,38.0254776152294
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,0.149871289,0.003718036,15.55226095,1.555226095,18.3751951870907,-0.935144843859302,37.6855352180407
"Bird Island","BI10","BI10.7",271,265,266,265.5,0.16333933,0.002567568,14.32041997,1.432041997,20.9628570514971,1.66788933452656,40.2578247684677
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,0.155620113,0.004236404,15.13754881,1.513754881,19.4797368669077,0.178098037345361,38.7813756964701
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,0.189814865,0.005451463,18.81474965,1.881474965,26.04969427298,6.7339255735185,45.3654629724415
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,0.171447406,0.004035679,19.36337954,1.936337954,22.5206900770209,3.22653676969075,41.8148433843511
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,0.172016068,0.004841071,20.68841246,2.068841246,22.6299490977751,3.33561474783584,41.9242834477144
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,0.163066212,0.004634782,14.84252301,1.484252301,20.910381934063,1.61527630026809,40.2054875678578
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,0.156833359,0.004609041,17.69781147,1.769781147,19.7128420680534,0.412632476073004,39.0130516600338
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,0.190100896,0.01330137,45.84025227,4.584025227,26.1046504103082,6.78828805055125,45.4210127700652
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,0.16223298,0.002604529,20.07250761,2.007250761,20.7502901530383,1.45471927387803,40.0458610321986
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,0.159601123,0.003367752,24.48454632,2.448454632,20.2446222543832,0.947141798922754,39.5421027098436
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,0.181389686,0.004755556,24.57346976,2.457346976,24.4309351379953,5.12911965737269,43.732750618618
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,0.16678874,0.004356488,22.17332138,2.217332138,21.62560427002,2.3317586781436,40.9194498618964
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,0.169669246,0.004359041,22.99890718,2.299890718,22.1790459714815,2.88525734984261,41.4728345931205
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,0.167034797,0.006357407,27.86780897,2.786780897,21.6728800627927,2.37907062680259,40.9666894987828
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,0.164979079,0.004879674,21.30941668,2.130941668,21.2779077670762,1.98361669767077,40.5721988364816
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,0.167321741,0.004963907,27.91782393,2.791782393,21.728011618007,2.43423696355752,41.0217862724565
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,0.145414416,0.004866682,19.69837052,1.969837052,17.5188805755891,-1.80039530129534,36.8381564524735
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,0.16818623,0.003870452,22.2896321,2.22896321,21.8941089158619,2.60039100194938,41.1878268297744
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,0.170357614,0.005657663,18.54037683,1.854037683,22.3113045250661,3.01741093458591,41.6051981155463
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,0.159016235,0.003346016,28.24074713,2.824074713,20.1322456754472,0.834250076598529,39.430241274296
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,0.165370381,0.003994019,17.98134036,1.798134036,21.3530899901527,2.05892203458185,40.6472579457236
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,0.160143112,0.004170852,22.4464389,2.24464389,20.3487564982742,1.05172393904708,39.6457890575013
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,0.156258753,0.004822459,24.93876512,2.493876512,19.6024410057713,0.301572205499006,38.9033098060436
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,0.158800656,0.003469597,21.28612473,2.128612473,20.0908257275078,0.792631932042617,39.3890195229729
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,0.163200453,0.004106274,19.76825892,1.976825892,20.9361741273255,1.64113718112476,40.2312110735262
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,0.14875529,0.004236841,56.8446065,5.68446065,18.160774392484,-1.15162376401687,37.4731725489848
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,0.226903901,0.019241966,31.84980956,3.184980956,33.175740595886,13.7177036687174,52.6337775230546
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,0.162143465,0.0049731,38.5145956,3.85145956,20.7330913227264,1.43746647576273,40.0287161696901
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,0.162107014,0.004334642,64.63475063,6.463475063,20.7260878644938,1.43044081997493,40.0217349090126
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,0.168467554,0.008841814,29.55260302,2.955260302,21.9481606808025,2.65444567208236,41.2418756895226
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,0.15564358,0.00353544,26.05373802,2.605373802,19.4842456637678,0.182635825145613,38.7858555023899
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,0.16606394,0.004827654,25.38306341,2.538306341,21.4863459087393,2.19235984852759,40.7803319689509
"Bird Island","BI10","BI10.13",519,491,492,491.5,0.165775222,0.003774207,38.12452987,3.812452987,21.4308735086948,2.13681736991445,40.7249296474751
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,0.164327659,0.00605834,23.11355335,2.311355335,21.1527481620741,1.85821935483705,40.4472769693112
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,0.181211009,0.011687875,27.05462698,2.705462698,24.3966053004973,5.09501166665494,43.6981989343397
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,0.167993663,0.007156707,18.2523685,1.82523685,21.8571103440397,2.56338603663118,41.1508346514482
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,0.168708174,0.004419991,20.52199678,2.052199678,21.9943918437321,2.70067325766416,41.2881104298
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,0.180820653,0.005911097,28.41964251,2.841964251,24.3216048357124,5.02048516203362,43.6227245093912
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,0.186126875,0.008447015,70.38997719,7.038997719,25.3411078438689,6.0322883335823,44.6499273541554
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,0.176783745,0.006256354,24.25268384,2.425268384,23.5459795698169,4.24889952165278,42.843059617981
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,0.176709254,0.002680377,28.08949975,2.808949975,23.531667353219,4.23464707349472,42.8286876329432
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,0.183069921,0.006360495,32.86456422,3.286456422,24.7537645704823,5.44971233568557,44.057816805279
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,0.186192238,0.004069548,31.47956371,3.147956371,25.3536662658727,6.04473499247876,44.6625975392667
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,0.207411269,0.007302329,40.47366511,4.047366511,29.4305529725851,10.0636437226281,48.7974622225421
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,0.199898233,0.009032944,36.81900645,3.681900645,27.987047065296,8.64560384898541,47.3284902816065
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,0.180753975,0.009983476,41.3738341,4.13738341,24.3087937581552,5.00775357392673,43.6098339423837
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,0.177930938,0.004515915,26.73751232,2.673751232,23.7663937768433,4.46832565756732,43.0644618961192
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,0.178880947,0.005906962,24.29736534,2.429736534,23.9489223316749,4.64993986849335,43.2479047948564
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,0.183302172,0.007672618,31.01118031,3.101118031,24.7983877681448,5.49400494926915,44.1027705870205
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,0.180336404,0.008272381,19.89352741,1.989352741,24.2285643801497,4.92801224900312,43.5291165112964
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,0.17828778,0.004582705,30.85010838,3.085010838,23.8349550794869,4.5365537242479,43.133356434726
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,0.182009144,0.003582856,27.0545809,2.70545809,24.5499537720492,5.24734533312143,43.852562210977
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,0.21437147,0.009046891,43.90873382,4.390873382,30.7678407560351,11.3725315371762,50.163149974894
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,0.200281993,0.007399419,51.53906898,5.153906898,28.0607802175105,8.71816713177434,47.4033933032467
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,0.178004606,0.004549712,22.75250175,2.275250175,23.7805478675701,4.48241195987113,43.0786837752691
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,0.17067339,0.006509994,29.03795177,2.903795177,22.3719756733716,3.07801862519821,41.6659327215449
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,0.16844744,0.004281336,23.17770367,2.317770367,21.9442961075702,2.65058114474342,41.2380110703969
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,0.195670324,0.021617578,36.17742954,3.617742954,27.1747241086402,7.84523467798692,46.5042135392935
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,0.168132583,0.005472609,23.1665181,2.31665181,21.8838015299518,2.5900821946195,41.1775208652842
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,0.157741404,0.006384214,24.02293655,2.402293655,19.8873079326632,0.588075160217059,39.1865407051093
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,0.163619124,0.005467138,15.44962422,1.544962422,21.0166148521817,1.7217809572904,40.311448747073
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,0.155899836,0.004803623,19.87159939,1.987159939,19.5334810261137,0.232184308250527,38.834777743977
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,0.161160914,0.00389021,15.94569099,1.594569099,20.5443103595162,1.24804231248724,39.8405784065452
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,0.175100004,0.005075289,30.56266025,3.056266025,23.2224765172766,3.92661670165635,42.5183363328968
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,0.173317609,0.005319313,20.28888154,2.028888154,22.8800187263619,3.58515252772303,42.1748849250007
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,0.161139714,0.004651018,14.63439001,1.463439001,20.5402371293022,1.24395417749199,39.8365200811124
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,0.159008354,0.004217192,16.88910103,1.688910103,20.1307314713285,0.832728705891608,39.4287342367654
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,0.163310219,0.003554801,15.18690869,1.518690869,20.9572638531593,1.66228177876541,40.2522459275532
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,0.158259801,0.004344619,15.71765814,1.571765814,19.9869093630065,0.688198588222825,39.2856201377902
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,0.159231477,0.009293497,13.81573274,1.381573274,20.173600874397,0.87579868923148,39.4714030595625
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,0.180552756,0.007225279,29.24416515,2.924416515,24.2701328472852,4.9693299450092,43.5709357495613
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,0.161911888,0.006097002,14.65698229,1.465698229,20.6885976230433,1.39282957221883,39.9843656738679
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,0.161095717,0.003859601,18.91065944,1.891065944,20.5317838316735,1.23546980911613,39.8280978542309
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,0.167499311,0.005339263,14.13675428,1.413675428,21.7621287637198,2.46837165176086,41.0558858756787
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,0.162356609,0.004157268,11.64068541,1.164068541,20.7740434255918,1.47854580968657,40.0695410414971
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,0.16214632,0.0041325,11.56613441,1.156613441,20.7336398638708,1.43801675010053,40.0292629776411
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,0.172582198,0.006051654,26.82647453,2.682647453,22.7387216365056,3.44417604269766,42.0332672303136
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,0.168527858,0.003435355,22.08725825,2.208725825,21.9597470994265,2.66603171902774,41.2534624798253
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,0.169096886,0.009570589,24.52573101,2.452573101,22.0690764410419,2.77534026776495,41.3628126143189
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,0.156662091,0.002574632,13.39469893,1.339469893,19.6799357476618,0.379533001889133,38.9803384934345
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,0.154703404,0.004107349,19.45800873,1.945800873,19.3036063576482,0.000793484829770819,38.6064192304666
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,0.153993743,0.003729405,12.02392678,1.202392678,19.167256705434,-0.13652067457642,38.4710340854444
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,0.162468288,0.003971323,16.01472408,1.601472408,20.7955007028124,1.50006800039866,40.0909334052261
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,0.156552124,0.003610889,19.26502214,1.926502214,19.6588074029944,0.358279146619509,38.9593356593692
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,0.155241804,0.00397384,15.9896661,1.59896661,19.4070510344053,0.104937517421053,38.7091645513895
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,0.173526985,0.005289096,17.20808815,1.720808815,22.9202468701968,3.62527984649684,42.2152138938967
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,0.16699776,0.00360763,22.12531638,2.212531638,21.6657640143286,2.37194950975314,40.9595785189041
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,0.155964321,0.00207217,14.11915932,1.411915932,19.545870754904,0.244651834480198,38.8470896753278
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,0.163302304,0.00359156,17.41073532,1.741073532,20.9557431165016,1.66075712431962,40.2507291086835
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,0.159617884,0.005375665,14.61761184,1.461761184,20.2478426039878,0.950376424406556,39.545308783569
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,0.164518762,0.004727774,19.48993262,1.948993262,21.1894654504514,1.89501063258885,40.483920268314
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,0.171070867,0.003215203,21.20303339,2.120303339,22.4483443208147,3.15429371248086,41.7423949291485
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,0.160153429,0.002961961,15.90856062,1.590856062,20.3507387396005,1.05371443137664,39.6477630478244
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,0.154831656,0.003955208,16.0403886,1.60403886,19.3282478633752,0.0256041193894241,38.6308916073611
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,0.156616088,0.002374548,12.8914014,1.28914014,19.6710970302308,0.370641920917997,38.9715521395436
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,0.157923345,0.004042648,12.83985868,1.283985868,19.9222648939074,0.623218278590507,39.2213115092242
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,0.179362517,0.006276499,27.24284566,2.724284566,24.0414480615893,4.74196885651239,43.3409272666662
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,0.175135429,0.005845185,20.22918999,2.022918999,23.2292828465376,3.93340017531629,42.5251655177589
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,0.194036148,0.006561617,35.44641495,3.544641495,26.8607441530603,7.53541543700543,46.1860728691152
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,0.18138924,0.004900811,35.28699525,3.528699525,24.430849446454,5.12903452342075,43.7326643694873
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,0.161036549,0.002867878,26.51036789,2.651036789,20.5204156767063,1.22405957509672,39.8167717783158
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,0.158320473,0.00539907,38.83837476,3.883837476,19.9985664867588,0.699915110873313,39.2972178626442
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,0.16256244,0.005062272,15.22168904,1.522168904,20.8135904561668,1.51821154447743,40.1089693678562
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,0.177546195,0.007212745,22.64753764,2.264753764,23.6924717573976,4.39474916637631,42.9901943484188
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,0.168199263,0.00880845,18.64517078,1.864517078,21.8966129917761,2.60289538123491,41.1903306023172
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,0.169681713,0.005357364,32.61245875,3.261245875,22.1814412998343,2.88765118384542,41.4752314158232
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,0.153299754,0.002238014,25.94707768,2.594707768,19.0339181694422,-0.270849364666368,38.3386857035507
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,0.203875802,0.012290366,32.36277494,3.236277494,28.7512713213957,9.39701830482199,48.1055243379693
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,0.201586507,0.022091369,58.59664427,5.859664427,28.3114210589947,8.96472575204519,47.6581163659443
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,0.159645525,0.006319067,17.48773645,1.748773645,20.2531533660796,0.955710670013563,39.5505960621457
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,0.185652935,0.020160458,28.19880436,2.819880436,25.2500480925645,5.94202665530014,44.5580695298289
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,0.160042134,0.013361597,19.1429554,1.91429554,20.3293552416442,1.0322413832437,39.6264691000447
"Kerguelen","KER1","CAT1-S1-1A",11,15.1,16.5,15.8,0.157802914,0.004309572,19.77031081,1.977031081,19.899126064289,0.599956584483436,39.1982955440945
"Kerguelen","KER1","CAT1-S1-1A",13,18,19.4,18.7,0.150175611,0.004295984,15.96344101,1.596344101,18.4336656382795,-0.876133970390878,37.74346524695
"Kerguelen","KER1","CAT1-S1-1A",17,24,25.5,24.7,0.160899843,0.00513953,31.65256708,3.165256708,20.4941498743646,1.19769525829843,39.7906044904307
"Kerguelen","KER1","CAT1-S1-1A",20,28.6,30,29.3,0.154267967,0.004276096,18.16693615,1.816693615,19.2199443225199,-0.0834546018306845,38.5233432468704
"Kerguelen","KER1","CAT1-S1-1A",23,33,34.4,33.7,0.204718977,0.022146714,42.20795768,4.220795768,28.9132734858174,9.55611054367516,48.2704364279597
"Kerguelen","KER1","CAT1-S1-1A",25,35.9,37.2,36.6,0.195298392,0.010733828,30.87167578,3.087167578,27.1032635114715,7.77474358458714,46.4317834383559
"Kerguelen","KER1","CAT1-S1-1A",26,37.3,38.7,38,0.190547723,0.014773897,45.92488524,4.592488524,26.1905008460091,6.87319534158246,45.5078063504357
"Kerguelen","KER1","CAT1-S1-1A",27,38.8,40.1,39.4,0.203191631,0.012095968,37.28461474,3.728461474,28.6198191521134,9.26787734715625,47.9717609570705
"Kerguelen","KER1","CAT1-S1-1A",28,40.2,41.6,40.9,0.199006737,0.019218049,54.6526961,5.46526961,27.8157608179887,8.47698079781806,47.1545408381593
"Kerguelen","KER1","CAT1-S1-1B",36,45.1,46.2,45.6,0.218104392,0.009289858,54.98885363,5.498885363,31.485060127598,12.0726213745896,50.8974988806065
"Kerguelen","KER1","CAT1-S1-1B",40,50.7,52.1,51.4,0.194959698,0.011529893,40.20040958,4.020040958,27.0381890475979,7.71054042893017,46.3658376662656
"Kerguelen","KER1","CAT1-S1-1B",41,52.3,53.6,53,0.231535365,0.019715073,52.07309242,5.207309242,34.0655999874019,14.5806327729889,53.5505672018149
"Kerguelen","KER1","CAT1-S1-1B",46,59.9,61.2,60.5,0.163122271,0.003918103,21.37694093,2.137694093,20.9211527459766,1.62607600761169,40.2162294843416
"Kerguelen","KER1","CAT1-S1-1B",49,64.4,65.8,65.1,0.176164448,0.014053807,27.74511597,2.774511597,23.4269918692566,4.13039244093817,42.723591297575
"Kerguelen","KER1","CAT1-S1-1B",51,67.6,68.9,68.3,0.150520749,0.002587245,17.98223463,1.798223463,18.4999782104315,-0.809219286762517,37.8091757076254
"Kerguelen","KER1","CAT1-S1-1B",57,76.5,77.9,77.2,0.148592771,0.003488414,13.12565828,1.312565828,18.1295490480897,-1.18315882746275,37.4422569236421
"Kerguelen","KER1","CAT1-S1-1C",69,86.1,87.5,86.8,0.145892131,0.00256107,12.56793451,1.256793451,17.6106656308584,-1.7075610056442,36.9288922673611
"Kerguelen","KER1","CAT1-S1-1C",73,92.4,93.7,93.1,0.149229965,0.003312639,13.46785804,1.346785804,18.2519753619113,-1.05953274494589,37.5634834687685
"Kerguelen","KER1","CAT1-S1-1C",80,103.1,104.5,103.8,0.149304916,0.002732735,12.25687847,1.225687847,18.2663759599195,-1.04499359134343,37.5777455111825
"Kerguelen","KER1","CAT1-S1-1C",86,112.2,113.6,112.9,0.146391761,0.002854314,13.92959389,1.392959389,17.7066612917948,-1.61049145185947,37.0238140354491
"Kerguelen","KER1","CAT1-S1-1C",93,122.9,124.1,123.5,0.14429771,0.002510634,12.11978687,1.211978687,17.3043239425974,-2.01749023438715,36.626138119582
"Kerguelen","KER1","CAT1-S1-1D",105,130.3,131.4,130.8,0.144591799,0.00390588,13.01429456,1.301429456,17.360828291674,-1.96030578520353,36.6819623685515
