"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"KER1","Ca","Bayes",0.800135374398438,0.830728129773566,0.754246241335744,2293,0.636884102731344,0.428801053115093,0.437812064252784,5676.8614276907,5957.29135111303,820.730553649254,1,0.645160852645594,"Preferred 1","Moderate confidence",FALSE,3
"KER1","Ca","RF",0.637231482254589,1,0.0930787056364717,2293,0.677807498034738,0.403915878804705,0.405320083182145,5049.08307476495,5228.16746390404,454.783231485676,2,0.639795283883923,"Acceptable 2","Moderate confidence",FALSE,4
"KER1","Ca","PLS_LOO",0.824363773950161,0.707272956583602,1,2293,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,3,0.63946006916667,"Acceptable 3","Moderate confidence",FALSE,1
"KER1","Ca","PLS_kfold",0.824363773950161,0.707272956583602,1,2293,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,4,0.63946006916667,"Acceptable 4","Moderate confidence",FALSE,2
"KER1","Ca","OLS_weighted",0.521866750235289,0.869777917058815,0,2523,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.592008158026469,"Unstable","Low confidence",FALSE,5
"KER1","Ca","OLS",0.419418191052806,0.688304263068333,0.0160890830295161,2523,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.525059739077389,"Unstable","Low confidence",FALSE,6
"KER1","Ca","WLS_weighted",0.0171775151275782,0.00494965179807029,0.0355193101218401,2523,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.210335333978802,"Unstable","Low confidence",FALSE,7
"KER1","Ca","WLS",0.0144905485312471,0,0.0362263713281177,2523,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.207889907207177,"Unstable","Low confidence",FALSE,8
"KER1","Sr","Bayes",0.955694268902177,0.990535307699494,0.9034327107062,2293,0.635271572146413,0.373704733132646,0.385058169520708,59.0390794365842,59.3962906925544,6.53605371859473,1,0.708700963002241,"Preferred 1","Moderate confidence",FALSE,3
"KER1","Sr","RF",0.6,1,0,2293,0.688361791876862,0.345437228325002,0.346757684558846,45.0004058967542,47.7285203815051,4.23336051005225,2,0.7,"Acceptable 2","Moderate confidence",FALSE,5
"KER1","Sr","PLS_LOO",0.978832009277878,0.96472001546313,1,2293,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,3,0.693204144674551,"Acceptable 3","Moderate confidence",FALSE,1
"KER1","Sr","PLS_kfold",0.978832009277878,0.96472001546313,1,2293,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,4,0.693204144674551,"Acceptable 4","Moderate confidence",FALSE,2
"KER1","Sr","OLS",0.890393094432249,0.964779327109478,0.778813745416407,2310,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.473110961271227,"Unstable","Low confidence",FALSE,4
"KER1","Sr","WLS",0.38391538306663,0.11529449531618,0.786846714692305,2310,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.238830842514552,"Unstable","Low confidence",FALSE,6
"KER1","Sr","WLS_weighted",0.375945694389657,0.130282437619834,0.744440579544391,2310,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.217996130924415,"Unstable","Low confidence",FALSE,7
"KER1","Sr","OLS_weighted",0.288106014598589,0,0.720265036496472,2310,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.118101809465061,"Unstable","Low confidence",FALSE,8
"KER1","Ti","PLS_LOO",0.867322089091534,0.77887014848589,1,2293,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,1,0.840505406106005,"Preferred 1","High confidence",FALSE,1
"KER1","Ti","PLS_kfold",0.867322089091534,0.77887014848589,1,2293,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,2,0.840505406106005,"Acceptable 2","High confidence",FALSE,2
"KER1","Ti","OLS",0.666419376684096,0.686230909578793,0.636702077342051,2505,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,3,0.743615106307832,"Acceptable 3","Moderate confidence",FALSE,3
"KER1","Ti","Bayes",0.613038606002975,0.810476034158002,0.316882463770434,2293,0.757847910218222,0.605643649083077,0.617880211717454,2262.20178182331,2412.22127315577,784.252798937385,4,0.707900501056489,"Acceptable 4","Moderate confidence",FALSE,4
"KER1","Ti","OLS_weighted",0.596888200870788,0.660837635931208,0.500964048280159,2505,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,6
"KER1","Ti","RF",0.6,1,0,2293,0.737894395399044,0.630102511365047,0.624680929647959,1644.28446880636,1724.6808687449,214.240203644258,6,0.46925052682932,"Unstable","Low confidence",FALSE,5
"KER1","Ti","WLS_weighted",0.295252219451506,0.0136853331441111,0.717602548912599,2505,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.368115892371195,"Unstable","Low confidence",FALSE,7
"KER1","Ti","WLS",0.292054353642819,0,0.730135884107048,2505,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.356849184064274,"Unstable","Low confidence",FALSE,8
"KER1","Zr","OLS",1,1,1,2523,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.881763066311927,"Preferred 1","High confidence",FALSE,1
"KER1","Zr","WLS_weighted",0.840864619809175,0.744347239377013,0.985640690457417,2523,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.770728996347623,"Acceptable 2","High confidence",FALSE,2
"KER1","Zr","PLS_LOO",0.758576218227437,0.739839552870067,0.786681216263492,2293,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,3,0.707580950331449,"Acceptable 3","Moderate confidence",FALSE,3
"KER1","Zr","PLS_kfold",0.758576218227437,0.739839552870067,0.786681216263492,2293,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,4,0.707580950331449,"Acceptable 4","Moderate confidence",FALSE,4
"KER1","Zr","RF",0.269885538518939,0.449809230864899,0,2293,0.743282442571523,0.665859489258049,0.675449546082181,47.6388182667659,50.1368341822247,10.9507705044429,5,0.673071184668673,"Unstable","Moderate confidence",FALSE,8
"KER1","Zr","WLS",0.686255165185698,0.484362772813466,0.989093753744045,2523,0.608323185716187,0.822467487738816,NA,NA,171.307378492073,93.6991109242749,6,0.66967817197047,"Unstable","Moderate confidence",FALSE,6
"KER1","Zr","Bayes",0.731276157171953,0.820998990775221,0.596691906767051,2293,0.7219222288162,0.693007515213175,0.70718613446717,90.4654001007253,94.2746470081931,37.7204097634764,7,0.65530289914129,"Unstable","Moderate confidence",FALSE,5
"KER1","Zr","OLS_weighted",0.346442955767275,0,0.866107389418187,2523,0.401191970178938,1.01694769214115,NA,NA,171.307378492073,93.6991109242749,8,0.243417629025981,"Unstable","Low confidence",FALSE,7
