"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"KER3","Ca","Bayes",0.665516253138668,0.840710085229549,0.402725505002346,1837,0.636884102731344,0.428801053115093,0.437812064252784,5676.8614276907,5957.29135111303,820.730553649254,1,0.645160852645594,"Preferred 1","Moderate confidence",FALSE,5
"KER3","Ca","RF",0.424925264105811,0.708208773509685,0,1837,0.677807498034738,0.403915878804705,0.405320083182145,5049.08307476495,5228.16746390404,454.783231485676,2,0.639795283883923,"Acceptable 2","Moderate confidence",FALSE,6
"KER3","Ca","PLS_LOO",0.902257314585141,0.837095524308569,1,1837,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,3,0.63946006916667,"Acceptable 3","Moderate confidence",FALSE,2
"KER3","Ca","PLS_kfold",0.902257314585141,0.837095524308569,1,1837,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,4,0.63946006916667,"Acceptable 4","Moderate confidence",FALSE,3
"KER3","Ca","OLS_weighted",0.969485407455166,1,0.923713518637916,2000,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.592008158026469,"Unstable","Low confidence",FALSE,1
"KER3","Ca","OLS",0.845164458488581,0.792291507834117,0.924473884470276,2000,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.525059739077389,"Unstable","Low confidence",FALSE,4
"KER3","Ca","WLS_weighted",0.373392200303963,0.00569391551058415,0.924939627494031,2000,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.210335333978802,"Unstable","Low confidence",FALSE,7
"KER3","Ca","WLS",0.369978700319454,0,0.924946750798635,2000,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.207889907207177,"Unstable","Low confidence",FALSE,8
"KER3","Sr","Bayes",1,1,1,1837,0.635271572146413,0.373704733132646,0.385058169520708,59.0390794365842,59.3962906925544,6.53605371859473,1,0.708700963002241,"Preferred 1","Moderate confidence",FALSE,1
"KER3","Sr","RF",0.551046905956679,0.918411509927798,0,1837,0.688361791876862,0.345437228325002,0.346757684558846,45.0004058967542,47.7285203815051,4.23336051005225,2,0.7,"Acceptable 2","Moderate confidence",FALSE,5
"KER3","Sr","PLS_LOO",0.937415950692764,0.910309783489366,0.978075201497862,1837,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,3,0.693204144674551,"Acceptable 3","Moderate confidence",FALSE,2
"KER3","Sr","PLS_kfold",0.937415950692764,0.910309783489366,0.978075201497862,1837,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,4,0.693204144674551,"Acceptable 4","Moderate confidence",FALSE,3
"KER3","Sr","OLS",0.680111040869695,0.968146741230707,0.248057490328178,1846,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.473110961271227,"Unstable","Low confidence",FALSE,4
"KER3","Sr","WLS",0.170455117344461,0.115505223118746,0.252879958683033,1846,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.238830842514552,"Unstable","Low confidence",FALSE,6
"KER3","Sr","WLS_weighted",0.169741369493952,0.131143991367748,0.227637436683258,1846,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.217996130924415,"Unstable","Low confidence",FALSE,7
"KER3","Sr","OLS_weighted",0.0853872575859599,0,0.2134681439649,1846,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.118101809465061,"Unstable","Low confidence",FALSE,8
"KER3","Ti","PLS_LOO",0.65810725821938,0.912323476898689,0.276782930200415,1837,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,1,0.840505406106005,"Preferred 1","High confidence",FALSE,4
"KER3","Ti","PLS_kfold",0.65810725821938,0.912323476898689,0.276782930200415,1837,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,2,0.840505406106005,"Acceptable 2","High confidence",FALSE,5
"KER3","Ti","OLS",0.835721230664945,0.743170069032022,0.97454797311433,1984,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,3,0.743615106307832,"Acceptable 3","Moderate confidence",FALSE,1
"KER3","Ti","Bayes",0.6,1,0,1837,0.757847910218222,0.605643649083077,0.617880211717454,2262.20178182331,2412.22127315577,784.252798937385,4,0.707900501056489,"Acceptable 4","Moderate confidence",FALSE,6
"KER3","Ti","OLS_weighted",0.809171276113155,0.727076971695812,0.932312732739171,1984,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,2
"KER3","Ti","RF",0.77737154469832,0.772063848946604,0.785333088325895,1837,0.737894395399044,0.630102511365047,0.624680929647959,1644.28446880636,1724.6808687449,214.240203644258,6,0.46925052682932,"Unstable","Low confidence",FALSE,3
"KER3","Ti","WLS_weighted",0.407648131702206,0.0148935923293629,0.996779940761472,1984,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.368115892371195,"Unstable","Low confidence",FALSE,7
"KER3","Ti","WLS",0.4,0,1,1984,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.356849184064274,"Unstable","Low confidence",FALSE,8
"KER3","Zr","OLS",1,1,1,2000,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.881763066311927,"Preferred 1","High confidence",FALSE,1
"KER3","Zr","WLS_weighted",0.833922406242827,0.73443960365491,0.983146610124702,2000,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.770728996347623,"Acceptable 2","High confidence",FALSE,2
"KER3","Zr","PLS_LOO",0.526361923693274,0.753267451410815,0.186003632116964,1837,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,3,0.707580950331449,"Acceptable 3","Moderate confidence",FALSE,5
"KER3","Zr","PLS_kfold",0.526361923693274,0.753267451410815,0.186003632116964,1837,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,4,0.707580950331449,"Acceptable 4","Moderate confidence",FALSE,6
"KER3","Zr","RF",0.168656332391833,0.281093887319721,0,1837,0.743282442571523,0.665859489258049,0.675449546082181,47.6388182667659,50.1368341822247,10.9507705044429,5,0.673071184668673,"Unstable","Moderate confidence",FALSE,8
