"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"PB1","Ca","Bayes",0.827178420780076,0.747159350996595,0.947207025455298,947,0.636884102731344,0.428801053115093,0.437812064252784,5676.8614276907,5957.29135111303,820.730553649254,1,0.645160852645594,"Preferred 1","Moderate confidence",FALSE,1
"PB1","Ca","RF",0.593124145699742,0.707259080496993,0.421921743503865,947,0.677807498034738,0.403915878804705,0.405320083182145,5049.08307476495,5228.16746390404,454.783231485676,2,0.639795283883923,"Acceptable 2","Moderate confidence",FALSE,5
"PB1","Ca","PLS_LOO",0.81212129545583,0.686868825759716,1,947,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,3,0.63946006916667,"Acceptable 3","Moderate confidence",FALSE,2
"PB1","Ca","PLS_kfold",0.81212129545583,0.686868825759716,1,947,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,4,0.63946006916667,"Acceptable 4","Moderate confidence",FALSE,3
"PB1","Ca","OLS_weighted",0.6,1,0,970,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.592008158026469,"Unstable","Low confidence",FALSE,4
"PB1","Ca","OLS",0.499733888039337,0.812491924675323,0.0305968330853576,970,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.525059739077389,"Unstable","Low confidence",FALSE,6
"PB1","Ca","WLS_weighted",0.0313911525608907,0.00593467690114087,0.0695758660505154,970,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.210335333978802,"Unstable","Low confidence",FALSE,7
"PB1","Ca","WLS",0.0284161378802313,0,0.0710403447005782,970,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.207889907207177,"Unstable","Low confidence",FALSE,8
"PB1","Sr","Bayes",0.704482437842616,0.956776819235801,0.326040865752837,947,0.635271572146413,0.373704733132646,0.385058169520708,59.0390794365842,59.3962906925544,6.53605371859473,1,0.708700963002241,"Preferred 1","Moderate confidence",FALSE,3
"PB1","Sr","RF",0.865826756257487,1,0.664566890643718,947,0.688361791876862,0.345437228325002,0.346757684558846,45.0004058967542,47.7285203815051,4.23336051005225,2,0.7,"Acceptable 2","Moderate confidence",FALSE,1
"PB1","Sr","PLS_LOO",0.491746134612217,0.819576891020361,0,947,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,3,0.693204144674551,"Acceptable 3","Moderate confidence",FALSE,4
"PB1","Sr","PLS_kfold",0.491746134612217,0.819576891020361,0,947,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,4,0.693204144674551,"Acceptable 4","Moderate confidence",FALSE,5
"PB1","Sr","OLS",0.828966077256816,0.725625051365705,0.983977616093483,948,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.473110961271227,"Unstable","Low confidence",FALSE,2
"PB1","Sr","WLS",0.452046056856616,0.0867434280943595,1,948,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.238830842514552,"Unstable","Low confidence",FALSE,6
"PB1","Sr","WLS_weighted",0.424691665902533,0.0997908901478116,0.912042829534615,948,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.217996130924415,"Unstable","Low confidence",FALSE,7
"PB1","Sr","OLS_weighted",0.343298434456833,0,0.858246086142082,948,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.118101809465061,"Unstable","Low confidence",FALSE,8
"PB1","Ti","PLS_LOO",0.72627539222458,0.940538873364696,0.404880170514406,947,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,1,0.840505406106005,"Preferred 1","High confidence",FALSE,3
"PB1","Ti","PLS_kfold",0.72627539222458,0.940538873364696,0.404880170514406,947,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,2,0.840505406106005,"Acceptable 2","High confidence",FALSE,4
"PB1","Ti","OLS",0.792732304414144,0.846928105405201,0.711438602927558,969,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,3,0.743615106307832,"Acceptable 3","Moderate confidence",FALSE,2
"PB1","Ti","Bayes",0.6,1,0,947,0.757847910218222,0.605643649083077,0.617880211717454,2262.20178182331,2412.22127315577,784.252798937385,4,0.707900501056489,"Acceptable 4","Moderate confidence",FALSE,6
"PB1","Ti","OLS_weighted",0.714317730762658,0.763737109527156,0.640188662615911,969,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,5
"PB1","Ti","RF",0.861967517471952,0.769945862453253,1,947,0.737894395399044,0.630102511365047,0.624680929647959,1644.28446880636,1724.6808687449,214.240203644258,6,0.46925052682932,"Unstable","Low confidence",FALSE,1
"PB1","Ti","WLS_weighted",0.31285950958974,0.016513639633561,0.757378314524008,969,0.72919658362992,0.640471967780676,NA,NA,2183.23509730289,418.899208076447,7,0.368115892371195,"Unstable","Low confidence",FALSE,7
"PB1","Ti","WLS",0.305909470817905,0,0.764773677044763,969,0.728935134347202,0.640781067535794,NA,NA,2183.23509730289,418.899208076447,8,0.356849184064274,"Unstable","Low confidence",FALSE,8
"PB1","Zr","OLS",0.579258218575104,0.930484835694725,0.0524182928956732,970,0.608456680906178,0.822327315016661,0.829368800202076,170.770192118497,171.307378492073,93.6991109242749,1,0.881763066311927,"Preferred 1","High confidence",FALSE,5
"PB1","Zr","WLS_weighted",0.420704860757693,0.671008210837613,0.0452498356378122,970,0.608229412035276,0.822565937768544,NA,NA,171.307378492073,93.6991109242749,2,0.770728996347623,"Acceptable 2","High confidence",FALSE,6
"PB1","Zr","PLS_LOO",0.618884685152284,0.928107471460997,0.155050505689216,947,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,3,0.707580950331449,"Acceptable 3","Moderate confidence",FALSE,3
"PB1","Zr","PLS_kfold",0.618884685152284,0.928107471460997,0.155050505689216,947,0.72037835645274,0.69492862207945,0.711474071275561,83.4172964678884,88.5046640572072,34.869427206997,4,0.707580950331449,"Acceptable 4","Moderate confidence",FALSE,4
"PB1","Zr","RF",0.784267010571732,0.640445017619554,1,947,0.743282442571523,0.665859489258049,0.675449546082181,47.6388182667659,50.1368341822247,10.9507705044429,5,0.673071184668673,"Unstable","Moderate confidence",FALSE,1
