"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"BI10","Ca","Bayes",0.730039389475099,0.729896052867787,0.730254394386067,4709,0.636884102731344,0.428801053115093,0.437812064252784,5676.8614276907,5957.29135111303,820.730553649254,1,0.645160852645594,"Preferred 1","Moderate confidence",FALSE,3
"BI10","Ca","RF",0.6,1,0,4709,0.677807498034738,0.403915878804705,0.405320083182145,5049.08307476495,5228.16746390404,454.783231485676,2,0.639795283883923,"Acceptable 2","Moderate confidence",FALSE,6
"BI10","Ca","PLS_LOO",0.69281359448662,0.67227609177607,0.723619848552445,4709,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,3,0.63946006916667,"Acceptable 3","Moderate confidence",FALSE,4
"BI10","Ca","PLS_kfold",0.69281359448662,0.67227609177607,0.723619848552445,4709,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,4,0.63946006916667,"Acceptable 4","Moderate confidence",FALSE,5
"BI10","Ca","OLS_weighted",0.910201184814446,0.852454893743408,0.996820621421003,5017,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.592008158026469,"Unstable","Low confidence",FALSE,1
"BI10","Ca","OLS",0.808010332842561,0.681204851556975,0.998218554770939,5017,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.525059739077389,"Unstable","Low confidence",FALSE,2
"BI10","Ca","WLS_weighted",0.402912804382242,0.0048968235879283,0.999936775573714,5017,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.210335333978802,"Unstable","Low confidence",FALSE,7
"BI10","Ca","WLS",0.4,0,1,5017,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.207889907207177,"Unstable","Low confidence",FALSE,8
"BI10","Sr","Bayes",0.705294406810729,0.785832442510685,0.584487353260796,4709,0.635271572146413,0.373704733132646,0.385058169520708,59.0390794365842,59.3962906925544,6.53605371859473,1,0.708700963002241,"Preferred 1","Moderate confidence",FALSE,4
"BI10","Sr","RF",0.6,1,0,4709,0.688361791876862,0.345437228325002,0.346757684558846,45.0004058967542,47.7285203815051,4.23336051005225,2,0.7,"Acceptable 2","Moderate confidence",FALSE,5
"BI10","Sr","PLS_LOO",0.912059143722248,0.853431906203746,1,4709,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,3,0.693204144674551,"Acceptable 3","Moderate confidence",FALSE,1
"BI10","Sr","PLS_kfold",0.912059143722248,0.853431906203746,1,4709,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,4,0.693204144674551,"Acceptable 4","Moderate confidence",FALSE,2
"BI10","Sr","OLS",0.859826014561622,0.867247239568691,0.848694177051018,4892,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.473110961271227,"Unstable","Low confidence",FALSE,3
"BI10","Sr","WLS",0.402979032856915,0.103413350636935,0.852327556186886,4892,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.238830842514552,"Unstable","Low confidence",FALSE,7
"BI10","Sr","WLS_weighted",0.403652598398298,0.117263671161477,0.833235989253528,4892,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.217996130924415,"Unstable","Low confidence",FALSE,6
"BI10","Sr","OLS_weighted",0.328975635015139,0,0.822439087537848,4892,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.118101809465061,"Unstable","Low confidence",FALSE,8
"BI10","Ti","PLS_LOO",0.977562048571156,0.962603414285261,1,4709,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,1,0.840505406106005,"Preferred 1","High confidence",FALSE,1
"BI10","Ti","PLS_kfold",0.977562048571156,0.962603414285261,1,4709,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,2,0.840505406106005,"Acceptable 2","High confidence",FALSE,2
"BI10","Ti","OLS",0.651725320626985,0.725643791018089,0.540847615040329,4790,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,3,0.743615106307832,"Acceptable 3","Moderate confidence",FALSE,5
"BI10","Ti","Bayes",0.926918710954035,1,0.817296777385087,4709,0.757847910218222,0.605643649083077,0.617880211717454,2262.20178182331,2412.22127315577,784.252798937385,4,0.707900501056489,"Acceptable 4","Moderate confidence",FALSE,3
"BI10","Ti","OLS_weighted",0.71517404570316,0.711685799917582,0.720406414381527,4790,0.718555763474536,0.652933928562262,NA,NA,2183.23509730289,418.899208076447,5,0.661337636082951,"Unstable","Moderate confidence",FALSE,4
"BI10","Ti","RF",0.552401572899973,0.920669288166622,0,4709,0.737894395399044,0.630102511365047,0.624680929647959,1644.28446880636,1724.6808687449,214.240203644258,6,0.46925052682932,"Unstable","Low confidence",FALSE,6
