"Site","Element","Model","Robustness_score_site","SNR_CI_s","SNR_smooth_s","n_mean","R2_overall","RMSE_overall","RMSEP","RMSEP_ppm_cv","RMSEP_overall_boot","RMSEP_ppm_boot_sd","Global_Rank","Robustness_score","Robustness_Class","Confidence_Flag","Bootstrap_Unstable","Rank_site"
"ALL","Ca","Bayes",0.765197256989384,0.740687069612545,0.801962538054644,13757,0.636884102731344,0.428801053115093,0.437812064252784,5676.8614276907,5957.29135111303,820.730553649254,1,0.645160852645594,"Preferred 1","Moderate confidence",FALSE,4
"ALL","Ca","RF",0.816342386911922,0.849488209709809,0.766623652715092,13757,0.677807498034738,0.403915878804705,0.405320083182145,5049.08307476495,5228.16746390404,454.783231485676,2,0.639795283883923,"Acceptable 2","Moderate confidence",FALSE,3
"ALL","Ca","PLS_LOO",0.883549419080681,0.805915698467802,1,13757,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,3,0.63946006916667,"Acceptable 3","Moderate confidence",FALSE,1
"ALL","Ca","PLS_kfold",0.883549419080681,0.805915698467802,1,13757,0.605172814508826,0.447133012734933,0.450351241681476,6053.6242581495,6205.7328409192,773.225243213102,4,0.63946006916667,"Acceptable 4","Moderate confidence",FALSE,2
"ALL","Ca","OLS_weighted",0.641264193283833,1,0.103160483209584,14519,0.60078407376705,0.449611220751241,NA,NA,5697.48877526591,562.540331846359,5,0.592008158026469,"Unstable","Low confidence",FALSE,5
"ALL","Ca","OLS",0.495086425795022,0.787121534135248,0.0570337632846845,14519,0.605349695781694,0.447032844459699,0.450923989941031,5658.0460435519,5697.48877526591,562.540331846359,6,0.525059739077389,"Unstable","Low confidence",FALSE,6
"ALL","Ca","WLS_weighted",0.00419304873874422,0.00566308940610476,0.00198798773770341,14519,0.604732452698864,0.447382293228408,NA,NA,5697.48877526591,562.540331846359,7,0.210335333978802,"Unstable","Low confidence",FALSE,7
"ALL","Ca","WLS",0,0,0,14519,0.604685117514639,0.447409080513934,NA,NA,5697.48877526591,562.540331846359,8,0.207889907207177,"Unstable","Low confidence",FALSE,8
"ALL","Sr","Bayes",0.800781711275843,0.776875040417313,0.83664171756364,13757,0.635271572146413,0.373704733132646,0.385058169520708,59.0390794365842,59.3962906925544,6.53605371859473,1,0.708700963002241,"Preferred 1","Moderate confidence",FALSE,1
"ALL","Sr","RF",0.6,1,0,13757,0.688361791876862,0.345437228325002,0.346757684558846,45.0004058967542,47.7285203815051,4.23336051005225,2,0.7,"Acceptable 2","Moderate confidence",FALSE,5
"ALL","Sr","PLS_LOO",0.742275250231913,0.749432159483211,0.731539886354967,13757,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,3,0.693204144674551,"Acceptable 3","Moderate confidence",FALSE,3
"ALL","Sr","PLS_kfold",0.742275250231913,0.749432159483211,0.731539886354967,13757,0.619560933054721,0.381668523678026,0.387403145926133,60.2288395492903,60.951161313048,7.32540295673246,4,0.693204144674551,"Acceptable 4","Moderate confidence",FALSE,4
"ALL","Sr","OLS",0.798010229008152,0.67717711699491,0.979259897028014,14005,0.605940022011523,0.388440903375382,0.391554198151312,60.3001473210945,60.5787104774056,5.28700680476254,5,0.473110961271227,"Unstable","Low confidence",FALSE,2
"ALL","Sr","WLS",0.439164212541117,0.0808728821344636,0.976601208151096,14005,0.605899324973479,0.388460961218056,NA,NA,60.5787104774056,5.28700680476254,6,0.238830842514552,"Unstable","Low confidence",FALSE,7
"ALL","Sr","WLS_weighted",0.45132776837813,0.0914515071054811,0.991142160287103,14005,0.605197017350042,0.38880693583257,NA,NA,60.5787104774056,5.28700680476254,7,0.217996130924415,"Unstable","Low confidence",FALSE,6
"ALL","Sr","OLS_weighted",0.4,0,1,14005,0.588442221601662,0.396971381054182,NA,NA,60.5787104774056,5.28700680476254,8,0.118101809465061,"Unstable","Low confidence",FALSE,8
"ALL","Ti","PLS_LOO",0.916958947003524,0.985781032588366,0.813725818626261,13757,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,1,0.840505406106005,"Preferred 1","High confidence",FALSE,2
"ALL","Ti","PLS_kfold",0.916958947003524,0.985781032588366,0.813725818626261,13757,0.756227776634957,0.607666319730726,0.620336808479536,2043.38471456324,2203.41115300355,705.256127489748,2,0.840505406106005,"Acceptable 2","High confidence",FALSE,3
"ALL","Ti","OLS",0.567332217688323,0.919262770647259,0.0394363882499204,14219,0.729930592021033,0.639603384224678,0.644447515724916,2123.67445314434,2183.23509730289,418.899208076447,3,0.743615106307832,"Acceptable 3","Moderate confidence",FALSE,6
"ALL","Ti","Bayes",1,1,1,13757,0.757847910218222,0.605643649083077,0.617880211717454,2262.20178182331,2412.22127315577,784.252798937385,4,0.707900501056489,"Acceptable 4","Moderate confidence",FALSE,1
