"Location","Site","Section","sample","min_depth","max_depth","midpoint","Rb","Rb_sd","Rb_ICP","Rb_ICP_sd","Rb_fit_OLS","Rb_lwr_OLS","Rb_upr_OLS","Rb_fit_WLS","Rb_lwr_WLS","Rb_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-0.839723577711161,-0.0419861788855581,-2.77198839105349,-0.138599419552675,-2.93277817978399,-4.37164805765222,-1.49390830191576,-2.93066328193958,-4.35755981362632,-1.50376675025284
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-0.435822186039367,-0.0217911093019683,-2.37826768433896,-0.118913384216948,-2.70962763507479,-4.15028704831954,-1.26896822183003,-2.70358850431435,-4.11305607741858,-1.29412093121012
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-0.370384560593939,-0.0185192280296969,-1.85048611823537,-0.0925243059117683,-2.67347415290385,-4.11458214408161,-1.23236616172608,-2.66679924200247,-4.07361814391176,-1.25998034009319
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-1.29078024510822,-0.064539012255411,-1.76646475756258,-0.088323237878129,-3.1819814335974,-4.62084926232246,-1.74311360487233,-3.18424892080461,-4.6327455564448,-1.73575228516443
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-2.95175148915629,-0.147587574457815,-2.28394595510923,-0.114197297755461,-4.09964759048164,-5.55656682958811,-2.64272835137517,-4.11805277407434,-5.66389930618057,-2.5722062419681
"Bird Island","BI10","BI10.2",45,44,45,44.5,-1.28783272785235,-0.0643916363926175,-0.8774587514868,-0.04387293757434,-3.18035296661325,-4.61921396667216,-1.74149196655434,-3.18259181627558,-4.63094018615095,-1.7342434464002
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-0.909532992853513,-0.0454766496426756,-3.19879095169139,-0.159939547584569,-2.97134702192234,-4.41007870734513,-1.53261533649954,-2.96991037973735,-4.40000472329904,-1.53981603617566
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-0.903410489278668,-0.0451705244639334,-1.31385196862518,-0.0656925984312589,-2.96796441409805,-4.40670619990907,-1.52922262828702,-2.96646828677497,-4.39628001777993,-1.53665655577002
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-0.373035286857576,-0.0186517643428788,-2.9686961989637,-0.148434809948185,-2.67493864651987,-4.11602760874658,-1.23384968429316,-2.66828948959575,-4.07521472126259,-1.26136425792892
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-1.20419256755336,-0.0602096283776682,-1.82641050004624,-0.0913205250023122,-3.13414280810642,-4.57284754188957,-1.69543807432326,-3.13556902508929,-4.57974867003552,-1.69138938014307
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-1.16733665744633,-0.0583668328723167,-2.57554472711918,-0.128777236355959,-3.11378037166594,-4.55243925026125,-1.67512149307063,-3.11484850328795,-4.55721493678229,-1.6724820697936
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-0.879365445856536,-0.0439682722928268,-1.38478940475059,-0.0692394702375293,-2.95467982373059,-4.39346503415809,-1.51589461330309,-2.95295007911179,-4.38165590248174,-1.52424425574183
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-0.651304420037677,-0.0325652210018838,-2.08879233356822,-0.104439616678411,-2.82867891561841,-4.26817367106639,-1.38918416017043,-2.82473337129494,-4.24326984785389,-1.40619689473599
"Bird Island","BI10","BI10.3",95,93,94,93.5,-0.234739598956851,-0.0117369799478426,-2.47601023557822,-0.123800511778911,-2.59853198211536,-4.04071035783643,-1.15635360639428,-2.59053916928464,-3.99202590958401,-1.18905242898528
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,0.127892344258752,0.00639461721293759,-2.33622473123766,-0.116811236561883,-2.39818229943024,-3.84415005589433,-0.952214542966153,-2.38666622018522,-3.77496265629051,-0.998369784079925
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-0.793320352446538,-0.0396660176223269,-2.44978119481115,-0.122489059740557,-2.90714096929753,-4.34613063093561,-1.46815130765945,-2.90457522610386,-4.32937603221881,-1.47977441998892
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-1.0775893211792,-0.0538794660589601,-2.63776827740641,-0.131888413870321,-3.06419607364875,-4.50280215555136,-1.62558999174615,-3.06439223637348,-4.50240449495881,-1.62637997778815
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-0.667015641740448,-0.0333507820870224,-3.18034618618153,-0.159017309309077,-2.8373591721199,-4.27678778223286,-1.39793056200694,-2.83356627518668,-4.25278462138076,-1.4143479289926
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-2.19486920826397,-0.109743460413198,-2.56346956839811,-0.128173478419905,-3.68147945156344,-5.12667587707639,-2.23628302605048,-3.69253090372197,-5.19071691482633,-2.19434489261762
"Bird Island","BI10","BI10.4",145,141,142,141.5,-1.68201744144488,-0.0841008720722439,-2.51902115262141,-0.125951057631071,-3.39813516634801,-4.83870727017772,-1.95756306251831,-3.40420384343845,-4.87318740898773,-1.93522027788916
