Location,Site,Section,sample,top,bottom,mp,water_content_pc,water_content_err,dry_mass_pc,dry_mass_err,density_gcm3,density_gcm3_err,P_ICP,P_ICP_sd,K_ICP,K_ICP_sd,Ca_ICP,Ca_ICP_sd,Ti_ICP,Ti_ICP_sd,Mn_ICP,Mn_ICP_sd,Fe_ICP,Fe_ICP_sd,Co_ICP,Co_ICP_sd,Ni_ICP,Ni_ICP_sd,Cu_ICP,Cu_ICP_sd,Zn_ICP,Zn_ICP_sd,As_ICP,As_ICP_sd,Rb_ICP,Rb_ICP_sd,Sr_ICP,Sr_ICP_sd,Zr_ICP,Zr_ICP_sd,Pb_ICP,Pb_ICP_sd,Th_ICP,Th_ICP_sd
Kerguelen,KER3,CAT2-S3-1A,1,0,1.2,0.6,89.72751335,4.486375667,10.27248665,1.027248665,0.092906936,0.009290694,3456.464452,29.11819695,1924.093209,346.3367776,7838.38566,1018.990136,724.185303,101.3859424,61.5653552,7.387842624,3144.856254,566.0741257,1.8435276,0.129046932,6.76763215,3.654521361,9.46870311,1.325618435,44.9493781,4.045444029,1.511907558,0.008014967,3.666494941,0.586639191,79.78360975,1.595672195,66.04629804,3.302314902,1.053165696,0.024162242,1.956379466,0.049172627
Kerguelen,KER3,CAT2-S3-1A,3,3.3,4.8,4,88.26872151,4.413436075,11.73127849,1.173127849,0.143817721,0.014381772,2541.490075,35.37425007,1800.106357,324.0191443,7653.480152,994.9524198,787.7430499,110.284027,51.10801161,6.132961393,4271.648096,768.8966573,1.842018328,0.128941283,6.894228126,3.722883188,8.794447073,1.23122259,65.51502506,5.896352255,1.433225843,0.006671468,3.62723307,0.580357291,77.97377323,1.559475465,40.13708692,2.006854346,1.048108527,0.025787605,1.234077737,0.046111693
Kerguelen,KER3,CAT2-S3-1A,6,7.9,9.1,8.5,86.5897549,4.329487745,13.4102451,1.34102451,0.127002892,0.012700289,2570.623323,60.34061437,2433.469353,438.0244835,8525.391032,1108.300834,1493.72135,209.120989,73.97054275,8.87646513,7043.906744,1267.903214,2.360731307,0.165251191,7.989049521,4.314086741,8.840919501,1.23772873,33.9867472,3.058807248,1.836820618,0.007837643,6.303556106,1.008568977,77.55523489,1.551104698,51.12144032,2.556072016,1.449083949,0.031749255,1.368113398,0.05102612
Kerguelen,KER3,CAT2-S3-1A,9,12.3,13.5,12.9,87.65410667,4.382705334,12.34589333,1.234589333,0.120978988,0.012097899,1925.941564,47.47919756,1807.885973,325.4194751,7727.272205,1004.545387,1028.300333,143.9620466,53.9884387,6.478612644,5806.724977,1045.210496,2.063027935,0.144411955,6.820390916,3.683011095,7.875132613,1.102518566,22.83873715,2.055486344,1.981092172,0.026250211,3.688021304,0.590083409,68.05571381,1.361114276,28.2096257,1.410481285,0.861685089,0.023559447,0.723414991,0.021168133
Kerguelen,KER3,CAT2-S3-1A,13,18.1,19.3,18.7,86.20305437,4.310152718,13.79694563,1.379694563,0.143807055,0.014380706,2075.478682,57.71761628,2390.397694,430.2715849,8370.564722,1088.173414,1383.034771,193.6248679,65.55518428,7.866622114,5950.241077,1071.043394,2.117141394,0.148199898,6.393762065,3.452631515,6.48426444,0.907797022,21.31018792,1.917916913,1.837777624,0.007019007,6.207609895,0.993217583,78.5344764,1.570689528,45.24542121,2.262271061,1.293057315,0.020115449,1.321962492,0.040846333
Kerguelen,KER3,CAT2-S3-1A,15,21,22.1,21.6,86.89391751,4.344695875,13.10608249,1.310608249,0.131689055,0.013168905,2443.572039,49.80339872,2551.414712,459.2546482,8528.540345,1108.710245,1475.406854,206.5569596,59.93308415,7.191970098,6187.963748,1113.833475,2.279411544,0.159558808,7.850724687,4.239391331,6.918225269,0.968551538,19.50535782,1.755482204,2.009562056,0.035058094,5.547019557,0.887523129,79.19188077,1.583837615,39.22303086,1.961151543,1.091353254,0.022458753,1.113522217,0.044519068
Kerguelen,KER3,CAT2-S3-1A,20,28.2,29.4,28.8,85.38950254,4.269475127,14.61049746,1.461049746,0.170373458,0.017037346,3359.324714,61.02238631,1463.774697,263.4794455,7489.032735,973.5742556,937.5899962,131.2625995,37.80142795,4.536171354,5072.990401,913.1382722,1.778968575,0.1245278,8.567301171,4.626342632,6.433648096,0.900710733,14.3729798,1.293568182,2.145297257,0.019339871,2.92778834,0.468446134,72.04904865,1.440980973,42.85323212,2.142661606,1.266430396,0.01680148,1.227647524,0.029567494
Kerguelen,KER3,CAT2-S3-1A,21,29.6,30.7,30.2,84.38619663,4.219309831,15.61380337,1.561380337,0.290230006,0.029023001,3337.527461,78.29548461,1742.201387,313.5962497,7060.636584,917.8827559,1221.194979,170.9672971,47.42694669,5.691233603,5217.251998,939.1053596,1.649765973,0.115483618,8.139809229,4.395496984,5.73865376,0.803411526,13.07843571,1.177059214,1.85274284,0.010493724,4.597352978,0.735576476,63.78046606,1.275609321,54.84725556,2.742362778,1.595597699,0.028713222,1.546097659,0.042317615
Kerguelen,KER3,CAT2-S3-1A,22,31,32.1,31.6,81.06164945,4.053082472,18.93835055,1.893835055,0.204189212,0.020418921,3870.540968,94.63863001,4461.087959,802.9958326,7896.234296,1026.510458,2205.724776,308.8014686,119.7043062,14.36451674,6488.988438,1168.017919,1.71561783,0.120093248,8.098447371,4.37316158,6.068782697,0.849629578,25.41388525,2.287249673,1.788830104,0.013674539,17.22708873,2.756334197,67.625654,1.35251308,113.2387274,5.66193637,3.268989696,0.036575957,3.137293564,0.081134649
Kerguelen,KER3,CAT2-S3-1A,27,38.2,39.3,38.7,80.97508864,4.048754432,19.02491136,1.902491136,0.207657987,0.020765799,2699.125756,45.85131928,3566.70755,642.007359,7653.796312,994.9935206,2003.194081,280.4471713,86.51921621,10.38230595,5349.432635,962.8978743,1.391814484,0.097427014,7.449716815,4.02284708,7.047681054,0.986675348,20.72720657,1.865448591,1.552621796,0.013289465,12.64697374,2.023515798,68.96032566,1.379206513,116.3395336,5.81697668,2.258197337,0.05099856,3.558463768,0.136219391
Kerguelen,KER3,CAT2-S3-1A,28,39.5,40.7,40.1,74.93538663,3.746769331,25.06461337,2.506461337,0.249493964,0.024949396,2141.460893,23.50064649,8937.293284,1608.712791,9775.180899,1270.773517,3299.904326,461.9866056,206.5622145,24.78746574,8197.149421,1475.486896,1.707642336,0.119534964,6.49364719,3.506569483,6.508755339,0.911225747,39.26943077,3.534248769,1.304375651,0.004776414,30.0068369,4.801093904,79.88473282,1.597694656,158.7616528,7.93808264,3.814471206,0.062730445,4.341460403,0.091452063
Kerguelen,KER3,CAT2-S3-1A,32,45.1,47,46.1,77.68865755,3.884432877,22.31134245,2.231134245,0.234122248,0.023412225,3170.162526,42.2925377,4770.599596,858.7079273,10152.65951,1319.845736,3690.444085,516.6621719,115.6050883,13.8726106,6337.843662,1140.811859,2.217760046,0.155243203,10.51108713,5.67598705,9.587253172,1.342215444,27.51857011,2.47667131,1.861307997,0.025104106,14.07224116,2.251558586,95.06307262,1.901261452,117.9588143,5.897940715,2.404639381,0.058721534,3.153152484,0.100445756
Kerguelen,KER3,CAT2-S3-1B,38,46.4,47.6,47,81.9911618,4.09955809,18.0088382,1.80088382,0.163283006,0.016328301,3492.592783,17.23671939,3732.955372,671.931967,8677.270529,1128.045169,2737.714004,383.2799606,87.44930657,10.49391679,4793.106432,862.7591578,1.678496422,0.11749475,9.854731646,5.321555089,10.40875416,1.457225582,22.31535337,2.008381803,1.891934993,0.026962291,12.29867694,1.96778831,80.95231282,1.619046256,111.6058313,5.580291565,2.094705664,0.020458546,3.042283803,0.057990562
Kerguelen,KER3,CAT2-S3-1B,42,51.6,52.7,52.2,80.8040297,4.040201485,19.1959703,1.91959703,0.211486343,0.021148634,2867.540808,19.97513047,3515.939224,632.8690603,9459.400389,1229.722051,2833.675864,396.714621,86.14961589,10.33795391,5197.712813,935.5883063,1.967605598,0.137732392,11.56429275,6.244718085,9.373035718,1.312225001,20.69108587,1.862197728,1.857526302,0.014508774,10.32724622,1.652359395,86.09850052,1.72197001,96.16087645,4.808043823,1.76961539,0.035234836,2.641940663,0.073027458
Kerguelen,KER3,CAT2-S3-1B,45,55.3,56.5,55.9,70.03022518,3.501511259,29.96977482,2.996977482,0.365062981,0.036506298,1552.905719,19.92143048,13911.44149,2504.059468,17303.92837,2249.510688,7876.665965,1102.733235,212.8364779,25.54037735,12610.90951,2269.963712,5.218331686,0.365283218,13.36916814,7.219350796,13.06431875,1.829004625,41.60383738,3.744345364,1.406796613,0.009215404,15.69566935,2.511307096,150.3131973,3.006263946,102.9146045,5.145730225,2.557377839,0.061020981,2.053493809,0.044461997
Kerguelen,KER3,CAT2-S3-1B,47,58.1,59.3,58.7,85.28397915,4.264198957,14.71602085,1.471602085,0.134803354,0.013480335,1204.378718,15.05284217,1680.089191,302.4160544,9172.659013,1192.445672,1708.112446,239.1357424,45.25246798,5.430296158,3682.282642,662.8108756,1.796711679,0.125769818,13.47816025,7.278206535,10.09827176,1.413758046,31.83349681,2.865014713,1.963624592,0.016781917,3.465695798,0.554511328,90.88637985,1.817727597,53.04194313,2.652097157,0.670868341,0.021940302,1.322438942,0.053757721
