"Location","Site","Section","sample","min_depth","max_depth","midpoint","Zr","Zr_sd","Zr_ICP","Zr_ICP_sd","Zr_fit_OLS","Zr_lwr_OLS","Zr_upr_OLS","Zr_fit_WLS","Zr_lwr_WLS","Zr_upr_WLS"
"Bird Island","BI10","BI10.1",1,0,1.1,0.6,-3.87648529592211,-5.76236251241071,1.06344302447402,-2.46055523100737,2.56640812818394,0.970032339055691,4.16278391731219,2.58525495737598,0.929791676825787,4.24071823792618
"Bird Island","BI10","BI10.1",4,3.9,5,4.5,-3.91870553060822,-5.98429494092589,0.748228535528028,-3.31608686015414,2.37653655085303,0.779216764407666,3.9738563372984,2.40103671380022,0.724568754859625,4.07750467274082
"Bird Island","BI10","BI10.1",10,11.7,12.8,12.3,-3.82246228744961,-5.87878745637831,1.86113383862431,-2.53974814739952,2.80935878696389,1.21381499429949,4.4049025796283,2.82097187859803,1.19213255436178,4.44981120283429
"Bird Island","BI10","BI10.1",22,26.7,27.8,27.2,-3.88331928060777,-6.18923707966522,3.57352940771241,-0.391038130230096,2.53567453654551,0.939163417934286,4.13218565515674,2.55543644346256,0.896584774265859,4.21428811265925
"Bird Island","BI10","BI10.1",30,36.3,37.2,36.7,-3.88437380087466,-5.97219515543959,3.71147308000633,-0.0862085291763824,2.53093217952428,0.934399577605296,4.12746478144326,2.55083528781229,0.891460371255323,4.21021020436926
"Bird Island","BI10","BI10.1",34,40.9,41.9,41.4,-3.89174767148897,-6.12851905595269,3.3230000127477,1.37265009959275,2.49777062902646,0.901083311109846,4.09445794694308,2.5186611063322,0.855624332522296,4.1816978801421
"Bird Island","BI10","BI10.2",45,44,45,44.5,-3.89786813280265,-5.88193482966304,4.10353283661237,1.90077600329844,2.47024587336698,0.87342417085338,4.06706757588058,2.49195588686902,0.825875752357336,4.1580360213807
"Bird Island","BI10","BI10.2",51,51.9,52.9,52.4,-3.88790480330515,-6.16703954186815,1.84936101446338,-2.20321846987363,2.51505266094697,0.918446953255761,4.11165836863818,2.53542857416793,0.874300815226219,4.19655633310964
"Bird Island","BI10","BI10.2",54,55.3,56.3,55.8,-3.89387306053905,-6.57568540349917,3.44709555981437,-0.51472777392739,2.4882123929252,0.891479022062966,4.08494576378744,2.50938746205637,0.845294256437526,4.17348066767522
"Bird Island","BI10","BI10.2",62,64.4,65.4,64.9,-3.83129662078723,-5.94085890199422,1.83343076570928,-1.99353873826423,2.76962928716476,1.17397832798592,4.36528024634361,2.78242530530875,1.14925210014739,4.4155985104701
"Bird Island","BI10","BI10.2",67,70.1,71.2,70.6,-3.86077170798871,-5.66953282636095,3.41522430313818,1.19362388420362,2.63707480610802,1.04098456869011,4.23316504352594,2.65381756937673,1.00612811595805,4.30150702279541
"Bird Island","BI10","BI10.2",71,74.7,75.8,75.2,-3.86105844261058,-5.76265346808292,3.08978528026546,-0.650249188813882,2.63578531173798,1.03969018358514,4.23188043989081,2.65256646907362,1.00473537842926,4.30039755971798
"Bird Island","BI10","BI10.2",81,86.5,87.5,87,-3.85226082142044,-6.06189800460975,3.66995073900524,0.126860282292105,2.6753497107649,1.07939922446698,4.27130019706282,2.6909528573858,1.04746380936017,4.33444190541143
"Bird Island","BI10","BI10.3",88,84.8,85.8,85.3,-3.79240688293203,-6.62941570257878,2.59054694580365,-1.71277683954639,2.94452305370704,1.34925921314067,4.5397868942734,2.9521116951185,1.33795693947676,4.56626645076024
"Bird Island","BI10","BI10.3",95,93,94,93.5,-3.82001595579982,-5.82036835753813,2.63623548122916,-0.952295320105962,2.82036035653056,1.22484424156543,4.41587647149568,2.83164588178818,1.20400526074892,4.45928650282743
"Bird Island","BI10","BI10.3",98,96.3,97.3,96.8,-3.73750321705809,-5.86551591486349,2.57119233561081,-1.12558367536812,3.19143417862704,1.59634380980785,4.78652454744623,3.19167116152988,1.60409595862781,4.77924636443195
"Bird Island","BI10","BI10.3",104,103.2,104.2,103.7,-3.86110080407148,-6.06725272085731,2.43324707517014,-1.47412828430791,2.63559480504234,1.03949895333614,4.23169065674854,2.65238163462207,1.00452961816141,4.30023365108273
"Bird Island","BI10","BI10.3",114,114.9,115.9,115.4,-3.8894986404129,-6.24154556754762,2.09664310937208,-1.65717217925939,2.50788490435095,0.911245607660707,4.10452420104118,2.52847423403414,0.866554878916307,4.19039358915198
"Bird Island","BI10","BI10.3",120,121.8,122.7,122.3,-3.84318732357389,-6.7440729027022,1.74336703695281,-2.21945206374837,2.71615477404419,1.12034173371823,4.31196781437015,2.73054296977638,1.09152409923649,4.36956184031628
"Bird Island","BI10","BI10.4",135,129.4,130.4,129.9,-3.88256071565152,-6.1952992073245,2.37149949846929,-1.05286822773549,2.5390859321908,0.942590168112669,4.13558169626893,2.55874626646372,0.900270927005998,4.21722160592144
"Bird Island","BI10","BI10.4",145,141,142,141.5,-3.81841779789403,-6.33537674516212,2.26950082593994,-1.70855986733128,2.82754754449036,1.23204904299986,4.42304604598086,2.83861907472635,1.21176122236604,4.46547692708667
"Bird Island","BI10","BI10.4",155,152.7,153.8,153.2,-3.83812702004459,-5.92761802159951,4.06289986689823,1.86616521736354,2.73891181980731,1.14317025770748,4.33465338190713,2.75262243558368,1.11609302652142,4.38915184464593
"Bird Island","BI10","BI10.4",165,164.8,165.8,165.3,-3.84779257837729,-5.84960106769276,1.62082931236906,-2.15590622346265,2.69544415980831,1.09956284770308,4.29132547191354,2.71044900399413,1.06916231661535,4.35173569137292
"Bird Island","BI10","BI10.4",168,168.4,170,169.2,-3.95001191307466,-6.02793080829287,2.82771944430571,-0.935962562274622,2.23574642347406,0.637560530151929,3.83393231679619,2.26443854390479,0.572287920891416,3.95658916691816
"Bird Island","BI10","BI10.5",181,174.6,175.6,175.1,-3.84626890832791,-5.87965444820073,1.64034839181633,-1.8175594426662,2.70229636320695,1.10643797890151,4.2981547475124,2.71709718637333,1.07656105045086,4.3576333222958
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,-3.91184537632059,-6.06012717755696,2.76618829563902,-1.49228049910523,2.40738783164315,0.810238948308988,4.00453671497731,2.43096941272816,0.757925872938028,4.10401295251828
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,-3.92836367196833,-6.07660565875313,3.54986313646656,0.0630387276343519,2.33310224624145,0.735530340026985,3.93067415245592,2.35889564445768,0.677599150259767,4.04019213865559
"Bird Island","BI10","BI10.5",197,194,195,194.5,-3.99498304864744,-5.69098970858137,2.5072203846847,-1.16317271084551,2.03350357690895,0.433826470243218,3.63318068357468,2.06821737961196,0.353383973638255,3.78305078558567
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,-3.94424361635467,-6.04866880482476,1.66302015698533,-2.12326519500713,2.26168743505014,0.663671744742418,3.85970312535786,2.28960717449343,0.600352881818187,3.97886146716866
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,-3.93780481315915,-6.45882278617452,2.81065610951069,-1.48577550531512,2.29064382830436,0.692812460826444,3.88847519578228,2.31770140523911,0.631676530299914,4.00372628017831
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,-3.8962591043039,-6.57449556742231,2.10470426928473,-1.58889402562492,2.47748194823249,0.880696098910587,4.07426779755439,2.49897651112909,0.833696801396048,4.16425622086212
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,-3.92014289340093,-6.21372426875696,2.23522678473759,-1.77420596342813,2.37007248586908,0.772716030500591,3.96742894123757,2.39476511320343,0.717579101520523,4.07195112488634
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,-3.94961938017638,-6.12145454869528,1.60644830641208,-2.05895136256629,2.23751171069012,0.639337551737057,3.83568586964319,2.26615127055362,0.574197838799741,3.9581047023075
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,-3.93911533721326,-6.20481680517416,2.01851259896874,-1.83776775182064,2.28475017870402,0.686881779467733,3.88261857794032,2.31198323618565,0.62530136784719,3.99866510452412
