"Location","Site","Section","sample","min_depth","max_depth","midpoint","SH20_age","Ni","Ni_sd","Ni_ICP","Ni_ICP_sd","fit","lwr","upr"
"Bird Island","BI10","BI10.5",191,186.6,187.6,187.1,2847.45454545455,0.321552343356149,0.0682387670886716,5.623618255,0.058556283,11.2248243747932,-3.75019250562134,26.1998412552077
"Bird Island","BI10","BI10.5",194,190.3,191.3,190.8,2903.10909090909,0.295453360125801,0.0615045520060335,4.972003175,0.041494084,11.9032597505875,-3.1144207348347,26.9209402360097
"Bird Island","BI10","BI10.5",197,194,195,194.5,2954.41818181818,0.313744933645619,0.03450425020025,6.761396788,0.051811841,11.4277756888039,-3.5581923017635,26.4137436793714
"Bird Island","BI10","BI10.5",202,199.9,200.8,200.3,3041.91111111111,0.305388384415909,0.0291863234489902,10.88241106,0.042866217,11.6450017227442,-3.35440289664644,26.6444063421348
"Bird Island","BI10","BI10.6",218,209.5,210.5,210,3183,0.293822242850043,0.0351618919382731,9.702568502,0.102763012,11.9456601633613,-3.07525915043809,26.9665794771607
"Bird Island","BI10","BI10.6",228,221.4,222.4,221.9,3362.6,0.335675624641739,0.0464138396887693,8.361148745,0.023794572,10.8576938409379,-4.10145699755612,25.8168446794319
"Bird Island","BI10","BI10.6",239,234.2,235.2,234.7,3550.09090909091,0.30989932310426,0.0398390258243977,7.693387104,0.131022298,11.527741201244,-3.46419018287926,26.5196725853672
"Bird Island","BI10","BI10.6",247,243.9,245,244.5,3699.925,0.346479229073487,0.0618835470740833,12.99158529,0.144606736,10.5768573283468,-4.37359427130268,25.5273089279962
"Bird Island","BI10","BI10.7",259,250.7,251.7,251.2,3790.45,0.353673166986405,0.065640061625421,4.505779401,0.038483459,10.3898530328799,-4.55646157181149,25.3361676375714
"Bird Island","BI10","BI10.7",271,265,266,265.5,3978.94545454545,0.307046895093213,0.0565106003889331,14.66999494,0.043454784,11.601889226572,-3.39470779222485,26.5984862453689
"Bird Island","BI10","BI10.7",280,275.9,276.9,276.4,4128.55454545455,0.377568352962152,0.0486911032327612,15.10269284,0.154591105,9.76870471709882,-5.17338147511135,24.710790909309
"Bird Island","BI10","BI10.8",300,289.7,290.8,290.3,4314.73333333333,0.180825692530176,0.0240502090098541,14.43173082,0.092282265,14.882972180581,-0.522455735179188,30.2884000963413
"Bird Island","BI10","BI10.8",303,293.4,294.4,293.9,4365.28181818182,0.249132969502463,0.029652545323563,12.65956686,0.112267444,13.1073446508353,-2.02824751024116,28.2429368119117
"Bird Island","BI10","BI10.8",311,303.1,304,303.6,4492.98,0.26293325079822,0.057795894190548,12.05911704,0.120104386,12.748610406504,-2.34625772061082,27.8434785336188
"Bird Island","BI10","BI10.8",318,311.7,312.8,312.2,4610.66666666667,0.290402919269297,0.0502380904591008,9.165262456,0.085089883,12.0345444719181,-2.9933821539813,27.0624710978175
"Bird Island","BI10","BI10.8",326,321.7,322.8,322.2,4729.33333333333,0.341184130367248,0.0254637298033145,9.036215502,0.032002711,10.7145018583627,-4.23984067033473,25.6688443870601
"Bird Island","BI10","BI10.9",342,332.1,333.1,332.6,4891.35454545455,0.204811807412705,0.0487504412784353,18.49534977,0.16867968,14.2594601946715,-1.03845839115291,29.5573787804959
"Bird Island","BI10","BI10.9",348,339.5,340.5,340,5008.74545454545,0.323135356092197,0.0419287310125667,15.52691154,0.153207334,11.1836744253492,-3.78931112315907,26.1566599738575
"Bird Island","BI10","BI10.9",361,355.7,356.7,356.2,5262.19090909091,0.2646507747406,0.0374615798648491,8.855748872,0.059897145,12.7039638779017,-2.38616635323415,27.7940941090376
"Bird Island","BI10","BI10.9",365,360.7,361.7,361.2,5341.56,0.229742948179027,0.0363704190225351,30.78295408,0.919411339,13.611382539481,-1.58935173949354,28.8121168184556
"Bird Island","BI10","BI10.9",372,369.1,371,370.1,5483.135,0.261011859063882,0.0528974461858419,18.94940307,0.152496095,12.7985564182635,-2.30169886870202,27.898811705229
"Bird Island","BI10","BI10.10",379,367.3,368.4,367.9,5447.30909090909,0.270642323810011,0.0537613247854856,16.74430526,0.065879465,12.54821532599,-2.52596181068741,27.6223924626674
"Bird Island","BI10","BI10.10",386,375.7,376.6,376.1,5581.52,0.313700851681898,0.0510155303746205,17.31182215,0.157291165,11.4289215864567,-3.55711263472072,26.4149558076341
"Bird Island","BI10","BI10.10",390,380.5,381.5,381,5660.04545454545,0.281055567490229,0.0517600035866812,10.00803438,0.051752058,12.277526126067,-2.77105784991847,27.3261101020524
"Bird Island","BI10","BI10.10",392,382.9,384,383.4,5698.00833333333,0.272629368694578,0.0376797075320139,13.25060411,0.079029689,12.4965626799431,-2.57252143860878,27.5656467984949
"Bird Island","BI10","BI10.10",396,387.7,388.8,388.2,5774.45833333333,0.390052019037549,0.0719723731206893,5.370449412,0.073763255,9.44419549731802,-5.5014995373574,24.3898905319934
"Bird Island","BI10","BI10.10",403,396.3,397.4,396.8,5914.69166666667,0.285924992093017,0.0550522778011545,10.48748493,0.170240055,12.150946868893,-2.88660177632556,27.1884955141115
"Bird Island","BI10","BI10.10",410,404.6,405.6,405.1,6045.02727272727,0.271080339956787,0.0398756069589263,13.21962289,0.067443449,12.5368292253699,-2.536216757127,27.6098752078668
"Bird Island","BI10","BI10.11",422,409.9,410.9,410.4,6127.60909090909,0.331710047717977,0.0673987961404136,11.44865692,0.089667997,10.9607778441256,-4.00231424103234,25.9238699292836
"Bird Island","BI10","BI10.11",424,412.2,413.2,412.7,6161.61818181818,0.327342402512896,0.0455246997913202,13.02193372,0.068041373,11.0743134937673,-3.89358377022175,26.0422107577564
"Bird Island","BI10","BI10.11",427,415.8,416.8,416.3,6233.21818181818,0.343971057974888,0.0677782402390355,10.69111482,0.081670324,10.6420564967134,-4.31014877692051,25.5942617703474
"Bird Island","BI10","BI10.11",439,430.3,431.3,430.8,6633.50909090909,0.357514596030836,0.0497848311979037,10.27959403,0.051458834,10.28999621722,-4.65465189627365,25.2346443307136
"Bird Island","BI10","BI10.11",443,435.2,436.3,435.7,6779.31666666667,0.352834400719083,0.0587095007032111,10.7534478,0.175488371,10.4116565147532,-4.53507222017851,25.358385249685
"Bird Island","BI10","BI10.11",449,442.8,443.8,443.3,6996.89090909091,0.306912645317424,0.0647619389211396,2.705794836,0.017698572,11.6053790099204,-3.39144268015432,26.6022006999952
"Bird Island","BI10","BI10.12",461,447.5,448.7,448.1,7135.69230769231,0.291131999361089,0.0434037555994437,5.648759577,0.065755803,12.0155922498452,-3.01081553732954,27.0420000370199
"Bird Island","BI10","BI10.12",465,452.8,453.9,453.4,7290.50833333333,0.225203544196543,0.0302492877262155,7.193324268,0.051191387,13.7293830079114,-1.48792807027223,28.9466940860951
"Bird Island","BI10","BI10.12",469,458.3,459.3,458.8,7450.61818181818,0.346875543022326,0.0608868280051987,6.263265577,0.073683145,10.5665552640694,-4.38363396050453,25.5167444886433
"Bird Island","BI10","BI10.12",475,466.1,467.2,466.6,7672.18333333333,0.343121716249317,0.0499668527340582,6.301289954,0.20152179,10.6641348845065,-4.28870069965146,25.6169704686645
"Bird Island","BI10","BI10.12",479,471.4,472.4,471.9,7821.06363636364,0.332791294150598,0.0671781271392973,9.999536344,0.112403008,10.932671161832,-4.02930650906435,25.8946488327284
"Bird Island","BI10","BI10.12",484,478.2,479.2,478.7,8011.50909090909,0.382430465711844,0.0580109227722419,13.45589808,0.463413678,9.6423155293907,-5.30070157955431,24.5853326383357
"Bird Island","BI10","BI10.13",506,473.4,474.5,474,7881.69166666667,0.324035289858054,0.0539683187714476,10.48832859,0.122763336,11.160280912382,-3.81157828490324,26.1321401096673
"Bird Island","BI10","BI10.13",519,491,492,491.5,8384.23636363636,0.310507329826814,0.0833362078915157,14.68864067,0.077615628,11.5119362457152,-3.47902732059139,26.5028998120218
"Bird Island","BI10","BI10.13",522,494.8,495.8,495.3,8490.03636363636,0.273122756177361,0.0571617465583784,13.66412704,0.131993681,12.4837372177655,-2.58409757592717,27.5515720114581
"Bird Island","BI10","BI10.13",525,498.7,499.7,499.2,8597.97,0.282796314201364,0.0437584325384481,13.11407391,0.450378152,12.2322759284364,-2.81229470684982,27.2768465637225
"Bird Island","BI10","BI10.13",529,503.9,505.1,504.5,8738.44,0.311342757873923,0.0555840254501987,54.67369247,0.401191653,11.4902195398923,-3.49942950145954,26.4798685812442
"Isla Hermite","HER42PB","HER42PB_1A",3,2.5,3.7,3.1,-30.6269230769231,0.328555910057723,0.0713398489392575,4.965819612,0.116696761,11.042768722849,-3.92374466354659,26.0092821092445
"Isla Hermite","HER42PB","HER42PB_1A",5,5.3,6.5,5.9,-1.38846153846154,0.32391435876965,0.0446134274582319,5.507249153,0.124463831,11.1634244803779,-3.80858487380448,26.1354338345602
"Isla Hermite","HER42PB","HER42PB_1A",7,8.1,9.3,8.7,27.85,0.285425168904784,0.0471399612802529,4.900777465,0.204852498,12.1639396253367,-2.87471431382447,27.2025935644978
"Isla Hermite","HER42PB","HER42PB_1A",9,10.9,12.1,11.5,56.4453846153846,0.283871167084496,0.0485039362389159,5.241528694,0.172446294,12.2043354445771,-2.83779506946667,27.2464659586208
"Isla Hermite","HER42PB","HER42PB_1A",13,16.3,17.5,16.9,110.519230769231,0.393719290886902,0.0773924194555071,6.351383957,0.153703492,9.34886584660724,-5.59864779914497,24.2963794923594
"Isla Hermite","HER42PB","HER42PB_1A",16,20.5,21.6,21.1,152.406666666667,0.404369002975726,0.0613646231175266,6.39350629,0.235920382,9.07202972010707,-5.88271590444933,24.0267753446635
"Isla Hermite","HER42PB","HER42PB_1A",20,26.1,27.3,26.7,210.763076923077,0.365138343278576,0.0482578020309781,7.84225117,0.241541336,10.0918191547907,-4.85064098774401,25.0342792973254
"Isla Hermite","HER42PB","HER42PB_1A",25,33.1,34.1,33.6,281.104545454545,0.282663550193453,0.0769724892371064,11.08791026,0.09757361,12.2357270896868,-2.80914695794102,27.2806011373145
"Isla Hermite","HER42PB","HER42PB_1A",28,37.1,38.2,37.7,321.895,0.302939817846795,0.0870396507458643,8.769207812,0.211337908,11.7086514889367,-3.29502553165756,26.712328509531
"Isla Hermite","HER42PB","HER42PB_1A",31,41.2,42.3,41.7,363.2825,0.303574607072349,0.0644609763254182,8.979833284,0.241557515,11.6921503301372,-3.31040449781904,26.6947051580935
"Isla Hermite","HER42PB","HER42PB_1B",40,43.1,44.2,43.7,382.52,0.333703210113475,0.0395295833665857,8.651530736,0.255220157,10.9089661751854,-4.05209480002159,25.8700271503923
"Isla Hermite","HER42PB","HER42PB_1B",48,54,55.1,54.5,493.1425,0.348004829617734,0.0622490805213818,11.09571628,0.335090632,10.5371997919051,-4.41226383916303,25.4866634229732
"Isla Hermite","HER42PB","HER42PB_1B",50,56.7,57.8,57.2,520.634166666667,0.392390572143705,0.0843494604437998,5.323592416,0.062818391,9.38340549866608,-5.56340945787615,24.3302204552083
"Isla Hermite","HER42PB","HER42PB_1B",56,64.7,65.8,65.2,601.545833333333,0.394554737901414,0.0609566370703919,8.253068077,0.149380532,9.32714864773232,-5.62082744644487,24.2751247419095
"Isla Hermite","HER42PB","HER42PB_1B",60,69.9,70.9,70.4,653.46,0.386762279715851,0.0693252459684711,10.60653138,0.328802473,9.52971130125885,-5.41464534695542,24.4740679494731
"Isla Hermite","HER42PB","HER42PB_1B",63,73.7,74.8,74.3,692.363333333333,0.398635877803328,0.0597212573152545,8.570619866,0.118274554,9.22106061899239,-5.72943126253626,24.171552500521
"Isla Hermite","HER42PB","HER42PB_1B",69,81.5,82.5,82,770.521818181818,0.275792023049618,0.0647672179409843,12.14358742,0.338806089,12.4143504122493,-2.6468309415309,27.4755317660295
"Isla Hermite","HER42PB","HER42PB_1C",80,86.5,87.8,87.2,822.286923076923,0.320017421278882,0.0544532855361223,7.820727692,0.171273936,11.264724221738,-3.71232319185047,26.2417716353264
"Isla Hermite","HER42PB","HER42PB_1C",86,94.8,96,95.4,906.45,0.368803554153502,0.0751597037986815,7.733471223,0.12373554,9.99654307850263,-4.94539520320272,24.938481360208
"Isla Hermite","HER42PB","HER42PB_1C",90,100.2,101.4,100.8,961.955384615385,0.387709252001147,0.0680135458502006,7.374484715,0.076694641,9.50509503584455,-5.43961846784642,24.4498085395355
"Isla Hermite","HER42PB","HER42PB_1C",91,101.6,103.1,102.3,977.5775,0.388325244150919,0.0902557944850003,7.652397974,0.179066113,9.48908250148916,-5.45587546020918,24.4340404631875
"Isla Hermite","HER42PB","HER42PB_1C",97,109.8,111,110.4,1058.64692307692,0.315048686982155,0.0446501238617651,6.6532882,0.035262427,11.3938850051321,-3.59014649040046,26.3779165006647
"Isla Hermite","HER42PB","HER42PB_1C",104,119.2,120.3,119.8,1151.60416666667,0.383034034161825,0.0666650050566831,8.016836814,0.254133727,9.6266259454492,-5.31654898482206,24.5698008757205
"Isla Hermite","HER42PB","HER42PB_1D",118,127.3,128.4,127.8,1233.23666666667,0.385014994235417,0.0671380154908767,7.99757167,0.125561875,9.57513147226995,-5.36862701907548,24.5188899636154
"Isla Hermite","HER42PB","HER42PB_1D",121,130.9,132.2,131.6,1270.93,0.384895424978797,0.0548183049564481,6.481861022,0.25279258,9.57823963984998,-5.36548077754568,24.5219600572456
"Isla Hermite","HER42PB","HER42PB_1D",131,143.2,144.4,143.8,1396.85230769231,0.364679281804387,0.0568664418943458,6.76410592,0.082522092,10.1037523224933,-4.83879743792993,25.0463020829164
"Isla Hermite","HER42PB","HER42PB_1D",137,150.7,151.9,151.3,1480.03461538462,0.425659944750375,0.0680639345470836,5.489630722,0.058739049,8.51857796467231,-6.45931013364124,23.4964660629859
"Isla Hermite","HER42PB","HER42PB_1D",144,159.2,160.3,159.8,1611.23,0.382568991242122,0.0666338902245883,7.080750354,0.210298286,9.63871459906473,-5.30433790641234,24.5817671045418
"Isla Hermite","HER42PB","HER42PB_1D",147,162.9,164.1,163.5,1669.44846153846,0.387484509648153,0.077340370513257,7.101215107,0.039056683,9.51093714706263,-5.43368958655581,24.4555638806811
"Isla Hermite","HER42PB","HER42PB_1E",158,169.3,170.5,169.9,1768.77461538462,0.373034175395112,0.0756520906305517,2.834914669,0.055280836,9.88656932640038,-5.05519457298078,24.8283332257815
"Isla Hermite","HER42PB","HER42PB_1E",162,175.6,176.8,176.2,1865.00538461538,0.394170364142523,0.0658163938470426,27.22539319,0.871212582,9.33714033029164,-5.61062078108741,24.2849014416707
"Isla Hermite","HER42PB","HER42PB_1E",166,181.9,183.1,182.5,1961.41923076923,0.412130485954496,0.0433055279222332,5.932120552,0.266352213,8.87027225795047,-6.09157037995988,23.8321148958608
"Isla Hermite","HER42PB","HER42PB_1E",174,194.9,196.1,195.5,2158.50153846154,0.402155037760342,0.0596729707939308,4.605044162,0.047431955,9.12958109326356,-5.82342225130154,24.0825844378286
"Isla Hermite","HER42PB","HER42PB_1E",179,202.5,203.6,203,2273.88416666667,0.368877647954822,0.071739803296211,6.051611715,0.203334154,9.99461703197817,-4.94731424974208,24.9365483136984
"Isla Hermite","HER42PB","HER42PB_1F",184,201.4,202.5,202,2256.42833333333,0.365876379325527,0.0489695848606515,7.643347532,0.099363518,10.0726341253034,-4.86969325648066,25.0149615070874
"Isla Hermite","HER42PB","HER42PB_1F",189,208.1,209.3,208.7,2363.54384615385,0.444721604984194,0.0721687371565125,6.281092925,0.188432788,8.02307572575917,-6.98531624100037,23.0314676925187
"Isla Hermite","HER42PB","HER42PB_1F",191,210.9,212.2,211.5,2407.86357142857,0.400451925579444,0.0781313026193596,7.062851662,0.08334165,9.17385299237432,-5.77789536947614,24.1256013542248
"Isla Hermite","HER42PB","HER42PB_1F",197,219.3,220.5,219.9,2535.41461538462,0.384587760135547,0.0685553378580597,5.405800223,0.048111622,9.58623729675894,-5.3573868356885,24.5298614292064
"Isla Hermite","HER42PB","HER42PB_1F",200,223.4,224.6,224,2595.94769230769,0.364517651460022,0.0717186602211493,5.360618674,0.082553528,10.1079538556507,-4.83462874342256,25.0505364547241
"Isla Hermite","HER42PB","HER42PB_1F",205,230.3,231.5,230.9,2697.92846153846,0.389825597595226,0.0477164173938987,3.651541303,0.083620296,9.45008125596826,-5.49551278138206,24.3956752933186
"Isla Hermite","HER42PB","HER42PB_1F",209,235.8,236.9,236.4,2780.0925,0.350002854050932,0.0610228625307039,6.72326864,0.377175371,10.485261735728,-4.46299805576615,25.4335215272221
"Isla Hermite","HER42PB","HER42PB_1F",211,238.4,239.5,239,2819.29,0.379343352376854,0.0895649953408852,7.291340643,0.082392149,9.72256413053575,-5.21979170994193,24.6649199710134
"Isla Hermite","HER42PB","HER42PB_1F",213,241.1,242.3,241.7,2859.43,0.38966291145266,0.0619526490328411,6.769791583,0.100869895,9.45431023428876,-5.49121204589173,24.3998325144692
"Isla Hermite","HER42PB","HER42PB_1G",224,246.9,248.1,247.5,2943.97461538462,0.383411396389897,0.0637626417629469,8.708805886,0.105376551,9.61681652556671,-5.3264618190416,24.560094870175
"Isla Hermite","HER42PB","HER42PB_1G",231,256.4,257.6,257,3049.39,0.361211705278145,0.0596723666344358,7.561017887,0.180708328,10.1938909521446,-4.74951016926774,25.1372920735569
"Isla Hermite","HER42PB","HER42PB_1G",232,257.7,258.9,258.3,3062.22846153846,0.370036408671756,0.0332297394149418,5.717566832,0.090909313,9.96449538871298,-4.97734472302861,24.9063355004546
"Isla Hermite","HER42PB","HER42PB_1G",236,263.2,264.4,263.8,3116.22307692308,0.361807164392734,0.0569980374355917,5.647978456,0.174522534,10.1784121679862,-4.76482084898122,25.1216451849536
"Isla Hermite","HER42PB","HER42PB_1G",240,268.6,269.8,269.2,3169.09230769231,0.438500881096897,0.0790142447668497,6.480173586,0.139971749,8.18478160950729,-6.81264267212893,23.1822058911435
"Isla Hermite","HER42PB","HER42PB_1G",245,275.2,276.4,275.8,3233.34153846154,0.35052903517688,0.055855928259262,6.237541155,0.093563117,10.471583812463,-4.47637594157835,25.4195435665044
"Isla Hermite","HER42PB","HER42PB_1G",253,285.8,286.9,286.3,3335.24833333333,0.361289095517689,0.037285890626316,5.937997306,0.084913361,10.1918792156802,-4.75149954410014,25.1352579754605
"Isla Hermite","HER42PB","HER42PB_1H",260,285,286.2,285.6,3328.03692307692,0.390220847894996,0.0605118944893488,7.744414081,0.254016782,9.4398068409349,-5.50596435568866,24.3855780375585
"Isla Hermite","HER42PB","HER42PB_1H",264,290.3,291.5,290.9,3378.91846153846,0.418248073844553,0.0608440376418335,5.249374812,0.236746804,8.71124736404888,-6.25727273306284,23.6797674611606
"Isla Hermite","HER42PB","HER42PB_1H",269,297,298.2,297.6,3442.75846153846,0.370395949953633,0.0721321420888252,5.562068293,0.068969647,9.95514921907369,-4.98666959859167,24.8969680367391
"Isla Hermite","HER42PB","HER42PB_1H",273,302.3,303.5,302.9,3494.21153846154,0.384434002509393,0.0598664650541976,4.967669945,0.089914826,9.5902341809272,-5.35334274113739,24.5338111029918
"Isla Hermite","HER42PB","HER42PB_1H",278,309.3,310.6,309.9,3563.64071428571,0.376433305992977,0.0816692576026281,5.338448611,0.258380913,9.7982099284812,-5.14374615142242,24.7401660083848
"Isla Hermite","HER42PB","HER42PB_1H",281,313.5,314.8,314.2,3603.44,0.361493726718928,0.0613044636442464,9.578116848,0.383124674,10.1865598879238,-4.75676048359379,25.1298802594413
"Isla Hermite","HER42PB","HER42PB_1H",286,320.5,321.8,321.1,3669.60384615385,0.381965081073946,0.0658875245852715,5.191529292,0.088775151,9.65441306586998,-5.28848872648301,24.597314858223
"Isla Hermite","HER42PB","HER42PB_1I",301,332.1,333.3,332.7,3782.35692307692,0.397783920128971,0.0737664425502011,5.051388454,0.107089435,9.24320700760308,-5.70672449602606,24.1931385112322
"Isla Hermite","HER42PB","HER42PB_1I",303,334.9,336.2,335.6,3810.93642857143,0.401726492270412,0.0704473322897747,5.180870206,0.01916922,9.1407210069506,-5.81195956927047,24.0934015831717
"Isla Hermite","HER42PB","HER42PB_1I",312,347.6,348.8,348.2,4016.98,0.387760164164189,0.0585549833340268,4.609934349,0.152588827,9.50377158917381,-5.4409617507451,24.4485049290927
"Isla Hermite","HER42PB","HER42PB_1I",317,354.3,355.4,354.9,4144.90083333333,0.408847370243685,0.0311974659347291,9.34212645,0.155079299,8.95561588307875,-6.00303694996978,23.9142687161273
"Isla Hermite","HER42PB","HER42PB_1I",320,358.3,359.6,358.9,4223.08571428571,0.378863137782567,0.0743543370887063,8.272910832,0.435982401,9.73504716735989,-5.20722775566082,24.6773220903806
"Isla Hermite","HER42PB","HER42PB_1I",322,361,362.2,361.6,4273.55307692308,0.361140557705345,0.0835923468630475,8.373213228,0.165789622,10.1957404123271,-4.74768140228258,25.1391622269368
"Isla Hermite","HER42PB","HER42PB_1J",335,369.7,370.8,370.2,4438.2275,0.386914613551111,0.0824107030264107,9.940322624,0.090456936,9.52575142811519,-5.41866107519769,24.4701639314281
"Isla Hermite","HER42PB","HER42PB_1J",340,376.7,377.9,377.3,4574.44,0.376667544240089,0.0538998378972289,14.36379274,0.176674651,9.79212097429466,-5.1498592533258,24.7341012019151
"Isla Hermite","HER42PB","HER42PB_1J",342,379.6,380.9,380.3,4631.57428571429,0.36208945798062,0.0714226123113817,8.283716354,0.226973828,10.1710740293816,-4.77208246693037,25.1142305256937
"Isla Hermite","HER42PB","HER42PB_1J",346,385.3,386.5,385.9,4743.01769230769,0.36439145565449,0.0531624893236566,6.187784978,0.173876758,10.1112342784164,-4.83137442533776,25.0538429821706
"Isla Hermite","HER42PB","HER42PB_1J",349,389.6,390.9,390.2,4828.70428571429,0.302730035614073,0.078274829375359,6.573395751,0.121607821,11.7141047162382,-3.28994540366463,26.718154836141
"Isla Hermite","HER42PB","HER42PB_1J",352,394,395.2,394.6,4912.70923076923,0.341206551852587,0.0765049848301223,7.039017163,0.173863724,10.7139190184606,-4.24040552321771,25.6682435601388
"Isla Hermite","HER42PB","HER42PB_1J",353,395.4,396.6,396,4939.73076923077,0.383333374917409,0.0804187172811945,7.826063409,0.230086264,9.6188446707454,-5.32441199329429,24.5621013347851
"Kerguelen","KER1","CAT1-S1-1A",1,0,1.4,0.7,-43.6,0.389264709836394,0.0624041779904017,26.27212126,0.174368454,9.46466136792446,-5.48068813408294,24.4100108699319
"Kerguelen","KER1","CAT1-S1-1A",3,3.1,4.7,3.9,3.97058823529412,0.307693025010167,0.0840295542488813,39.93389191,0.141991361,11.5850932698425,-3.41042882021388,26.580615359899
"Kerguelen","KER1","CAT1-S1-1A",5,6.4,7.8,7.1,59.76,0.296466975068022,0.0359929119774265,28.84382633,0.280654365,11.8769111289509,-3.13879049825083,26.8926127561526
"Kerguelen","KER1","CAT1-S1-1A",7,9.3,10.6,9.9,108.485714285714,0.365756347895422,0.058805337217916,14.90398608,0.05400101,10.0757543069469,-4.86659371622115,25.018102330115
"Kerguelen","KER1","CAT1-S1-1A",8,10.7,12,11.4,130.207142857143,0.402288456362092,0.0562339783636935,31.14535059,0.089369364,9.12611291603928,-5.82699187414489,24.0792177062235
"Kerguelen","KER1","CAT1-S1-1A",9,12.1,13.6,12.8,153.175,0.421276894382282,0.0498718364636765,13.60485991,0.037998077,8.63251406698548,-6.33966517250604,23.604693306477
