Location,Site,Section,sample,min_depth,max_depth,depth,depth_err,SH20_mean_95CI,SH20_min_age_95CI,SH20_max_age_95CI,SH20_median_age,SH20_mean_age,accrate,accrate_err,kcps,cps,MSE, K, Ca, Ti, Mn, Fe, Zn, Rb, Sr, Zr,Mo_inc,Mo_coh,inc_coh,Ln_inc_coh,coh_inc,Ln_coh_inc,Total_scatter,kcps_sd,cps_sd,MSE_sd, K_sd, Ca_sd, Ti_sd, Mn_sd, Fe_sd, Zn_sd, Rb_sd, Sr_sd, Zr_sd,Mo_inc_sd,Mo_coh_sd,inc_coh_sd,Ln_inc_coh_sd,coh_inc_sd,Ln_coh_inc_sd,Total_scatter_sd,Water_Content_pc,Dry_mass,Dry_mass_err,LOI550,LOI550_err,C_org_pc,C_org_pc_err,Ln_C_org,Ln_C_org_err,Volume_cm3,Volume_err_cm3,Wet_density_g_cm3,Dry_density_g_cm3,Dry_density_err_g_cm3,DMAR_g_cm2_yr,DMAR_err_g_cm2_yr,DMAR_err_pc, P_ICP,P_ICP_sd,K_ICP,K_ICP_sd, Ca_ICP, Ca_ICP_sd, Ti_ICP, Ti_ICP_sd, Mn_ICP, Mn_ICP_sd, Fe_ICP, Fe_ICP_sd, Co_ICP, Co_ICP_sd, Ni_ICP, Ni_ICP_sd, Cu_ICP, Cu_ICP_sd, Zn_ICP, Zn_ICP_sd, As_ICP, As_ICP_sd, Rb_ICP, Rb_ICP_sd, Sr_ICP, Sr_ICP_sd, Zr_ICP, Zr_ICP_sd, Pb_ICP, Pb_ICP_sd, Th_ICP, Th_ICP_sd
Kerguelen,KER1,CAT1.1A,25,35.9,37.2,36.6,0.625,120,599,838,708,710,0.05185,0.00961,16771.35714,52420.35714,1.327142857,94.42857143,645.8571429,819.3571429,132.2857143,18397.85714,31.85714286,102.3571429,1007.928571,712.4285714,23955,4661.785714,5.13507577,1.634650254,0.195298392,-1.634650254,28616.78571,703.6071464,3733.013437,0.065917031,64.41776426,209.7191738,292.0272925,40.23092682,3910.224327,52.20500586,75.25812723,199.567403,91.43447783,2201.814287,287.885976,0.288423724,0.055582395,0.010733828,0.055582395,2439.111855,69.13,30.87,1.54,28.34,1.42,16.38,1.42,2.796061078,0.242393573,4.7493,1.3963,1.3733,0.6656,0.229,0.0345,0.0183,52.9,1037.146063,9.911663486,3483.960682,627.1129228,10116.20827,1315.107075,4855.040059,679.7056083,141.6979167,17.00375,14577.34124,2623.921423,7.044092268,0.493086459,18.00861913,9.72465433,18.73001453,2.622202034,40.14643479,3.613179131,2.977303637,0.036686872,2.109290233,0.337486437,69.55534929,1.391106986,63.51816441,3.175908221,0.916516561,0.003853973,0.582116874,0.00169892
Kerguelen,KER1,CAT1.1A,26,37.3,38.7,38,0.7,123,614,859,738,737,0.05185,0.00957,17734.86667,51774.86667,1.346,46.2,449.6666667,543.2666667,109.6,16626.73333,22.66666667,71.8,896.1333333,721.8666667,25354.33333,4805.866667,5.274375914,1.660451985,0.190547723,-1.660451985,30160.2,1003.367606,2256.851152,0.065005494,22.77592714,106.9864255,132.246235,32.05530934,2634.83354,27.7480158,79.29618978,151.9411854,112.0662219,2464.787608,306.5927654,0.364736107,0.073228885,0.014773897,0.073228884,2692.771122,54.08,45.92,2.3,19.21,0.96,11.1,0.96,2.406945108,0.208168226,5.4407,1.6567,1.3405,0.8266,0.293,0.0429,0.0231,53.9,1392.158008,7.108145036,11659.94441,2098.789994,21714.33708,2822.86382,10403.61788,1456.506503,371.3797605,44.56557126,29657.04588,5338.268258,14.92378146,1.044664702,32.14134367,17.35632558,34.08990898,4.772587257,81.59730828,7.343757745,3.51604823,0.013814423,3.963633199,0.634181312,130.2536735,2.60507347,121.174026,6.0587013,2.055377995,0.021856926,0.673051269,0.005071986
Kerguelen,KER1,CAT1.1A,27,38.8,40.1,39.4,0.675,138,624,899,763,764,0.05556,0.01095,15955.78571,48824.78571,1.318571429,71.35714286,459.0714286,587.0714286,110.5714286,17408.78571,13.42857143,106,1016.285714,722.4285714,22037.28571,4461.571429,4.938170305,1.595283254,0.203191631,-1.595283254,26498.85714,938.2009116,4985.792957,0.078921299,33.9289011,148.3190243,209.0055076,30.1118793,4565.243631,25.00065933,64.40377438,191.0684245,68.79927804,1741.735449,187.5595144,0.30298275,0.060416396,0.012095968,0.060416397,1862.667395,62.72,37.28,1.86,20.61,1.03,11.91,1.03,2.477378383,0.214248508,4.6735,1.4581,1.3068,0.7328,0.2653,0.0407,0.0228,55.9,1465.359818,11.44089097,7647.184074,1376.493133,20341.20911,2644.357184,9675.703494,1354.598489,341.5130418,40.98156502,27516.05179,4952.889322,16.64731905,1.165312334,38.36122731,20.71506275,29.17767688,4.084874763,79.93730908,7.194357817,3.501373372,0.035358998,4.206801091,0.673088175,131.8879867,2.637759734,116.499276,5.8249638,1.738338112,0.021536133,0.863413962,0.008593058
Kerguelen,KER1,CAT1.1A,28,40.2,41.6,40.9,0.675,137,654,927,791,791,0.05769,0.01091,16688.2,50340.73333,1.355333333,44.2,415,478.8,109.8,16520.4,21.6,112,937.3333333,715.1333333,24122.2,4729.866667,5.067380852,1.618668052,0.199006737,-1.618668051,28852.06667,1707.543064,2998.996438,0.097677799,33.67958262,154.2794311,129.0659853,44.07493619,2635.316538,29.20322878,66.50134263,217.1627654,128.4099833,4143.115015,428.4151636,0.472951706,0.094934745,0.019218049,0.094934745,4552.088994,45.35,54.65,2.73,9.22,0.46,5.33,0.47,1.673351238,0.147556301,4.3456,1.3928,1.5287,1.0996,0.4074,0.0634,0.0355,56,1044.236896,9.641918339,5002.720293,900.4896527,12514.93162,1626.941111,8232.043472,1152.486086,241.2793604,28.95352325,18335.53114,3300.395605,10.18252838,0.712776987,22.13806966,11.95455762,20.22360626,2.831304876,53.3476494,4.801288446,2.35241774,0.021704697,1.945757248,0.31132116,87.98899619,1.759779924,91.14020217,4.557010109,1.296530802,0.026420891,0.387156154,0.005073973
Kerguelen,KER1,CAT1.1B,36,45.1,46.2,45.6,0.55,119,779,1017,901,897,0.05417,0.00784,15616.08333,49393.83333,1.421666667,77,524.6666667,610.25,144.5,19037.33333,17.91666667,137.8333333,1089,685.5833333,20472.41667,4455,4.592661361,1.52361779,0.218104392,-1.52361779,24927.41667,819.3541202,3569.588335,0.101965532,54.69419115,226.4313395,259.22371,34.12943278,3587.529064,26.52086086,46.91352457,101.2826827,94.56451221,1778.473219,287.7574736,0.197571041,0.042787233,0.009289858,0.042787233,2031.753808,45.01,54.99,2.75,10.36,0.52,5.99,0.53,1.790091412,0.158388723,3.454,1.3816,2.265,1.5777,0.71,0.0855,0.0508,59.5,1737.02068,6.654228897,9110.578774,1639.904179,26333.16952,3423.312038,13294.3136,1861.203904,477.955413,57.35464956,37854.28444,6813.771199,19.97407233,1.398185063,43.41924078,23.44639002,37.92341421,5.309277989,105.4949459,9.494545131,3.312187293,0.018319984,5.765444277,0.922471084,183.5186364,3.670372728,153.3915035,7.669575175,2.190471084,0.008947313,1.042200739,0.006217018
Kerguelen,KER1,CAT1.1B,40,50.7,52.1,51.4,0.7,173,975,1321,1107,1117,0.00994,0.00167,17542.06667,52529.06667,1.407333333,54.26666667,416.1333333,529.4666667,127.4666667,17317.93333,42.13333333,81.33333333,924.0666667,761,24853.13333,4822.2,5.146193433,1.636604821,0.194959698,-1.636604821,29675.33333,885.2501234,1978.121564,0.071660576,28.52684617,118.3172893,147.2713078,35.31666273,2596.03171,40.25963357,63.82640146,206.4061415,103.1011986,2421.379857,265.281037,0.307149881,0.059424399,0.011529893,0.059424399,2649.955085,59.8,40.2,2.01,21.69,1.08,12.54,1.09,2.528923535,0.219818712,6.3302,2.8359,1.2363,0.6783,0.3378,0.0067,0.0045,66.6,1458.369885,15.52936827,9163.233327,1649.381999,20694.032,2690.22416,10841.15992,1517.762389,375.4268958,45.0512275,31170.92403,5610.766325,19.40135717,1.358095002,37.71061641,20.36373286,31.57899132,4.421058785,88.37360202,7.953624182,3.236225198,0.04936369,2.362468842,0.377995015,127.4096231,2.548192462,135.8916128,6.79458064,2.013870767,0.009340485,0.579473936,0.005683274
Kerguelen,KER1,CAT1.1B,41,52.3,53.6,53,0.65,361,995,1716,1252,1278,0.00993,0.00292,15258.5,51210.85714,1.39,84.07142857,590.7857143,774,163.9285714,22231.78571,27.42857143,129.3571429,1241.357143,677.0714286,18871.42857,4335.5,4.347976497,1.466376085,0.231535365,-1.466376084,23206.92857,914.9155278,4953.272048,0.063609385,47.79678825,163.7433163,288.1207012,29.06084939,3933.363313,28.17995547,91.69817307,184.94931,79.9773663,2082.372896,231.4963864,0.367093094,0.08490327,0.019715073,0.084903269,2246.656335,47.93,52.07,2.6,11.61,0.58,6.71,0.59,1.903598951,0.167380534,5.8781,2.6922,1.4783,0.965,0.4902,0.0096,0.0077,80.2,1461.770688,14.84624756,12647.00276,2276.460497,27857.81305,3621.515697,11278.11655,1578.936317,457.3151082,54.87781298,33869.91213,6096.584183,16.69197316,1.168438121,33.88638281,18.29864672,33.08146631,4.631405283,81.69604829,7.352644346,2.945391384,0.027351395,14.53891486,2.326226378,171.3204442,3.426408884,150.100816,7.5050408,2.347294913,0.029682608,1.943124881,0.010880841
Kerguelen,KER1,CAT1.1B,46,59.9,61.2,60.5,0.65,655,1310,2620,1964,1957,0.01485,0.00513,20697.5,57365.5,1.327142857,27.28571429,227.5714286,318.2857143,79,12460.35714,10.5,39,286.2857143,939.5714286,34586.57143,5638.642857,6.133669291,1.813523812,0.163122271,-1.813523812,40225.21429,338.9190396,1523.571399,0.077502215,14.15533915,31.84509209,43.27271048,24.53568829,1835.183605,22.12464689,47.30262637,136.0584877,93.52804128,1183.50605,130.2628155,0.14795086,0.024068836,0.003918103,0.024068836,1279.490594,78.62,21.38,1.07,60.63,3.03,35.04,3.03,3.556490266,0.30753897,5.3984,2.7316,1.0967,0.447,0.2485,0.0066,0.006,90.1,1585.510293,23.42571214,3713.686646,668.4635963,7587.711479,986.4024923,3746.441884,524.5018638,143.4324445,17.21189334,12808.45152,2305.521274,6.554846441,0.458839251,13.83972022,7.473448919,14.52619027,2.033666638,30.18599746,2.716739771,2.759203056,0.063806366,7.56864323,1.210982917,76.14964032,1.522992806,105.1968675,5.259843375,1.676304543,0.010067412,2.325701248,0.027686575
Kerguelen,KER1,CAT1.1B,49,64.4,65.8,65.1,0.7,661,1560,2881,2280,2268,0.01356,0.00409,18806.46667,52188.2,1.295333333,83,217.8666667,268.3333333,131.0666667,10805.73333,31.6,239.9333333,145.8666667,1402.333333,31054.26667,5426,5.709943798,1.739283924,0.176164448,-1.739283925,36480.26667,1473.932682,2565.845202,0.068854574,31.29810583,47.07875873,56.76853589,50.8393361,1570.158839,33.92175871,123.9847149,98.35567139,197.1245678,3604.98499,249.476595,0.45057558,0.079332151,0.014053807,0.079332151,3824.823777,72.25,27.75,1.39,43.94,2.2,25.4,2.2,3.234749174,0.280175125,5.0801,2.7077,1.1266,0.5385,0.3139,0.0073,0.0065,88.5,806.4630816,9.343521454,15479.98661,2786.39759,4034.917626,524.5392914,2161.427163,302.5998028,346.3897576,41.56677091,14380.32761,2588.45897,1.249641147,0.08747488,9.064108327,4.894618497,4.195291116,0.587340756,64.2076509,5.778688581,2.126892667,0.008844154,36.56109383,5.849775013,34.6500895,0.69300179,338.8652331,16.94326166,6.712487791,0.047348505,5.187565044,0.068701706
Kerguelen,KER1,CAT1.1B,51,67.6,68.9,68.3,0.65,578,1810,2966,2543,2504,0.01359,0.00327,23322.57143,61836.21429,1.356428571,105.5,181,199.2857143,110.7142857,9963,9.928571429,29.42857143,138.4285714,1065.071429,40818.78571,6144.214286,6.64542373,1.893791433,0.150520749,-1.893791434,46963,282.3929925,871.8735952,0.085088835,33.14942858,25.27692776,29.16907892,30.39845282,658.3052834,20.82699537,45.11474991,76.865231,106.7682352,454.0540765,133.0275729,0.114134664,0.017181726,0.002587245,0.017181726,545.8561377,82.02,17.98,0.9,88.5,4.42,51.15,4.43,3.934762492,0.340781971,5.1663,2.8673,0.9913,0.4004,0.2422,0.0054,0.0046,84.5,972.383618,15.84273379,1332.507255,239.8513059,3370.327372,438.1425584,1321.532644,185.0145702,59.66146775,7.15937613,4883.677754,879.0619957,1.332416753,0.093269173,11.80880582,6.376755143,2.938278701,0.411359018,10.51247544,0.94612279,1.764186714,0.090850711,2.802966071,0.448474571,47.97809994,0.959561999,48.56850259,2.42842513,0.967797072,0.007910503,1.071067919,0.012078129
Kerguelen,KER1,CAT1.1B,57,76.5,77.9,77.2,0.7,130,2999,3259,3139,3132,0.02353,0.00119,23107.93333,57691.73333,1.326666667,14.06666667,157.6666667,87.2,46.73333333,5039.933333,0.192307692,26.6,63.06666667,906.7333333,42678,6341.6,6.733237325,1.906801592,0.148592771,-1.906801592,49019.6,364.1007448,851.2714412,0.063994047,10.56589302,30.93002856,29.51803323,17.62087507,412.7132292,0.693375245,35.84450546,67.65507759,80.41807425,515.9241362,166.7310923,0.156836123,0.023381862,0.003488414,0.023381862,608.1543272,86.87,13.13,0.66,94.94,4.75,54.88,4.75,4.005148983,0.34665557,5.0801,3.1141,1.0827,0.368,0.244,0.0087,0.0062,71.4,513.0398018,21.03485366,442.9078563,79.72341413,5249.86072,682.4818936,498.7916112,69.83082557,76.30468085,9.156561702,8920.913751,1605.764475,3.179077437,0.222535421,9.288903341,5.016007804,5.504167322,0.770583425,11.403039,1.02627351,2.424840438,0.11036281,1.221309035,0.195409446,70.88337203,1.417667441,20.51940777,1.025970389,0.743462003,0.001174233,0.430177137,0.005489888
Kerguelen,KER1,CAT1.1B,63,86,87.4,86.7,0.7,246,3234,3725,3434,3445,0.02394,0.0019,23445.66667,58353.6,1.424666667,14.66666667,158.2,68.73333333,42.93333333,5047.8,0.192307692,53.66666667,131.6,923.6,43312.73333,6316.533333,6.859151329,1.925447767,0.145830306,-1.925447766,49629.26667,428.7899364,1190.427882,0.093110278,5.740416444,21.63066606,25.23451906,18.92264957,504.7050341,0.693375245,54.76790857,80.01589128,127.5157133,572.3575889,146.9819555,0.116988519,0.017074712,0.002492524,0.017074712,682.2605772,87.96,12.04,0.6,92.03,4.6,53.2,4.6,3.974058396,0.343621591,5.8137,3.9301,0.9216,0.3084,0.2239,0.0074,0.0059,80.5,497.9986173,9.972433234,323.9790116,58.31622209,3883.986282,504.9182167,291.56336,40.8188704,55.46225053,6.655470064,6816.274673,1226.929441,2.133265234,0.149328566,4.959823644,2.678304768,4.052348853,0.567328839,8.987606637,0.808884597,1.99297207,0.067684798,0.934094849,0.149455176,56.90823166,1.138164633,13.72149586,0.686074793,0.314813019,0.001520897,0.290615627,0.001311434
Kerguelen,KER1,CAT1.1C,73,92.4,93.7,93.1,0.65,311,3350,3971,3639,3646,0.03659,0.00337,21919.64286,55028.5,1.295714286,16.21428571,142.8571429,70.07142857,42.07142857,4582.571429,1.214285714,28.78571429,88.64285714,881.2857143,40754.64286,6081.428571,6.704084796,1.902493093,0.149229965,-1.902493092,46836.07143,454.3567909,1142.979625,0.078809828,9.374093363,29.8118643,17.88193883,24.53400869,391.9811052,3.142232705,38.16599084,99.53090525,65.2456053,598.7366966,145.133209,0.146457299,0.022019713,0.003312639,0.022019713,672.684686,86.53,13.47,0.67,93.59,4.68,54.1,4.68,3.990834186,0.345232976,5.3984,4.1892,1.1048,0.3614,0.2985,0.0132,0.0121,91.8,480.0573451,12.0904326,487.3846201,87.72923162,3407.375544,442.9588207,755.0023464,105.7003285,56.20523213,6.744627856,5710.94941,1027.970894,1.579837083,0.110588596,3.437486028,1.856242455,4.450254187,0.623035586,9.510397791,0.855935801,1.465269214,0.068452901,1.203244441,0.192519111,52.38105472,1.047621094,16.75001654,0.837500827,0.319751461,0.007815248,0.315510786,0.000624041
Kerguelen,KER1,CAT1.1C,80,103.1,104.5,103.8,0.7,275,3646,4196,3946,3939,0.03636,0.00278,22842.73333,56752.8,1.344666667,18,156.6,90.26666667,36.26666667,4491.666667,13.13333333,27.4,68.26666667,957.0666667,42424.2,6334.133333,6.699794289,1.901920811,0.149304916,-1.90192081,48758.33333,310.1963587,1564.160761,0.058781273,32.72395366,33.89858826,81.36905929,16.24133469,1303.046796,26.43824791,55.14629893,68.58724024,84.78836398,564.2894647,143.6343904,0.122449037,0.018288626,0.002732735,0.018288626,658.4369659,87.74,12.26,0.61,94.44,4.72,54.59,4.72,3.999850716,0.345837981,6.0692,5.1406,0.9614,0.3069,0.2753,0.0112,0.0109,97.4,345.730491,1.750039606,196.5150343,35.37270617,2189.505993,284.6357791,223.979161,31.35708254,29.73641755,3.568370106,3225.774563,580.6394213,0.923007687,0.064610538,2.13136205,1.150935507,2.622442469,0.367141946,5.963937738,0.536754396,1.120314178,0.031472784,0.700899472,0.112143916,36.49555291,0.729911058,8.929101824,0.446455091,0.179617133,0.003025055,0.166787898,0.001906893
Kerguelen,KER1,CAT1.1C,86,112.2,113.6,112.9,0.7,163,4013,4339,4207,4199,0.03556,0.0016,23327.13333,56259.46667,1.338,6.8,130.8,37.13333333,25.26666667,3302.533333,0.192307692,38.93333333,54.86666667,993.4666667,43221.4,6328.066667,6.83343592,1.921647631,0.146391761,-1.921647633,49549.46667,435.0574456,1038.331482,0.089058568,7.282071919,23.35502393,25.82597437,16.84579925,287.4364195,0.693375245,62.32457285,71.29602941,99.28448783,818.434551,201.1241502,0.134695438,0.019602873,0.002854314,0.019602873,990.4382051,86.07,13.93,0.7,94.53,4.73,54.64,4.73,4.000766215,0.3463328,5.5637,5.0351,1.1158,0.3617,0.3454,0.0129,0.0129,100,591.9905518,6.267225698,299.9494325,53.99089785,3711.15207,482.4497691,334.2205693,46.7908797,46.8799998,5.625599976,4542.425909,817.6366636,1.049747683,0.073482338,2.791826174,1.507586134,5.41452311,0.758033235,10.45252365,0.940727129,1.499496878,0.052332993,1.072921849,0.171667496,65.73504848,1.31470097,14.23345251,0.711672626,0.304017311,0.001071613,0.304152866,0.006685523
Kerguelen,KER1,CAT1.1C,93,122.9,124.1,123.5,0.6,146,4330,4622,4465,4468,0.04667,0.00175,23905.46154,57464.46154,1.32,6.846153846,167,33.84615385,28.30769231,3430.076923,0.192307692,19.38461538,43.30769231,967.2307692,44027.92308,6353.230769,6.932045691,1.936016016,0.14429771,-1.936016016,50381.15385,412.1847513,1006.563346,0.093897107,8.552252665,31.14749856,19.09993959,21.74237267,242.5278202,0.693375245,29.7224339,55.90376346,93.56829399,474.9455164,135.3570303,0.120107735,0.017363161,0.002510634,0.01736316,564.3698324,87.88,12.12,0.61,93.18,4.66,53.86,4.66,3.986388087,0.344904725,4.3544,4.2368,1.1588,0.404,0.4133,0.0189,0.02,106.1,630.4189958,8.260995754,167.7999201,30.20398562,4217.700826,548.3011074,237.3718165,33.23205431,46.78120576,5.613744691,4414.084703,794.5352465,1.050225297,0.073515771,2.843511196,1.535496046,4.038560617,0.565398486,9.118797628,0.820691787,1.65768929,0.051866478,0.714706415,0.114353026,78.06690295,1.561338059,10.592352,0.5296176,0.232814865,0.003724308,0.228581279,0.003447345
Kerguelen,KER1,CAT1.1D,105,130.3,131.4,130.8,0.55,188,4437,4813,4621,4622,0.04516,0.00203,22628.83333,55695.08333,1.306666667,12,128.75,38.75,30.08333333,3587.416667,0.192307692,13.25,161.9166667,988.9166667,41852.16667,6051.583333,6.920747589,1.934179842,0.144591799,-1.934179842,47903.75,213.0978577,828.0324388,0.081946028,8.63397096,15.73718815,23.62635278,13.93790341,272.9653519,0.693375245,29.26097308,118.6756147,118.605119,374.7321063,175.8291828,0.190931865,0.027298736,0.00390588,0.027298735,470.8617101,86.99,13.01,0.65,94.4,4.72,54.57,4.72,3.999484281,0.345933037,3.808,4.1584,1.4528,0.4904,0.5601,0.0221,0.0263,118.7,785.8172852,14.03913743,335.8691783,60.45645209,4013.123051,521.7059966,393.3367813,55.06714938,45.78783303,5.494539964,3780.979575,680.5763235,0.930570105,0.065139907,3.315937291,1.790606137,3.510172288,0.49142412,11.7594545,1.058350905,1.681733541,0.046882704,1.060803729,0.169728597,78.12846424,1.562569285,16.12570153,0.806285077,0.320872417,0.001780943,0.323772608,0.004952193
Kerguelen,KER1,CAT1.1D,108,134.6,135.8,135.2,0.6,194,4518,4906,4719,4718,0.04286,0.00195,22323.46154,54924.61538,1.440769231,13.15384615,162.4615385,56.07692308,22.23076923,3247.538462,0.384615385,3,74.30769231,928.6153846,41812.07692,6176.846154,6.77185181,1.912576417,0.147728606,-1.912576417,47988.92308,489.6331306,1226.518279,0.077831178,9.026314806,32.41557081,25.21395625,16.98113584,549.8970533,1.386750491,7.659416862,85.77915891,124.2279749,1023.087685,197.2582259,0.140387495,0.02071645,0.003058425,0.020716451,1181.176,88.39,11.61,0.58,92.97,4.65,53.74,4.65,3.984157603,0.344740098,4.5593,5.1246,1.1761,0.3882,0.4558,0.0166,0.0203,122,565.5024661,2.237850022,238.5346084,42.93622951,3486.528107,453.2486539,386.7326744,54.14257442,38.5256522,4.623078264,3167.607313,570.1693163,0.814471895,0.057013033,3.032224277,1.63740111,3.038249121,0.425354877,5.798802064,0.521892186,1.509515972,0.049513866,0.994535425,0.159125668,70.05573441,1.401114688,13.26053158,0.663026579,0.286292813,0.002454716,0.26074383,0.001711369
Kerguelen,KER1,CAT1.1D,110,137.6,138.8,138.2,0.6,167,4615,4948,4790,4787,0.04286,0.00168,22217.84615,54839.15385,1.287692308,10.92307692,140.4615385,52.53846154,31.30769231,3051,5.538461538,30.23076923,81.69230769,936.4615385,42000.53846,6175.846154,6.804962276,1.917386667,0.147029775,-1.917386667,48176.38462,241.0013299,680.6213884,0.114101844,9.508430807,13.20110718,17.36190938,18.88290504,207.6663991,9.088595277,46.01839097,61.12880474,57.33180529,323.2851206,176.9900403,0.162887497,0.024005192,0.003540928,0.024005192,462.2727439,87.93,12.07,0.6,93.88,4.69,54.26,4.69,3.993787307,0.345205722,3.582,4.0798,1.4593,0.4965,0.5904,0.0213,0.0261,122.8,442.1118449,4.428268077,35.89186233,6.460535219,2595.371312,337.3982706,218.0937453,30.53312434,28.24261491,3.389113789,2284.889729,411.2801512,0.611487721,0.04280414,2.520712809,1.361184917,2.972262265,0.416116717,4.641441298,0.417729717,1.134356857,0.021990399,0.562762357,0.090041977,53.9478412,1.078956824,10.56346884,0.528173442,0.195604182,0.004466095,0.21328797,0.000310239
Kerguelen,KER1,CAT1.1D,114,143.4,144.6,144,0.6,94,4852,5039,4930,4932,0.03333,0.00077,22964,55507.53846,1.303076923,6.153846154,146.6153846,55.92307692,25.15384615,2559.615385,2.230769231,20.23076923,113.3846154,955.7692308,43080.07692,6317,6.824019713,1.920158139,0.146626676,-1.920158138,49397.07692,272.5808748,858.2973082,0.101930092,5.913912324,20.91864584,19.263357,19.38146087,111.7844194,8.043152845,29.82491645,89.90044351,79.87819252,599.1299889,193.8620644,0.170612478,0.025135493,0.003704556,0.025135493,727.9780745,89.65,10.35,0.52,94.7,4.73,54.74,4.74,4.002594704,0.346589311,4.1542,4.9103,1.1914,0.3995,0.4922,0.0133,0.0167,125.5,614.8442797,4.395341606,157.0594404,28.27069927,3949.674648,513.4577042,441.6354183,61.82895856,41.11180496,4.933416595,3412.493629,614.2488532,0.910381859,0.06372673,5.705617692,3.081033554,5.962629521,0.834768133,6.264222559,0.56378003,1.957177567,0.056187664,0.765652204,0.122504353,79.92720242,1.598544048,23.41796688,1.170898344,0.301473477,0.001016326,0.528543858,0.003970185
Kerguelen,KER1,CAT1.1D,117,147.8,148.9,148.4,0.55,227,4920,5373,5079,5096,0.025,0.0012,22267.91667,55087.5,1.346666667,22.58333333,199.5,205.75,63.08333333,3836.666667,5,80.5,345.6666667,954.75,40863.08333,6265,6.520152685,1.874056186,0.153631201,-1.874056186,47128.08333,1007.489541,2049.968935,0.0863748,9.765042786,32.00710148,112.6725949,19.14280465,763.9887354,9.115421498,71.11514351,200.3648188,118.7167178,2470.866151,212.3089516,0.277074213,0.043033835,0.006694886,0.043033835,2632.705676,84.33,15.67,0.78,56.81,2.84,32.84,2.84,3.491647285,0.301957317,3.808,4.6153,1.5252,0.5404,0.682,0.0135,0.0177,131,703.8825978,12.01755573,7255.583194,1306.004975,5683.67778,738.8781114,2787.737038,390.2831853,103.2608758,12.3913051,4977.113764,895.8804775,1.191415297,0.083399071,6.225778674,3.361920484,7.391036368,1.034745092,28.72260097,2.585034087,2.035936011,0.060969538,10.74847022,1.719755235,109.6646554,2.193293108,97.07584026,4.853792013,2.032385066,0.018798722,1.648071409,0.00388062
Kerguelen,KER1,CAT1.1D,119,150.7,151.8,151.3,0.55,309,4977,5594,5189,5215,0.02414,0.00152,23072.16667,55131.5,1.3725,13.33333333,161.8333333,86.5,29.58333333,2368.333333,3.333333333,24.33333333,92.91666667,906.5833333,43054.33333,6227.083333,6.915623263,1.933682997,0.144629065,-1.933682997,49281.41667,384.6920453,646.8087395,0.068107535,17.92577288,47.663276,32.28706468,22.81330686,233.5295712,7.831560083,42.33703157,103.8385621,116.9331264,589.7309607,134.6068068,0.102242663,0.014774956,0.002135395,0.014774956,695.3783089,89.84,10.16,0.51,94.37,4.72,54.55,4.72,3.999117712,0.34602815,4.1793,5.1573,1.2497,0.4015,0.5156,0.0097,0.0131,134.7,610.582386,12.11887965,293.8266765,52.88880177,3599.827864,467.9776223,435.4794317,60.96712044,33.50696137,4.020835364,2637.046993,474.6684587,0.767742407,0.053741968,6.625024494,3.577513227,5.924549608,0.829436945,21.92880594,1.973592535,2.217616267,0.036112484,0.706861739,0.113097878,74.39152898,1.48783058,23.61796449,1.180898225,0.283433035,0.001790811,0.513351231,0.007447494
Kerguelen,KER1,CAT1.1D,123,156.5,157.7,157.1,0.6,388,5113,5889,5437,5456,0.02381,0.00178,23160.69231,55187.46154,1.347692308,4.384615385,140.8461538,43.69230769,38.15384615,2061.846154,6.615384615,9.538461538,152.2307692,894.6923077,43283.84615,6268.076923,6.908553577,1.932553679,0.144808217,-1.932553679,49551.92308,417.9980831,1046.073023,0.083282035,7.286270897,28.5769317,16.57500435,19.07374353,214.1128387,16.23031352,23.40090947,88.30643035,92.79671745,772.2085045,182.3039868,0.145468145,0.021209583,0.003093697,0.021209583,906.8340956,88.02,11.98,0.6,94.8,4.74,54.8,4.74,4.003690194,0.34630459,3.768,4.7854,1.4783,0.4816,0.6357,0.0115,0.016,139.5,708.9793163,16.75371889,199.7601332,35.95682398,4640.523522,603.2680579,337.7373781,47.28323293,41.49307617,4.97916914,3560.842802,640.9517044,1.008260928,0.070578265,7.365820821,3.977543243,6.211413657,0.869597912,9.708856297,0.873797067,1.625262915,0.033316663,0.749489114,0.119918258,89.12411225,1.782482245,16.00076454,0.800038227,0.386986683,0.003292803,0.321946425,0.003844
Kerguelen,KER1,CAT1.1D,124,158,159.2,158.6,0.6,409,5141,5958,5502,5519,0.02419,0.00188,23511.76923,56021.46154,1.395384615,6,131.6153846,37.07692308,34.84615385,1867.307692,0.192307692,44.07692308,113,940.5384615,44059,6357.769231,6.932871245,1.935964747,0.144329003,-1.935964747,50416.76923,447.1953626,703.1464541,0.085304883,9.695359715,29.56782728,19.91842337,18.65407084,173.2086336,0.693375245,58.47144822,72.65558019,114.4644161,822.2367867,155.3620255,0.180763502,0.025795389,0.003683225,0.025795389,883.2390346,86.01,13.99,0.7,95.2,4.76,55.03,4.76,4.007878491,0.346674571,3.224,4.117,1.5809,0.5771,0.7658,0.014,0.0196,140.5,665.8579482,3.08983947,973.6824666,175.262844,3761.690452,489.0197588,439.2617094,61.49663932,42.17796203,5.061355444,2748.553456,494.7396221,0.858721787,0.060110525,5.849088818,3.158507962,4.744298227,0.664201752,10.21776865,0.919599179,1.546124958,0.028432108,1.919467031,0.307114725,71.42068742,1.428413748,20.00078753,1.000039377,0.384542382,0.010143263,0.453688245,0.007886097
